N	2gram	Ircho_Kome_3	KulturaY
343	не хочет	5	1
344	не был	1	1
345	столь же	3	1
346	создает в	1	1
347	тем как	1	1
348	учреждений и	1	1
349	который произносит	1	1
350	глаза на	1	1
351	его современники	1	1
352	сомневаться что	1	1
353	силу этого	1	1
354	к ним	3	1
355	отношение к	5	1
356	отличие от	2	1
357	друг от	1	1
358	которые не	1	1
359	в одной	1	1
360	общего с	1	1
361	только об	1	1
362	как к	1	1
363	перед нами	1	1
364	не носило	1	1
365	в действительности	1	1
366	а попутно	1	1
367	моментов в	1	1
368	следует остановиться	1	1
369	он дал	1	1
370	чтобы выяснить	1	1
371	у целого	1	1
372	в чем	1	1
373	из той	1	1
374	в нашем	1	1
375	бы не	2	1
376	выражение в	1	1
377	по имени	3	1
378	говорят о	1	1
379	имеем в	1	1
380	и те	1	1
381	как он	3	1
382	в случае	1	1
383	случае все	1	1
384	или очень	1	1
385	в разработке	1	1
386	время о	1	1
387	чего следует	1	1
388	он должен	1	1
389	к одному	1	1
390	возвращение к	2	1
391	и по	1	1
392	на этом	1	1
393	прежде чем	3	1
394	именно это	1	1
395	от нее	3	1
396	по происхождению	1	1
397	то ни	3	1
398	же не	1	1
399	то чтобы	1	1
400	есть все	1	1
401	конечно в	1	1
402	об этом	7	1
403	них не	1	1
404	которого не	1	1
405	отчет в	1	1
406	контекста примеры	1	1
407	вот например	1	1
408	следует рассматривать	1	1
409	совершенно несправедливо	1	1
410	уж не	1	1
411	чаще всего	1	1
412	уступает в	1	1
413	сто лет	3	1
414	нет в	1	1
415	далеко не	3	1
416	с уже	2	1
417	показывает что	1	1
418	для своего	1	1
419	можно считать	1	1
420	мысли что	1	1
421	на первый	1	1
422	не выдерживает	1	1
423	избавиться от	1	1
424	в следующем	1	1
425	и без	2	1
426	каким был	1	1
427	теперь а	1	1
428	мы в	1	1
429	в отличие	1	1
430	должны были	1	1
431	точку зрения	1	1
432	но он	1	1
433	друг другу	1	1
434	о какой-то	2	1
435	однако в	4	1
436	с такими	1	1
437	в устах	1	1
438	от более	1	1
439	а вот	1	1
440	сам он	2	1
441	вернемся к	1	1
442	что ему	2	1
443	и притом	1	1
444	и остается	1	1
445	без конца	1	1
446	не могло	1	1
447	из других	1	1
448	близкую к	1	1
449	находятся в	1	1
450	таким путем	1	1
451	предполагать что	1	1
452	рассказом о	1	1
453	и после	2	1
454	вот что	1	1
455	и теперь	1	1
456	что речь	1	1
457	нет ли	1	1
458	что на	1	1
459	мы встречаем	1	1
460	один раз	1	1
461	он называет	2	1
462	все то	1	1
463	выход из	1	1
464	могут быть	1	1
465	чтобы сделать	1	1
466	ему все	1	1
467	как только	1	1
468	о таких	1	1
469	указывает на	1	1
470	этих традиционных	1	1
471	слова с	1	1
472	в самых	1	1
473	из чего	1	1
474	ничего общего	1	1
475	в настоящее	1	1
476	как мы	2	1
477	всегда или	1	1
478	от друга	1	1
479	при его	1	1
480	говоря уже	1	1
481	без всякого	2	1
482	в ее	3	1
483	и от	1	1
484	в себя	1	1
485	и когда	1	1
486	и сам	5	1
487	что у	1	1
488	с известными	1	1
489	за то	2	1
490	в мировую	1	1
491	которая была	1	1
492	мог бы	1	1
493	во многом	1	1
494	при необходимости	1	1
495	она была	2	1
496	по сравнению	2	1
497	которого они	1	1
498	возникающие отсюда	1	1
499	это как	1	1
500	не будучи	1	1
501	даже не	3	1
502	с полным	3	1
503	она уже	1	1
504	раз эта	1	1
505	язык и	1	1
506	настоящее время	1	1
507	за пределами	2	1
508	интересным примером	1	1
509	чтобы доказать	1	1
510	одного из	3	1
511	после того	1	1
512	а также	2	1
513	аналогии с	2	1
514	и во	2	1
515	более глубоко	1	1
516	нас в	1	1
517	всего на	1	1
518	во всех	2	1
519	так невозможно	1	1
520	должно было	3	1
521	в конечном	2	1
522	так называемыми	1	1
523	этом и	1	1
524	как его	1	1
525	из своего	3	1
526	и только	1	1
527	не надо	1	1
528	в развитии	2	1
529	все время	2	1
530	лет тому	4	1
531	которой в	1	1
532	его тем	1	1
533	для самого	1	1
534	за него	1	1
535	что здесь	1	1
536	сразу же	4	1
537	в двух	3	1
538	тому назад	4	1
539	дело с	3	1
540	п т	1	1
541	не мешает	2	1
542	жены в	1	1
543	это же	1	1
544	очевидно и	1	1
545	остановиться подробнее	1	1
546	с одной	3	1
547	в эти	1	1
548	и хочу	1	1
549	толчок развитию	1	1
550	и у	1	1
551	только на	1	1
552	себя и	2	1
553	обстоит дело	2	1
554	в нашей	1	1
555	действующего лица	1	1
556	ее из	1	1
557	в сознании	1	1
558	целого ряда	1	1
559	является не	1	1
560	для сравнения	1	1
561	не дает	4	1
562	и других	1	1
563	его и	1	1
564	этот раз	2	1
565	на своего	1	1
566	которые в	1	1
567	к мысли	1	1
568	не так	3	1
569	и их	1	1
570	в новом	1	1
571	в известной	2	1
572	мы находим	1	1
573	в конце	7	1
574	в современном	1	1
575	разнице в	1	1
576	тому же	6	1
577	мы можем	3	1
578	не из	1	1
579	он является	1	1
580	явно не	1	1
581	от того	2	1
582	более молодых	1	1
583	в других	3	1
584	другой и	1	1
585	случае с	1	1
586	чтобы показать	1	1
587	с общим	1	1
588	одной стороны	3	1
589	в н	1	1
590	что целый	1	1
591	отличаются от	1	1
592	после смерти	1	1
593	было и	1	1
594	перед ним	3	1
595	нового времени	2	1
596	следует различать	1	1
597	что для	2	1
598	говорит о	1	1
599	ничем не	4	1
600	в некоторых	1	1
601	к сожалению	1	1
602	а сам	2	1
603	из наиболее	1	1
604	однако и	1	1
605	процесс образования	1	1
606	человек в	1	1
607	содержание его	1	1
608	отнюдь не	4	1
609	мы обязаны	1	1
610	велась в	1	1
611	какой мере	2	1
612	на которые	3	1
613	но как	1	1
614	так называемых	1	1
615	к лицу	1	1
616	нет ничего	2	1
617	я говорю	2	1
618	теперь он	1	1
619	поскольку за	1	1
620	эти слова	1	1
621	эта идея	1	1
622	к его	1	1
623	для оправдания	1	1
624	на правах	1	1
625	в моей	1	1
626	по своему	3	1
627	он говорит	2	1
628	для жанра	1	1
629	существу не	1	1
630	лицом к	1	1
631	наряду с	2	1
632	чем к	2	1
633	в ответ	1	1
634	быть только	1	1
635	для человека	1	1
636	да и	1	1
637	из этой	2	1
638	образом на	1	1
639	разрешение и	1	1
640	которым он	2	1
641	не это	1	1
642	и там	1	1
643	выходят за	1	1
644	еще раз	1	1
645	какие же	1	1
646	его в	8	1
647	предела за	1	1
648	ко времени	1	1
649	что мы	2	1
650	в основном	1	1
651	который по	2	1
652	только для	2	1
653	о его	2	1
654	и таким	1	1
655	в начале	3	1
656	я мог	1	1
657	к вопросу	1	1
658	при всем	2	1
659	всего лишь	2	1
660	и заслуживает	1	1
661	и дают	2	1
662	в различном	1	1
663	было ясно	1	1
664	от контекста	1	1
665	не подозревая	1	1
666	бы он	3	1
667	иное чем	1	1
668	разве только	1	1
669	он стал	1	1
670	только что	7	1
671	соображение что	1	1
672	г и	2	1
673	условий и	1	1
674	отношении к	1	1
675	что слова	1	1
676	ему присущи	1	1
677	жизни в	1	1
678	не знает	3	1
679	сказать что	1	1
680	только как	2	1
681	совершенно не	2	1
682	это на	1	1
683	первом случае	1	1
684	который в	3	1
685	на своем	1	1
686	жизнь в	1	1
687	прямо к	1	1
688	жизни и	1	1
689	в своих	2	1
690	я могу	1	1
691	к этому	6	1
692	значение в	1	1
693	все что	3	1
