N	2gram	Potebnia_M_4	DiskursI
225	их мысли	1	1
226	для своего	1	1
227	мы не	8	1
228	я может	1	1
229	с самых	1	1
230	вопрос о	2	1
231	не была	1	1
232	в сущности	2	1
233	а для	1	1
234	как было	1	1
235	я не	2	1
236	но даже	2	1
237	ему в	1	1
238	в некотором	1	1
239	их самих	1	1
240	это время	1	1
241	во мне	1	1
242	понятия в	1	1
243	он сам	1	1
244	в чем	1	1
245	во всех	1	1
246	тем как	2	1
247	действующее лицо	1	1
248	в ее	2	1
249	не то	5	1
250	эта особенность	1	1
251	создал ее	1	1
252	друг от	1	1
253	человека с	1	1
254	за пределы	1	1
255	однако от	1	1
256	в истории	4	1
257	мысли только	1	1
258	или слов	2	1
259	однако не	1	1
260	хотя и	5	1
261	его сознанию	1	1
262	лицу с	1	1
263	о силе	1	1
264	то в	3	1
265	в самом	3	1
266	себе как	1	1
267	в которой	6	1
268	таковы например	1	1
269	в нашем	2	1
270	бы не	3	1
271	так в	3	1
272	и отношения	1	1
273	им в	1	1
274	говорят о	1	1
275	жизнь как	1	1
276	лица и	3	1
277	не приводит	1	1
278	но на	1	1
279	как у	1	1
280	человек не	2	1
281	теми же	2	1
282	так сказать	5	1
283	и только	3	1
284	времени для	1	1
285	на мысль	4	1
286	и еще	1	1
287	же это	1	1
288	к одному	3	1
289	не как	2	1
290	в силу	7	1
291	нашего времени	3	1
292	одной и	1	1
293	такова например	1	1
294	на этом	1	1
295	образа и	3	1
296	таким образом	24	1
297	значительной степени	2	1
298	мы его	3	1
299	без которого	2	1
300	своей исходной	1	1
301	об этом	2	1
302	лишь в	3	1
303	по выражению	1	1
304	время и	1	1
305	как при	1	1
306	напротив в	1	1
307	еще одно	1	1
308	из первых	1	1
309	с которого	1	1
310	этого она	1	1
311	она и	2	1
312	жизни то	1	1
313	котором одна	1	1
314	и было	1	1
315	восприятия и	1	1
316	как искусство	3	1
317	в такой	1	1
318	на каждом	1	1
319	оно живет	2	1
320	дальнейшее развитие	1	1
321	в которых	3	1
322	бы мы	1	1
323	стало быть	8	1
324	и той	1	1
325	тем не	4	1
326	по крайней	5	1
327	и более	4	1
328	перед ним	1	1
329	и наоборот	1	1
330	том же	2	1
331	что этот	1	1
332	своего происхождения	2	1
333	для нее	1	1
334	случае мы	1	1
335	и второе	1	1
336	нас самих	1	1
337	возникает в	1	1
338	но они	1	1
339	до известной	2	1
340	в таких	2	1
341	она не	2	1
342	виду что	2	1
343	самого начала	2	1
344	как о	1	1
345	мысли в	2	1
346	дело не	2	1
347	с живым	2	1
348	к этим	1	1
349	в процессе	3	1
350	xix века	1	1
351	и имеет	1	1
352	в самых	1	1
353	внешнее по	1	1
354	иное дело	1	1
355	не имели	2	1
356	на отношения	1	1
357	в общих	2	1
358	ничего не	1	1
359	в разных	3	1
360	не вполне	2	1
361	того как	6	1
362	имеем дело	2	1
363	нечто большее	1	1
364	к ней	2	1
365	и до	3	1
366	во всем	1	1
367	и поэтическое	1	1
368	не принадлежит	1	1
369	настоящего времени	2	1
370	или не	1	1
371	известной степени	3	1
372	от их	1	1
373	только от	3	1
374	начиная с	1	1
375	на некоторое	1	1
376	не могут	2	1
377	но все	1	1
378	и другой	1	1
379	не знаем	2	1
380	числе и	1	1
381	уже было	2	1
382	к тому	3	1
383	его с	1	1
384	важное обстоятельство	1	1
385	указывает на	2	1
386	не есть	9	1
387	из мысли	1	1
388	поэзии как	1	1
389	оно не	2	1
390	утверждать что	1	1
391	в применении	1	1
392	от друга	1	1
393	языка и	3	1
394	в собственном	1	1
395	необходимости и	1	1
396	с самого	1	1
397	в мысль	1	1
398	а слово	1	1
399	слова а	1	1
400	как с	1	1
401	и сам	1	1
402	что может	2	1
403	в образе	2	1
404	других вполне	1	1
405	сказано выше	1	1
406	можно только	2	1
407	мы в	3	1
408	и даже	2	1
409	человека это	1	1
410	с ним	5	1
411	как выражение	1	1
412	и лишена	1	1
413	с человеком	1	1
414	состоять в	1	1
415	о ней	1	1
416	другому в	1	1
417	о нем	1	1
418	действительность с	1	1
419	и здесь	2	1
420	не был	1	1
421	возможна только	1	1
422	внимание на	5	1
423	и что	7	1
424	всех подобных	1	1
425	не стоит	1	1
426	этом заключается	1	1
427	может не	1	1
428	или меньшую	1	1
429	нас в	2	1
430	не заключает	1	1
431	и во	1	1
432	бы человек	1	1
433	с нами	1	1
434	таким путем	1	1
435	на одном	1	1
436	в глазах	2	1
437	в форме	1	1
438	крайней мере	5	1
439	которая и	1	1
440	происходит только	1	1
441	века и	1	1
442	и следовательно	3	1
443	как она	2	1
444	который бы	2	1
445	и мир	1	1
446	имел для	1	1
447	уже сказано	1	1
448	менее в	1	1
449	и быть	2	1
450	каждом шагу	1	1
451	не идет	1	1
452	и так	3	1
453	самого говорящего	2	1
454	от них	1	1
455	же будет	1	1
456	согласно с	1	1
457	отдельных лиц	1	1
458	сказать от	1	1
459	так что	5	1
460	на всем	1	1
461	только на	4	1
462	и они	2	1
463	в поэзии	3	1
464	во втором	1	1
465	большинстве случаев	2	1
466	и их	3	1
467	в новом	1	1
468	всяком случае	3	1
469	могло бы	1	1
470	вовсе не	7	1
471	в состоянии	2	1
472	для меня	10	1
473	друг друга	2	1
474	не говорит	1	1
475	тем что	10	1
476	непосредственно на	1	1
477	в других	2	1
478	когда бы	1	1
479	но из	1	1
480	чем и	1	1
481	были бы	1	1
482	того что	14	1
483	не были	2	1
484	о влиянии	1	1
485	во второй	1	1
486	и др	2	1
487	между ними	4	1
488	но есть	4	1
489	поэзии и	7	1
490	по нескольку	1	1
491	близко к	1	1
492	к человеку	1	1
493	быть названо	4	1
494	которой нет	1	1
495	превращается в	2	1
496	света и	2	1
497	на этот	2	1
498	то ж	4	1
499	его как	1	1
500	чем та	1	1
501	все то	1	1
502	там где	3	1
503	в одно	1	1
504	должна была	1	1
505	к лицу	1	1
506	равно как	2	1
507	внимания к	1	1
508	на чем	1	1
509	как это	1	1
510	этого момента	1	1
511	из которых	2	1
512	почему он	1	1
513	по своему	2	1
514	для обозначения	1	1
515	лицом к	1	1
516	это напоминает	1	1
517	для человека	4	1
518	да и	4	1
519	исходя из	1	1
520	никем не	2	1
521	в это	2	1
522	даже в	2	1
523	слова и	5	1
524	на пути	1	1
525	идеал и	1	1
526	было сказано	1	1
527	видно что	4	1
528	но для	1	1
529	один из	2	1
530	говорящего и	2	1
531	глядит в	1	1
532	но с	1	1
533	то будет	1	1
534	слова но	1	1
535	мысли не	3	1
536	его не	1	1
537	обращается к	1	1
538	еще более	2	1
539	отношении не	2	1
540	у горация	1	1
541	стороны в	1	1
542	большую или	1	1
543	от всего	1	1
544	его жизнь	1	1
545	же в	1	1
546	хотя в	2	1
547	в искусстве	3	1
548	быть и	2	1
549	к самому	1	1
550	открывает себя	1	1
551	одной из	1	1
552	а о	1	1
553	слово в	4	1
554	от света	1	1
555	сказать что	8	1
556	не быть	1	1
557	их с	1	1
558	например и	1	1
559	сойти с	1	1
560	можно утверждать	1	1
561	при изучении	1	1
562	из этого	2	1
563	только о	2	1
564	в голову	2	1
565	к другим	2	1
566	ее в	1	1
567	как слово	1	1
568	немцев и	1	1
569	во всяком	5	1
570	том числе	1	1
