N	2gram	Losev_Prob_3	VLabPisa
202	с нею	2	2
203	он в	2	2
204	как он	1	2
205	что она	1	2
206	после этого	1	2
207	он не	8	2
208	том чтобы	1	2
209	например как	2	2
210	у пушкина	6	2
211	подобно тому	1	2
212	что ни	1	2
213	так например	1	2
214	в другом	2	2
215	нам остается	1	2
216	заключается в	4	2
217	с другими	3	2
218	в жизни	1	2
219	только о	3	2
220	само собою	1	2
221	одному тому	1	2
222	как об	1	2
223	не всегда	1	2
224	он и	2	2
225	между собою	2	2
226	и для	2	2
227	что такое	3	2
228	могут не	1	2
229	всяком случае	6	2
230	не столько	2	2
231	знаем что	1	2
232	и значит	1	2
233	от его	2	2
234	действительность в	1	2
235	по крайней	5	2
236	если бы	3	2
237	по себе	25	2
238	это особенно	1	2
239	можно ли	4	2
240	не менее	10	2
241	дня и	1	2
242	тогда когда	1	2
243	пока еще	2	2
244	того чтобы	1	2
245	только не	1	2
246	а для	1	2
247	не вполне	1	2
248	от того	2	2
249	и заключается	1	2
250	отличается от	4	2
251	же самое	9	2
252	в стихотворении	2	2
253	что оно	2	2
254	для того	1	2
255	что при	2	2
256	формы и	3	2
257	только то	2	2
258	и может	2	2
259	если они	1	2
260	в образе	1	2
261	он сам	4	2
262	и даже	14	2
263	вот это	2	2
264	во всяком	9	2
265	но к	1	2
266	говорит об	1	2
267	художественной структуры	2	2
268	лишь в	1	2
269	обобщения в	1	2
270	из себя	3	2
271	от них	1	2
272	во всей	3	2
273	крайней мере	5	2
274	конце концов	3	2
275	значит что	7	2
276	но с	2	2
277	о его	2	2
278	что даже	4	2
279	всех его	1	2
280	образа в	2	2
281	с одной	2	2
282	у них	2	2
283	при помощи	8	2
284	чего бы	2	2
285	ни с	4	2
286	могло бы	3	2
287	вовсе не	37	2
288	много и	2	2
289	образом не	1	2
290	одной стороны	1	2
291	или иной	8	2
292	даже не	2	2
293	до сих	2	2
294	писателя и	1	2
295	еще и	7	2
296	что для	3	2
297	образами и	1	2
298	естественно что	1	2
299	зависит от	1	2
300	и непосредственно	1	2
301	о чем	2	2
302	что мы	8	2
303	стороны в	1	2
304	начиная с	1	2
305	и потому	7	2
306	из которых	2	2
307	самого себя	3	2
308	образом по	1	2
309	сих пор	2	2
310	того или	6	2
311	между прочим	2	2
312	но для	1	2
313	можно было	4	2
314	каждой из	1	2
315	н тихонов	1	2
316	по одному	1	2
317	например не	2	2
318	своих героев	2	2
319	будто бы	3	2
320	все они	2	2
321	свой реальный	1	2
322	а в	5	2
323	в целях	1	2
324	понимать как	3	2
325	отметить что	1	2
326	в своих	1	2
327	этой точки	2	2
328	они не	1	2
329	смешение понятий	1	1
330	речь идет	1	1
331	таком случае	4	1
332	и без	4	1
333	во-вторых поскольку	1	1
334	самом деле	3	1
335	этого индивидуального	1	1
336	все его	1	1
337	схемы но	1	1
338	и закон	1	1
339	бесконечное число	2	1
340	что эти	1	1
341	все те	1	1
342	должна быть	1	1
343	или ее	1	1
344	что всякий	9	1
345	в отражении	1	1
346	у гоголя	8	1
347	предмета в	1	1
348	как мы	8	1
349	что если	1	1
350	обходится без	1	1
351	целиком а	1	1
352	вопрос о	1	1
353	нам в	1	1
354	именно к	1	1
355	реальной жизнью	1	1
356	почти все	1	1
357	существу же	1	1
358	из того	3	1
359	мы и	2	1
360	похожи на	1	1
361	сам по	6	1
362	характером и	1	1
363	и то	14	1
364	действительности когда	1	1
365	образа есть	1	1
366	собой в	1	1
367	мертвых душ	2	1
368	между собой	1	1
369	быть никакого	1	1
370	быть в	2	1
371	не был	2	1
372	здесь не	8	1
373	не отличается	1	1
374	есть функция	1	1
375	по своему	2	1
376	художественному произведению	1	1
377	у н	1	1
378	а только	5	1
379	значение и	5	1
380	только тогда	2	1
381	не все	1	1
382	ответ на	1	1
383	а и	1	1
384	уже как	3	1
385	себе и	1	1
386	о картине	1	1
387	само же	1	1
388	или иное	2	1
389	сама по	8	1
390	результате этого	1	1
391	которые не	1	1
392	в известном	2	1
393	в истории	1	1
394	самое понятие	1	1
395	оказывается не	1	1
396	общего с	3	1
397	миф не	1	1
398	для их	1	1
399	кроме того	3	1
400	ином отношении	1	1
401	не являются	2	1
402	в каком-то	1	1
403	художественными образами	1	1
404	эту проблему	1	1
405	не очень	2	1
406	или иную	1	1
407	то в	3	1
408	многих из	1	1
409	а во-вторых	1	1
410	наше сознание	1	1
411	уже в	3	1
412	смешивают с	1	1
413	рассказ о	1	1
414	к необходимости	1	1
415	ничего и	1	1
416	тому же	1	1
417	на то	3	1
418	но на	1	1
419	дальше и	1	1
420	андрея болконского	1	1
421	и если	6	1
422	на его	1	1
423	как оно	3	1
424	уже сама	2	1
425	в определенном	1	1
426	прямые и	1	1
427	время и	2	1
428	да и	5	1
429	художественном образе	2	1
430	момента в	1	1
431	не значит	3	1
432	прямом смысле	1	1
433	в понимании	1	1
434	не как	1	1
435	уже не	7	1
436	его от	1	1
437	из главнейших	1	1
438	действительности на	1	1
439	и речи	1	1
440	именно это	1	1
441	одно и	3	1
442	в окончательной	1	1
443	этим самым	1	1
444	и типичные	1	1
445	так называемым	1	1
446	каждый знак	1	1
447	все стихотворение	1	1
448	непосредственного чувства	1	1
449	моделью для	3	1
450	то есть	34	1
451	для своей	1	1
452	зрения на	2	1
453	входит в	1	1
454	из конкретной	1	1
455	то все	1	1
456	и сопоставление	1	1
457	говорим о	3	1
458	не чем	1	1
459	в обыденной	1	1
460	для них	2	1
461	роли и	1	1
462	содержании и	1	1
463	с этой	3	1
464	отражается в	1	1
465	которой он	1	1
466	несмотря на	1	1
467	здесь можно	1	1
468	смысле что	3	1
469	значит не	1	1
470	на этот	4	1
471	аллегории и	2	1
472	ясно из	1	1
473	духовной жизни	1	1
474	как целое	1	1
475	мере не	1	1
476	идей которые	1	1
477	в саду	1	1
478	он обязательно	1	1
479	в этих	2	1
480	вещи в	1	1
481	отрыве от	1	1
482	образ а	2	1
483	страсти и	1	1
484	в которые	1	1
485	и благодаря	1	1
486	на свою	1	1
487	говорил о	1	1
488	собой не	1	1
489	однако от	1	1
490	является только	5	1
491	модель для	2	1
492	вот эта	1	1
493	произведения но	1	1
494	и той	1	1
495	образом и	2	1
496	но он	1	1
497	иным как	1	1
498	в прямом	1	1
499	был только	1	1
500	и эти	1	1
501	себя или	2	1
502	а мысль	1	1
503	бы быть	3	1
504	зрения и	1	1
505	изоляции от	1	1
506	нет никакого	4	1
507	причем этот	1	1
508	теми или	3	1
509	нет того	2	1
510	вплоть до	1	1
511	хотя может	1	1
512	в таких	3	1
513	понимаем как	1	1
514	с которой	2	1
515	нужно уметь	1	1
516	в вечном	1	1
517	у платона	1	1
518	с теми	2	1
519	мысли в	1	1
520	дело не	2	1
521	именно те	1	1
522	произведения хотя	1	1
523	что их	2	1
524	на себе	3	1
525	время как	4	1
526	виду не	1	1
527	и имеет	1	1
528	иметь в	1	1
529	но только	6	1
530	та или	3	1
531	не имеет	9	1
532	казалось бы	1	1
533	не имели	2	1
534	отметим еще	1	1
535	у писемского	1	1
536	или иная	3	1
537	к ней	1	1
538	от него	2	1
539	друг друга	2	1
540	мы бы	1	1
541	таковы же	1	1
542	целом и	1	1
543	не выражается	1	1
544	только с	4	1
545	так то	1	1
546	как будто	3	1
547	в основе	2	1
548	в каком	4	1
549	если только	1	1
550	сам поэт	1	1
551	к таким	1	1
552	идею и	1	1
553	мало чем	1	1
554	то во-первых	1	1
555	бы он	1	1
556	функцию в	1	1
557	однако все	1	1
558	ничего общего	7	1
559	можно свести	1	1
560	к поэту	1	1
561	и это	9	1
562	и поэтому	1	1
563	красноречиво говорит	1	1
564	чем иным	1	1
565	принцип который	1	1
566	именно эту	1	1
567	воспроизведения а	1	1
568	изображает его	1	1
569	с ее	2	1
570	у чехова	3	1
571	же не	2	1
572	данном случае	7	1
573	нет нужды	2	1
574	же наконец	1	1
575	то или	3	1
576	всегда были	1	1
577	от обычного	1	1
578	то время	4	1
579	ли однако	1	1
580	и образа	1	1
581	в дальнейшем	1	1
582	нечто целое	2	1
583	и сам	5	1
584	что у	3	1
585	мы только	2	1
586	это вовсе	4	1
587	и прочих	1	1
588	образы которые	2	1
589	остается только	2	1
590	по сравнению	2	1
591	но у	1	1
592	жизнь и	2	1
593	мы в	4	1
594	понятно что	1	1
595	является в	2	1
596	строго говоря	1	1
597	поэтому в	1	1
598	о котором	1	1
599	для этого	6	1
600	с ним	7	1
601	что об	1	1
602	ими самими	1	1
603	и аллегории	1	1
604	и художественная	2	1
605	если первая	1	1
606	на него	1	1
607	искусства и	2	1
608	и рассудочной	1	1
609	и та	1	1
610	прав в	2	1
611	то уже	1	1
612	прямо и	1	1
613	и что	7	1
614	в глаза	1	1
615	для нас	16	1
616	а также	4	1
617	и многих	2	1
618	распространение в	1	1
619	несомненно и	1	1
620	или как	3	1
621	говорят о	3	1
622	доходит до	2	1
623	которой мы	1	1
624	общее и	6	1
625	или иначе	1	1
626	хотя у	1	1
627	и во	2	1
628	или иными	1	1
629	быть даже	3	1
630	даже для	1	1
631	всего этого	1	1
632	даже на	1	1
633	не прав	1	1
634	в теории	1	1
635	в ту	1	1
636	в свете	1	1
637	из моментов	1	1
638	если это	1	1
639	для самого	2	1
640	в него	1	1
641	наконец и	1	1
642	бросается в	1	1
643	действительности не	1	1
644	быть и	3	1
645	можно отметить	1	1
646	которых она	1	1
647	вещи для	1	1
648	но этим	1	1
649	каждому автору	1	1
650	как нечто	9	1
651	к их	2	1
652	целого и	1	1
653	не типичны	1	1
654	не имеющих	1	1
655	очень много	3	1
656	и кончая	1	1
657	который в	2	1
658	самые разнообразные	1	1
659	без этого	1	1
660	же и	4	1
661	есть в	3	1
662	разнообразные формы	1	1
663	к какому	2	1
664	только на	5	1
665	способен изобразить	1	1
666	существу своему	1	1
667	в виде	6	1
668	в начале	2	1
669	свидетельствует о	1	1
670	предполагает наличие	1	1
671	или даже	5	1
672	и других	1	1
673	она представляется	1	1
674	как самый	1	1
675	конечно нет	1	1
676	ту или	1	1
677	к каким	1	1
678	что будет	1	1
679	роль и	2	1
680	себе в	1	1
681	ни в	8	1
682	в известной	2	1
683	художественного образа	12	1
684	вещи которую	1	1
685	представлений о	1	1
686	сами по	6	1
687	но что	2	1
688	и никогда	1	1
689	заметить что	1	1
690	тем что	4	1
691	не обязательна	1	1
692	или ином	2	1
693	в более	1	1
694	смысла и	1	1
695	герои не	1	1
696	к идее	1	1
697	нет например	1	1
698	имели бы	1	1
699	функционирует только	1	1
700	без всякой	1	1
701	образ то	2	1
702	понятие или	1	1
703	иной мере	2	1
704	в футляре	1	1
705	не обязательно	2	1
706	а именно	8	1
707	чем он	2	1
708	пушкин придавал	1	1
709	же о	1	1
710	своего собственного	1	1
711	однако чтобы	1	1
712	себя и	1	1
713	в живом	1	1
714	медного всадника	1	1
715	них и	1	1
716	поскольку она	1	1
717	а наоборот	1	1
718	не означает	1	1
719	однако и	1	1
720	действительности как	2	1
721	этой главы	1	1
722	жизнь в	3	1
723	подобного рода	3	1
724	со своими	1	1
725	обычно не	1	1
726	если не	3	1
727	основные вехи	1	1
728	может иметь	3	1
729	в полноценном	1	1
730	нет ничего	6	1
731	обычно называется	1	1
732	и особенно	2	1
733	целом но	1	1
734	мы говорим	4	1
735	имеются в	1	1
736	как в	5	1
737	художественные образы	2	1
738	в данном	9	1
739	сравнению с	2	1
740	а если	1	1
741	так или	1	1
742	необходимо подчеркнуть	2	1
743	в той	3	1
744	типа как	1	1
745	которое не	1	1
746	более точно	1	1
747	образом на	1	1
748	рисуется в	1	1
749	бы его	1	1
750	ли эта	1	1
751	ней не	1	1
752	это значит	4	1
753	том смысле	3	1
754	у которого	1	1
755	или другого	3	1
756	в художественную	1	1
757	этого факта	1	1
758	слова и	3	1
759	еще раз	1	1
760	образов их	1	1
761	благодаря этому	1	1
762	вне себя	1	1
763	только для	1	1
764	но это	8	1
765	особенностей и	1	1
766	случае он	1	1
767	о совершенно	1	1
768	для такого	1	1
769	структура и	1	1
770	происходит в	2	1
771	созерцания и	1	1
772	же выражается	1	1
773	об искусстве	1	1
774	это как	1	1
775	а к	2	1
776	определяется степенью	1	1
777	не представляет	1	1
778	его поведение	1	1
779	ее и	2	1
780	внимание на	1	1
781	и все	3	1
782	собственно говоря	5	1
783	той или	12	1
784	и художественной	2	1
785	и ни	3	1
786	ни к	3	1
787	от всего	1	1
788	потому что	25	1
789	исключительно в	1	1
790	или не	1	1
791	хотя в	1	1
792	его значение	1	1
793	но вот	3	1
794	мертвые души	2	1
795	а н	1	1
796	к ее	1	1
797	дело с	1	1
798	это в	2	1
799	состоит из	5	1
800	том или	3	1
801	имеет ничего	3	1
802	совершенно не	4	1
803	у грибоедова	1	1
804	или иного	3	1
805	есть и	2	1
806	есть то	3	1
807	в заключение	3	1
808	к этой	1	1
809	это было	2	1
810	и другие	3	1
811	от которой	1	1
812	это понятие	2	1
813	ничего иного	1	1
814	можно назвать	1	1
815	в таком	5	1
816	и идей	2	1
