N	2gram	Savitsky_E_1	Komedia
256	или к	1	1
257	исключения и	1	1
258	что эти	2	1
259	и этот	2	1
260	сравнению с	2	1
261	до него	1	1
262	это что	1	1
263	та же	1	1
264	по нашим	1	1
265	а для	1	1
266	в полной	4	1
267	вместо того	1	1
268	в каждой	1	1
269	и быта	1	1
270	чем больше	2	1
271	между собой	2	1
272	все эти	1	1
273	качестве примера	1	1
274	время в	3	1
275	что люди	1	1
276	то мы	1	1
277	обстояло дело	1	1
278	значение и	1	1
279	в общем	3	1
280	с совершенно	1	1
281	экономическое состояние	1	1
282	и будет	1	1
283	друг от	2	1
284	в свои	2	1
285	в рамках	1	1
286	для оценки	1	1
287	поставлена в	1	1
288	однако не	1	1
289	тех случаях	1	1
290	в полном	1	1
291	море как	1	1
292	не являются	1	1
293	более или	1	1
294	гораздо более	1	1
295	жизни в	3	1
296	в чисто	1	1
297	представляет собой	3	1
298	действительности но	1	1
299	если мы	1	1
300	связанного с	1	1
301	же кто	1	1
302	что автор	1	1
303	всего к	2	1
304	в себе	9	1
305	имеет для	1	1
306	к участию	1	1
307	на его	1	1
308	с традициями	1	1
309	главным образом	2	1
310	пределах одного	1	1
311	по общему	3	1
312	и более	2	1
313	европейской культуры	3	1
314	их из	2	1
315	к выводу	1	1
316	в характере	1	1
317	от нее	1	1
318	кажется не	1	1
319	полной мере	1	1
320	впоследствии к	1	1
321	входит в	1	1
322	в соответствии	1	1
323	они все-таки	1	1
324	окажется что	2	1
325	и мы	3	1
326	по себе	4	1
327	в жизни	1	1
328	соответствии с	1	1
329	которое имеет	1	1
330	мы видели	3	1
331	с такой	1	1
332	и целые	1	1
333	как таковой	1	1
334	народа и	1	1
335	или менее	1	1
336	в эту	2	1
337	во второй	3	1
338	же направлении	1	1
339	которые лежат	1	1
340	перешло к	1	1
341	значение для	1	1
342	том же	1	1
343	для нее	1	1
344	условия и	1	1
345	освободиться от	1	1
346	и необходимость	1	1
347	силой которая	1	1
348	с точки	17	1
349	тем меньше	2	1
350	на рубеже	1	1
351	но они	1	1
352	тем самым	5	1
353	что эта	1	1
354	этого же	1	1
355	для каждого	1	1
356	за всех	1	1
357	правда в	1	1
358	то окажется	2	1
359	здесь на	1	1
360	на себе	1	1
361	в основе	1	1
362	было у	1	1
363	из их	1	1
364	та или	1	1
365	никогда не	3	1
366	в отношениях	1	1
367	в разных	1	1
368	можно усмотреть	1	1
369	иными словами	4	1
370	и теперь	2	1
371	со своим	1	1
372	сводится к	1	1
373	так называемый	1	1
374	из того	2	1
375	участию в	2	1
376	в области	11	1
377	в каком	4	1
378	и некоторые	3	1
379	того обстоятельства	1	1
380	перед ними	1	1
381	его для	1	1
382	действию в	1	1
383	призывов к	2	1
384	поскольку же	1	1
385	числе и	1	1
386	той или	4	1
387	именно таким	1	1
388	все еще	1	1
389	отказаться от	1	1
390	из себя	1	1
391	это имело	1	1
392	для себя	1	1
393	всех случаях	3	1
394	приходит к	1	1
395	то она	1	1
396	от друга	2	1
397	на основе	2	1
398	представим себе	1	1
399	мысль о	1	1
400	что само	1	1
401	в пределах	25	1
402	на свой	1	1
403	в рамки	1	1
404	нельзя сказать	1	1
405	том случае	1	1
406	каждого из	1	1
407	мог бы	2	1
408	маска и	1	1
409	по сравнению	2	1
410	является в	1	1
411	именно тогда	2	1
412	о котором	1	1
413	занимают в	1	1
414	с ним	1	1
415	в содержании	2	1
416	означает что	1	1
417	помнить что	2	1
418	в порядке	2	1
419	а также	7	1
420	внимание на	1	1
421	и та	2	1
422	второй половине	2	1
423	собой значение	1	1
424	его жизни	1	1
425	одного из	1	1
426	можем сказать	2	1
427	имеет значения	1	1
428	начале xx	1	1
429	нас в	1	1
430	в которую	1	1
431	той социальной	1	1
432	оказалась в	1	1
433	от них	3	1
434	которое занимают	1	1
435	когда дело	1	1
436	во всей	2	1
437	что же	2	1
438	этого периода	1	1
439	и следовательно	1	1
440	следовало бы	2	1
441	раз на	1	1
442	к которому	1	1
443	имеется в	1	1
444	по своей	2	1
445	где к	1	1
446	мы видим	2	1
447	более близкие	1	1
448	речи о	1	1
449	что даже	1	1
450	вовлеченных в	1	1
451	они могут	1	1
452	по этому	1	1
453	на западе	1	1
454	внимание что	1	1
455	конечно не	1	1
456	строя в	1	1
457	и детей	1	1
458	ряде случаев	1	1
459	в большинстве	2	1
460	то и	1	1
461	в сознании	1	1
462	следует добавить	1	1
463	от других	1	1
464	большинстве случаев	3	1
465	образом ко	1	1
466	мир в	1	1
467	для него	1	1
468	в известной	3	1
469	как их	2	1
470	много раз	1	1
471	не о	1	1
472	и продолжает	1	1
473	как его	1	1
474	на долю	3	1
475	к той	2	1
476	значение только	2	1
477	о которых	1	1
478	где в	1	1
479	которые как	1	1
480	во власти	2	1
481	и даже	6	1
482	или иной	4	1
483	на примере	1	1
484	не обязательно	1	1
485	выступает в	1	1
486	имело место	1	1
487	на которые	1	1
488	и затем	1	1
489	что не	1	1
490	говорит о	3	1
491	до г	3	1
492	у нас	1	1
493	в любой	1	1
494	не делает	1	1
495	суровые и	1	1
496	она является	1	1
497	выше и	1	1
498	не на	4	1
499	не означает	2	1
500	а не	2	1
501	другой стороны	2	1
502	находились в	1	1
503	там где	3	1
504	одна и	2	1
505	оснований для	1	1
506	становится ясным	1	1
507	этого обстоятельства	1	1
508	несмотря на	4	1
509	всего этого	1	1
510	свою очередь	2	1
511	связь с	1	1
512	почти всей	1	1
513	других случаях	1	1
514	или по	2	1
515	до настоящего	1	1
516	в столь	1	1
517	крайнего предела	1	1
518	любой из	1	1
519	в сферу	2	1
520	в положении	1	1
521	именно в	4	1
522	поскольку он	2	1
523	в остальном	3	1
524	в состоянии	1	1
525	возможность чтобы	1	1
526	но даже	4	1
527	экономического развития	2	1
528	ближе к	1	1
529	в более	1	1
530	случаях когда	2	1
531	случае если	1	1
532	при таком	1	1
533	рассчитывать на	1	1
534	в новой	1	1
535	само по	4	1
536	в результате	3	1
537	из положения	1	1
538	когда он	3	1
539	ее и	1	1
540	тем более	4	1
541	и как	2	1
542	иначе обстоит	2	1
543	и художественным	1	1
544	находим в	1	1
545	силы в	2	1
546	обстоит дело	3	1
547	бы столь	1	1
548	все более	9	1
549	именно об	1	1
550	нет ничего	1	1
551	между ними	2	1
552	сказать что	4	1
553	будь то	1	1
554	в свою	3	1
555	в последнем	1	1
556	или иного	4	1
557	ко всему	2	1
558	т е	9	1
559	же все	1	1
560	около г	1	1
561	того или	4	1
562	или уже	1	1
563	и эта	2	1
564	думать что	8	1
565	в северной	2	1
566	так же	9	1
567	как на	3	1
568	все что	1	1
