N	2gram	Bakhtin_sl_2	Problema
124	никак не	1	4
125	во всех	12	4
126	и только	1	4
127	одной из	1	4
128	или иные	1	4
129	и ее	1	4
130	или даже	3	4
131	что не	1	4
132	с этим	2	4
133	как бы	7	4
134	однако не	1	4
135	как раз	1	4
136	тех или	1	4
137	и для	5	4
138	же в	1	4
139	а в	4	4
140	какой мере	1	4
141	в то	4	4
142	в какой	1	4
143	в зависимости	4	3
144	и этот	1	3
145	он как	1	3
146	но она	2	3
147	и на	4	3
148	но как	2	3
149	чем же	1	3
150	в истории	11	3
151	же и	2	3
152	в своем	6	3
153	и к	6	3
154	бы и	3	3
155	вообще не	1	3
156	т д	2	3
157	или иных	1	3
158	но все	5	3
159	человека в	5	3
160	художественным образом	1	3
161	в другом	2	3
162	того или	1	3
163	с другими	4	3
164	в новое	4	3
165	здесь нет	1	3
166	все равно	1	3
167	глубоко и	3	3
168	как это	3	3
169	связи с	3	3
170	как о	2	3
171	дело не	1	3
172	на себе	1	3
173	у пушкина	1	3
174	в области	2	3
175	зависимости от	4	3
176	как мы	7	3
177	другими словами	1	3
178	с собой	1	3
179	к нему	3	3
180	в его	7	3
181	что и	3	3
182	всякого рода	1	3
183	для всех	4	3
184	конечно не	5	3
185	в сознании	1	3
186	а это	1	3
187	для него	7	3
188	гоголя и	1	3
189	мы можем	1	3
190	тем что	1	3
191	для того	2	3
192	не было	2	3
193	которые как	1	3
194	в связи	2	3
195	о себе	1	3
196	к его	2	3
197	независимо от	2	3
198	или иного	1	3
199	и более	2	3
200	в условиях	1	3
201	только для	1	3
202	слова но	1	3
203	сознания и	1	3
204	и как	3	3
205	все они	2	3
206	что в	3	3
207	которая не	1	3
208	и начала	1	2
209	для ее	1	2
210	своему пределу	1	2
211	за собой	1	2
212	по преимуществу	1	2
213	говорить о	3	2
214	основная особенность	1	2
215	между собой	1	2
216	в чем	3	2
217	то мы	1	2
218	за пределы	2	2
219	сама по	3	2
220	стороны и	3	2
221	все же	6	2
222	более или	2	2
223	другом случае	1	2
224	если он	1	2
225	на его	2	2
226	он не	2	2
227	художественном образе	2	2
228	мифологических образов	1	2
229	в корне	1	2
230	с ее	2	2
231	как они	1	2
232	и может	1	2
233	а его	1	2
234	на все	1	2
235	на этой	1	2
236	его в	4	2
237	но именно	1	2
238	смысле не	1	2
239	далеко не	2	2
240	этого не	1	2
241	речь о	2	2
242	или менее	2	2
243	категории в	1	2
244	она в	1	2
245	то перед	1	2
246	мы находим	1	2
247	но эта	2	2
248	в смысловом	2	2
249	при условии	1	2
250	есть именно	1	2
251	однако в	2	2
252	бы быть	1	2
253	того же	1	2
254	друг друга	1	2
255	дело в	2	2
256	весь этот	1	2
257	того чтобы	2	2
258	и по	1	2
259	и притом	1	2
260	к ней	2	2
261	во всем	4	2
262	являются уже	1	2
263	во все	1	2
264	и всех	1	2
265	и это	1	2
266	и говорит	1	2
267	в пределах	13	2
268	не предмет	1	2
269	для этого	4	2
270	и что	1	2
271	в значительной	6	2
272	это было	1	2
273	с его	7	2
274	этот последний	1	2
275	в литературе	1	2
276	ни к	2	2
277	с ними	5	2
278	дело с	4	2
279	то он	1	2
280	со всеми	2	2
281	себя в	8	2
282	только на	1	2
283	своим собственным	1	2
284	за ним	1	2
285	сами по	1	2
286	в конце	1	2
287	в других	1	2
288	о которых	1	2
289	в самом	1	2
290	не обязательно	1	2
291	а именно	2	2
292	говорит о	1	2
293	а наоборот	1	2
294	и непосредственно	2	2
295	все время	1	2
296	слова то	1	2
297	представить себе	1	2
298	здесь уже	2	2
299	к своему	9	2
300	xix века	4	2
301	если оно	2	2
302	в романах	3	2
303	этого произведения	1	2
304	как предмет	4	2
305	от нас	2	2
306	себе все	1	2
307	здесь конечно	1	2
308	этот путь	1	2
309	из себя	3	2
310	еще более	2	2
311	жизни в	2	2
312	в частности	1	2
313	но этот	1	2
314	всех других	1	2
315	и наиболее	1	1
316	этого необходимо	1	1
317	новое время	2	1
318	как известно	1	1
319	можно говорить	2	1
320	одним из	2	1
321	человека и	3	1
322	в рассмотрение	1	1
323	и борьбу	1	1
324	становится в	1	1
325	силы и	1	1
326	ивана карамазова	1	1
327	изображения и	2	1
328	и до	1	1
329	ведь и	2	1
330	нем и	2	1
331	сюда явлений	1	1
332	от художественного	1	1
333	гуманитарных наук	1	1
334	единство и	3	1
335	сливается в	1	1
336	именно к	2	1
337	не была	3	1
338	нас это	1	1
339	обращения с	1	1
340	так называемые	1	1
341	этот как	1	1
342	и этого	1	1
343	на них	2	1
344	не был	2	1
345	слова эти	1	1
346	тем как	1	1
347	а следовательно	1	1
348	друг к	1	1
349	оно уже	2	1
350	сущности и	1	1
351	совсем не	1	1
352	в быту	5	1
353	значение и	1	1
354	не все	2	1
355	должны были	1	1
356	слова на	3	1
357	отношение к	4	1
358	дело со	1	1
359	романа xix	1	1
360	единая и	1	1
361	из возможных	1	1
362	его на	1	1
363	если на	1	1
364	как к	3	1
365	романах достоевского	1	1
366	глава iv	1	1
367	могли бы	1	1
368	и всецело	1	1
369	как всякая	1	1
370	и художественного	1	1
371	как таковое	1	1
372	вносит в	1	1
373	дориана грея	1	1
374	или иную	1	1
375	для которого	1	1
376	себе как	2	1
377	говорят о	1	1
378	в целом	1	1
379	он в	1	1
380	этих категорий	2	1
381	только два	1	1
382	его же	1	1
383	действительности а	1	1
384	с их	3	1
385	бы только	2	1
386	и те	1	1
387	как он	2	1
388	на то	1	1
389	но на	1	1
390	и еще	1	1
391	не значит	1	1
392	у толстого	1	1
393	его от	3	1
394	и говорить	1	1
395	лишь с	1	1
396	конца и	1	1
397	одно и	1	1
398	поскольку она	1	1
399	больше всего	1	1
400	связанные с	4	1
401	для изображения	1	1
402	мировой литературе	2	1
403	к другу	1	1
404	путем соответствующих	1	1
405	себя не	1	1
406	действительности в	1	1
407	дело здесь	1	1
408	и отдельные	1	1
409	все происходящие	1	1
410	моменты в	1	1
411	претендуют на	1	1
412	чаще всего	1	1
413	здесь это	2	1
414	но уже	1	1
415	он является	1	1
416	рядом с	3	1
417	и представить	1	1
418	в соединении	1	1
419	строятся на	1	1
420	не всегда	2	1
421	и уже	1	1
422	всегда и	1	1
423	как сказано	1	1
424	французской литературе	1	1
425	чем в	2	1
426	должно быть	1	1
427	нисколько не	1	1
428	смысл и	2	1
429	на первый	1	1
430	есть такая	1	1
431	и при	2	1
432	при изучении	1	1
433	к окружающему	1	1
434	сознания но	1	1
435	в такой	1	1
436	с идеей	1	1
437	в их	2	1
438	раз со	1	1
439	мы говорили	1	1
440	на каждом	2	1
441	то его	1	1
442	себе а	1	1
443	что при	1	1
444	от его	1	1
445	мы теперь	1	1
446	поэтому в	1	1
447	фоне этого	1	1
448	этих моментов	1	1
449	которые в	2	1
450	в своих	1	1
451	и общества	2	1
452	именно так	1	1
453	даже в	2	1
454	и вся	1	1
455	символа то	1	1
456	себе оно	1	1
457	категория в	1	1
458	человек и	14	1
459	самого начала	1	1
460	точности и	2	1
461	ее с	1	1
462	которого он	2	1
463	у него	3	1
464	и отдельных	1	1
465	иметь в	1	1
466	чем не	2	1
467	здесь может	1	1
468	следовательно и	1	1
469	никогда не	7	1
470	и рождается	1	1
471	элемент в	1	1
472	ничего не	1	1
473	это то	1	1
474	его об	1	1
475	или как	4	1
476	с одним	2	1
477	глава v	1	1
478	это именно	1	1
479	он пел	1	1
480	по своей	1	1
481	это слово	1	1
482	эта категория	3	1
483	достаточно указать	1	1
484	входят в	2	1
485	только с	2	1
486	в основе	4	1
487	точном смысле	2	1
488	от их	1	1
489	областях жизни	3	1
490	не могут	5	1
491	могут быть	7	1
492	говорят в	1	1
493	форме как	1	1
494	числе и	1	1
495	анализа и	1	1
496	что оно	4	1
497	как сон	1	1
498	что уже	1	1
499	в каждом	1	1
500	утверждать что	1	1
501	если же	1	1
502	относящихся сюда	1	1
503	также имеет	1	1
504	свою очередь	2	1
505	всего этого	1	1
506	лиц и	1	1
507	единый и	3	1
508	чтобы быть	1	1
509	с самого	1	1
510	примитивная и	1	1
511	символ не	1	1
512	на том	1	1
513	и сам	1	1
514	связан с	3	1
515	особенно в	2	1
516	xix и	1	1
517	к совершенно	1	1
518	в научном	1	1
519	не нужно	1	1
520	всех возможных	1	1
521	в художественный	1	1
522	своего собеседника	1	1
523	к пределу	1	1
524	не меньше	2	1
525	нас и	1	1
526	но здесь	4	1
527	действительность и	1	1
528	находит для	1	1
529	и здесь	2	1
530	слова ни	1	1
531	действительности но	1	1
532	другом типе	1	1
533	подходы к	1	1
534	всех областях	4	1
535	мог бы	1	1
536	может не	2	1
537	нас в	1	1
538	и чистой	1	1
539	тем или	1	1
540	очень близко	1	1
541	когда оно	1	1
542	ним и	2	1
543	соединении с	1	1
544	в бытовой	3	1
545	здесь одно	1	1
546	вообще и	1	1
547	в художественной	1	1
548	человека это	1	1
549	и об	1	1
550	и она	1	1
551	достоевского и	1	1
552	в самый	1	1
553	того что	1	1
554	быть и	3	1
555	художественного изображения	11	1
556	среди других	1	1
557	не имеющих	1	1
558	поэтому и	4	1
559	для нее	1	1
560	в контексте	3	1
561	никак нельзя	1	1
562	здесь с	1	1
563	с одной	5	1
564	действительность но	2	1
565	есть чисто	1	1
566	большинстве случаев	5	1
567	ни понимать	1	1
568	портрет дориана	1	1
569	нуждается в	2	1
570	в известной	1	1
571	т п	33	1
572	в прошлом	2	1
573	с этими	1	1
574	уже нет	1	1
575	не о	1	1
576	жизни на	1	1
577	чтобы оно	1	1
578	предметом изображения	1	1
579	вещей и	1	1
580	образом к	1	1
581	результате их	1	1
582	себе представить	1	1
583	с другим	1	1
584	до сих	2	1
585	начинается это	1	1
586	с той	1	1
587	следовательно не	1	1
588	и между	2	1
589	мы еще	1	1
590	и др	4	1
591	но есть	1	1
592	до конца	17	1
593	превращается в	1	1
594	нужно сказать	1	1
595	в подлинном	1	1
596	две основные	1	1
597	стремится к	3	1
598	не исключает	1	1
599	и самый	1	1
600	не на	1	1
601	для сознания	2	1
602	однако и	1	1
603	его как	2	1
604	слова своего	2	1
605	нашего сознания	2	1
606	ведь для	1	1
607	поэтическом символе	1	1
608	здесь именно	1	1
609	входить в	2	1
610	на фоне	4	1
611	при его	2	1
612	в непрерывном	1	1
613	и особенно	2	1
614	поэтому даже	1	1
615	с простой	1	1
616	для осуществления	1	1
617	требует от	2	1
618	при их	1	1
619	какого бы	1	1
620	одной стороны	5	1
621	который мы	1	1
622	этого типа	1	1
623	если они	1	1
624	романа или	1	1
625	ко всему	1	1
626	в отдельности	1	1
627	ней не	1	1
628	значение как	2	1
629	находить и	1	1
630	мы сказали	2	1
631	стремящихся к	1	1
632	начала xx	1	1
633	слова есть	1	1
634	слова и	8	1
635	и нет	2	1
636	сих пор	2	1
637	в который	1	1
638	мышление и	1	1
639	себе еще	1	1
640	такой образ	1	1
641	все сливается	1	1
642	на самой	1	1
643	за его	1	1
644	судьбы и	1	1
645	в мировой	2	1
646	и часто	3	1
647	не знаем	2	1
648	для выражения	1	1
649	роман или	1	1
650	мира и	5	1
651	и времени	1	1
652	чтобы понять	1	1
653	развития и	1	1
654	себя самого	1	1
655	и смысл	1	1
656	но зато	1	1
657	эти обстоятельства	1	1
658	отношении к	4	1
659	менее в	1	1
660	нам в	1	1
661	к самому	1	1
662	в романе	46	1
663	не знает	2	1
664	в свою	3	1
665	что под	1	1
666	только о	2	1
667	борьба и	1	1
668	из романа	2	1
669	также не	1	1
670	и другие	2	1
671	том числе	1	1
672	гораздо более	1	1
