N	2gram	Kanaev_Sov_1	Myshleni
247	может ли	1	2
248	системы в	4	2
249	действия в	1	2
250	и потому	3	2
251	мы говорим	1	2
252	в область	1	2
253	научной мысли	1	2
254	и от	1	2
255	благодаря этому	1	2
256	которых он	1	2
257	в одинаковой	1	2
258	совершенно не	2	2
259	в свое	1	2
260	жизни и	4	2
261	без всяких	1	2
262	в своих	1	2
263	во всяком	2	2
264	все что	1	2
265	и наиболее	1	1
266	на самом	1	1
267	своими собственными	1	1
268	шаг за	1	1
269	но тем	1	1
270	здесь и	1	1
271	к другому	1	1
272	как сравнение	1	1
273	нас на	1	1
274	нашей науки	1	1
275	мы уже	1	1
276	для своего	1	1
277	мы имеем	1	1
278	готовом виде	1	1
279	и ничего	1	1
280	теперь мы	1	1
281	сравнение можно	1	1
282	что уже	1	1
283	совершенно так	1	1
284	во внутреннем	1	1
285	что иное	1	1
286	но уже	1	1
287	эта функция	1	1
288	в будущем	1	1
289	мы без	1	1
290	может дать	2	1
291	он сам	1	1
292	иное как	1	1
293	мы спрашиваем	1	1
294	знаем что	2	1
295	бы то	1	1
296	что его	1	1
297	и значит	1	1
298	это означало	1	1
299	с его	1	1
300	различия между	1	1
301	перед глазами	1	1
302	с совершенно	2	1
303	и будет	2	1
304	ни одна	2	1
305	такого объяснения	1	1
306	независимо от	1	1
307	то чем	1	1
308	более и	1	1
309	кроме того	1	1
310	с понятием	1	1
311	и наконец	5	1
312	данного вида	1	1
313	следующим образом	3	1
314	в себе	3	1
315	для ее	1	1
316	за собой	1	1
317	именно эта	1	1
318	не приходится	1	1
319	точку зрения	4	1
320	что это	2	1
321	мы получаем	3	1
322	в нашем	2	1
323	и те	1	1
324	в наших	3	1
325	то этим	1	1
326	так сказать	2	1
327	явлений к	1	1
328	по самому	1	1
329	позже чем	1	1
330	свою собственную	2	1
331	еще мало	2	1
332	в скрытом	1	1
333	скрытом виде	1	1
334	одной и	1	1
335	к очень	1	1
336	поскольку она	1	1
337	чем при	1	1
338	в каждом	8	1
339	тем же	2	1
340	совпадают с	1	1
341	через все	1	1
342	конечно в	2	1
343	системы если	1	1
344	обоих случаях	1	1
345	те или	1	1
346	может стать	1	1
347	этом смысле	1	1
348	должен был	1	1
349	вопрос и	1	1
350	в ином	1	1
351	ни в	1	1
352	рядом с	1	1
353	которой он	2	1
354	всегда и	1	1
355	несмотря на	1	1
356	их на	1	1
357	сказать так	1	1
358	выработанные в	1	1
359	смысле можно	1	1
360	же это	4	1
361	и благодаря	1	1
362	она в	1	1
363	представление о	1	1
364	то его	1	1
365	как будет	1	1
366	от его	1	1
367	как основное	1	1
368	является только	1	1
369	этой стадии	2	1
370	такое объяснение	1	1
371	одинаково возможными	1	1
372	которые в	1	1
373	тем не	2	1
374	образом из	1	1
375	влечет за	1	1
376	этой области	1	1
377	о значении	2	1
378	все три	1	1
379	она не	1	1
380	в обоих	1	1
381	отличается от	3	1
382	только из	1	1
383	как его	1	1
384	ходом развития	1	1
385	на котором	2	1
386	различных условиях	1	1
387	практике в	1	1
388	т.е от	1	1
389	такие же	2	1
390	в духе	1	1
391	реагирует на	1	1
392	возможностей в	1	1
393	может объяснить	1	1
394	что при	2	1
395	если же	2	1
396	в различении	1	1
397	как происходит	1	1
398	с ее	1	1
399	в заключение	1	1
400	на другой	1	1
401	поэтому мы	3	1
402	по аналогии	1	1
403	ясно что	3	1
404	виде мы	1	1
405	мы в	1	1
406	мы вправе	1	1
407	и той	1	1
408	и эту	1	1
409	что каждый	1	1
410	развития на	1	1
411	одного из	1	1
412	и ставит	1	1
413	все его	1	1
414	может не	3	1
415	функциями в	1	1
416	аналогии с	1	1
417	и во	2	1
418	это типичное	1	1
419	в которую	2	1
420	частном случае	1	1
421	в два	3	1
422	которых в	1	1
423	где можно	1	1
424	при исследовании	1	1
425	функций в	1	1
426	во втором	1	1
427	и научного	1	1
428	и только	1	1
429	не более	1	1
430	которая и	1	1
431	все время	1	1
432	развития совершенно	1	1
433	в самый	1	1
434	один из	1	1
435	образом он	1	1
436	или иные	1	1
437	целого и	1	1
438	может оказаться	1	1
439	собой но	1	1
440	всяком случае	2	1
441	в природе	1	1
442	высшей стадии	1	1
443	одни и	1	1
444	не можем	7	1
445	уже в	3	1
446	и они	2	1
447	развития поэтому	1	1
448	частей а	1	1
449	чтобы он	1	1
450	как например	1	1
451	в виде	2	1
452	в начале	1	1
453	для чего	1	1
454	а это	1	1
455	только одно	1	1
456	закономерностей и	1	1
457	другую сторону	1	1
458	в конце	3	1
459	различным предметам	1	1
460	объяснение этого	1	1
461	помощью которой	1	1
462	из двух	3	1
463	верно ли	1	1
464	или иной	2	1
465	мы это	1	1
466	и т.п	1	1
467	нельзя сказать	1	1
468	здесь в	1	1
469	и прежде	1	1
470	не было	1	1
471	этого не	1	1
472	на которых	1	1
473	основной вопрос	3	1
474	в ту	1	1
475	на эту	1	1
476	там где	1	1
477	означало бы	1	1
478	в связи	1	1
479	же необходимо	1	1
480	нет никаких	1	1
481	все более	1	1
482	новой для	1	1
483	в данном	1	1
484	в постановке	1	1
485	этим мы	3	1
486	что же	5	1
487	зрения и	1	1
488	а потом	1	1
489	т.е он	1	1
490	в обратном	1	1
491	получать такие	1	1
492	поэтому что	1	1
493	но для	1	1
494	это последнее	1	1
495	случае он	1	1
496	и для	1	1
497	всецело и	1	1
498	при таком	3	1
499	процессы развития	1	1
500	это как	1	1
501	в отдельных	1	1
502	не представляет	1	1
503	для нас	3	1
504	и все	3	1
505	действительное значение	1	1
506	или нет	1	1
507	той или	1	1
508	случае и	1	1
509	объяснить нам	1	1
510	между ними	1	1
511	развития о	1	1
512	оно может	1	1
513	не что	1	1
514	ли он	1	1
515	за шагом	1	1
516	их результаты	1	1
517	объяснение не	1	1
518	к действию	3	1
519	но еще	1	1
520	и это	1	1
521	они относятся	1	1
522	которая не	1	1
