N	2gram	Bakhtin_sl_2	Analitik
263	о нас	1	1
264	мы уже	2	1
265	она в	1	1
266	на тех	1	1
267	и значение	1	1
268	о способах	1	1
269	к художественному	1	1
270	мы не	2	1
271	язык как	3	1
272	быть вещью	1	1
273	высказывания в	1	1
274	он как	1	1
275	до полного	1	1
276	как не	1	1
277	зависимости от	4	1
278	здесь как	2	1
279	диалогического отношения	1	1
280	в ней	3	1
281	свою очередь	2	1
282	литературы и	1	1
283	на нем	2	1
284	основная особенность	1	1
285	он сам	1	1
286	это возможно	2	1
287	быть в	1	1
288	и служит	1	1
289	в различных	2	1
290	в чем	3	1
291	во всех	12	1
292	тем как	1	1
293	чем это	1	1
294	в каких-то	1	1
295	но как	2	1
296	к которой	1	1
297	в сторону	1	1
298	иметь дело	2	1
299	связи и	2	1
300	оно дано	1	1
301	независимо от	2	1
302	его на	1	1
303	как в	13	1
304	если на	1	1
305	это единство	1	1
306	явлений не	1	1
307	и наконец	5	1
308	более или	2	1
309	к иной	2	1
310	не приходится	3	1
311	та же	1	1
312	с какой	1	1
313	он в	1	1
314	объекта в	1	1
315	романа но	2	1
316	здесь обязательно	1	1
317	но его	1	1
318	этих актов	1	1
319	и те	1	1
320	отказываясь от	1	1
321	если он	1	1
322	мы наблюдаем	2	1
323	а вовсе	2	1
324	этот процесс	1	1
325	но прежде	2	1
326	силу и	1	1
327	два сознания	1	1
328	ей присуща	1	1
329	в рамки	2	1
330	однако при	1	1
331	и внешне	1	1
332	всех этих	4	1
333	не значит	1	1
334	которая является	1	1
335	в виде	2	1
336	языком и	7	1
337	из него	2	1
338	его от	3	1
339	всех своих	1	1
340	без исключения	1	1
341	но все	5	1
342	взаимодействие с	1	1
343	и может	1	1
344	и внутренняя	1	1
345	высказывания и	1	1
346	его в	4	1
347	к художественной	1	1
348	и тем	1	1
349	и романа	1	1
350	в них	6	1
351	в историческом	2	1
352	все равно	1	1
353	единого и	2	1
354	самого материала	1	1
355	и уже	1	1
356	как сказано	1	1
357	от художественного	1	1
358	остается в	5	1
359	себе все	1	1
360	чужих слов	6	1
361	сосредоточиться на	1	1
362	и становится	1	1
363	или менее	2	1
364	в этих	7	1
365	ведут к	1	1
366	все более	1	1
367	автором и	1	1
368	мифологического мышления	1	1
369	и при	2	1
370	речи от	1	1
371	определяется и	1	1
372	и ее	1	1
373	сознания но	1	1
374	в отношении	4	1
375	процессе его	1	1
376	в такой	1	1
377	то его	1	1
378	характеризуется именно	1	1
379	свой смысл	2	1
380	есть предмет	1	1
381	точку зрения	3	1
382	остается вне	4	1
383	но он	2	1
384	с разложением	1	1
385	далека от	1	1
386	речи в	1	1
387	борьбу с	2	1
388	возможно только	1	1
389	лишь одним	1	1
390	зрения и	2	1
391	например и	1	1
392	с миром	1	1
393	как будет	1	1
394	не менее	4	1
395	человека но	1	1
396	одна из	4	1
397	и остается	3	1
398	на него	2	1
399	его собственного	1	1
400	которого и	1	1
401	на котором	2	1
402	ничего не	1	1
403	во всем	4	1
404	себе во	1	1
405	но это	3	1
406	сознании равно	1	1
407	возможно в	1	1
408	эти три	1	1
409	слова о	2	1
410	замыслу автора	1	1
411	входят в	2	1
412	на известную	1	1
413	в тени	1	1
414	xx века	1	1
415	одно и	1	1
416	разрыв между	3	1
417	к себе	1	1
418	числе и	1	1
419	и социальные	1	1
420	как для	3	1
421	различных форм	2	1
422	оно не	8	1
423	утверждать что	1	1
424	реальности жизни	1	1
425	этот путь	1	1
426	говорит о	1	1
427	языка по	1	1
428	преодолевая его	1	1
429	в виду	1	1
430	проявляется в	1	1
431	людей в	1	1
432	определенным образом	1	1
433	языка и	9	1
434	как по	1	1
435	чтобы быть	1	1
436	культуры и	1	1
437	с языком	2	1
438	и исторически	2	1
439	как с	2	1
440	на том	1	1
441	если они	1	1
442	оно вступает	1	1
443	понимание и	1	1
444	те же	2	1
445	установления его	1	1
446	игру с	1	1
447	сознания и	1	1
448	оговорен оспорен	1	1
449	образом в	1	1
450	при учете	1	1
451	быть диалогического	1	1
452	материала и	3	1
453	и должно	1	1
454	для своей	1	1
455	другие и	1	1
456	говорить не	1	1
457	слова как	2	1
458	но мы	2	1
459	и что	1	1
460	миф в	1	1
461	не поддается	1	1
462	себя самого	1	1
463	людей как	1	1
464	может не	2	1
465	от автора	1	1
466	авторов в	1	1
467	его смысла	1	1
468	в драме	1	1
469	как предмета	2	1
470	когда оно	1	1
471	во всей	1	1
472	и только	1	1
473	соединении с	1	1
474	сомнения в	1	1
475	наконец в	4	1
476	в ту	1	1
477	а его	1	1
478	слов и	3	1
479	и иных	4	1
480	все время	1	1
481	знания и	1	1
482	человека как	1	1
483	и интерпретации	3	1
484	в него	7	1
485	быть и	3	1
486	в формах	1	1
487	оно выступает	1	1
488	мы увидим	2	1
489	проникнуть в	1	1
490	друг друга	1	1
491	входит в	4	1
492	лишь одна	1	1
493	именно говорит	1	1
494	распространенная в	1	1
495	для актуализации	1	1
496	действительность но	2	1
497	ему самому	1	1
498	все они	2	1
499	для всех	4	1
500	со своим	9	1
501	связи с	3	1
502	также имеет	1	1
503	не можем	1	1
504	языка а	5	1
505	понимать и	1	1
506	все многообразие	1	1
507	ведь если	1	1
508	оно в	1	1
509	языка как	7	1
510	чужого языка	6	1
511	слова не	4	1
512	или даже	3	1
513	языка но	4	1
514	за ним	1	1
515	не создается	1	1
516	и художественно	2	1
517	всяком случае	2	1
518	синтаксических и	1	1
519	слова в	13	1
520	мы находим	1	1
521	в одном	2	1
522	в пространстве	1	1
523	ему принадлежит	1	1
524	у него	3	1
525	и рождается	1	1
526	как раз	1	1
527	вне произведения	1	1
528	науки в	1	1
529	целом с	1	1
530	только на	1	1
531	в особенности	3	1
532	не до	1	1
533	и даже	7	1
534	даже не	1	1
535	до сих	2	1
536	влияние на	2	1
537	может и	2	1
538	или иначе	1	1
539	предмет художественного	1	1
540	от любого	1	1
541	не обязательно	1	1
542	здесь в	3	1
543	строится в	1	1
544	с той	1	1
545	действующих лиц	2	1
546	и др	4	1
547	касается самого	1	1
548	превращается в	1	1
549	не было	2	1
550	о художественном	1	1
551	и оценен	1	1
552	в действии	1	1
553	однако и	1	1
554	его как	2	1
555	его собственной	1	1
556	речи и	3	1
557	предмету познания	1	1
558	в связи	2	1
559	в эпосе	4	1
560	о себе	1	1
561	можно утверждать	1	1
562	и особенно	2	1
563	как это	3	1
564	индивидуальный характер	1	1
565	конструктивных частей	1	1
566	требует от	2	1
567	к своему	9	1
568	если оно	2	1
569	чтобы увидеть	1	1
570	да и	1	1
571	их внутренней	1	1
572	своего языка	4	1
573	рассказ в	1	1
574	мира с	1	1
575	всего может	1	1
576	смысл в	1	1
577	конфликт с	1	1
578	еще раз	3	1
579	слова ибо	1	1
580	сих пор	2	1
581	при условии	1	1
582	смысла с	1	1
583	и таким	1	1
584	вокруг него	2	1
585	от нас	2	1
586	перед нами	3	1
587	было показано	1	1
588	него свое	1	1
589	только одна	1	1
590	и для	5	1
591	говорящего и	2	1
592	указать на	1	1
593	три момента	1	1
594	образом с	1	1
595	прежде чем	1	1
596	и от	3	1
597	все что	2	1
598	или в	2	1
599	имеет дело	2	1
600	что оно	4	1
601	в результате	2	1
602	мира и	5	1
603	человек и	14	1
604	хотя и	2	1
605	напряженном и	1	1
606	на первый	1	1
607	для нас	5	1
608	от него	5	1
609	из себя	3	1
610	только с	2	1
611	идет об	1	1
612	же в	1	1
613	в своих	1	1
614	среди других	1	1
615	к самому	1	1
616	жизни в	2	1
617	в свою	3	1
618	письма и	1	1
619	в романе	46	1
620	конечно далеко	1	1
621	не знает	2	1
622	возможно лишь	1	1
623	к его	2	1
624	включает в	2	1
625	просто не	2	1
626	жизни и	6	1
627	также не	1	1
628	они не	2	1
629	во всяком	3	1
