N	2gram	Tiupa_Lite_3	Myshleni
229	данном случае	4	2
230	еще не	6	2
231	где каждый	1	2
232	слова из	2	2
233	и т.д	1	2
234	а также	4	2
235	к нему	1	2
236	когда оно	1	2
237	ко всей	1	2
238	вслед за	3	2
239	что здесь	1	2
240	но так	1	2
241	согласно которой	1	2
242	по мнению	1	2
243	и у	1	2
244	в значении	1	2
245	историческом развитии	1	2
246	для него	2	2
247	тогда как	17	2
248	у него	1	2
249	случае не	1	2
250	только на	1	2
251	в истинном	1	2
252	и тех	1	2
253	роль слова	1	2
254	а с	1	2
255	прежде всего	3	2
256	бы назвать	1	2
257	на слово	2	2
258	если не	2	2
259	все более	2	2
260	путь от	1	2
261	в данном	4	2
262	целом ряде	1	2
263	тому как	3	2
264	самого себя	1	2
265	это значит	1	2
266	даже в	4	2
267	как только	1	2
268	в начале	4	2
269	числе и	2	2
270	от той	1	2
271	которая в	1	2
272	и т.п	6	2
273	а в	5	2
274	в свою	2	2
275	не знает	2	2
276	а другой	1	2
277	который не	1	2
278	совершается в	1	2
279	в таком	1	2
280	том числе	3	2
281	они не	1	2
282	и наиболее	1	1
283	например в	3	1
284	слово которое	1	1
285	на самом	1	1
286	тех же	1	1
287	в приведенном	1	1
288	и есть	1	1
289	с целым	1	1
290	по которым	1	1
291	оно было	1	1
292	его не	1	1
293	который в	1	1
294	вопрос о	2	1
295	которые вместе	1	1
296	и новые	1	1
297	коренится в	1	1
298	на определенный	1	1
299	так чтобы	2	1
300	совпадает с	1	1
301	говорить о	1	1
302	что иное	1	1
303	принято называть	1	1
304	я не	2	1
305	и со	1	1
306	иное как	1	1
307	ответа на	1	1
308	быть в	1	1
309	бы то	2	1
310	во всех	2	1
311	и подобно	1	1
312	как правило	1	1
313	если в	1	1
314	по отношению	4	1
315	друг от	1	1
316	и я	1	1
317	на смену	3	1
318	в акте	1	1
319	независимо от	1	1
320	общего с	1	1
321	что первое	1	1
322	что касается	1	1
323	однако не	3	1
324	и хотя	1	1
325	в этот	1	1
326	ход мысли	1	1
327	то в	3	1
328	бы не	1	1
329	не оставляет	1	1
330	что к	1	1
331	их объединяет	1	1
332	сознания который	1	1
333	так сказать	1	1
334	момента когда	1	1
335	а просто	1	1
336	он не	1	1
337	в первой	2	1
338	при виде	1	1
339	ситуации в	1	1
340	прежде чем	1	1
341	таинственный и	1	1
342	частности между	1	1
343	бы они	1	1
344	что почти	1	1
345	то ни	2	1
346	нам остается	1	1
347	согласиться что	1	1
348	а по	2	1
349	момент и	1	1
350	на этой	1	1
351	с другими	1	1
352	его личности	1	1
353	всю свою	1	1
354	самые различные	1	1
355	о которых	1	1
356	всеми другими	1	1
357	обнаруживается и	1	1
358	не всегда	2	1
359	человека которая	1	1
360	ведет к	1	1
361	и было	1	1
362	и конец	1	1
363	из общего	1	1
364	нас не	1	1
365	истинном смысле	1	1
366	то для	1	1
367	эти самые	1	1
368	сами себе	1	1
369	не столько	1	1
370	не как	2	1
371	путем в	1	1
372	своего рода	10	1
373	состоящее в	1	1
374	всякий раз	2	1
375	значение для	1	1
376	взгляд на	3	1
377	в одном	4	1
378	но он	1	1
379	тем не	1	1
380	и наоборот	2	1
381	по себе	2	1
382	этом не	1	1
383	вплоть до	2	1
384	условиях но	1	1
385	в таких	1	1
386	с которой	2	1
387	в то	9	1
388	как о	2	1
389	и притом	1	1
390	с и	1	1
391	бы по	1	1
392	возвращает нас	1	1
393	исторического процесса	1	1
394	положение при	1	1
395	точке зрения	1	1
396	у нас	2	1
397	становится для	1	1
398	уже о	3	1
399	его с	1	1
400	слова с	1	1
401	говоря словами	3	1
402	для себя	2	1
403	на вопрос	1	1
404	что принято	1	1
405	но по	1	1
406	от друга	1	1
407	еще более	1	1
408	говоря уже	4	1
409	с истинным	1	1
410	говорит об	1	1
411	так в	1	1
412	до самого	1	1
413	и сам	2	1
414	слово есть	1	1
415	было в	1	1
416	котором мы	1	1
417	том как	1	1
418	еще и	2	1
419	для этого	1	1
420	поведения как	1	1
421	о нем	2	1
422	два момента	1	1
423	при котором	1	1
424	но мы	1	1
425	одного из	2	1
426	этой мысли	1	1
427	с того	1	1
428	можно сказать	2	1
429	на ее	1	1
430	складывается из	2	1
431	нуждается в	1	1
432	ним и	1	1
433	других но	2	1
434	которая и	1	1
435	также в	1	1
436	если это	2	1
437	в преодолении	1	1
438	все выше	1	1
439	повествование о	1	1
440	с появлением	1	1
441	с ними	2	1
442	и действительно	1	1
443	которое должно	1	1
444	не идет	1	1
445	одних и	1	1
446	и ее	2	1
447	о пути	1	1
448	которому он	2	1
449	уже не	3	1
450	нет у	1	1
451	он однако	1	1
452	одно из	4	1
453	и их	1	1
454	с различными	1	1
455	в конце	2	1
456	связях с	1	1
457	как раз	2	1
458	и делает	1	1
459	существовать в	1	1
460	из двух	1	1
461	и даже	2	1
462	на уровне	1	1
463	даже не	1	1
464	пришли к	1	1
465	как у	4	1
466	к опыту	1	1
467	этом как	1	1
468	по своим	1	1
469	все равно	1	1
470	чем он	1	1
471	опыта но	1	1
472	что не	2	1
473	в живом	2	1
474	результатом чего	1	1
475	предмет и	1	1
476	к более	1	1
477	связано с	1	1
478	данной вещи	1	1
479	только по	1	1
480	то и	1	1
481	с практической	1	1
482	не на	1	1
483	при участии	1	1
484	и выше	2	1
485	самого в	1	1
486	и потому	2	1
487	конечно не	1	1
488	о чем	3	1
489	эти слова	2	1
490	как средство	1	1
491	исходя из	1	1
492	быть не	2	1
493	один день	1	1
494	на пути	1	1
495	изменений и	1	1
496	художественное произведение	2	1
497	к объекту	1	1
498	речевого общения	1	1
499	но это	1	1
500	все это	1	1
501	это явление	1	1
502	остается сказать	1	1
503	в полном	2	1
504	еще одна	1	1
505	мертвых и	1	1
506	что там	1	1
507	себя на	1	1
508	и другими	1	1
509	сознания и	2	1
510	о котором	1	1
511	и одновременно	2	1
512	но одновременно	2	1
513	хотя и	4	1
514	в другое	1	1
515	у них	1	1
516	вообще в	1	1
517	ни было	2	1
518	же в	2	1
519	человека не	1	1
520	отношении к	1	1
521	начале своего	2	1
522	процессе своего	1	1
523	нет ничего	1	1
524	в период	1	1
525	не говоря	4	1
526	отношением к	2	1
527	всех других	1	1
528	не что	1	1
529	отношению к	4	1
530	из этого	1	1
531	из своей	1	1
532	ее в	2	1
533	в своих	2	1
534	ряд фигур	1	1
535	которая не	1	1
