N	2gram	Medvedev_F_2	SlovoVZh
187	общения и	2	2
188	и оценки	1	2
189	но все	3	2
190	в особенности	4	2
191	с другими	10	2
192	это не	2	2
193	до известной	3	2
194	как же	1	2
195	оно не	4	2
196	социальной жизни	1	2
197	литературы с	2	2
198	более того	5	2
199	одной стороны	1	2
200	зависит от	1	2
201	до конца	2	2
202	другой стороны	4	2
203	его как	2	2
204	была бы	3	2
205	там где	4	2
206	автора и	1	2
207	смысл и	2	2
208	имеет место	1	2
209	связь с	1	2
210	ни на	2	2
211	вместе с	6	2
212	к его	2	2
213	общения не	1	2
214	но не	2	2
215	общего с	1	2
216	место в	3	2
217	речи в	1	2
218	она не	2	2
219	на один	2	2
220	с точки	7	2
221	является для	2	2
222	в условиях	1	2
223	такой же	3	2
224	в то	5	2
225	и притом	1	2
226	на него	1	2
227	известной степени	4	2
228	идеологического творчества	1	2
229	высказывание может	2	2
230	ничего не	4	2
231	а к	2	2
232	этих двух	2	2
233	и все	3	2
234	и поэтическое	1	2
235	все они	1	2
236	в этих	2	2
237	но это	2	2
238	между ними	2	2
239	от всех	2	2
240	слагается из	1	2
241	содержанию и	2	2
242	им не	1	2
243	могут быть	6	2
244	и вполне	1	2
245	как только	1	2
246	что в	7	2
247	как на	1	2
248	и другие	2	2
249	не есть	3	2
250	к этому	4	2
251	если же	2	2
252	и это	2	1
253	высказывание с	1	1
254	например в	3	1
255	же как	3	1
256	как мы	7	1
257	на слушателя	1	1
258	и о	2	1
259	момент в	1	1
260	сам по	3	1
261	свою очередь	1	1
262	что поэтическое	1	1
263	особенно важное	1	1
264	это и	5	1
265	характер и	1	1
266	элемент ее	1	1
267	показать что	1	1
268	нам кажется	1	1
269	тем же	3	1
270	художественным произведением	1	1
271	только то	1	1
272	в произведении	1	1
273	с самого	2	1
274	зрения не	1	1
275	по преимуществу	5	1
276	из его	1	1
277	проникает в	1	1
278	в рамки	2	1
279	являются лишь	1	1
280	и больше	1	1
281	высшей степени	4	1
282	давно пора	1	1
283	процессе этого	2	1
284	слово есть	2	1
285	по аналогии	2	1
286	можно было	1	1
287	обойтись без	1	1
288	произведения что	1	1
289	было в	2	1
290	которая только	1	1
291	это событие	1	1
292	установка автора	1	1
293	и приемов	1	1
294	слово было	1	1
295	вне которых	1	1
296	к вопросам	1	1
297	это только	1	1
298	та же	2	1
299	что уже	1	1
300	является в	2	1
301	стиля в	1	1
302	на что	1	1
303	для этого	2	1
304	высказывания в	1	1
305	творчества с	1	1
306	как чисто	1	1
307	не вполне	1	1
308	социальной действительности	1	1
309	жизненных высказываний	3	1
310	сводится к	5	1
311	является поэтому	1	1
312	в порядке	1	1
313	слова из	1	1
314	становится только	1	1
315	общения в	3	1
316	слово не	1	1
317	и являются	1	1
318	но при	1	1
319	что каждый	1	1
320	такого анализа	1	1
321	от высказывания	1	1
322	от вопросов	1	1
323	высказывание является	1	1
324	на них	1	1
325	в поэтической	4	1
326	не найдем	1	1
327	установку на	1	1
328	важна здесь	1	1
329	на их	1	1
330	столь же	2	1
331	со словами	1	1
332	аналогии с	1	1
333	в значительной	3	1
334	так если	1	1
335	во всех	5	1
336	вопросу о	1	1
337	и во	1	1
338	образом мы	1	1
339	все в	1	1
340	то в	2	1
341	от его	2	1
342	его смысла	2	1
343	было говорить	2	1
344	общения между	1	1
345	лишь поскольку	1	1
346	него является	1	1
347	в общем	5	1
348	менее всего	3	1
349	всего определяется	1	1
350	и сложная	1	1
351	отметить что	2	1
352	произведение не	1	1
353	крайней мере	1	1
354	что они	4	1
355	лингвистическое явление	2	1
356	именно в	5	1
357	сама по	1	1
358	были не	1	1
359	стал бы	2	1
360	в теории	4	1
361	слов и	1	1
362	предмета изучения	1	1
363	как графема	1	1
364	в одной	2	1
365	самим автором	1	1
366	если она	1	1
367	что именно	2	1
368	не зная	1	1
369	оставаясь в	1	1
370	в современной	1	1
371	как например	2	1
372	все остальные	2	1
373	материала при	1	1
374	перед нами	2	1
375	хотя и	3	1
376	художественного восприятия	1	1
377	тот же	1	1
378	в поэтическом	7	1
379	мы увидим	1	1
380	более или	1	1
381	следующим образом	1	1
382	быть оторвано	1	1
383	увидим что	1	1
384	именно эта	1	1
385	не имеющих	1	1
386	оторвано от	1	1
387	первого же	1	1
388	смыслу в	1	1
389	что это	3	1
390	более широком	1	1
391	в целом	3	1
392	формальный метод	10	1
393	если мы	5	1
394	в эти	1	1
395	не то	3	1
396	где они	1	1
397	думать что	1	1
398	им в	1	1
399	в ритме	2	1
400	литературы в	1	1
401	мы обратимся	1	1
402	не можем	1	1
403	можно определить	1	1
404	широко включая	1	1
405	в большинстве	4	1
406	дальше и	1	1
407	героя с	1	1
408	значение и	3	1
409	в виде	1	1
410	исходит из	1	1
411	противном случае	1	1
412	на этих	1	1
413	не из	1	1
414	почти полностью	1	1
415	в поэтике	2	1
416	или даже	2	1
417	поэтическое высказывание	1	1
418	при помощи	2	1
419	или просто	1	1
420	питающей его	1	1
421	идеологическая ценность	1	1
422	себе в	1	1
423	и их	3	1
424	для другой	1	1
425	со слушателями	1	1
426	всяком случае	5	1
427	ведь это	1	1
428	не как	4	1
429	не совпадают	1	1
430	произведении в	1	1
431	вовсе не	11	1
432	особенно ясно	1	1
433	ничего общего	1	1
434	можно с	1	1
435	языке мы	1	1
436	осознавать себя	1	1
437	как его	2	1
438	бытия и	1	1
439	какой бы	1	1
440	на этом	2	1
441	дать только	1	1
442	между теорией	1	1
443	каждый элемент	4	1
444	нее не	2	1
445	говорящего со	1	1
446	это по	1	1
447	деле и	1	1
448	значительной степени	3	1
449	грамматических форм	2	1
450	даже и	4	1
451	оно является	1	1
452	и только	5	1
453	этой задачи	1	1
454	и выбор	1	1
455	они должны	2	1
456	в другом	1	1
457	без того	1	1
458	связанных с	1	1
459	лексических и	1	1
460	ни одной	1	1
461	каковы будут	1	1
462	оно становится	1	1
463	этого основного	1	1
464	поля рассмотрения	1	1
465	должно быть	2	1
466	входит в	4	1
467	и которые	1	1
468	который и	1	1
469	и иных	2	1
470	и мы	1	1
471	было бы	6	1
472	и создает	1	1
473	речи а	1	1
474	к которому	1	1
475	не совпадает	1	1
476	этом смысле	2	1
477	и прежде	3	1
478	к определенным	1	1
479	имеет и	1	1
480	и тем	2	1
481	один и	1	1
482	в высшую	1	1
483	кажется что	1	1
484	что для	2	1
485	этом слово	1	1
486	поэтому можно	1	1
487	говорит о	1	1
488	само собою	2	1
489	для них	3	1
490	от нее	4	1
491	приблизимся к	1	1
492	между говорящими	1	1
493	не было	6	1
494	рядом с	1	1
495	события и	1	1
496	все равно	1	1
497	далеко не	1	1
498	мы обычно	1	1
499	лингвистический анализ	1	1
500	и самый	1	1
501	этому пределу	1	1
502	не на	1	1
503	в ее	2	1
504	в слове	5	1
505	не ради	2	1
506	и вне	1	1
507	несмотря на	1	1
508	в руках	1	1
509	о чем	1	1
510	так называемый	1	1
511	взаимоотношения между	1	1
512	языкового творчества	1	1
513	на эту	1	1
514	форма и	1	1
515	же не	1	1
516	и некоторые	1	1
517	называемый формальный	1	1
518	в истории	6	1
519	обратимся к	1	1
520	в последующем	1	1
521	остается в	1	1
522	восприятия и	4	1
523	нигде не	2	1
524	мы видели	4	1
525	или менее	1	1
526	места в	1	1
527	все более	2	1
528	вступает в	1	1
529	но если	1	1
530	то он	1	1
531	все основные	1	1
532	и художественно	1	1
533	нас не	1	1
534	стиле и	1	1
535	но особенно	1	1
536	именно и	1	1
537	и без	1	1
538	от предмета	1	1
539	другая сторона	1	1
540	подхода к	2	1
541	к одному	1	1
542	какие именно	1	1
543	не могут	7	1
544	поэтики была	1	1
545	является только	1	1
546	нельзя было	1	1
547	не приблизимся	1	1
548	ни была	3	1
549	методу в	1	1
550	поэтическом произведении	1	1
551	и тот	1	1
552	которые в	1	1
553	здесь слово	1	1
554	ведь взаимоотношения	1	1
555	сами по	2	1
556	отношении он	1	1
557	по крайней	1	1
558	произведения в	2	1
559	моментов в	1	1
560	высшую степень	1	1
561	не должно	1	1
562	и должна	1	1
563	как идеологическая	1	1
564	в словах	1	1
565	на эти	1	1
566	для нее	2	1
567	поэтических высказываний	1	1
568	указанных нами	1	1
569	содержание произведения	1	1
570	то едва	1	1
571	главным и	1	1
572	материал для	1	1
573	тенденция к	1	1
574	же мы	1	1
575	эти вопросы	1	1
576	случае мы	1	1
577	и вся	1	1
578	степень его	1	1
579	между людьми	1	1
580	конкретное высказывание	1	1
581	того если	1	1
582	в высшей	4	1
583	для определения	2	1
584	его почвы	1	1
585	теперь остается	1	1
586	каждое жизненное	1	1
587	она могла	1	1
588	в смысле	1	1
589	в противном	1	1
590	высказывания это	1	1
591	вне поля	2	1
592	самого начала	2	1
593	как о	4	1
594	шаг не	2	1
595	к вопросу	1	1
596	и утверждают	1	1
597	только из	1	1
598	взаимодействие литературы	1	1
599	более и	1	1
600	не является	3	1
601	в основе	5	1
602	только одна	1	1
603	материала в	1	1
604	конечно эта	1	1
605	взаимоотношение с	1	1
606	именно этого	1	1
607	включая сюда	2	1
608	к пониманию	1	1
609	опираться на	1	1
610	при таком	1	1
611	того чтобы	3	1
612	чем не	1	1
613	не существует	1	1
614	и форму	1	1
615	для всего	2	1
616	всей его	1	1
617	такое понимание	1	1
618	в результате	6	1
619	она проникает	1	1
620	только и	3	1
621	в качестве	2	1
622	как особая	1	1
623	слова как	2	1
624	того социального	1	1
625	же время	5	1
626	особого рода	1	1
627	от него	2	1
628	же степени	2	1
629	было на	1	1
630	еще более	5	1
631	как явление	1	1
632	мы должны	1	1
633	ровно ничего	1	1
634	берется им	1	1
635	же оно	1	1
636	а лишь	3	1
637	бы по	1	1
638	связи с	13	1
639	можно только	1	1
640	в искусстве	2	1
641	здесь же	1	1
642	образом во	1	1
643	следует отметить	3	1
644	в свою	1	1
645	важное значение	1	1
646	как будто	1	1
647	этом отношении	7	1
648	чисто лингвистического	2	1
649	совершенно необходимо	1	1
650	кругозором и	1	1
651	тона в	1	1
652	нам не	1	1
653	в области	3	1
654	образом не	2	1
655	один шаг	2	1
656	у нас	1	1
657	языка в	9	1
658	действительно является	1	1
659	только как	1	1
660	и оно	1	1
661	стиль и	1	1
662	равно как	2	1
663	форму социального	1	1
664	только внешней	1	1
665	является и	1	1
666	и определений	1	1
667	по самому	1	1
668	о литературе	3	1
669	есть только	2	1
670	или иного	5	1
671	время не	1	1
672	героя в	1	1
673	должны быть	1	1
674	требования и	1	1
675	подвести итоги	1	1
676	произведения с	1	1
677	что оно	4	1
678	но эти	1	1
679	к другим	2	1
680	но из	1	1
681	слова с	1	1
682	и эта	1	1
683	жизненном высказывании	1	1
684	в таком	2	1
685	во всяком	5	1
686	они не	4	1
687	к тому	4	1
