N	2gram	Bakhtin_Fr_5	VelikijI
154	и самое	1	1
155	не имеют	1	1
156	значение в	1	1
157	его связь	1	1
158	отвечает что	1	1
159	то же	11	1
160	тысячи лет	1	1
161	от всякой	1	1
162	истины и	1	1
163	и тут	1	1
164	это только	1	1
165	которого они	1	1
166	что уже	1	1
167	самой жизни	2	1
168	как велика	1	1
169	и вообще	2	1
170	не была	1	1
171	природе его	1	1
172	с радостью	1	1
173	который был	1	1
174	находится в	1	1
175	говорят что	1	1
176	никогда и	1	1
177	и ее	1	1
178	над смертью	1	1
179	смерть никогда	1	1
180	вражда к	1	1
181	целое и	1	1
182	в их	4	1
183	и на	5	1
184	он был	7	1
185	после того	1	1
186	и хлеб	1	1
187	людей это	1	1
188	до христа	1	1
189	истории в	1	1
190	жизни с	1	1
191	и единый	1	1
192	тысячи и	1	1
193	к нему	2	1
194	но как	1	1
195	идет к	1	1
196	от них	1	1
197	если в	2	1
198	менее всего	3	1
199	а потому	1	1
200	смертью и	2	1
201	бы в	4	1
202	не просто	1	1
203	мире и	1	1
204	и можно	1	1
205	и чем	1	1
206	и свободное	1	1
207	словах и	1	1
208	это самое	1	1
209	существует как	1	1
210	его на	1	1
211	как в	3	1
212	и самые	1	1
213	это ни	1	1
214	в своем	11	1
215	все же	2	1
216	но с	1	1
217	в двух	1	1
218	победы над	1	1
219	природе в	1	1
220	мы видим	5	1
221	с ними	1	1
222	царства и	1	1
223	ли он	2	1
224	утверждают что	2	1
225	и свою	1	1
226	в разные	1	1
227	это очень	2	1
228	духа в	2	1
229	в самом	4	1
230	яснее в	1	1
231	что это	2	1
232	в целом	2	1
233	средство для	1	1
234	в этой	6	1
235	им в	2	1
236	свободы но	1	1
237	в виде	1	1
238	и если	2	1
239	это право	2	1
240	государственной властью	1	1
241	в праве	1	1
242	и внешнее	2	1
243	о которой	1	1
244	перестает быть	2	1
245	в понимании	1	1
246	и осмысленной	1	1
247	папы и	3	1
248	чем у	1	1
249	и вот	3	1
250	и должна	1	1
251	вовсе не	8	1
252	у него	4	1
253	не случайно	1	1
254	перед кем	1	1
255	и по	1	1
256	на этом	5	1
257	человека в	1	1
258	и свободу	1	1
259	для того	6	1
260	в едином	1	1
261	всех формах	1	1
262	этом нет	1	1
263	любит и	1	1
264	конечно в	2	1
265	не были	1	1
266	и с	10	1
267	ней и	1	1
268	было не	1	1
269	есть не	1	1
270	и быть	1	1
271	еще и	3	1
272	миром не	2	1
273	весь мир	6	1
274	души и	1	1
275	были в	1	1
276	о свободной	1	1
277	нового времени	1	1
278	говорит о	1	1
279	церкви и	2	1
280	и своего	1	1
281	она и	2	1
282	был в	1	1
283	их для	1	1
284	на которых	1	1
285	власти и	1	1
286	человеческой жизни	1	1
287	далее и	1	1
288	от труда	1	1
289	между собою	4	1
290	человека не	1	1
291	жизни но	1	1
292	о чем	3	1
293	и своим	1	1
294	него не	2	1
295	в речах	1	1
296	их на	1	1
297	в одно	2	1
298	смысле на	1	1
299	стороны в	1	1
300	что свобода	1	1
301	вместе с	3	1
302	так же	8	1
303	истины хлеб	1	1
304	ко всем	1	1
305	как это	4	1
306	то есть	25	1
307	в лице	1	1
308	что всякий	1	1
309	над ним	1	1
310	у нас	1	1
311	в которых	3	1
312	и сделали	1	1
313	эта не	1	1
314	времени с	1	1
315	в одном	3	1
316	и страшным	1	1
317	была гораздо	1	1
318	есть еще	1	1
319	свобода и	3	1
320	который он	1	1
321	мира с	1	1
322	и смерти	2	1
323	этого слова	1	1
324	раз и	1	1
325	любви и	1	1
326	в атмосфере	6	1
327	общественной жизни	1	1
328	здесь есть	1	1
329	к ним	1	1
330	и новой	1	1
331	о мире	1	1
332	на котором	2	1
333	тому кто	1	1
334	не по	1	1
335	смысле и	1	1
336	но она	3	1
337	мы все	1	1
338	слово от	1	1
339	не существует	1	1
340	и от	4	1
341	в день	1	1
342	и всегда	1	1
343	мира и	8	1
344	которая в	1	1
345	ничего не	4	1
346	того как	1	1
347	всего можно	1	1
348	может быть	2	1
349	вообще в	1	1
350	как она	1	1
351	видим что	2	1
352	и любовь	1	1
353	это слово	1	1
354	основанной на	1	1
355	на него	2	1
356	к жизни	1	1
357	победить и	1	1
358	но вот	1	1
359	на части	5	1
360	уже и	2	1
361	связь с	3	1
362	жизни в	2	1
363	что на	3	1
364	дьявол в	1	1
365	и права	1	1
366	сходятся и	1	1
367	но все	1	1
368	есть и	5	1
369	и могли	1	1
370	к этому	2	1
371	я вижу	1	1
372	и другие	3	1
373	слова с	1	1
374	в процессе	1	1
375	и эта	1	1
376	это в	2	1
377	но к	1	1
378	себя и	2	1
379	они не	1	1
