N	2gram	Tiupa_Vved_1	Problema
139	иное как	1	4
140	но как	1	4
141	тут же	1	4
142	могли бы	1	4
143	при этом	26	4
144	на первый	1	4
145	тому что	1	4
146	можно ли	1	4
147	и притом	1	4
148	только с	1	4
149	есть только	1	4
150	в ее	1	4
151	можно было	2	4
152	это вовсе	1	4
153	тем что	2	4
154	это будет	1	4
155	на этот	1	4
156	или по	1	4
157	ни от	2	4
158	или в	1	4
159	или другой	1	4
160	а также	8	4
161	же самой	1	4
162	в искусстве	1	4
163	то в	1	3
164	выражается в	1	3
165	говорить о	2	3
166	и ее	1	3
167	из того	1	3
168	но не	5	3
169	в настоящем	2	3
170	в художественном	1	3
171	в самом	2	3
172	что это	1	3
173	в этой	1	3
174	на то	1	3
175	как оно	2	3
176	что у	1	3
177	содержит в	1	3
178	значение в	1	3
179	об этом	4	3
180	с другими	1	3
181	он является	2	3
182	о которых	1	3
183	все равно	2	3
184	и тоже	1	3
185	что такое	18	3
186	в которых	1	3
187	бы быть	1	3
188	на себе	1	3
189	однако если	1	3
190	находятся в	1	3
191	как будто	4	3
192	взятый в	1	3
193	для его	1	3
194	если же	1	3
195	у чехова	1	3
196	с собой	1	3
197	когда в	2	3
198	если бы	7	3
199	уж во	1	3
200	том или	1	3
201	во всей	1	3
202	не так	1	3
203	быть и	2	3
204	в качестве	8	3
205	самом деле	3	3
206	есть в	2	3
207	указания на	1	3
208	уже в	1	3
209	а то	2	3
210	этот раз	2	3
211	для него	3	3
212	могло бы	3	3
213	случае не	1	3
214	само по	1	3
215	отличие от	2	3
216	жизни а	1	3
217	очень много	1	3
218	что для	1	3
219	прежде всего	7	3
220	ни о	1	3
221	жизнь в	1	3
222	но оно	1	3
223	в той	4	3
224	слова и	1	3
225	это уже	1	3
226	и все	4	3
227	хотя бы	1	3
228	будто бы	3	3
229	же в	1	3
230	из этого	1	3
231	к тому	6	3
232	к их	1	2
233	относится и	1	2
234	того же	1	2
235	столько же	1	2
236	говорилось выше	1	2
237	и до	1	2
238	поэтому и	1	2
239	однако для	1	2
240	мы имеем	5	2
241	только благодаря	1	2
242	мы и	2	2
243	этого термина	1	2
244	во всех	2	2
245	бы она	1	2
246	то он	2	2
247	друг от	1	2
248	первый взгляд	1	2
249	и нет	1	2
250	тем же	1	2
251	мертвых душ	4	2
252	бесконечное число	1	2
253	он в	1	2
254	с их	1	2
255	всей его	2	2
256	вернуться к	1	2
257	но именно	1	2
258	всех этих	1	2
259	случае имеет	1	2
260	из него	1	2
261	что является	1	2
262	что все	1	2
263	же не	1	2
264	а как	1	2
265	он есть	1	2
266	для них	3	2
267	в слове	3	2
268	он и	2	2
269	мы видели	2	2
270	жизни но	1	2
271	в этих	3	2
272	в котором	8	2
273	в их	1	2
274	не столько	4	2
275	в отличие	2	2
276	от себя	1	2
277	бы мы	1	2
278	от его	1	2
279	и более	3	2
280	однако в	4	2
281	в отношении	1	2
282	при условии	1	2
283	с которой	1	2
284	дело не	1	2
285	на котором	1	2
286	и сама	1	2
287	в процессе	1	2
288	в основе	3	2
289	не имели	2	2
290	степени это	1	2
291	и по	3	2
292	как она	1	2
293	и после	1	2
294	со своим	1	2
295	а мы	1	2
296	однако это	1	2
297	могут быть	4	2
298	но также	2	2
299	для себя	1	2
300	с ее	1	2
301	от друга	1	2
302	и сами	2	2
303	настоящее время	1	2
304	определенным образом	1	2
305	она может	1	2
306	том как	3	2
307	мы читаем	1	2
308	в настоящее	1	2
309	о ней	4	2
310	себя не	1	2
311	природы и	1	2
312	есть с	1	2
313	но тут	1	2
314	но с	1	2
315	который в	2	2
316	несет на	1	2
317	i и	1	2
318	с одной	5	2
319	себя в	1	2
320	и у	1	2
321	в нашей	1	2
322	в начале	3	2
323	из них	1	2
324	роль и	1	2
325	между прочим	1	2
326	или ином	1	2
327	нам не	1	2
328	не обязательно	1	2
329	а с	2	2
330	только к	1	2
331	человеческой жизни	3	2
332	о чем	2	2
333	произведение в	2	2
334	в частности	13	2
335	вместе с	1	2
336	и особенно	1	2
337	происходит в	1	2
338	как это	1	2
339	из которых	1	2
340	по своему	2	2
341	в контексте	1	2
342	ни для	1	2
343	пока еще	4	2
344	и для	3	2
345	при таком	1	2
346	котором он	2	2
347	в результате	3	2
348	а к	3	2
349	к одной	1	2
350	у них	1	2
351	бы в	3	2
352	только что	1	2
353	все они	2	2
354	героя в	1	2
355	и состоит	1	2
356	по поводу	2	2
357	слова это	1	2
358	термина в	1	1
359	речь идет	1	1
360	не должны	1	1
361	одним из	5	1
362	рассматривается как	1	1
363	получает в	1	1
364	он может	1	1
365	значении этого	1	1
366	идет о	1	1
367	в первом	2	1
368	должна быть	2	1
369	живой речи	1	1
370	жизни для	1	1
371	той же	1	1
372	из всех	1	1
373	например в	2	1
374	и само	1	1
375	на первом	1	1
376	нам в	1	1
377	именно к	1	1
378	благодаря тому	1	1
379	не вполне	3	1
380	похожи на	1	1
381	подчеркнуть что	5	1
382	и он	1	1
383	и на	3	1
384	между собой	2	1
385	бы не	2	1
386	сказать и	1	1
387	своего рода	10	1
388	чем это	1	1
389	другим потому	2	1
390	в сторону	1	1
391	не все	2	1
392	вовсе еще	1	1
393	ответ на	1	1
394	произведение не	1	1
395	один и	1	1
396	относится к	1	1
397	которые не	1	1
398	в истории	1	1
399	если она	2	1
400	его на	1	1
401	так называемая	1	1
402	до его	1	1
403	однако не	1	1
404	и понимаем	1	1
405	имеет в	1	1
406	более или	2	1
407	именно эта	1	1
408	в этот	2	1
409	о самом	1	1
410	на какой	1	1
411	в илиаде	1	1
412	из жизни	2	1
413	в литературном	1	1
414	для писателя	2	1
415	как то	1	1
416	мы при	1	1
417	из этих	3	1
418	поскольку в	1	1
419	рассказ о	1	1
420	отношение между	1	1
421	и тот	1	1
422	сливаются в	2	1
423	тому же	4	1
424	иначе и	1	1
425	как он	2	1
426	но на	2	1
427	как принцип	1	1
428	а более	1	1
429	соотнесенность с	1	1
430	вообще не	1	1
431	на его	1	1
432	о которой	2	1
433	перестает быть	1	1
434	не к	4	1
435	собой не	1	1
436	том чтобы	2	1
437	новое и	1	1
438	нашего времени	2	1
439	чтобы в	1	1
440	очевидным что	1	1
441	так например	1	1
442	что она	1	1
443	говоря в	1	1
444	поэтическим образом	1	1
445	здесь мы	1	1
446	однако все	1	1
447	различие между	1	1
448	речи или	1	1
449	них не	1	1
450	лишь в	2	1
451	входит в	1	1
452	первой главе	1	1
453	или просто	1	1
454	в него	1	1
455	отца и	1	1
456	время у	1	1
457	быть не	4	1
458	смысловых и	1	1
459	в жизни	4	1
460	произведение как	1	1
461	в них	2	1
462	на второй	1	1
463	далеко не	4	1
464	как об	1	1
465	лермонтова герой	1	1
466	не всегда	2	1
467	в своих	2	1
468	которой он	1	1
469	или попросту	1	1
470	автора и	1	1
471	и того	2	1
472	или менее	2	1
473	во время	1	1
474	в войне	2	1
475	от своего	1	1
476	самих этих	1	1
477	это делает	1	1
478	и благодаря	1	1
479	но сами	1	1
480	самая сущность	1	1
481	не как	2	1
482	слова в	2	1
483	войне и	2	1
484	представлений о	1	1
485	втором случае	1	1
486	но он	1	1
487	но они	2	1
488	даже в	1	1
489	случае мы	1	1
490	вплоть до	1	1
491	дня и	1	1
492	он остается	1	1
493	мы пока	1	1
494	и вместо	1	1
495	слова но	2	1
496	о них	3	1
497	того чтобы	1	1
498	подобно тому	2	1
499	до их	1	1
500	не разделяет	1	1
501	во всем	1	1
502	мы бы	1	1
503	на него	2	1
504	не столь	1	1
505	в нее	1	1
506	всех прочих	1	1
507	художественной литературы	1	1
508	от их	1	1
509	только от	1	1
510	бы он	1	1
511	анализа в	1	1
512	функцию в	1	1
513	оно не	1	1
514	можно свести	1	1
515	времени но	1	1
516	поскольку всякая	1	1
517	внимание на	3	1
518	но при	5	1
519	утро в	1	1
520	по сути	2	1
521	общую идею	1	1
522	и самого	1	1
523	она только	1	1
524	в пределах	2	1
525	сознания с	1	1
526	на том	1	1
527	котором мы	1	1
528	особенно в	1	1
529	начала и	2	1
530	мог бы	1	1
531	которого у	1	1
532	глубоко и	1	1
533	и мыслится	1	1
534	строго говоря	2	1
535	где каждый	1	1
536	соотнесения с	1	1
537	никогда и	1	1
538	вполне закономерно	1	1
539	произведения как	1	1
540	каждой из	1	1
541	читателя уже	1	1
542	и та	1	1
543	к одному	1	1
544	миф но	1	1
545	рассуждения о	1	1
546	в евгении	1	1
547	истории в	5	1
548	сколько их	1	1
549	нем не	1	1
550	возникает и	2	1
551	во втором	2	1
552	бы и	4	1
553	герой нашего	1	1
554	видно что	1	1
555	и она	1	1
556	второй план	1	1
557	в литературе	2	1
558	слов или	2	1
559	дело с	2	1
560	и мире	2	1
561	всю ее	1	1
562	о художественном	1	1
563	впрочем и	1	1
564	всех его	1	1
565	это означает	1	1
566	от них	1	1
567	точка зрения	3	1
568	только художественная	1	1
569	не можем	2	1
570	или не	2	1
571	не обходится	1	1
572	свидетельствует о	4	1
573	время является	1	1
574	предполагает наличие	1	1
575	но возможно	2	1
576	по всему	1	1
577	и понимание	1	1
578	глаза и	1	1
579	что содержание	1	1
580	этом в	1	1
581	сказать мы	1	1
582	себе в	1	1
583	которая может	2	1
584	в одном	1	1
585	оно так	1	1
586	как его	2	1
587	у него	1	1
588	и бесконечно	1	1
589	которые могут	1	1
590	как носитель	1	1
591	только по	1	1
592	заметить что	1	1
593	не хотел	1	1
594	подходом к	1	1
595	истории вообще	1	1
596	что на	2	1
597	является их	1	1
598	одновременно а	1	1
599	же самым	1	1
600	или иначе	2	1
601	иначе но	1	1
602	а всякая	1	1
603	от этих	2	1
604	может показаться	1	1
605	же о	1	1
606	читаем о	1	1
607	к ее	3	1
608	отдельного слова	1	1
609	что не	1	1
610	а главное	1	1
611	что будет	1	1
612	которых мы	1	1
613	не исключает	1	1
614	до конца	3	1
615	не на	1	1
616	зависит от	2	1
617	однако и	2	1
618	таким например	1	1
619	что обычно	1	1
620	особенностей и	1	1
621	при разъяснении	1	1
622	этот самый	1	1
623	начиная с	3	1
624	сути дела	1	1
625	к своему	1	1
626	же она	1	1
627	смысловом отношении	1	1
628	этих случаях	2	1
629	одной стороны	5	1
630	словечко если	1	1
631	быть несколько	1	1
632	и нами	1	1
633	есть на	1	1
634	в терминах	1	1
635	быть только	2	1
636	в первой	1	1
637	слов в	1	1
638	евгении онегине	1	1
639	главного героя	1	1
640	благодаря этому	1	1
641	не рассматривается	1	1
642	в смысловом	2	1
643	тому или	1	1
644	случае он	1	1
645	искусства это	1	1
646	одного и	1	1
647	делает ее	1	1
648	не существует	2	1
649	или иному	1	1
650	не говорится	1	1
651	имеет дело	1	1
652	именно такого	1	1
653	о котором	2	1
654	в те	1	1
655	не с	3	1
656	но эти	1	1
657	здесь именно	1	1
658	не должен	1	1
659	стороны в	1	1
660	зрения в	1	1
661	исключительно в	1	1
662	несмотря на	1	1
663	хотя в	1	1
664	в целях	1	1
665	а во	1	1
666	является и	1	1
667	мере в	2	1
668	первом случае	1	1
669	об этих	1	1
670	к другим	1	1
671	к этой	1	1
672	от которой	1	1
673	к этому	2	1
674	можно назвать	1	1
675	они не	1	1
