N	2gram	Bakhtin_Fr_5	TeoriaLi
157	с точки	2	2
158	их в	1	2
159	даже в	2	2
160	и притом	2	2
161	для меня	1	2
162	не могло	3	2
163	мышления и	1	2
164	казалось бы	1	2
165	этих двух	1	2
166	не принадлежит	1	2
167	как будто	1	2
168	и для	3	2
169	места для	1	2
170	и о	4	2
171	здесь не	6	2
172	в организации	1	2
173	в себя	5	2
174	роль в	2	2
175	если бы	1	2
176	и здесь	4	2
177	в состав	1	2
178	о том	4	2
179	что каждый	1	2
180	времени в	1	2
181	это было	4	2
182	к нему	2	2
183	во всех	13	2
184	вслед за	1	2
185	мире и	1	2
186	оказывается в	1	2
187	в большинстве	2	2
188	в прозе	1	2
189	в конце	7	2
190	во всей	1	2
191	и даже	4	2
192	в области	1	2
193	а именно	2	2
194	себя и	2	2
195	человеческой жизни	1	2
196	о чем	3	2
197	на фоне	2	2
198	о себе	1	2
199	вместе с	3	2
200	так же	8	2
201	жизни но	1	2
202	к жизни	1	2
203	в той	1	2
204	и позволяет	1	2
205	в следующей	1	2
206	в мировой	1	2
207	к тому	2	2
208	ногами и	1	2
209	совершенно иной	1	2
210	своей роли	1	2
211	жизни в	2	2
212	одной из	5	2
213	имеет в	1	2
214	в романе	11	2
215	что он	6	2
216	культуры в	1	2
217	можно говорить	2	1
218	также что	1	1
219	те же	1	1
220	убийства и	2	1
221	неотделима от	1	1
222	также и	7	1
223	с жизнью	1	1
224	и через	1	1
225	связана с	1	1
226	что произведение	1	1
227	это будущее	1	1
228	между всеми	1	1
229	и есть	2	1
230	тем же	1	1
231	это придает	1	1
232	и до	2	1
233	из его	2	1
234	др в	2	1
235	сливается с	1	1
236	всех и	4	1
237	одним из	5	1
238	той же	4	1
239	же как	4	1
240	из своих	2	1
241	единство и	3	1
242	чтобы не	2	1
243	со смертью	1	1
244	от всего	1	1
245	это всегда	1	1
246	человек должен	1	1
247	и со	1	1
248	не от	1	1
249	и на	5	1
250	и возможности	3	1
251	столь же	1	1
252	время в	1	1
253	в различных	2	1
254	связи между	1	1
255	тем как	1	1
256	такая картина	1	1
257	он оказывается	2	1
258	особенно если	1	1
259	коем случае	1	1
260	для других	1	1
261	если в	2	1
262	на то	1	1
263	еще один	2	1
264	в истории	2	1
265	более чем	1	1
266	является к	1	1
267	независимо от	2	1
268	и непристойность	1	1
269	это игра	1	1
270	о жизни	1	1
271	первых двух	1	1
272	и где	1	1
273	сознания в	1	1
274	целый ряд	1	1
275	что по	1	1
276	и внутреннюю	1	1
277	здесь и	5	1
278	и свою	1	1
279	то в	1	1
280	в условиях	2	1
281	что это	2	1
282	за это	1	1
283	он в	2	1
284	контакт между	1	1
285	из этих	3	1
286	одном случае	1	1
287	следующей главе	1	1
288	что автор	1	1
289	раз в	2	1
290	ее как	1	1
291	в наших	1	1
292	на его	1	1
293	что она	3	1
294	время и	1	1
295	он ни	1	1
296	но именно	2	1
297	первой части	4	1
298	в понимании	1	1
299	по ту	1	1
300	же явления	1	1
301	по существу	3	1
302	том числе	4	1
303	на земле	1	1
304	чтобы в	1	1
305	не отделен	1	1
306	смертью в	2	1
307	образа и	1	1
308	является не	1	1
309	именно это	1	1
310	ни был	1	1
311	по его	1	1
312	подход к	1	1
313	о трагическом	1	1
314	не будет	1	1
315	что все	2	1
316	которыми он	1	1
317	это первый	1	1
318	и внутренняя	1	1
319	времени и	1	1
320	глубокий и	1	1
321	большинстве случаев	2	1
322	второй половины	2	1
323	ко второму	1	1
324	было бы	2	1
325	полноте и	1	1
326	но их	2	1
327	должен был	1	1
328	весь мир	6	1
329	делает его	2	1
330	системе образов	3	1
331	же образом	1	1
332	в них	6	1
333	рядом с	2	1
334	она и	2	1
335	его организации	1	1
336	с тем	2	1
337	автору и	1	1
338	грани между	1	1
339	он и	3	1
340	все моменты	1	1
341	обратимся к	1	1
342	с ума	1	1
343	обращается к	1	1
344	индивидуальной жизни	1	1
345	и без	2	1
346	эту свободу	1	1
347	в котором	1	1
348	не как	1	1
349	от его	3	1
350	дается в	4	1
351	но эта	2	1
352	этих моментов	1	1
353	есть свидетельство	1	1
354	и более	1	1
355	собой и	1	1
356	не должно	1	1
357	свобода и	3	1
358	остановимся на	1	1
359	и вся	1	1
360	эта встреча	1	1
361	у нее	2	1
362	между людьми	1	1
363	до известной	4	1
364	с которой	2	1
365	не имеет	3	1
366	принадлежат к	1	1
367	дело в	3	1
368	одна из	1	1
369	и эпизод	1	1
370	к этим	1	1
371	свободы и	2	1
372	в самой	8	1
373	это явление	2	1
374	нее нет	2	1
375	из древнейших	1	1
376	его внешними	1	1
377	от него	1	1
378	жизнью в	2	1
379	связи с	6	1
380	как я	1	1
381	не по	1	1
382	не мыслится	1	1
383	у нас	1	1
384	в коем	1	1
385	очень часто	4	1
386	воспринимать ее	1	1
387	не могут	2	1
388	взятое в	1	1
389	и существенно	1	1
390	числе и	2	1
391	значительной степени	1	1
392	указывает на	1	1
393	слова с	1	1
394	в каждом	2	1
395	в пьесе	2	1
396	говорит о	1	1
397	должен быть	2	1
398	как мы	8	1
399	вещами и	1	1
400	значения и	1	1
401	а затем	1	1
402	того чтобы	6	1
403	существенное значение	1	1
404	действующие лица	1	1
405	говорит и	2	1
406	своей полноте	1	1
407	реальной действительности	1	1
408	чтобы быть	1	1
409	то время	3	1
410	всей своей	1	1
411	свободу и	5	1
412	значение в	1	1
413	можно было	4	1
414	здесь как	4	1
415	начала и	1	1
416	в последующих	1	1
417	в новую	1	1
418	что от	1	1
419	жизнь и	2	1
420	в грубом	1	1
421	характера как	1	1
422	для этого	1	1
423	с ним	5	1
424	в разбираемом	1	1
425	именно потому	1	1
426	на вопрос	1	1
427	никак не	1	1
428	как ее	2	1
429	мира а	2	1
430	после того	1	1
431	основе своей	1	1
432	в сущности	4	1
433	в значительной	2	1
434	служит для	1	1
435	жизни он	3	1
436	но дело	2	1
437	я думаю	1	1
438	нуждается в	3	1
439	и только	2	1
440	наконец в	1	1
441	стихи и	1	1
442	эти последние	2	1
443	в формах	1	1
444	один из	2	1
445	но с	1	1
446	в двух	1	1
447	образов и	4	1
448	тот же	1	1
449	и является	1	1
450	и свободы	1	1
451	между этими	1	1
452	на мир	7	1
453	и жизни	2	1
454	со всеми	5	1
455	для всех	3	1
456	это ни	1	1
457	есть в	3	1
458	если мы	2	1
459	пусть это	1	1
460	в поэзии	3	1
461	и последовательность	1	1
462	где образ	1	1
463	с позиций	1	1
464	не дает	1	1
465	из них	1	1
466	когда для	1	1
467	одно из	2	1
468	и их	5	1
469	ведь это	2	1
470	свободу от	1	1
471	и прежде	3	1
472	в одном	3	1
473	с этими	1	1
474	так как	6	1
475	тому же	4	1
476	к ним	1	1
477	граница между	1	1
478	ту сторону	1	1
479	принадлежит как	1	1
480	случае не	1	1
481	для того	6	1
482	как у	1	1
483	связаны с	4	1
484	войны и	2	1
485	еще и	3	1
486	проникнута вся	2	1
487	души и	1	1
488	во внешней	1	1
489	и внешнее	2	1
490	что для	1	1
491	положений и	1	1
492	и пр	1	1
493	превращается в	2	1
494	не было	3	1
495	смерти но	1	1
496	более того	1	1
497	от мира	2	1
498	в комнате	1	1
499	же точно	1	1
500	из участников	1	1
501	существенным образом	1	1
502	крайними пределами	1	1
503	и слово	2	1
504	его как	4	1
505	в одно	2	1
506	если не	1	1
507	в связи	5	1
508	как ни	1	1
509	с помощью	3	1
510	что свобода	1	1
511	до этого	1	1
512	в одной	3	1
513	со словом	2	1
514	к своему	1	1
515	все люди	1	1
516	границ между	1	1
517	одновременно и	2	1
518	было и	1	1
519	да и	1	1
520	для понимания	1	1
521	она названа	1	1
522	главного героя	1	1
523	мира с	1	1
524	в это	1	1
525	и формы	1	1
526	на время	4	1
527	отречение от	2	1
528	быть и	1	1
529	от окружающих	1	1
530	своей жизни	2	1
531	о его	1	1
532	все это	7	1
533	точно и	1	1
534	ее содержание	1	1
535	о мире	1	1
536	при всем	1	1
537	на всех	2	1
538	и ценностями	1	1
539	это уже	1	1
540	известной степени	4	1
541	еще одна	1	1
542	и от	4	1
543	все они	4	1
544	которая в	1	1
545	юности и	1	1
546	не позволяет	1	1
547	себя самого	1	1
548	бы в	4	1
549	истории литературы	1	1
550	стороны в	1	1
551	между вещами	1	1
552	она здесь	1	1
553	время ее	1	1
554	за его	2	1
555	мяса с	1	1
556	мы видим	5	1
557	нами не	1	1
558	становления и	2	1
559	две стороны	1	1
560	самое существенное	1	1
561	от всех	5	1
562	внутреннюю свободу	1	1
563	из этого	1	1
564	только о	1	1
565	слиться в	1	1
566	существенная сторона	1	1
567	если она	1	1
568	включает в	1	1
569	жизни и	8	1
570	ее в	1	1
571	и другие	3	1
572	по поводу	4	1
573	можно назвать	1	1
574	в таком	1	1
