N	2gram	Trubetskoy_1	VeschiIm
108	не менее	1	5
109	одна из	3	5
110	для себя	2	5
111	свою очередь	1	5
112	в ее	1	5
113	должны быть	1	5
114	если бы	6	5
115	для этого	3	5
116	еще не	3	5
117	или не	1	5
118	что для	3	5
119	ни на	1	5
120	ни от	2	5
121	с этой	1	5
122	и для	6	5
123	а в	5	5
124	в свою	1	5
125	но тогда	1	4
126	мы не	1	4
127	как понятие	1	4
128	смысл ее	1	4
129	так чтобы	3	4
130	то это	3	4
131	в их	4	4
132	во всех	5	4
133	точка зрения	1	4
134	для всякого	1	4
135	нет и	1	4
136	с этим	2	4
137	в своем	6	4
138	и мы	1	4
139	на почве	2	4
140	как и	4	4
141	что значит	1	4
142	с точки	9	4
143	и более	2	4
144	можно ли	3	4
145	на себе	1	4
146	же время	10	4
147	точке зрения	3	4
148	должен быть	1	4
149	и о	2	4
150	только то	1	4
151	о том	7	4
152	с другой	1	4
153	что и	3	4
154	быть и	2	4
155	оно и	1	4
156	этот вопрос	2	4
157	то и	1	4
158	из них	3	4
159	это значило	1	4
160	бытия и	1	4
161	тем что	3	4
162	и даже	2	4
163	даже не	2	4
164	как же	1	4
165	и потому	3	4
166	в данном	7	4
167	быть не	1	4
168	как только	1	4
169	говорить что	1	4
170	значило бы	2	4
171	и все	1	4
172	от того	4	4
173	от ее	1	4
174	о сущности	1	4
175	есть то	1	4
176	себя как	2	3
177	самом деле	7	3
178	отношения к	2	3
179	вопрос о	5	3
180	но даже	2	3
181	внутри себя	1	3
182	более или	4	3
183	вопроса о	1	3
184	как оно	1	3
185	в нем	5	3
186	по самому	2	3
187	раз навсегда	2	3
188	могла бы	1	3
189	в жизни	1	3
190	несмотря на	3	3
191	и тогда	2	3
192	нисколько не	2	3
193	или менее	4	3
194	в своей	5	3
195	все это	6	3
196	их в	2	3
197	чтобы она	2	3
198	между прочим	1	3
199	и другое	1	3
200	тогда когда	4	3
201	ее с	1	3
202	в основе	1	3
203	того чтобы	8	3
204	этот тип	1	3
205	к ней	1	3
206	к себе	2	3
207	к тому	7	3
208	на это	2	3
209	без всякого	1	3
210	в собственном	1	3
211	понимание и	1	3
212	так и	1	3
213	можно сказать	1	3
214	но когда	1	3
215	один из	1	3
216	что он	6	3
217	но как	1	3
218	только на	2	3
219	а это	1	3
220	сама по	2	3
221	принципиально не	1	3
222	даже и	2	3
223	никогда не	5	3
224	а с	2	3
225	вместе с	4	3
226	да и	3	3
227	она может	3	3
228	к данной	1	3
229	бы в	1	3
230	и ни	3	3
231	тем более	1	3
232	хотя бы	5	3
233	это учение	2	3
234	не быть	1	3
235	с самим	2	3
236	от этого	1	2
237	в сфере	1	2
238	как это	1	2
239	тем же	1	2
240	ту же	1	2
241	мы уже	2	2
242	к чему	2	2
243	как мы	1	2
244	но она	2	2
245	своей собственной	1	2
246	бы ни	2	2
247	себе что	1	2
248	может сделать	1	2
249	именно тем	1	2
250	а только	1	2
251	тогда как	2	2
252	себе и	4	2
253	и таким	1	2
254	что ее	1	2
255	когда он	1	2
256	что на	1	2
257	то в	3	2
258	выражение в	1	2
259	приводит к	4	2
260	остановиться на	1	2
261	только один	1	2
262	но ведь	1	2
263	если он	1	2
264	же но	1	2
265	и если	7	2
266	совершенно самостоятельные	1	2
267	он не	5	2
268	о которой	1	2
269	для того	6	2
270	прочим и	1	2
271	в силу	2	2
272	и вот	2	2
273	и этот	3	2
274	но все	1	2
275	в одну	1	2
276	об этом	1	2
277	на все	1	2
278	то есть	1	2
279	на этой	2	2
280	себя не	1	2
281	и тем	2	2
282	ни в	2	2
283	все равно	1	2
284	реального существования	1	2
285	бы к	1	2
286	признать что	6	2
287	и эти	1	2
288	для нее	2	2
289	же мы	1	2
290	тому что	2	2
291	нею и	1	2
292	бы на	1	2
293	или что	1	2
294	она могла	1	2
295	дело в	1	2
296	и сама	1	2
297	на него	1	2
298	из предыдущего	1	2
299	но только	1	2
300	казалось бы	1	2
301	в разных	1	2
302	в самой	1	2
303	это именно	1	2
304	тех или	1	2
305	однако это	1	2
306	исходить из	1	2
307	если же	2	2
308	мы ведь	1	2
309	оно может	1	2
310	данном случае	3	2
311	и логически	1	2
312	степени и	1	2
313	это для	1	2
314	и когда	1	2
315	мог бы	1	2
316	никак не	1	2
317	может не	3	2
318	и во	3	2
319	заключается в	1	2
320	обе эти	1	2
321	что только	2	2
322	они –	1	2
323	мы подходим	1	2
324	в качестве	3	2
325	на такой	2	2
326	но совершенно	2	2
327	его и	2	2
328	только к	3	2
329	относится не	1	2
330	мы можем	2	2
331	о которых	3	2
332	а потому	5	2
333	данной личности	1	2
334	нет если	1	2
335	на ее	1	2
336	превращается в	1	2
337	может ли	1	2
338	ничем не	1	2
339	именно так	1	2
340	когда же	1	2
341	ближе к	1	2
342	если не	2	2
343	стоять на	2	2
344	в частности	2	2
345	себя из	1	2
346	который мы	1	2
347	мы говорили	3	2
348	самого себя	7	2
349	– мы	1	2
350	привело бы	1	2
351	ни к	7	2
352	отношении к	2	2
353	к ее	1	2
354	жизни в	5	2
355	может и	1	2
356	была бы	1	2
357	но можно	1	2
358	в своих	6	2
359	так же	2	2
360	во всяком	9	2
361	с новыми	1	1
362	упорно и	1	1
363	речь идет	2	1
364	же как	1	1
365	ли оно	1	1
366	от какого	1	1
367	идет о	1	1
368	что дает	1	1
369	основан на	1	1
370	что когда	1	1
371	не хочет	1	1
372	зрения приводит	1	1
373	что эти	1	1
374	исходит из	1	1
375	выражается в	1	1
376	от которых	1	1
377	с таким	1	1
378	в зависимости	1	1
379	и ничего	1	1
380	в которой	1	1
381	к новой	1	1
382	на эти	1	1
383	но по	1	1
384	он как	1	1
385	в каждый	1	1
386	в полной	1	1
387	это отношение	1	1
388	полное и	2	1
389	при таких	4	1
390	проявляется в	2	1
391	и говорить	1	1
392	и на	5	1
393	между собой	5	1
394	всего этого	1	1
395	заключается не	1	1
396	ее к	1	1
397	том основании	1	1
398	нельзя понимать	1	1
399	только тогда	1	1
400	если в	6	1
401	данного человека	1	1
402	в общем	1	1
403	совершенно ясно	1	1
404	действительно существенным	1	1
405	было а	1	1
406	мы теперь	1	1
407	судить об	1	1
408	из таких	1	1
409	которые не	1	1
410	в истории	1	1
411	зрения которая	1	1
412	уже производится	1	1
413	стороны и	1	1
414	нельзя было	1	1
415	перед нами	1	1
416	было только	1	1
417	и к	6	1
418	в смысл	1	1
419	которых идет	1	1
420	еще на	1	1
421	остаться верными	1	1
422	все эти	2	1
423	в этой	4	1
424	и абсолютным	1	1
425	она отвечает	1	1
426	тому же	1	1
427	но на	1	1
428	не могла	1	1
429	в общении	1	1
430	главным образом	3	1
431	при этом	5	1
432	отказа от	1	1
433	есть дело	1	1
434	чтобы они	1	1
435	они в	1	1
436	он должен	5	1
437	в принципе	1	1
438	к одному	1	1
439	этого вопроса	1	1
440	не к	2	1
441	пор мы	1	1
442	том чтобы	3	1
443	мало того	1	1
444	и по	3	1
445	или иных	1	1
446	это конечно	1	1
447	подход к	1	1
448	человеку или	1	1
449	от некоторых	1	1
450	ли при	1	1
451	причем все	1	1
452	же принципиально	1	1
453	на каком	1	1
454	того или	2	1
455	может явиться	1	1
456	нечего и	1	1
457	которая как	1	1
458	может стремиться	1	1
459	если такой	1	1
460	таковы что	1	1
461	однако при	1	1
462	эти признаки	1	1
463	но вся	1	1
464	она и	1	1
465	а за	1	1
466	как видно	1	1
467	со своими	1	1
468	не всегда	1	1
469	всегда и	1	1
470	определенное понятие	1	1
471	становится и	1	1
472	и того	1	1
473	одного и	1	1
474	на первый	1	1
475	от всякого	1	1
476	этом случае	3	1
477	что такая	1	1
478	остается только	1	1
479	нас не	1	1
480	всегда делают	1	1
481	и без	1	1
482	представить себе	2	1
483	в котором	2	1
484	представление о	1	1
485	на точке	1	1
486	которые для	1	1
487	этики и	1	1
488	результате этого	1	1
489	стало быть	1	1
490	надо чтобы	1	1
491	то обычно	1	1
492	на другую	1	1
493	тем самым	2	1
494	даже в	1	1
495	этого мало	1	1
496	сознании в	1	1
497	уйти в	1	1
498	с необычайной	1	1
499	что эта	1	1
500	что с	2	1
501	от нас	2	1
502	к новым	1	1
503	было не	1	1
504	к такому	2	1
505	ибо всякое	1	1
506	больше чем	2	1
507	при современном	1	1
508	всего на	1	1
509	явление в	1	1
510	по своей	1	1
511	самому своему	2	1
512	и является	2	1
513	сводится к	3	1
514	в сознании	3	1
515	хочет быть	1	1
516	только с	2	1
517	две совершенно	1	1
518	за ними	1	1
519	с другом	14	1
520	свое собственное	2	1
521	только от	1	1
522	если у	1	1
523	можно формулировать	1	1
524	нет ни	1	1
525	существенных пунктах	1	1
526	не могут	4	1
527	могут быть	1	1
528	языках и	1	1
529	понять что	2	1
530	отличное от	1	1
531	а ее	1	1
532	действительно можно	1	1
533	отказаться от	4	1
534	самостоятельно и	1	1
535	в применении	1	1
536	им в	1	1
537	из всего	1	1
538	нас от	1	1
539	в конце	3	1
540	как не	1	1
541	на нем	1	1
542	и единственный	1	1
543	только при	1	1
544	таит в	1	1
545	и от	2	1
546	важно только	1	1
547	и внутреннее	1	1
548	только не	1	1
549	с самого	1	1
550	идет речь	4	1
551	когда речь	1	1
552	который нельзя	1	1
553	однако если	1	1
554	стремиться к	2	1
555	на том	3	1
556	до самого	1	1
557	если они	2	1
558	они могут	1	1
559	что у	1	1
560	в другом	3	1
561	возможностями и	1	1
562	момент жизни	1	1
563	в какое-то	1	1
564	с реальными	1	1
565	быть может	1	1
566	или иной	5	1
567	полным и	1	1
568	в порядке	2	1
569	не был	1	1
570	то они	1	1
571	или от	2	1
572	таким же	3	1
573	но пусть	1	1
574	должно было	1	1
575	язык и	1	1
576	от них	1	1
577	не привело	1	1
578	может остановиться	1	1
579	чем и	1	1
580	имея свое	1	1
581	что бы	3	1
582	на отдельные	1	1
583	к которому	1	1
584	одного из	1	1
585	сделать это	2	1
586	план исключительно	1	1
587	говорили выше	1	1
588	внутренней и	1	1
589	только указать	1	1
590	никак нельзя	1	1
591	не было	3	1
592	тот или	1	1
593	с ярко	1	1
594	именно на	2	1
595	для всех	6	1
596	конечно не	5	1
597	не можем	2	1
598	и у	1	1
599	в виде	3	1
600	в начале	2	1
601	является не	2	1
602	конечно нет	1	1
603	к своим	1	1
604	очевидно что	1	1
605	ибо тот	1	1
606	будет не	2	1
607	всяком случае	6	1
608	участвовать в	1	1
609	вовсе не	1	1
610	реально не	1	1
611	подходим к	1	1
612	себя от	3	1
613	не о	2	1
614	у него	2	1
615	она будет	2	1
616	что та	1	1
617	и будет	1	1
618	к той	2	1
619	и вместе	2	1
620	и оставаться	1	1
621	в других	2	1
622	это свое	1	1
623	ведь уже	1	1
624	но из	1	1
625	бы это	1	1
626	в очень	1	1
627	до сих	5	1
628	исходят из	1	1
629	оно будет	1	1
630	которых мы	1	1
631	и прежде	1	1
632	души и	1	1
633	те кто	1	1
634	в некоторых	2	1
635	стать на	1	1
636	зависит от	2	1
637	и гибели	1	1
638	если этот	1	1
639	с которым	1	1
640	решения вопроса	1	1
641	этот принцип	1	1
642	можно вполне	1	1
643	общении со	1	1
644	а вы	1	1
645	чтобы мы	1	1
646	их к	2	1
647	из которых	5	1
648	чем то	1	1
649	той и	1	1
650	смысле этого	1	1
651	применении к	1	1
652	не видят	1	1
653	только чтобы	1	1
654	таких условиях	3	1
655	по существу	5	1
656	друг с	14	1
657	в состоянии	1	1
658	фактически не	1	1
659	или хотя	1	1
660	этого слова	1	1
661	выше что	1	1
662	сих пор	5	1
663	стоит только	2	1
664	не знаем	1	1
665	ничего кроме	1	1
666	но для	2	1
667	к другим	1	1
668	не является	1	1
669	применимо к	1	1
670	являются не	1	1
671	нет ибо	1	1
672	решить вопрос	1	1
673	и человек	2	1
674	или в	3	1
675	о котором	3	1
676	тот кто	1	1
677	эта точка	1	1
678	ее и	1	1
679	и внешней	1	1
680	необходимых для	1	1
681	не будучи	1	1
682	случае и	1	1
683	конце концов	3	1
684	мы должны	7	1
685	ибо в	3	1
686	зрения в	1	1
687	хотя в	1	1
688	от каких	1	1
689	если все	1	1
690	к самому	1	1
691	одной из	3	1
692	к какому	1	1
693	с ней	1	1
694	понимать как	1	1
695	к его	1	1
696	это положение	1	1
697	из этого	3	1
698	к чисто	1	1
699	к этой	4	1
700	и оформлены	1	1
701	к этому	1	1
702	можно назвать	1	1
703	в таком	2	1
704	есть личность	1	1
705	они не	1	1
