N	2gram	Vygotskiy__5	PoTuStor
317	именно и	1	1
318	образом и	2	1
319	в корне	1	1
320	но вместе	1	1
321	с чем	1	1
322	мы говорили	4	1
323	находит себе	3	1
324	человека в	3	1
325	по его	3	1
326	от нее	1	1
327	как они	2	1
328	различие между	1	1
329	той же	3	1
330	момент и	1	1
331	по смыслу	1	1
332	за собою	1	1
333	мы на	1	1
334	искусства в	2	1
335	может стать	1	1
336	мы сказали	1	1
337	еще одно	1	1
338	он является	2	1
339	с тем	8	1
340	несмотря на	5	1
341	и бессознательного	1	1
342	жизни но	1	1
343	и того	2	1
344	одного и	2	1
345	лучше всего	1	1
346	энергии в	2	1
347	лучшим доказательством	2	1
348	что есть	2	1
349	и лежат	1	1
350	в следующем	1	1
351	его мнению	2	1
352	вторая часть	1	1
353	явление очень	1	1
354	процессом и	1	1
355	любовь и	1	1
356	на первой	1	1
357	страх и	2	1
358	но эта	1	1
359	выше мы	1	1
360	исключительно на	1	1
361	которые в	1	1
362	страха и	1	1
363	которые конечно	2	1
364	на другую	1	1
365	есть еще	1	1
366	однако в	1	1
367	любовь к	1	1
368	же мы	1	1
369	он выясняет	1	1
370	на один	1	1
371	в тесной	1	1
372	него те	1	1
373	иной раз	1	1
374	с теми	3	1
375	в смысле	1	1
376	и форму	1	1
377	и отсюда	3	1
378	тогда когда	1	1
379	дело в	2	1
380	одна из	3	1
381	только из	1	1
382	в сущности	12	1
383	каждый день	1	1
384	заставляет говорить	1	1
385	в самых	1	1
386	что иное	2	1
387	того чтобы	20	1
388	и аффектов	1	1
389	только не	5	1
390	вытекает из	1	1
391	не имеет	1	1
392	это мы	1	1
393	не их	1	1
394	ужас и	1	1
395	ничего не	2	1
396	и вместо	1	1
397	обратим внимание	1	1
398	этих двух	7	1
399	всего на	1	1
400	очень мало	1	1
401	пути и	1	1
402	в русском	1	1
403	что жизнь	1	1
404	за которой	1	1
405	во всем	2	1
406	к этим	2	1
407	связи с	2	1
408	ничто не	1	1
409	в сознании	1	1
410	в виду	4	1
411	мы и	1	1
412	нашего организма	5	1
413	психической энергии	6	1
414	с другом	3	1
415	от того	4	1
416	в образах	2	1
417	т.п и	1	1
418	отличается от	2	1
419	же самое	5	1
420	должны быть	1	1
421	одну и	1	1
422	они утверждают	1	1
423	к тому	8	1
424	той или	2	1
425	это содержание	1	1
426	для его	1	1
427	что при	3	1
428	на это	1	1
429	она не	1	1
430	ничего общего	1	1
431	деле мы	1	1
432	в применении	1	1
433	же совершенно	1	1
434	бы по	2	1
435	без всякого	1	1
436	на другой	1	1
437	данном случае	3	1
438	только при	1	1
439	в себя	2	1
440	приводит к	2	1
441	прямо противоположных	1	1
442	и что	23	1
443	ее жизнь	1	1
444	если они	1	1
445	в другом	3	1
446	с первым	1	1
447	можно было	3	1
448	недаром многие	1	1
449	времени и	3	1
450	его жизни	1	1
451	каждого из	1	1
452	мог бы	2	1
453	еще в	2	1
454	это только	3	1
455	если бы	11	1
456	своего происхождения	1	1
457	остановимся на	3	1
458	мы вправе	1	1
459	в разных	1	1
460	и начало	1	1
461	оказывается таким	1	1
462	о нем	1	1
463	часто и	1	1
464	и здесь	6	1
465	и т.д	1	1
466	но к	1	1
467	имеем дело	1	1
468	сила которая	1	1
469	внимание на	4	1
470	и та	2	1
471	говорит об	1	1
472	вот если	1	1
473	нас в	1	1
474	это второе	2	1
475	эти два	3	1
476	на одном	4	1
477	это фантазирование	1	1
478	и содержания	1	1
479	и можно	2	1
480	во внешнем	2	1
481	все время	20	1
482	на наших	1	1
483	это приводит	1	1
484	к нему	1	1
485	что здесь	3	1
486	она служит	1	1
487	но так	1	1
488	законы которые	1	1
489	себя с	1	1
490	что только	1	1
491	тот же	3	1
492	дело с	5	1
493	мы увидим	9	1
494	к их	1	1
495	близкое к	1	1
496	быть сведены	1	1
497	о смерти	5	1
498	это же	2	1
499	с одной	12	1
500	в качестве	2	1
501	себя в	1	1
502	оказывается в	1	1
503	утверждают что	1	1
504	уже в	6	1
505	всем его	1	1
506	в нашей	2	1
507	оно в	2	1
508	не дает	2	1
509	в борьбу	1	1
510	его и	1	1
511	в конце	4	1
512	вовсе не	3	1
513	в землю	1	1
514	этого на	1	1
515	заметить что	1	1
516	как раз	13	1
517	психологии что	1	1
518	этом отношении	3	1
519	даже и	2	1
520	несколько иное	1	1
521	для того	20	1
522	уже совершенно	3	1
523	со стороны	3	1
524	или иной	2	1
525	деле есть	1	1
526	имеет и	1	1
527	с другой	9	1
528	на ее	1	1
529	здесь в	1	1
530	жизненной деятельности	1	1
531	эти две	3	1
532	в каких	1	1
533	в свою	3	1
534	на чем	1	1
535	а с	5	1
536	на которые	1	1
537	мы еще	1	1
538	что для	1	1
539	говорит о	4	1
540	в некоторых	1	1
541	связано с	1	1
542	у нас	4	1
543	одной стороны	12	1
544	на этот	3	1
545	и самый	2	1
546	а не	8	1
547	с которым	3	1
548	в комнате	1	1
549	но никогда	1	1
550	художественной формы	3	1
551	дальше чем	1	1
552	аффекты и	4	1
553	всех трех	2	1
554	оно влечет	1	1
555	внешнем мире	1	1
556	многих случаях	1	1
557	б я	1	1
558	однако сказать	1	1
559	предположить что	2	1
560	в данном	3	1
561	в главном	1	1
562	силы с	1	1
563	применении к	1	1
564	тому как	1	1
565	что же	1	1
566	остановимся прежде	1	1
567	даже с	1	1
568	друг с	3	1
569	в состоянии	3	1
570	том смысле	1	1
571	сейчас же	8	1
572	есть там	1	1
573	есть то	2	1
574	о его	1	1
575	точно и	1	1
576	известной степени	1	1
577	и часто	1	1
578	при таком	3	1
579	формы и	3	1
580	она может	1	1
581	и другими	2	1
582	мы только	2	1
583	которая в	1	1
584	которые на	1	1
585	это может	2	1
586	в эту	1	1
587	еще более	1	1
588	и ни	2	1
589	все события	2	1
590	мы должны	3	1
591	психоанализ и	1	1
592	его тянет	1	1
593	только что	4	1
594	я в	1	1
595	же в	2	1
596	но всегда	1	1
597	к ее	1	1
598	по поводу	3	1
599	нет ничего	1	1
600	в психологии	3	1
601	противоречий и	2	1
602	но этим	1	1
603	что угодно	1	1
604	от всех	1	1
605	душевная жизнь	1	1
606	для нашего	1	1
607	не что	2	1
608	ко всему	1	1
609	за шагом	1	1
610	самое важное	3	1
611	в своих	5	1
612	этой точки	1	1
613	именно здесь	1	1
614	и эта	2	1
615	это в	3	1
616	как на	11	1
