N	2gram	Savitsky_E_1	Vladivir
182	само по	4	3
183	и только	3	3
184	даже не	1	3
185	именно в	4	3
186	в связи	1	3
187	мы видели	3	3
188	одной стороны	8	3
189	как бы	6	3
190	и для	3	3
191	нельзя сказать	1	3
192	же в	2	3
193	вполне понятно	1	3
194	ее в	3	3
195	и эта	2	3
196	как на	3	3
197	в таком	3	3
198	во всяком	3	3
199	в этот	1	2
200	по преимуществу	2	2
201	должна быть	2	2
202	с таким	1	2
203	и этот	2	2
204	есть не	2	2
205	мы не	4	2
206	время как	1	2
207	на себя	3	2
208	не нужно	2	2
209	он сам	2	2
210	быть в	1	2
211	нам представляется	1	2
212	что его	1	2
213	истории в	1	2
214	данном случае	2	2
215	чем это	1	2
216	а тем	2	2
217	но как	2	2
218	в сторону	2	2
219	которые не	1	2
220	с этим	2	2
221	и наконец	2	2
222	и к	3	2
223	от этого	5	2
224	в нашем	1	2
225	но на	3	2
226	и еще	2	2
227	как с	1	2
228	не к	2	2
229	не как	1	2
230	в силу	2	2
231	и по	5	2
232	случае если	1	2
233	в жизни	1	2
234	о которых	1	2
235	этого факта	1	2
236	с такой	1	2
237	в этих	2	2
238	к тем	1	2
239	и сейчас	2	2
240	в их	11	2
241	свое существование	1	2
242	выше мы	1	2
243	и более	2	2
244	можно ли	3	2
245	тем самым	5	2
246	что эта	1	2
247	она не	2	2
248	на путях	4	2
249	в разных	1	2
250	же время	14	2
251	по своей	2	2
252	связи с	1	2
253	что на	2	2
254	он называет	1	2
255	не могут	2	2
256	можно думать	3	2
257	той или	4	2
258	бы сделать	1	2
259	в мире	2	2
260	во многом	2	2
261	к первому	1	2
262	является в	1	2
263	которая в	1	2
264	больше чем	1	2
265	бы в	2	2
266	которые можно	1	2
267	в каких	1	2
268	быть и	1	2
269	но с	2	2
270	одной из	5	2
271	что даже	1	2
272	в какой	2	2
273	который в	1	2
274	мы будем	1	2
275	не можем	2	2
276	то и	1	2
277	в начале	1	2
278	из них	3	2
279	себе в	3	2
280	мы находим	1	2
281	не о	1	2
282	бытия и	1	2
283	потому и	1	2
284	заметить что	2	2
285	для того	6	2
286	со стороны	5	2
287	или иначе	1	2
288	только к	2	2
289	которых мы	1	2
290	не на	4	2
291	что мы	1	2
292	как не	2	2
293	нет ничего	1	2
294	то можно	1	2
295	в европе	1	2
296	и выше	7	2
297	а если	1	2
298	наряду с	2	2
299	стороны и	6	2
300	для понимания	2	2
301	с этой	6	2
302	для тех	1	2
303	при условии	2	2
304	не является	3	2
305	то не	2	2
306	но когда	1	2
307	этом отношении	3	2
308	бы на	1	2
309	другой стороны	2	2
310	того же	3	2
311	с его	1	2
312	но еще	2	2
313	к этой	1	2
314	ни на	3	2
315	нужно помнить	1	1
316	как известно	1	1
317	с природой	1	1
318	также что	1	1
319	речь идет	1	1
320	например в	1	1
321	в сфере	3	1
322	до него	1	1
323	чтобы не	1	1
324	себя как	1	1
325	мы здесь	1	1
326	не делает	1	1
327	тех же	1	1
328	нас между	1	1
329	в чисто	1	1
330	движением и	1	1
331	из всех	3	1
332	которую мы	5	1
333	та же	1	1
334	на такие	1	1
335	есть нечто	1	1
336	другую и	1	1
337	только это	1	1
338	которого мы	2	1
339	представление о	2	1
340	с но	1	1
341	которое не	1	1
342	в каждой	1	1
343	устойчивость и	1	1
344	в последних	1	1
345	конечно это	1	1
346	во всех	6	1
347	живых существ	1	1
348	то мы	1	1
349	самой идее	1	1
350	точка зрения	2	1
351	к которой	1	1
352	силы и	1	1
353	если в	2	1
354	в общем	3	1
355	с совершенно	1	1
356	очевидно что	3	1
357	в новом	1	1
358	связанного с	1	1
359	и будет	1	1
360	в свои	2	1
361	и чем	2	1
362	один и	1	1
363	к сожалению	1	1
364	относится к	1	1
365	как в	3	1
366	только ее	1	1
367	мира который	1	1
368	в противном	1	1
369	и где	1	1
370	когда он	3	1
371	что по	1	1
372	если брать	2	1
373	себе не	3	1
374	не быть	1	1
375	как то	1	1
376	как некий	1	1
377	бы с	1	1
378	он в	1	1
379	которые в	1	1
380	думать что	8	1
381	влечение к	1	1
382	в известном	3	1
383	в последнее	1	1
384	сказать чтобы	1	1
385	и значительно	1	1
386	но его	1	1
387	мира но	2	1
388	даже с	1	1
389	в свет	1	1
390	всем своем	1	1
391	прочим и	2	1
392	в корне	1	1
393	на земле	1	1
394	различие между	1	1
395	находим у	1	1
396	от других	1	1
397	поскольку она	2	1
398	представляются нам	1	1
399	говорить не	1	1
400	входя в	1	1
401	лишь в	1	1
402	заключается в	2	1
403	в человечестве	1	1
404	в свой	1	1
405	истории и	1	1
406	ведь в	1	1
407	о характере	1	1
408	в них	3	1
409	рядом с	1	1
410	признавать что	1	1
411	во внимание	1	1
412	развития так	1	1
413	фигурирует в	1	1
414	одна другую	1	1
415	жизни но	1	1
416	в западной	1	1
417	всей западной	1	1
418	и их	1	1
419	оставаться в	1	1
420	в такой	1	1
421	представить себе	1	1
422	и процесс	1	1
423	она в	3	1
424	мы говорили	1	1
425	место в	3	1
426	в которых	3	1
427	признать что	1	1
428	друг другу	1	1
429	только те	2	1
430	войти в	1	1
431	ни было	4	1
432	с такими	1	1
433	том же	1	1
434	человечество не	1	1
435	вникнуть в	1	1
436	с так	1	1
437	возвращается к	1	1
438	каком же	1	1
439	основание в	2	1
440	и необходимость	1	1
441	почти все	1	1
442	и науки	1	1
443	последняя не	1	1
444	что с	1	1
445	имеет свое	1	1
446	с теми	1	1
447	и другое	1	1
448	считает что	1	1
449	одна из	1	1
450	чтобы в	1	1
451	на себе	1	1
452	в основе	1	1
453	было у	1	1
454	и имеет	2	1
455	можно судить	1	1
456	нельзя ли	3	1
457	какой бы	2	1
458	для всего	1	1
459	это мы	1	1
460	а поскольку	2	1
461	проблемы и	2	1
462	в форму	1	1
463	того в	1	1
464	ли из	1	1
465	при обсуждении	1	1
466	и теперь	2	1
467	в процессе	4	1
468	считать что	1	1
469	доказать что	1	1
470	как будто	2	1
471	в будущем	3	1
472	ли это	3	1
473	настоящего времени	1	1
474	начиная с	2	1
475	в направлении	4	1
476	относиться к	1	1
477	когда мы	1	1
478	всего в	2	1
479	но также	2	1
480	именно таким	1	1
481	все еще	1	1
482	что при	1	1
483	которые мы	1	1
484	не дала	1	1
485	с ее	1	1
486	говоря уже	2	1
487	всего этого	1	1
488	в ее	8	1
489	последнее время	1	1
490	и сам	1	1
491	это можно	1	1
492	те же	1	1
493	притом в	2	1
494	когда в	1	1
495	наше внимание	2	1
496	запада и	1	1
497	ли эти	1	1
498	в известных	2	1
499	даже весьма	1	1
500	в самой	1	1
501	каждой из	1	1
502	на вопрос	1	1
503	и поэтому	2	1
504	внимание на	1	1
505	ее собственного	1	1
506	язык и	1	1
507	более высокой	1	1
508	одного из	1	1
509	или на	1	1
510	можно сказать	4	1
511	может не	1	1
512	значение имеют	1	1
513	не выходит	1	1
514	развития не	1	1
515	такими же	1	1
516	что люди	1	1
517	высокой и	2	1
518	и во	2	1
519	отметить что	3	1
520	во всей	2	1
521	нас значение	1	1
522	востока и	2	1
523	вслед за	6	1
524	и следовательно	1	1
525	с а	2	1
526	если взять	1	1
527	и мы	3	1
528	с той	1	1
529	один из	1	1
530	в новой	1	1
531	человечества к	1	1
532	мы видим	2	1
533	будут и	1	1
534	это стремление	1	1
535	для нее	1	1
536	начало в	2	1
537	никак нельзя	1	1
538	трубецкой в	2	1
539	этот факт	3	1
540	же при	1	1
541	тот что	1	1
542	даже вовсе	1	1
543	конечно не	1	1
544	отцов и	1	1
545	оно всегда	1	1
546	не дает	3	1
547	и других	2	1
548	этот раз	1	1
549	эти два	1	1
550	категорий нужно	1	1
551	это обстоятельство	1	1
552	не будут	1	1
553	как область	1	1
554	самом процессе	1	1
555	случае когда	1	1
556	или это	1	1
557	о добре	2	1
558	существовать в	1	1
559	или вернее	2	1
560	но из	1	1
561	имеет значение	1	1
562	в последние	6	1
563	выходит за	1	1
564	или иной	4	1
565	на примере	1	1
566	государство и	1	1
567	влияние на	2	1
568	не входя	1	1
569	по своим	3	1
570	не относится	1	1
571	к которому	1	1
572	и прежде	3	1
573	во второй	3	1
574	на которых	1	1
575	что для	1	1
576	каком смысле	1	1
577	противном случае	1	1
578	в некоторых	2	1
579	на этот	2	1
580	последние годы	3	1
581	она является	1	1
582	принадлежит не	1	1
583	если этот	2	1
584	человеческой жизни	1	1
585	него не	1	1
586	с которым	1	1
587	что из	1	1
588	становится ясным	1	1
589	этого обстоятельства	1	1
590	факта но	1	1
591	входить в	1	1
592	в частности	5	1
593	для них	2	1
594	раз на	1	1
595	и законченной	1	1
596	их к	1	1
597	его на	2	1
598	не сразу	1	1
599	мы занимаемся	1	1
600	тех и	1	1
601	по своему	7	1
602	к жизни	1	1
603	она есть	1	1
604	последнем случае	1	1
605	в последнем	1	1
606	но этот	1	1
607	в тех	1	1
608	эту мысль	1	1
609	уже об	1	1
610	принимая во	1	1
611	своего развития	1	1
612	в состоянии	1	1
613	мыслится как	1	1
614	том смысле	1	1
615	мы сказали	1	1
616	этого слова	1	1
617	слова и	1	1
618	на пути	1	1
619	в гораздо	2	1
620	приблизиться к	1	1
621	известном смысле	3	1
622	но так	1	1
623	и таким	2	1
624	ближе к	1	1
625	должны быть	1	1
626	и общим	1	1
627	в более	1	1
628	и максима	1	1
629	мира и	3	1
630	между ними	2	1
631	а к	1	1
632	нового света	1	1
633	еще более	2	1
634	отношении их	1	1
635	ii с	1	1
636	есть субъективная	1	1
637	отношении к	15	1
638	даже при	2	1
639	не являются	1	1
640	есть то	1	1
641	существование и	1	1
642	в свою	3	1
643	утверждать что	2	1
644	всего мира	1	1
645	с ней	1	1
646	не говоря	2	1
647	и поскольку	1	1
648	сказали бы	1	1
649	ко всему	2	1
650	будучи в	1	1
651	включает в	1	1
652	жизни и	2	1
653	и другие	1	1
654	том числе	1	1
655	который не	1	1
656	все что	1	1
657	этой точки	5	1
658	гораздо более	1	1
