N	2gram	Voloshinov_2	VelikijI
161	что оно	3	1
162	к нему	5	1
163	но как	2	1
164	ее от	2	1
165	если в	1	1
166	с которыми	1	1
167	менее всего	3	1
168	бы в	4	1
169	крайней мере	2	1
170	и чем	1	1
171	мы дадим	1	1
172	его на	1	1
173	как в	1	1
174	и мир	1	1
175	в своем	2	1
176	я был	1	1
177	все же	5	1
178	но с	1	1
179	себя с	2	1
180	в двух	3	1
181	могли бы	1	1
182	мы видим	1	1
183	с ними	4	1
184	мы увидим	2	1
185	и хотя	1	1
186	в разные	1	1
187	и так	1	1
188	в самом	6	1
189	их жизни	1	1
190	у них	1	1
191	в которой	1	1
192	что это	2	1
193	в целом	1	1
194	их не	1	1
195	в этой	3	1
196	индивидуализм есть	1	1
197	же и	1	1
198	и современная	1	1
199	уже в	2	1
200	в виде	2	1
201	и если	1	1
202	только слово	1	1
203	в праве	1	1
204	или даже	1	1
205	о которой	1	1
206	перестает быть	1	1
207	слова которое	1	1
208	и вот	1	1
209	и должна	1	1
210	вовсе не	11	1
211	себя от	1	1
212	существует и	1	1
213	но что	2	1
214	у него	2	1
215	человека в	1	1
216	на нее	1	1
217	бы это	2	1
218	для того	6	1
219	то ни	5	1
220	смысла нет	1	1
221	в состоянии	1	1
222	конечно в	3	1
223	и с	2	1
224	было не	1	1
225	с другой	3	1
226	в следующих	1	1
227	результатом этого	1	1
228	лишь на	5	1
229	к миру	1	1
230	еще и	1	1
231	бытия в	2	1
232	и тем	4	1
233	правда так	1	1
234	говорит о	1	1
235	мы так	1	1
236	на которых	1	1
237	слова для	3	1
238	о чем	2	1
239	и было	1	1
240	него не	1	1
241	более глубокое	1	1
242	места в	1	1
243	него в	1	1
244	вместе с	2	1
245	так же	5	1
246	ко всем	2	1
247	как это	1	1
248	стать в	1	1
249	то есть	2	1
250	в лице	1	1
251	является и	1	1
252	мы в	1	1
253	быть от	1	1
254	у нас	3	1
255	он говорит	1	1
256	если оно	1	1
257	сравнению с	1	1
258	в одном	1	1
259	не понимает	1	1
260	у самого	1	1
261	по крайней	2	1
262	поскольку он	1	1
263	этого слова	5	1
264	с родным	1	1
265	нет никакого	1	1
266	в атмосфере	2	1
267	какие бы	1	1
268	и нет	1	1
269	человека есть	1	1
270	и внешней	2	1
271	общественной жизни	1	1
272	есть прежде	1	1
273	к ним	1	1
274	а ты	1	1
275	и остается	1	1
276	со свободой	1	1
277	и именно	2	1
278	но она	1	1
279	мы все	1	1
280	слово от	1	1
281	того кому	1	1
282	не существует	3	1
283	и от	3	1
284	и всегда	1	1
285	ничего не	4	1
286	в разных	1	1
287	лишь как	2	1
288	может быть	28	1
289	в русском	4	1
290	более всего	1	1
291	это слово	1	1
292	в новых	1	1
293	к жизни	1	1
294	идти по	1	1
295	но вот	1	1
296	на части	1	1
297	к ее	1	1
298	связь с	4	1
299	жизни в	1	1
300	другой стороны	1	1
301	слова очень	1	1
302	но все	1	1
303	недоразумение и	1	1
304	к этому	5	1
305	его с	1	1
306	и другие	1	1
307	слова с	1	1
308	в процессе	18	1
309	и эта	2	1
310	но к	2	1
311	себя и	1	1
312	слово только	1	1
313	они не	2	1
