N	2gram	Losev_Prob_1	Tvorches
335	и до	2	1
336	но его	1	1
337	на то	8	1
338	карамазовым как	2	1
339	в случае	3	1
340	теории и	1	1
341	в мистическом	1	1
342	не говорит	1	1
343	после этого	4	1
344	о которой	1	1
345	поскольку он	2	1
346	у древних	3	1
347	в первую	1	1
348	не значит	2	1
349	эта последняя	1	1
350	идеи и	1	1
351	этого вопроса	1	1
352	не к	1	1
353	в силу	1	1
354	можно было	3	1
355	в каждом	1	1
356	что все	3	1
357	первом из	1	1
358	чего он	3	1
359	об этой	1	1
360	в глубине	1	1
361	а по	1	1
362	а его	1	1
363	себя не	1	1
364	это это	1	1
365	художественный образ	9	1
366	входит в	4	1
367	того или	2	1
368	заключается в	1	1
369	первую очередь	1	1
370	мы на	1	1
371	подходит к	1	1
372	смотреть на	1	1
373	понять его	2	1
374	понял что	1	1
375	было бы	8	1
376	то все	1	1
377	нечто внешнее	1	1
378	по себе	15	1
379	мог бы	1	1
380	ни в	7	1
381	для них	2	1
382	из нее	1	1
383	в них	7	1
384	нет в	1	1
385	может нас	2	1
386	жизни то	1	1
387	тот самый	1	1
388	несмотря на	3	1
389	мы видели	1	1
390	мы знаем	1	1
391	должно быть	2	1
392	потому и	1	1
393	остается в	1	1
394	их на	1	1
395	лиц в	1	1
396	в эту	2	1
397	в этих	3	1
398	во время	1	1
399	содержится немало	1	1
400	князь говорит	1	1
401	древних греков	1	1
402	аверинцев в	1	1
403	или вернее	3	1
404	ипполит в	1	1
405	знаем что	2	1
406	признать что	1	1
407	и о	8	1
408	является только	1	1
409	образом и	2	1
410	но он	3	1
411	как объективно	1	1
412	однако в	2	1
413	в таких	2	1
414	неопределенно и	1	1
415	ощущения в	1	1
416	не имеющего	1	1
417	даже в	1	1
418	сам он	1	1
419	всего его	1	1
420	тому что	4	1
421	и обратное	1	1
422	необходимо сказать	2	1
423	без него	1	1
424	содержит в	7	1
425	по мере	1	1
426	вплоть до	1	1
427	сам достоевский	1	1
428	о значении	1	1
429	она не	2	1
430	некоторого рода	5	1
431	хотелось бы	1	1
432	текста и	5	1
433	дело в	3	1
434	д все	1	1
435	с аверинцев	1	1
436	точно так	4	1
437	заключалось в	1	1
438	здравому смыслу	1	1
439	но только	2	1
440	и мало	1	1
441	мышления и	4	1
442	не имеет	2	1
443	на путях	1	1
444	через него	1	1
445	рассматриваться в	1	1
446	это совершенно	4	1
447	бумаги и	1	1
448	действительности но	4	1
449	он пытается	1	1
450	с большой	1	1
451	дает нам	1	1
452	она должна	1	1
453	к ней	1	1
454	или его	2	1
455	эта функция	1	1
456	и является	7	1
457	же он	1	1
458	в сознании	5	1
459	средствами но	1	1
460	считать что	1	1
461	как будто	3	1
462	момент для	1	1
463	в области	2	1
464	ему не	1	1
465	с определенным	1	1
466	представляется нам	1	1
467	в момент	1	1
468	не могут	2	1
469	и вполне	3	1
470	содержанием и	1	1
471	все отдельные	1	1
472	является одним	1	1
473	анализа и	1	1
474	к тому	3	1
475	что оно	3	1
476	бы он	1	1
477	той или	5	1
478	ли что	1	1
479	указывает на	14	1
480	если же	1	1
481	ничего общего	11	1
482	дальнейшем мы	1	1
483	ли вы	2	1
484	должен быть	1	1
485	для себя	3	1
486	человечеству с	1	1
487	как мы	7	1
488	у себя	1	1
489	здесь необходимо	4	1
490	у чехова	2	1
491	указывать на	2	1
492	для читателя	1	1
493	то или	2	1
494	мысль о	1	1
495	только то	4	1
496	то время	1	1
497	в пределах	1	1
498	этот роман	1	1
499	мы наблюдаем	2	1
500	решающую роль	1	1
501	учит нас	1	1
502	не с	1	1
503	ясно что	3	1
504	связан с	1	1
505	что никогда	1	1
506	отождествляется с	1	1
507	вопрос этот	1	1
508	с собой	2	1
509	том как	2	1
510	веры в	1	1
511	в которые	1	1
512	является в	2	1
513	поэтому в	1	1
514	был не	1	1
515	и всякого	1	1
516	образом в	1	1
517	но отнюдь	3	1
518	в виду	6	1
519	о нем	3	1
520	же необходимо	1	1
521	и здесь	6	1
522	жизни при	1	1
523	это происходит	1	1
524	в другом	1	1
525	нам представляется	1	1
526	нам хотелось	1	1
527	одного из	1	1
528	почему же	1	1
529	утверждает что	1	1
530	лишь в	1	1
531	об идейной	1	1
532	во имя	1	1
533	и нечто	1	1
534	от него	1	1
535	и требует	1	1
536	же о	1	1
537	и хорошо	1	1
538	а потому	2	1
539	то мы	1	1
540	не сводится	1	1
541	от этих	1	1
542	выше в	1	1
543	в художественной	1	1
544	какой-то мере	1	1
545	нем и	1	1
546	если взять	2	1
547	от всех	2	1
548	значит что	3	1
549	с лизой	1	1
550	известном смысле	1	1
551	сразу же	2	1
552	он стал	1	1
553	не сказано	1	1
554	не зная	1	1
555	как нечто	8	1
556	то в	5	1
557	даже если	4	1
558	может оказаться	1	1
559	то он	2	1
560	который в	1	1
561	том чтобы	1	1
562	не то	2	1
563	алеши и	1	1
564	от одной	1	1
565	функционирования этого	1	1
566	связи с	5	1
567	переходит в	1	1
568	вот что	1	1
569	не можем	2	1
570	этом что	1	1
571	является не	2	1
572	не из	1	1
573	не дает	1	1
574	не стал	1	1
575	достоевский так	1	1
576	процесс и	1	1
577	мир в	1	1
578	свой собственный	2	1
579	и их	1	1
580	сами по	3	1
581	общим законом	1	1
582	при всей	1	1
583	не о	2	1
584	есть его	2	1
585	это общее	4	1
586	как раз	13	1
587	не просто	23	1
588	смерти и	1	1
589	ничуть не	1	1
590	еще ничего	1	1
591	в какой-то	1	1
592	со стороны	1	1
593	или иной	5	1
594	даже не	1	1
595	говорим о	2	1
596	хоть и	1	1
597	и эту	2	1
598	его с	1	1
599	что для	2	1
600	его из	1	1
601	нужно сказать	3	1
602	в любой	1	1
603	а главное	1	1
604	позиции в	1	1
605	и считает	1	1
606	для начала	1	1
607	идет уже	1	1
608	в идиоте	1	1
609	человек в	1	1
610	в подростке	1	1
611	и я	1	1
612	и случайно	1	1
613	ни о	5	1
614	под влиянием	1	1
615	в связи	4	1
616	есть одно	1	1
617	себе всегда	1	1
618	через нее	1	1
619	уже давно	2	1
620	нет никаких	1	1
621	является его	1	1
622	с первого	1	1
623	и особенно	2	1
624	но кто	1	1
625	который бы	2	1
626	как это	6	1
627	человека к	1	1
628	только его	1	1
629	к другой	1	1
630	литературы но	1	1
631	требует от	1	1
632	и наказание	1	1
633	для искусства	1	1
634	он говорит	1	1
635	что за	1	1
636	он будет	2	1
637	в течение	1	1
638	такого рода	7	1
639	к окончательному	1	1
640	не видят	1	1
641	что же	9	1
642	вы мне	1	1
643	ничего кроме	1	1
644	пока еще	3	1
645	при всем	1	1
646	и для	4	1
647	представляется что	1	1
648	в результате	2	1
649	а все	1	1
650	своей собственной	1	1
651	ее и	1	1
652	для нас	5	1
653	но когда	2	1
654	а может	2	1
655	и ни	4	1
656	будто бы	1	1
657	тот же	1	1
658	не есть	29	1
659	в целях	2	1
660	по поводу	4	1
661	может и	3	1
662	о своем	2	1
663	не знает	1	1
664	сказать что	13	1
665	только как	1	1
666	не быть	1	1
667	была бы	1	1
668	совершенно не	6	1
669	идея в	1	1
670	как люди	1	1
671	или иного	2	1
672	его именно	3	1
673	у которых	1	1
674	огромное значение	1	1
675	себе не	3	1
676	к другим	1	1
677	разговоре с	1	1
678	это понятие	1	1
679	молодой человек	1	1
680	нас не	2	1
681	как на	1	1
