N	2gram	Berdyaev_O_1	StatiiOP
334	его характер	1	1
335	не те	1	1
336	некоторые места	1	1
337	но оно	1	1
338	сравнению с	1	1
339	что же	2	1
340	да и	1	1
341	жизни в	2	1
342	быть не	1	1
343	конечно они	1	1
344	на своем	1	1
345	нужно отметить	1	1
346	нисколько не	1	1
347	и для	2	1
348	внимание его	1	1
349	не существует	1	1
350	и от	3	1
351	бы даже	1	1
352	к одной	1	1
353	от него	7	1
354	и все	10	1
355	бы он	1	1
356	бы в	1	1
357	которой все	1	1
358	была для	1	1
359	кажется и	2	1
360	к его	1	1
361	в голову	1	1
362	жизни и	1	1
363	к этой	2	1
364	в своих	3	1
365	лиц в	1	1
366	доступ к	1	1
367	все что	3	1
