N	2gram	Ircho_Kome_3	Tvorches
238	не знает	3	2
239	сказать что	1	2
240	в глаза	3	2
241	что ты	2	2
242	к этому	6	2
243	всем и	1	1
244	эта идея	1	1
245	чтобы не	1	1
246	живет на	1	1
247	и до	1	1
248	места в	1	1
249	на пороге	1	1
250	побуждает его	1	1
251	мы имеем	1	1
252	пришел в	1	1
253	не слишком	2	1
254	в сущности	2	1
255	время как	2	1
256	говорить о	3	1
257	принадлежит к	1	1
258	нет ли	1	1
259	становится объектом	1	1
260	то это	5	1
261	не совсем	2	1
262	жизни это	1	1
263	из ее	1	1
264	одно из	1	1
265	еще не	6	1
266	по этому	1	1
267	он был	4	1
268	между собой	4	1
269	столь же	3	1
270	бы то	2	1
271	скорее наоборот	1	1
272	во всех	2	1
273	тем как	1	1
274	бы этот	1	1
275	поле битвы	1	1
276	видит в	1	1
277	наряду с	2	1
278	действия и	1	1
279	и всякий	1	1
280	по отношению	5	1
281	его принять	1	1
282	в безумие	1	1
283	человеку и	1	1
284	к сожалению	1	1
285	в поисках	1	1
286	в истории	1	1
287	выясняется что	2	1
288	приходит на	1	1
289	с этим	3	1
290	для создания	1	1
291	из уст	1	1
292	найти в	1	1
293	город в	1	1
294	это был	1	1
295	на человека	1	1
296	дает мне	1	1
297	целый ряд	2	1
298	как уже	1	1
299	что по	1	1
300	к этой	2	1
301	и к	3	1
302	в действительности	1	1
303	нет никакой	1	1
304	в этот	1	1
305	от своей	2	1
306	в ужас	1	1
307	для которого	1	1
308	с просьбой	2	1
309	внес в	1	1
310	всего лишь	2	1
311	из жизни	1	1
312	все эти	1	1
313	чуть ли	1	1
314	связанного с	1	1
315	еще один	1	1
316	им в	1	1
317	говорят о	1	1
318	имеем в	1	1
319	тому же	6	1
320	и те	1	1
321	он полностью	1	1
322	если он	2	1
323	человек не	1	1
324	он считает	1	1
325	и если	2	1
326	выйти на	1	1
327	перед дверью	1	1
328	больше всего	1	1
329	в статье	1	1
330	все тот	1	1
331	из общего	1	1
332	да и	1	1
333	т д	1	1
334	среди людей	1	1
335	в первую	1	1
336	к одному	1	1
337	не к	1	1
338	оно могло	1	1
339	на этом	1	1
340	тартюфа и	1	1
341	его можно	1	1
342	так быстро	1	1
343	находим у	1	1
344	в нее	1	1
345	то ни	3	1
346	же не	1	1
347	значение в	1	1
348	его не	2	1
349	г в	2	1
350	его в	8	1
351	это было	1	1
352	дома и	3	1
353	которого не	1	1
354	который и	1	1
355	в глазах	8	1
356	было бы	3	1
357	следует рассматривать	1	1
358	роль в	2	1
359	приходит в	1	1
360	нам по	1	1
361	в огонь	1	1
362	за ней	2	1
363	ни в	10	1
364	для них	1	1
365	в них	3	1
366	две линии	1	1
367	все равно	3	1
368	их для	1	1
369	показывает что	1	1
370	этого персонажа	1	1
371	с этой	3	1
372	с тем	4	1
373	он и	2	1
374	друга в	1	1
375	чем в	3	1
376	можно считать	1	1
377	о которой	2	1
378	вопроса об	1	1
379	на первый	1	1
380	и ее	2	1
381	образец такого	1	1
382	окружения в	1	1
383	на месте	3	1
384	человеком и	1	1
385	не от	1	1
386	сам же	1	1
387	образом и	1	1
388	времени не	1	1
389	уже многократно	1	1
390	том же	1	1
391	действительности его	1	1
392	а вот	1	1
393	тому что	2	1
394	своим героям	1	1
395	ему как	1	1
396	в атмосфере	1	1
397	в отношении	4	1
398	несколько часов	1	1
399	вплоть до	2	1
400	с угрозой	1	1
401	что эта	2	1
402	что с	2	1
403	что ему	2	1
404	в смысле	1	1
405	не имеет	3	1
406	что их	2	1
407	кого из	1	1
408	к этим	1	1
409	на него	4	1
410	и далеко	1	1
411	и снова	1	1
412	человека по	1	1
413	он с	1	1
414	человека от	1	1
415	на себя	4	1
416	всего на	1	1
417	в одиссее	1	1
418	стало ясно	1	1
419	дочери и	1	1
420	того в	1	1
421	он хочет	1	1
422	не похож	1	1
423	же он	1	1
424	со своим	1	1
425	от субъективной	1	1
426	хочет быть	2	1
427	до того	2	1
428	одним словом	1	1
429	в области	2	1
430	почти за	1	1
431	ли это	1	1
432	в бою	1	1
433	он вполне	1	1
434	от последнего	1	1
435	в трагедии	1	1
436	один раз	1	1
437	уже о	1	1
438	не одно	1	1
439	к себе	5	1
440	не могут	2	1
441	выход из	1	1
442	надежды на	2	1
443	но все	4	1
444	в других	3	1
445	чтобы человек	1	1
446	бы он	3	1
447	что на	1	1
448	ли что	1	1
449	указывает на	1	1
450	же его	1	1
451	если же	2	1
452	быть назван	1	1
453	она не	2	1
454	на честь	1	1
455	любовь в	1	1
456	и это	2	1
457	того самого	1	1
458	в раннем	1	1
459	для всей	1	1
460	на помощь	1	1
461	эта мысль	1	1
462	и о	2	1
463	в конце	7	1
464	свою очередь	6	1
465	меня в	1	1
466	но при	2	1
467	вывод что	2	1
468	в ее	3	1
469	для характеристики	1	1
470	другой стороны	2	1
471	использовал в	1	1
472	что у	1	1
473	в образе	2	1
474	над человеком	1	1
475	особенно в	1	1
476	полном согласии	1	1
477	жизнь и	1	1
478	сам не	1	1
479	не лучше	1	1
480	в эпоху	2	1
481	волосы и	1	1
482	в таком	2	1
483	действия но	1	1
484	и здесь	4	1
485	это я	1	1
486	обращается к	3	1
487	никак не	1	1
488	и что	6	1
489	или на	1	1
490	все его	1	1
491	главный герой	1	1
492	нас в	1	1
493	мы понимаем	1	1
494	исходная ситуация	1	1
495	к нему	5	1
496	путь к	1	1
497	между тем	2	1
498	от них	1	1
499	была бы	1	1
500	складывается из	1	1
501	нуждается в	2	1
502	человека из	1	1
503	восходит к	1	1
504	рассказ является	1	1
505	все время	2	1
506	происхождение и	2	1
507	где происходит	1	1
508	который разделил	1	1
509	мироздания для	1	1
510	всего творчества	1	1
511	себя с	1	1
512	сделает его	1	1
513	он стал	1	1
514	как он	3	1
515	в согласии	1	1
516	два года	1	1
517	после появления	2	1
518	должен был	4	1
519	даже если	2	1
520	человеческой натуры	2	1
521	с одной	3	1
522	вот что	1	1
523	в эти	1	1
524	горькое чувство	1	1
525	если мы	2	1
526	из шедевров	1	1
527	достоинства и	1	1
528	рассказывает о	1	1
529	в душе	1	1
530	его и	1	1
531	к своим	1	1
532	ночи и	1	1
533	мы знаем	2	1
534	вину и	1	1
535	к мысли	1	1
536	ужас от	1	1
537	в одном	2	1
538	и со	2	1
539	из контекста	1	1
540	ее не	1	1
541	к ним	3	1
542	тем что	5	1
543	само собой	4	1
544	представляют собой	2	1
545	не было	2	1
546	самому сюжету	1	1
547	не надо	1	1
548	как сам	1	1
549	до сих	9	1
550	с той	1	1
551	для этого	1	1
552	чем он	1	1
553	было и	1	1
554	а с	1	1
555	себя и	2	1
556	с презрением	1	1
557	и их	1	1
558	превращается в	1	1
559	одной стороны	3	1
560	связи с	5	1
561	а на	2	1
562	он только	1	1
563	на этот	3	1
564	на которых	1	1
565	не на	1	1
566	жизнь в	1	1
567	пока что	2	1
568	в руках	1	1
569	а так	1	1
570	о чем	7	1
571	и я	2	1
572	когда же	1	1
573	идет в	1	1
574	с помощью	4	1
575	собратьев по	1	1
576	именно поэтому	1	1
577	этот рассказ	1	1
578	как это	5	1
579	я тебе	1	1
580	в нравственном	1	1
581	основу сюжета	1	1
582	мне больше	1	1
583	о возможности	1	1
584	о первой	1	1
585	из последних	1	1
586	в моей	1	1
587	по своему	3	1
588	в изображении	2	1
589	с типом	1	1
590	не обманывает	1	1
591	находятся в	1	1
592	из этой	2	1
593	материал для	1	1
594	ли не	2	1
595	что герои	1	1
596	любят и	1	1
597	сих пор	9	1
598	человеческого поведения	1	1
599	только для	2	1
600	о его	2	1
601	эпизодов с	1	1
602	от героев	1	1
603	же самое	3	1
604	в средство	1	1
605	признается в	1	1
606	как раз	6	1
607	испытывает в	1	1
608	к вопросу	1	1
609	в комедии	10	1
610	и сам	5	1
611	из дома	5	1
612	в связи	4	1
613	их все	1	1
614	моей жизни	1	1
615	еще раз	1	1
616	в настоящее	1	1
617	человек и	1	1
618	во время	6	1
619	по примеру	2	1
620	что после	1	1
621	тем более	4	1
622	конце концов	2	1
623	все они	1	1
624	теперь же	3	1
625	ни было	2	1
626	хотя в	1	1
627	человека не	2	1
628	отношении к	1	1
629	наконец не	1	1
630	не приносил	1	1
631	связанный с	1	1
632	да не	1	1
633	только как	2	1
634	равно как	2	1
635	к его	1	1
636	но этот	1	1
637	жизни а	1	1
638	отношению к	3	1
639	т е	16	1
640	бы его	1	1
641	собой разумеющимся	1	1
642	этот момент	1	1
643	из своей	1	1
644	этой сцены	1	1
645	первую очередь	1	1
646	в какой	3	1
647	во сне	1	1
648	в герое	2	1
