N	2gram	Vygotskiy__3	Mirosoze
100	же как	6	3
101	к другому	2	3
102	высшей степени	6	3
103	той же	4	3
104	они были	1	3
105	начала в	1	3
106	и на	6	3
107	иное как	1	3
108	в чем	2	3
109	не доходит	1	3
110	менее всего	1	3
111	он в	1	3
112	как он	3	3
113	не будет	2	3
114	и с	1	3
115	его в	3	3
116	ни в	9	3
117	в них	2	3
118	в высшей	6	3
119	все равно	1	3
120	не мог	4	3
121	в такой	1	3
122	что всякий	1	3
123	что было	1	3
124	не для	1	3
125	можно ли	2	3
126	того как	3	3
127	что иное	1	3
128	по своей	7	3
129	если бы	5	3
130	с ним	4	3
131	о том	5	3
132	не стоит	2	3
133	и во	2	3
134	что они	10	3
135	в том	23	3
136	только в	10	3
137	есть в	1	3
138	не так	1	3
139	тем что	8	3
140	от того	4	3
141	до сих	1	3
142	к которому	3	3
143	в картине	1	3
144	связано с	1	3
145	с которым	1	3
146	сих пор	1	3
147	и от	2	3
148	лишь как	1	3
149	сказать что	4	3
150	не что	1	3
151	есть и	2	3
152	в своих	2	3
153	отношения к	1	2
154	сам по	1	2
155	с таким	1	2
156	в сфере	2	2
157	который был	1	2
158	же что	1	2
159	во всех	1	2
160	по отношению	3	2
161	хотя и	2	2
162	в действительности	1	2
163	увидим что	1	2
164	от этого	6	2
165	на какой	1	2
166	то в	3	2
167	в которой	1	2
168	бы не	1	2
169	но на	3	2
170	этот процесс	3	2
171	на его	2	2
172	одной и	2	2
173	на этом	3	2
174	в единую	1	2
175	чем в	1	2
176	должно быть	2	2
177	в этих	2	2
178	точки зрения	6	2
179	нас не	1	2
180	высоты и	1	2
181	место в	2	2
182	от его	1	2
183	и той	2	2
184	которые в	3	2
185	в атмосфере	1	2
186	тогда когда	4	2
187	жизни не	1	2
188	к ней	1	2
189	связи с	9	2
190	в основе	16	2
191	оно не	2	2
192	они стали	2	2
193	приходит к	6	2
194	он так	1	2
195	можно было	6	2
196	еще в	2	2
197	быть может	1	2
198	по себе	7	2
199	и что	10	2
200	как ее	1	2
201	в сущности	1	2
202	другого в	2	2
203	способность к	1	2
204	все время	2	2
205	подобно тому	1	2
206	мы видим	3	2
207	тот же	2	2
208	мы увидим	4	2
209	бы его	1	2
210	а лишь	1	2
211	между тем	3	2
212	это означает	1	2
213	так что	2	2
214	уже в	7	2
215	и других	2	2
216	не о	1	2
217	противоречии с	2	2
218	не случайно	1	2
219	были бы	3	2
220	или иной	3	2
221	что не	1	2
222	превращается в	1	2
223	так это	1	2
224	и своего	1	2
225	вместе с	14	2
226	такого рода	2	2
227	тому как	2	2
228	что же	1	2
229	да и	1	2
230	но для	1	2
231	бы в	2	2
232	соединяется с	1	2
233	а в	4	2
234	человеческого общества	1	2
235	направленной на	2	2
236	но этот	1	2
237	отношению к	2	2
238	и эта	2	2
239	он стоит	2	1
240	что наконец	1	1
241	и то	2	1
242	только потому	2	1
243	своей основной	1	1
244	и чрезвычайно	1	1
245	характер его	1	1
246	мы не	9	1
247	все уже	1	1
248	но по	2	1
249	высшему не	1	1
250	высшую ступень	1	1
251	тем как	1	1
252	а следовательно	1	1
253	если в	3	1
254	он совершает	1	1
255	за пределы	1	1
256	сама по	1	1
257	которые не	4	1
258	которые могли	1	1
259	с этим	4	1
260	он перестает	1	1
261	опыт который	1	1
262	каждый ребенок	1	1
263	все остальные	2	1
264	могли бы	11	1
265	и как	5	1
266	его к	3	1
267	к построению	1	1
268	для которого	1	1
269	ни один	4	1
270	в целом	13	1
271	формы в	3	1
272	все эти	7	1
273	во многих	1	1
274	только один	1	1
275	не приводит	2	1
276	на то	4	1
277	она становится	1	1
278	и другим	1	1
279	все те	1	1
280	потребности в	1	1
281	отношений между	1	1
282	наших глазах	1	1
283	не могли	3	1
284	в плане	2	1
285	что ни	1	1
286	которым приходит	1	1
287	но все	2	1
288	значительной степени	1	1
289	что является	2	1
290	открыл что	1	1
291	совпадают с	4	1
292	же не	1	1
293	и характер	2	1
294	в другом	1	1
295	мире не	1	1
296	об этом	2	1
297	и менее	1	1
298	входит в	5	1
299	было бы	10	1
300	он есть	1	1
301	трудом и	1	1
302	не спасает	1	1
303	и тем	1	1
304	так называемого	1	1
305	к которым	4	1
306	с тем	16	1
307	которой он	1	1
308	с такой	1	1
309	как угодно	1	1
310	в развитии	24	1
311	он страдает	1	1
312	человека мы	2	1
313	остается в	1	1
314	на себя	2	1
315	и становится	1	1
316	которую он	1	1
317	но если	1	1
318	известного момента	1	1
319	свободен от	1	1
320	в котором	3	1
321	с точки	1	1
322	к одному	5	1
323	прийти к	1	1
324	в другое	1	1
325	существует для	1	1
326	степени не	1	1
327	себе а	1	1
328	в которых	3	1
329	жизни с	1	1
330	значение для	1	1
331	а вне	1	1
332	и более	1	1
333	их в	3	1
334	он выступает	1	1
335	между двумя	2	1
336	все три	1	1
337	нас к	2	1
338	и потом	1	1
339	не встречает	2	1
340	но они	2	1
341	его над	1	1
342	к этим	1	1
343	не по	1	1
344	в самых	1	1
345	отличное от	1	1
346	та или	3	1
347	для всего	2	1
348	о природе	1	1
349	склонен думать	1	1
350	или как	1	1
351	или иная	3	1
352	можно видеть	1	1
353	своей природе	1	1
354	на одной	1	1
355	же этот	1	1
356	идет путем	1	1
357	того же	6	1
358	находит себе	1	1
359	до того	1	1
360	уже и	1	1
361	и делает	1	1
362	стоит перед	1	1
363	при такой	1	1
364	не потому	1	1
365	одинаково и	1	1
366	не могут	4	1
367	и часто	1	1
368	отличается от	3	1
369	по характеру	2	1
370	в окончательном	1	1
371	конечной цели	1	1
372	мысли о	1	1
373	по сравнению	4	1
374	все еще	2	1
375	что эксперимент	1	1
376	для себя	1	1
377	всего этого	1	1
378	в ее	1	1
379	говорит об	2	1
380	на той	1	1
381	говорили что	2	1
382	в пределах	1	1
383	приводит к	4	1
384	роль в	1	1
385	принадлежать к	1	1
386	как с	4	1
387	и сам	3	1
388	сознание а	1	1
389	мог бы	4	1
390	она была	1	1
391	когда в	3	1
392	была в	1	1
393	и первые	1	1
394	в эпоху	1	1
395	есть исключительно	1	1
396	новых и	2	1
397	связанная с	1	1
398	находится в	2	1
399	средством для	1	1
400	а также	2	1
401	аналогия между	1	1
402	на вопрос	1	1
403	и который	1	1
404	может не	1	1
405	резком противоречии	2	1
406	в значительной	1	1
407	не выходит	1	1
408	он берет	1	1
409	путь к	3	1
410	которой мы	1	1
411	раньше чем	2	1
412	и только	2	1
413	тот момент	1	1
414	является представителем	1	1
415	слова для	1	1
416	на наших	1	1
417	происходит в	1	1
418	что лишь	2	1
419	которым он	1	1
420	в какой	4	1
421	но ни	1	1
422	марксизма и	1	1
423	внешних условий	1	1
424	со всеми	6	1
425	и у	6	1
426	а напротив	1	1
427	был бы	1	1
428	постановка проблемы	1	1
429	не находит	1	1
430	моментов в	2	1
431	смысле этого	4	1
432	о факторах	1	1
433	для них	1	1
434	но что	1	1
435	дело и	1	1
436	из нее	2	1
437	этом отношении	3	1
438	они будут	1	1
439	бы это	1	1
440	котором в	1	1
441	этого пути	1	1
442	с другой	6	1
443	вслед за	3	1
444	такое же	1	1
445	а с	3	1
446	на которые	2	1
447	окружающей его	1	1
448	может ли	2	1
449	ему дано	1	1
450	у человека	2	1
451	вопрос можно	1	1
452	перед человеком	2	1
453	на эту	1	1
454	к высшему	2	1
455	от всех	2	1
456	и отношение	2	1
457	связь с	3	1
458	материал и	1	1
459	ни на	2	1
460	есть начало	1	1
461	независимо от	4	1
462	по своему	11	1
463	связанность и	1	1
464	без которых	1	1
465	видит в	1	1
466	сравнению с	3	1
467	в той	1	1
468	он становится	1	1
469	им с	1	1
470	в тот	1	1
471	сбились на	1	1
472	многих других	1	1
473	распадается на	3	1
474	этого слова	4	1
475	с этой	3	1
476	все это	6	1
477	в резком	2	1
478	которых он	2	1
479	имеет очень	1	1
480	которые должны	2	1
481	это можно	1	1
482	задача которая	1	1
483	когда он	3	1
484	но внутренне	2	1
485	целый ряд	1	1
486	той или	2	1
487	конце концов	1	1
488	мы должны	6	1
489	за него	1	1
490	всякий раз	2	1
491	только что	2	1
492	все они	2	1
493	всеми его	1	1
494	между ними	3	1
495	с ней	3	1
496	для исследования	1	1
497	связей и	1	1
498	всего как	1	1
499	приводит нас	3	1
500	легко понять	1	1
501	это так	2	1
502	друга как	1	1
503	по поводу	1	1
504	очертаний и	1	1
505	к этому	3	1
506	им и	1	1
507	как на	2	1
508	самый характер	1	1
509	которая не	4	1
