N	2gram	Nazirov_Tr_1	Psycholo
244	одно из	1	2
245	даже не	1	2
246	именно в	1	2
247	в каких	1	2
248	прежде всего	4	2
249	а на	1	2
250	ничем не	2	2
251	и психологически	1	2
252	до этого	1	2
253	и потому	1	2
254	совершенно в	1	2
255	над ним	1	2
256	с такой	1	2
257	для понимания	1	2
258	который он	1	2
259	в это	2	2
260	совершенно случайно	1	2
261	на одной	1	2
262	не является	1	2
263	и от	1	2
264	в результате	1	2
265	хотя бы	1	2
266	героя и	1	2
267	и эта	1	2
268	вдруг с	1	2
269	мать и	1	2
270	а нечто	1	2
271	этого романа	2	1
272	только он	1	1
273	нельзя же	1	1
274	узнаем в	1	1
275	рассказ об	1	1
276	он считает	1	1
277	от самой	1	1
278	с жизнью	1	1
279	человека и	1	1
280	на другой	1	1
281	распространять на	1	1
282	на деле	1	1
283	прием и	1	1
284	от самого	1	1
285	в первом	2	1
286	из самых	2	1
287	он всегда	4	1
288	в какой-то	1	1
289	драме в	1	1
290	смотреть на	1	1
291	исследования в	1	1
292	как во	1	1
293	откуда же	1	1
294	в сцене	1	1
295	усиливает и	1	1
296	еще не	4	1
297	мечта о	1	1
298	ее к	2	1
299	но как	1	1
300	значение и	1	1
301	а он	1	1
302	в общем	1	1
303	автора но	2	1
304	несмотря на	5	1
305	за пределы	1	1
306	в настоящем	1	1
307	и я	2	1
308	в истории	1	1
309	более чем	1	1
310	она даже	1	1
311	о жизни	2	1
312	неизмеримо более	1	1
313	имеет в	2	1
314	для ее	1	1
315	и хотя	1	1
316	роль играет	1	1
317	поэтому он	1	1
318	со своей	1	1
319	но без	1	1
320	открывает ему	1	1
321	только один	1	1
322	не могла	1	1
323	так сказать	1	1
324	эти сюжетные	1	1
325	форму то	1	1
326	что нужно	1	1
327	вообще не	1	1
328	и сам	3	1
329	отцов и	1	1
330	в скрытом	1	1
331	что тут	1	1
332	века в	1	1
333	повторяет в	1	1
334	факт что	1	1
335	в другом	1	1
336	потому как	1	1
337	что лицо	1	1
338	раз он	2	1
339	времени так	1	1
340	начала трагедии	1	1
341	этом романе	1	1
342	этом мы	1	1
343	но уже	1	1
344	он же	1	1
345	эту тему	1	1
346	со своими	1	1
347	человека мы	1	1
348	мертвецы в	1	1
349	перед собой	1	1
350	и еще	1	1
351	для него	3	1
352	этой связи	1	1
353	где мы	1	1
354	почти не	1	1
355	во времена	1	1
356	не столько	1	1
357	совершает в	1	1
358	его романа	1	1
359	сама собой	1	1
360	значение для	1	1
361	одном из	2	1
362	не раз	1	1
363	начнем с	1	1
364	не могли	1	1
365	с такими	1	1
366	что сам	1	1
367	сам сознает	1	1
368	он непременно	1	1
369	любви и	2	1
370	она стремится	1	1
371	но они	2	1
372	что с	3	1
373	этот образ	4	1
374	того как	1	1
375	как его	1	1
376	виду не	1	1
377	тогда и	1	1
378	он еще	1	1
379	но только	1	1
380	значение этого	1	1
381	это мы	1	1
382	и всегда	1	1
383	не понимал	1	1
384	же являются	1	1
385	или как	1	1
386	к ней	1	1
387	связь и	1	1
388	вот что	1	1
389	и глаза	1	1
390	не нужен	1	1
391	это уже	2	1
392	что на	1	1
393	один раз	1	1
394	сюжетной схеме	1	1
395	он бы	1	1
396	глаза в	1	1
397	трагедию с	1	1
398	всего что	1	1
399	признается что	1	1
400	назад то	1	1
401	всего этого	1	1
402	личности и	2	1
403	мысль о	1	1
404	с первого	2	1
405	не понял	1	1
406	в дальнейшем	5	1
407	с собой	1	1
408	начала и	1	1
409	ничего подобного	1	1
410	но у	1	1
411	она тоже	1	1
412	он сам	7	1
413	эту сцену	1	1
414	стремление к	1	1
415	создается впечатление	2	1
416	быть в	1	1
417	она всегда	1	1
418	и который	1	1
419	а также	1	1
420	согласиться с	1	1
421	это была	1	1
422	все в	1	1
423	к нему	3	1
424	критики совершенно	1	1
425	романа как	1	1
426	его с	1	1
427	от нее	1	1
428	романа в	1	1
429	вспомним как	1	1
430	в третий	1	1
431	о рассказе	1	1
432	казалось что	1	1
433	бы нарочно	1	1
434	романа и	3	1
435	что даже	1	1
436	могло быть	1	1
437	природе вещей	1	1
438	между тем	1	1
439	в обществе	1	1
440	за себя	1	1
441	именно на	1	1
442	лишь бы	1	1
443	есть в	1	1
444	только на	1	1
445	всем его	1	1
446	самую суть	1	1
447	слова в	1	1
448	не из	1	1
449	рассказывает о	1	1
450	в душе	2	1
451	но от	1	1
452	не так	2	1
453	и их	1	1
454	всегда оказывается	1	1
455	вещей это	1	1
456	с этими	1	1
457	ее не	1	1
458	которая составляет	1	1
459	русский язык	1	1
460	жизни на	1	1
461	и вместе	1	1
462	рядом с	1	1
463	в особенности	1	1
464	до начала	1	1
465	и даже	4	1
466	на русский	1	1
467	с другим	1	1
468	отца он	1	1
469	самое главное	1	1
470	психологического исследования	1	1
471	и др	1	1
472	против кого	1	1
473	виде и	1	1
474	может жить	1	1
475	даже на	2	1
476	с которым	1	1
477	ее последней	1	1
478	ребенка и	2	1
479	и психологической	1	1
480	материалом для	1	1
481	бессмысленной и	1	1
482	мы опять	1	1
483	в жизнь	1	1
484	что за	3	1
485	искусства но	1	1
486	это его	1	1
487	матери и	1	1
488	и которое	1	1
489	в условиях	1	1
490	перед ее	1	1
491	но это	4	1
492	о его	2	1
493	в чем	1	1
494	перед смертью	1	1
495	хочет и	1	1
496	это как	1	1
497	является ли	1	1
498	в связи	1	1
499	в окончательном	1	1
500	третий раз	1	1
501	от него	1	1
502	из себя	1	1
503	бы в	1	1
504	даже сам	1	1
505	у которого	1	1
506	по самой	1	1
507	к ее	1	1
508	гораздо больше	1	1
509	жизни в	1	1
510	нужно для	1	1
511	из тех	1	1
512	не быть	1	1
513	мы начинаем	1	1
514	в глаза	2	1
515	него нет	1	1
516	своего отца	3	1
517	самой своей	1	1
518	что под	1	1
519	но еще	1	1
520	это понятие	1	1
521	во сне	2	1
