N	2gram	Losev_Vesc_1	slovoVRo
409	в своей	5	1
410	здесь а	1	1
411	и без	3	1
412	от силы	1	1
413	и действует	1	1
414	словами есть	1	1
415	мы говорили	2	1
416	то его	1	1
417	себе а	1	1
418	мысли и	3	1
419	от его	2	1
420	неподвижна и	1	1
421	мы теперь	1	1
422	основе ее	1	1
423	где она	2	1
424	этих моментов	1	1
425	исключительно на	1	1
426	заставляет нас	1	1
427	силу и	1	1
428	тем не	3	1
429	есть именно	6	1
430	как от	1	1
431	уже сказали	1	1
432	вещей и	4	1
433	этого мало	1	1
434	и вся	1	1
435	в двух	1	1
436	себя не	2	1
437	себя момент	1	1
438	о значении	1	1
439	с которой	1	1
440	можно понимать	1	1
441	не о	1	1
442	и притом	3	1
443	к новым	1	1
444	чтобы стать	1	1
445	дело не	2	1
446	пределах самого	1	1
447	к такому	1	1
448	самых распространенных	1	1
449	для всего	1	1
450	и уже	1	1
451	следовательно и	1	1
452	человека от	1	1
453	к подлинному	1	1
454	ничего не	3	1
455	понимании и	1	1
456	это именно	3	1
457	степени что	1	1
458	ее с	5	1
459	по своей	2	1
460	самому своему	1	1
461	она имеет	1	1
462	и по-своему	1	1
463	эти три	1	1
464	или иных	1	1
465	развитыми и	1	1
466	к себе	4	1
467	в духе	1	1
468	во все	1	1
469	этого понимания	1	1
470	лежит в	1	1
471	как только	4	1
472	указать на	1	1
473	языках и	1	1
474	и отдельных	1	1
475	не предполагает	4	1
476	утверждать что	1	1
477	этот путь	1	1
478	в применении	1	1
479	и это	14	1
480	и самое	2	1
481	и усвоения	1	1
482	в виду	2	1
483	всего этого	1	1
484	чтобы быть	3	1
485	него самого	1	1
486	один единый	1	1
487	нет никакой	2	1
488	культуры и	1	1
489	приводит к	1	1
490	и может	2	1
491	дано в	1	1
492	понимание и	3	1
493	как таковую	1	1
494	поэтому в	1	1
495	социальная жизнь	1	1
496	одно из	1	1
497	к языку	1	1
498	нас и	1	1
499	с человеком	1	1
500	но может	1	1
501	не на	1	1
502	этих границ	1	1
503	действительность и	8	1
504	другими словами	5	1
505	определенным образом	6	1
506	никак не	3	1
507	и что	15	1
508	не стоит	1	1
509	можно сказать	6	1
510	самому себе	1	1
511	нас в	3	1
512	мы понимаем	1	1
513	всех своих	1	1
514	это может	2	1
515	которой мы	1	1
516	тем или	1	1
517	во всей	1	1
518	вообще и	4	1
519	от этих	1	1
520	и следовательно	7	1
521	знания и	1	1
522	и она	1	1
523	мышление и	1	1
524	того что	8	1
525	всегда в	1	1
526	как сказал	1	1
527	ни понимать	1	1
528	речи о	1	1
529	в поэтическом	1	1
530	как вещи	3	1
531	из многих	1	1
532	целом с	1	1
533	никак нельзя	1	1
534	и ее	18	1
535	эту действительность	1	1
536	в качестве	1	1
537	с какой	1	1
538	с нею	18	1
539	не можем	1	1
540	так можно	1	1
541	говорить об	1	1
542	только на	3	1
543	пусть это	1	1
544	оно в	1	1
545	от живой	1	1
546	него и	1	1
547	но самое	2	1
548	а это	4	1
549	оно всегда	1	1
550	сфере что	1	1
551	это требует	1	1
552	представить себе	1	1
553	сами по	3	1
554	в конце	2	1
555	ту сторону	1	1
556	мы можем	4	1
557	случае не	1	1
558	свое выражение	3	1
559	из которого	1	1
560	как раз	9	1
561	тем что	2	1
562	же сущность	1	1
563	или иначе	4	1
564	не обязательно	1	1
565	и самая	1	1
566	д если	1	1
567	мы еще	2	1
568	души и	1	1
569	что не	5	1
570	вещь и	14	1
571	говорит о	1	1
572	должно быть	6	1
573	превращается в	1	1
574	нужно сказать	1	1
575	слов а	1	1
576	в подлинном	2	1
577	а наоборот	1	1
578	зависит от	1	1
579	однако и	1	1
580	другой стороны	2	1
581	именно так	1	1
582	все время	1	1
583	и художественном	1	1
584	одно а	1	1
585	отнюдь не	5	1
586	и выше	1	1
587	когда она	4	1
588	могут служить	1	1
589	ближе к	1	1
590	мы находим	2	1
591	мышлением и	1	1
592	я говорю	1	1
593	в частности	1	1
594	все то	1	1
595	есть образ	2	1
596	даже не	7	1
597	в потенции	2	1
598	философии языка	1	1
599	самой действительности	3	1
600	оно только	3	1
601	мы опять	1	1
602	который мы	1	1
603	что социальное	1	1
604	быть только	3	1
605	да и	3	1
606	ней не	1	1
607	она достигает	1	1
608	поэтому когда	1	1
609	и существенности	1	1
610	но почему	1	1
611	того или	1	1
612	однако не	2	1
613	говорят и	1	1
614	нами уже	1	1
615	в наше	1	1
616	тех или	5	1
617	не является	1	1
618	только одна	1	1
619	это новое	1	1
620	но на	2	1
621	сознания и	1	1
622	себя самого	2	1
623	это так	3	1
624	из своего	1	1
625	и смысл	1	1
626	вообще в	1	1
627	нужно чтобы	1	1
628	своей внутренней	1	1
629	же в	1	1
630	уже нет	1	1
631	нисколько не	4	1
632	к самому	1	1
633	только как	1	1
634	относящиеся к	1	1
635	только действительность	1	1
636	применения и	1	1
637	но этот	1	1
638	смысл в	1	1
639	в отдельности	4	1
640	сам в	1	1
641	на свет	1	1
642	что такое	12	1
643	от слова	1	1
644	также не	1	1
645	изменяются в	1	1
646	в своих	1	1
647	только не	2	1
648	вносит в	1	1
649	к этому	1	1
650	гораздо более	1	1
651	которая не	1	1
