N	2gram	Potebnia_M_4	Analitik
222	не могу	2	2
223	мысль о	6	2
224	в пределах	1	2
225	в искусстве	3	2
226	и сам	1	2
227	должно быть	5	2
228	такой объект	1	2
229	и та	4	2
230	с целью	1	2
231	можно сказать	4	2
232	чем и	1	2
233	деле в	1	2
234	язык есть	7	2
235	может иметь	2	2
236	один из	2	2
237	в двух	2	2
238	бы ни	2	2
239	или не	1	2
240	при помощи	3	2
241	по выражению	1	2
242	следует что	1	2
243	себе в	3	2
244	в новом	1	2
245	сами по	2	2
246	при всей	1	2
247	бытия и	1	2
248	этом отношении	1	2
249	образом не	1	2
250	со стороны	3	2
251	было бы	8	2
252	но о	1	2
253	в ряду	6	2
254	душевной жизни	3	2
255	и потому	10	2
256	в данном	4	2
257	она есть	1	2
258	что же	5	2
259	и тогда	1	2
260	как научного	1	2
261	об искусстве	1	2
262	тем более	5	2
263	нет ничего	3	2
264	другой стороны	1	2
265	была бы	1	2
266	в свое	1	2
267	себя как	1	1
268	в понимающем	1	1
269	же нам	1	1
270	то на	1	1
271	речь идет	1	1
272	например в	3	1
273	предполагает что	1	1
274	человека и	3	1
275	сам по	4	1
276	явления и	2	1
277	отношения между	2	1
278	должна быть	1	1
279	то самое	1	1
280	о нас	1	1
281	мы уже	3	1
282	и значение	3	1
283	к художественному	1	1
284	мы не	8	1
285	выше его	1	1
286	я как	1	1
287	направления мысли	1	1
288	есть нечто	5	1
289	из сказанного	3	1
290	равно как	2	1
291	не вполне	2	1
292	оно есть	2	1
293	поэзии не	1	1
294	и другая	1	1
295	научный факт	2	1
296	что можно	1	1
297	нас или	1	1
298	как не	1	1
299	зависимости от	1	1
300	всякое понимание	1	1
301	значения в	1	1
302	в ней	2	1
303	свою очередь	1	1
304	меньшей степени	1	1
305	заключенных в	2	1
306	по этому	1	1
307	он сам	1	1
308	или будет	1	1
309	заключенное в	2	1
310	ответа на	1	1
311	быть в	1	1
312	нам представляется	2	1
313	в различных	2	1
314	в чем	1	1
315	во всех	1	1
316	тем как	2	1
317	действующее лицо	1	1
318	без которого	2	1
319	в ее	2	1
320	но как	1	1
321	сознания не	1	1
322	только тогда	5	1
323	вообще как	1	1
324	первый взгляд	1	1
325	независимо от	6	1
326	его на	1	1
327	как в	7	1
328	что действительно	1	1
329	предполагает в	1	1
330	кто говорит	2	1
331	есть в	5	1
332	как нам	1	1
333	помнить что	1	1
334	и той	1	1
335	та и	1	1
336	ложатся в	1	1
337	не дано	2	1
338	не безразличная	1	1
339	та же	1	1
340	меньшей мере	1	1
341	степени как	1	1
342	вопрос почему	2	1
343	что это	7	1
344	а во-вторых	1	1
345	он в	1	1
346	не оставляет	1	1
347	природа а	1	1
348	самым и	1	1
349	в известном	1	1
350	и отношения	1	1
351	при понимании	1	1
352	и тот	3	1
353	его восприятия	1	1
354	только один	1	1
355	имеем в	1	1
356	и те	1	1
357	если он	1	1
358	этот процесс	1	1
359	вера в	1	1
360	не значит	2	1
361	в виде	2	1
362	не как	2	1
363	отношений между	2	1
364	а о	1	1
365	мысли как	2	1
366	языком и	3	1
367	из него	2	1
368	что ни	1	1
369	его можно	1	1
370	же или	2	1
371	ни был	3	1
372	и наоборот	1	1
373	но все	1	1
374	от нее	1	1
375	а вместе	1	1
376	здесь мы	2	1
377	что все	4	1
378	в состоянии	2	1
379	и может	4	1
380	том случае	3	1
381	области гуманитарных	1	1
382	его в	4	1
383	заключается в	1	1
384	за собою	2	1
385	которого не	1	1
386	который и	1	1
387	человека только	1	1
388	произведения от	1	1
389	прибавить ни	1	1
390	и тем	4	1
391	еще одно	1	1
392	из первых	1	1
393	участие в	1	1
394	для понятия	1	1
395	этом мы	2	1
396	в них	3	1
397	и произошло	1	1
398	его частей	1	1
399	от полной	1	1
400	все равно	3	1
401	с тем	7	1
402	одна и	2	1
403	между собою	4	1
404	из каких-либо	2	1
405	по той	1	1
406	сосредоточиться на	1	1
407	в этих	3	1
408	на предположении	1	1
409	все более	3	1
410	во время	2	1
411	и при	2	1
412	этой связи	1	1
413	том же	2	1
414	в отношении	1	1
415	процессе его	1	1
416	к истории	1	1
417	взгляд на	1	1
418	в такой	1	1
419	не от	3	1
420	в которых	3	1
421	бы мы	1	1
422	своих частях	1	1
423	об отсутствии	1	1
424	мысли от	2	1
425	элементов то	1	1
426	одном из	2	1
427	есть его	1	1
428	но он	1	1
429	по крайней	5	1
430	их в	3	1
431	возможно только	3	1
432	мере и	1	1
433	есть всегда	3	1
434	случае мы	1	1
435	например и	1	1
436	тому что	2	1
437	по мере	7	1
438	а от	1	1
439	слова до	1	1
440	возникает в	1	1
441	не менее	5	1
442	существует независимо	1	1
443	оба эти	1	1
444	система в	1	1
445	к этим	1	1
446	его собственного	1	1
447	или лучше	2	1
448	в самых	1	1
449	наблюдений над	1	1
450	одной и	1	1
451	и отношений	1	1
452	из этой	1	1
453	на котором	4	1
454	о природе	1	1
455	ничего не	1	1
456	под этим	1	1
457	внутрь себя	1	1
458	такова что	1	1
459	этих двух	1	1
460	по меньшей	1	1
461	того в	1	1
462	не говорит	1	1
463	во всем	1	1
464	значительное количество	1	1
465	но это	3	1
466	эти три	1	1
467	мы и	2	1
468	в каком	4	1
469	споры о	1	1
470	начиная с	1	1
471	значение только	1	1
472	числе и	1	1
473	мы по	1	1
474	его с	1	1
475	от научного	1	1
476	оно не	2	1
477	утверждать что	1	1
478	говоря словами	2	1
479	но сама	2	1
480	в виду	3	1
481	но при	1	1
482	и сами	2	1
483	проявляется в	2	1
484	самим собою	1	1
485	языка и	3	1
486	этой части	1	1
487	на той	2	1
488	лучше сказать	1	1
489	с языком	2	1
490	как с	1	1
491	на том	2	1
492	же касается	1	1
493	что может	2	1
494	по этой	1	1
495	слово есть	5	1
496	те же	3	1
497	сознания и	1	1
498	к действительности	1	1
499	к тем	1	1
500	том как	1	1
501	в отдельных	2	1
502	является в	1	1
503	в разных	3	1
504	образом в	5	1
505	ни убавить	1	1
506	это происходит	1	1
507	лучше чем	1	1
508	в самой	2	1
509	внимание на	5	1
510	более высокой	1	1
511	слова как	1	1
512	но мы	2	1
513	и что	7	1
514	на что	1	1
515	теперь и	1	1
516	пор пока	2	1
517	может не	1	1
518	как было	1	1
519	времени в	1	1
520	и во	1	1
521	и научной	1	1
522	связь между	3	1
523	на отдельные	1	1
524	и познания	1	1
525	состоит не	1	1
526	когда оно	2	1
527	и только	3	1
528	крайней мере	5	1
529	сомнения в	1	1
530	которая и	1	1
531	в ту	2	1
532	а его	1	1
533	знания и	1	1
534	или может	1	1
535	помощи языка	2	1
536	тех пор	6	1
537	быть и	2	1
538	на которой	1	1
539	оно и	1	1
540	другого не	1	1
541	тот же	2	1
542	понимание есть	1	1
543	что даже	2	1
544	зрения в	1	1
545	а тем	1	1
546	друг друга	2	1
547	как нечто	1	1
548	в разные	1	1
549	входит в	1	1
550	лишь одна	1	1
551	с прежним	1	1
552	самые разнообразные	1	1
553	же при	1	1
554	тот что	1	1
555	так что	5	1
556	со своим	4	1
557	связи с	3	1
558	также имеет	1	1
559	не можем	5	1
560	если и	2	1
561	то и	4	1
562	разные времена	1	1
563	чтобы он	1	1
564	других в	1	1
565	языка как	1	1
566	чужого языка	1	1
567	слова не	3	1
568	во втором	1	1
569	в душе	1	1
570	что речь	1	1
571	но от	1	1
572	за ним	2	1
573	к своим	1	1
574	только одно	1	1
575	слова если	1	1
576	не так	2	1
577	к чему-то	1	1
578	всяком случае	3	1
579	могло бы	1	1
580	слова в	3	1
581	в одном	4	1
582	в пространстве	1	1
583	для другого	1	1
584	от тех	1	1
585	от сознания	1	1
586	эти понятия	1	1
587	к первой	1	1
588	у него	1	1
589	есть выражение	1	1
590	есть слово	2	1
591	и вместе	3	1
592	в науке	3	1
593	были бы	1	1
594	только на	4	1
595	отдельные слова	1	1
596	она и	2	1
597	и даже	2	1
598	своего эстетического	1	1
599	требует чтобы	2	1
600	даже не	2	1
601	в данный	1	1
602	до сих	4	1
603	влияние на	2	1
604	всей своей	1	1
605	или иначе	2	1
606	здесь в	1	1
607	вслед за	1	1
608	человека а	2	1
609	с той	1	1
610	и быть	2	1
611	было и	2	1
612	один и	5	1
613	ни прибавить	1	1
614	и др	2	1
615	предмета но	1	1
616	к человеку	1	1
617	превращается в	2	1
618	не было	12	1
619	целым рядом	1	1
620	в действии	1	1
621	человеческой жизни	1	1
622	его как	1	1
623	его по	1	1
624	для человека	4	1
625	не об	1	1
626	будет иметь	2	1
627	если не	1	1
628	в связи	1	1
629	виде в	2	1
630	связь с	1	1
631	можно утверждать	1	1
632	одно слово	5	1
633	ко всем	3	1
634	как это	1	1
635	высшего порядка	1	1
636	о границах	1	1
637	к своему	1	1
638	по своему	2	1
639	для обозначения	1	1
640	если оно	2	1
641	в течение	2	1
642	которому оно	1	1
643	смысле этого	1	1
644	научной мысли	1	1
645	происходит в	2	1
646	да и	4	1
647	уже сложившейся	1	1
648	я с	1	1
649	форма в	1	1
650	творчество есть	1	1
651	в бытии	1	1
652	предполагает их	1	1
653	сих пор	4	1
654	внимания на	1	1
655	а можно	1	1
656	и таким	3	1
657	от нас	1	1
658	перед нами	1	1
659	к другим	2	1
660	вещь а	1	1
661	него свое	1	1
662	и для	2	1
663	говорящего и	2	1
664	случае если	1	1
665	при таком	1	1
666	эстетическое впечатление	1	1
667	могут становиться	1	1
668	все что	2	1
669	не подлежит	1	1
670	или в	1	1
671	том виде	1	1
672	понять что	1	1
673	мира и	1	1
674	между ними	4	1
675	о котором	1	1
676	человек и	1	1
677	я не	2	1
678	хотя и	5	1
679	или другой	1	1
680	на первый	1	1
681	ее и	1	1
682	для нас	14	1
683	от него	2	1
684	из себя	2	1
685	со второй	1	1
686	мы должны	2	1
687	только с	1	1
688	отношению ко	1	1
689	же в	1	1
690	есть уже	4	1
691	хотя в	2	1
692	в своих	2	1
693	бы оно	1	1
694	до тех	6	1
695	среди других	1	1
696	к самому	1	1
697	отвечая на	1	1
698	совершенно ошибочно	1	1
699	в свою	2	1
700	лишь по	1	1
701	не знает	1	1
702	я знал	1	1
703	к его	2	1
704	не сами	1	1
705	из этого	2	1
706	что то	3	1
707	таким же	5	1
708	в действительности	3	1
709	жизни и	1	1
710	а может	2	1
711	ее в	1	1
712	то оно	1	1
713	по поводу	4	1
714	и эта	1	1
715	случае его	1	1
716	языка является	1	1
717	во всяком	5	1
