N	2gram	Vinokur_Ku_1	RusskieA
167	отнюдь не	1	2
168	однако как	1	2
169	что именно	1	2
170	с этим	4	2
171	мы можем	1	2
172	хотя и	3	2
173	и как	2	2
174	его к	3	2
175	состояло в	1	2
176	но в	2	2
177	та же	1	2
178	в целом	4	2
179	все эти	6	2
180	в нашем	1	2
181	в дальнейшем	1	2
182	почти целиком	2	2
183	были связаны	1	2
184	как он	1	2
185	после чего	2	2
186	что она	3	2
187	в нем	4	2
188	всех этих	1	2
189	не значит	1	2
190	в силу	10	2
191	когда на	1	2
192	в году	1	2
193	в каждом	2	2
194	же не	1	2
195	главным образом	1	2
196	и с	5	2
197	разница между	1	2
198	на этой	1	2
199	в жизни	1	2
200	особенно широко	1	2
201	должны были	1	2
202	если угодно	1	2
203	и более	2	2
204	том же	2	2
205	для этого	3	2
206	что ему	1	2
207	до того	2	2
208	но даже	1	2
209	и здесь	3	2
210	могут быть	1	2
211	они и	1	2
212	ничего общего	1	2
213	как они	2	2
214	значения и	1	2
215	свою очередь	3	2
216	в более	2	2
217	мы наблюдаем	2	2
218	что у	1	2
219	подойти к	2	2
220	с ним	5	2
221	находится в	1	2
222	на все	1	2
223	в память	1	2
224	после того	1	2
225	в различных	1	2
226	должно было	1	2
227	связь между	1	2
228	в его	12	2
229	не случайно	6	2
230	этот вопрос	1	2
231	в какой	6	2
232	так что	4	2
233	в большинстве	2	2
234	борьбы с	1	2
235	его и	1	2
236	но что	1	2
237	не было	3	2
238	в особенности	3	2
239	которые можно	2	2
240	себя и	1	2
241	воспоминания о	1	2
242	и пр	15	2
243	до конца	2	2
244	не на	4	2
245	а не	8	2
246	его как	1	2
247	большинстве случаев	1	2
248	стоит в	4	2
249	в частности	4	2
250	и потому	4	2
251	предположить что	1	2
252	многих случаях	1	2
253	там где	4	2
254	какие же	1	2
255	только для	1	2
256	между прочим	2	2
257	к вопросу	1	2
258	и для	2	2
259	или в	2	2
260	когда он	3	2
261	интерес к	1	2
262	и н	1	2
263	чем можно	1	2
264	не что	1	2
265	в своих	1	2
266	который должен	1	1
267	ту же	1	1
268	говоря о	1	1
269	и развитие	1	1
270	также и	2	1
271	же как	1	1
272	эти случаи	2	1
273	но смысл	1	1
274	а из	1	1
275	самом деле	9	1
276	только потому	6	1
277	тех же	1	1
278	же относятся	1	1
279	зависимости от	6	1
280	в первом	3	1
281	из самых	1	1
282	по преимуществу	2	1
283	что эти	4	1
284	противном случае	1	1
285	должна быть	3	1
286	собственном смысле	1	1
287	с таким	1	1
288	поэзии и	1	1
289	явление он	1	1
290	народного просвещения	1	1
291	что если	2	1
292	не приходится	1	1
293	которую мы	1	1
294	было известно	2	1
295	в семье	1	1
296	вопрос о	2	1
297	на место	1	1
298	из своих	1	1
299	приводят к	1	1
300	говорить о	1	1
301	чем их	1	1
302	основании что	1	1
303	похожи на	1	1
304	которое в	2	1
305	не знают	2	1
306	явление не	1	1
307	того же	4	1
308	и он	3	1
309	в каждой	1	1
310	которую можно	2	1
311	в отличие	1	1
312	не был	1	1
313	в чем	1	1
314	истории в	1	1
315	с его	4	1
316	этих случаях	2	1
317	имя рек	2	1
318	истории русского	1	1
319	том основании	1	1
320	на основе	1	1
321	а только	8	1
322	необходимо еще	1	1
323	после смерти	1	1
324	не все	2	1
325	по отношению	8	1
326	в общем	3	1
327	с совершенно	1	1
328	очевидно что	3	1
329	себе и	2	1
330	отличие от	1	1
331	отличаются от	1	1
332	относится к	2	1
333	и должны	1	1
334	в истории	3	1
335	же с	1	1
336	общего с	1	1
337	так называемая	2	1
338	показать что	1	1
339	различаются не	1	1
340	что касается	2	1
341	однако не	6	1
342	в противном	1	1
343	перед нами	1	1
344	целый ряд	5	1
345	с понятием	1	1
346	увидим что	2	1
347	от этого	2	1
348	поэтому и	1	1
349	можно установить	1	1
350	и последний	1	1
351	в которой	6	1
352	говорят о	1	1
353	на некоторых	1	1
354	то и	2	1
355	характере этого	1	1
356	е с	1	1
357	в себе	3	1
358	тому же	1	1
359	на то	4	1
360	они возникли	1	1
361	наблюдаем в	1	1
362	в случае	1	1
363	труда и	2	1
364	не имеют	3	1
365	что было	2	1
366	все другие	1	1
367	он не	2	1
368	он должен	1	1
369	в начале	1	1
370	однако он	1	1
371	заимствованные из	1	1
372	русском языке	4	1
373	что все	2	1
374	одновременно является	1	1
375	в совершенно	1	1
376	значение в	1	1
377	о котором	2	1
378	без своих	1	1
379	его в	1	1
380	всех народов	1	1
381	на почве	1	1
382	е тот	1	1
383	и тем	2	1
384	есть несколько	1	1
385	не соответствует	1	1
386	ни в	2	1
387	о характере	1	1
388	нет в	1	1
389	в этой	3	1
390	иных местах	1	1
391	не всегда	2	1
392	мы видели	1	1
393	языках в	1	1
394	в развитии	1	1
395	можно считать	1	1
396	и того	2	1
397	смысл и	2	1
398	одного и	2	1
399	пишет что	1	1
400	но если	2	1
401	и при	2	1
402	никак не	2	1
403	взгляд на	1	1
404	и без	1	1
405	видел и	1	1
406	по три	1	1
407	необходимо указать	1	1
408	не столько	2	1
409	что я	2	1
410	как акт	1	1
411	точку зрения	1	1
412	которые в	1	1
413	ряда других	1	1
414	и эти	3	1
415	так называемое	1	1
416	с такими	1	1
417	и всякую	1	1
418	известно и	1	1
419	и под	2	1
420	сам он	1	1
421	любви и	1	1
422	значение слова	3	1
423	иной раз	2	1
424	в то	2	1
425	дело не	2	1
426	тогда когда	6	1
427	дело в	1	1
428	только из	1	1
429	что их	2	1
430	например полагает	1	1
431	связано в	1	1
432	составные элементы	1	1
433	когда они	1	1
434	в самых	1	1
435	славянских языках	1	1
436	иметь в	1	1
437	подошел к	1	1
438	каждый из	1	1
439	слова как	3	1
440	прежде чем	1	1
441	от октября	1	1
442	и его	5	1
443	и теперь	1	1
444	своих средств	1	1
445	можно рассматривать	1	1
446	прямо в	1	1
447	весь этот	1	1
448	доказать что	2	1
449	этом отношении	5	1
450	этот не	1	1
451	не потому	5	1
452	от другого	1	1
453	такие же	1	1
454	в духе	3	1
455	мало чем	1	1
456	чтобы сделать	1	1
457	должны быть	2	1
458	же только	1	1
459	что некоторые	1	1
460	слова с	1	1
461	для дальнейшего	1	1
462	из чего	1	1
463	для себя	1	1
464	книга по	1	1
465	ниже мы	1	1
466	так называемым	2	1
467	основываясь на	1	1
468	в виду	5	1
469	и сами	2	1
470	в собственном	2	1
471	тех случаях	2	1
472	собственно не	1	1
473	на том	3	1
474	если они	1	1
475	и сам	1	1
476	можно было	6	1
477	учению об	1	1
478	не ограничивается	1	1
479	было в	2	1
480	и мы	2	1
481	уже на	2	1
482	вопрос этот	1	1
483	связанных с	1	1
484	во второй	1	1
485	имеется в	1	1
486	разного рода	1	1
487	которого они	1	1
488	если бы	9	1
489	но ему	1	1
490	по мере	3	1
491	что им	1	1
492	с перенесением	1	1
493	из других	1	1
494	свидетельствует о	2	1
495	что часто	1	1
496	внимание на	4	1
497	ли не	3	1
498	чтобы с	1	1
499	можно сказать	3	1
500	нас в	1	1
501	не могло	1	1
502	чтобы получить	2	1
503	по типу	1	1
504	и во	1	1
505	во втором	2	1
506	себя но	1	1
507	в форме	1	1
508	кто в	1	1
509	и следовательно	1	1
510	было бы	15	1
511	не так	1	1
512	задача не	2	1
513	что здесь	1	1
514	слово с	2	1
515	д и	2	1
516	сразу же	1	1
517	обе эти	3	1
518	эту точку	1	1
519	совсем не	1	1
520	тот же	2	1
521	что он	6	1
522	к их	1	1
523	например на	1	1
524	очень много	2	1
525	и так	1	1
526	недавнего времени	1	1
527	который в	1	1
528	это слово	3	1
529	в область	1	1
530	случаи когда	1	1
531	том чтобы	8	1
532	вот что	1	1
533	с которыми	1	1
534	можно еще	1	1
535	есть в	4	1
536	рассматриваться как	1	1
537	уже в	3	1
538	в значении	2	1
539	в нашей	1	1
540	же в	4	1
541	же явления	1	1
542	только тогда	3	1
543	первые три	1	1
544	не дает	1	1
545	который по	1	1
546	не составляет	1	1
547	совсем другое	1	1
548	всяком случае	5	1
549	нуждается в	3	1
550	и один	1	1
551	т п	18	1
552	может служить	2	1
553	из одной	1	1
554	не могут	2	1
555	на некоторые	1	1
556	от того	1	1
557	частью из	1	1
558	попытку подойти	1	1
559	влияние на	1	1
560	совершенно ином	1	1
561	к которому	3	1
562	еще и	5	1
563	происходит при	1	1
564	что не	5	1
565	чем свидетельствует	1	1
566	что для	1	1
567	говорит о	1	1
568	связано с	3	1
569	в любой	1	1
570	однако и	1	1
571	жизнь в	1	1
572	долгое время	1	1
573	значения между	1	1
574	пр и	1	1
575	под влиянием	3	1
576	в одно	1	1
577	если не	3	1
578	так называемых	1	1
579	в ленинграде	1	1
580	сюда же	1	1
581	нет он	1	1
582	в иных	2	1
583	в пределах	4	1
584	по своему	1	1
585	в данном	4	1
586	наряду с	1	1
587	в той	5	1
588	и смысла	1	1
589	и белорусским	1	1
590	как средство	1	1
591	где это	1	1
592	и было	2	1
593	лишает их	1	1
594	есть и	1	1
595	как только	1	1
596	композиции и	1	1
597	с особым	1	1
598	что мы	1	1
599	слово для	1	1
600	брать на	1	1
601	но для	1	1
602	кроме того	1	1
603	же значение	1	1
604	это как	1	1
605	рассматривать как	1	1
606	не является	2	1
607	только одна	1	1
608	он видел	1	1
609	случаях когда	2	1
610	всем этим	1	1
611	в двух	1	1
612	до недавнего	1	1
613	это часто	1	1
614	и все	2	1
615	иное чем	1	1
616	или нет	1	1
617	из своего	1	1
618	важное значение	1	1
619	и стало	1	1
620	или вообще	1	1
621	на более	2	1
622	и обычаями	1	1
623	нам не	3	1
624	слово в	1	1
625	это все	1	1
626	между ними	2	1
627	не знает	1	1
628	сказать что	1	1
629	только как	1	1
630	с русской	1	1
631	это на	1	1
632	отношению к	9	1
633	оно не	3	1
634	только о	1	1
635	жизни и	1	1
636	в таком	3	1
637	также не	1	1
638	е когда	2	1
639	они не	3	1
640	как на	3	1
641	точно так	1	1
642	во всяком	5	1
643	все что	1	1
644	в роли	1	1
