N	2gram	Savitsky_E_1	KulturaY
506	последнее время	1	1
507	может дать	1	1
508	никогда не	3	1
509	по природе	1	1
510	сотни и	1	1
511	каждого из	1	1
512	имеется в	1	1
513	по признаку	3	1
514	о котором	1	1
515	означает что	1	1
516	в известной	3	1
517	при том	1	1
518	связанное с	1	1
519	может в	1	1
520	сводится к	1	1
521	тому или	2	1
522	именно потому	2	1
523	это должно	1	1
524	тех кто	1	1
525	с разных	1	1
526	одного из	1	1
527	это потому	1	1
528	и кровь	1	1
529	к намеченной	1	1
530	в сфере	3	1
531	может не	1	1
532	в вопросах	1	1
533	не выходит	1	1
534	затем в	1	1
535	по этому	1	1
536	к нему	2	1
537	ее от	2	1
538	тем как	1	1
539	и всякая	1	1
540	во втором	2	1
541	же приблизительно	1	1
542	вслед за	6	1
543	также в	2	1
544	к определенному	1	1
545	в лучшем	1	1
546	следует прежде	1	1
547	которая как	1	1
548	быть и	1	1
549	но так	1	1
550	но с	2	1
551	же все	1	1
552	времени можно	1	1
553	есть часть	1	1
554	а если	1	1
555	же к	2	1
556	мы видим	2	1
557	речи о	1	1
558	одной из	5	1
559	с ними	1	1
560	этого можно	1	1
561	мы увидим	1	1
562	что даже	1	1
563	в себе	9	1
564	в стороне	3	1
565	которое мы	1	1
566	иной степени	1	1
567	одних и	1	1
568	они могут	1	1
569	самой идее	1	1
570	же при	1	1
571	как оно	2	1
572	который в	1	1
573	от них	3	1
574	не можем	2	1
575	ряде случаев	1	1
576	тех или	1	1
577	в виде	5	1
578	в начале	1	1
579	отличным от	1	1
580	при помощи	2	1
581	с совершенно	1	1
582	ту или	3	1
583	конкретных условий	1	1
584	перевести на	1	1
585	мы знаем	1	1
586	для него	1	1
587	и их	1	1
588	представить себе	1	1
589	очевидно также	1	1
590	и со	3	1
591	в современном	1	1
592	могут к	1	1
593	то время	1	1
594	отношении к	15	1
595	само по	4	1
596	друг от	2	1
597	новый не	1	1
598	со стороны	5	1
599	выходит за	1	1
600	на примере	1	1
601	рассматривать с	1	1
602	по своим	3	1
603	что тот	1	1
604	в каких	1	1
605	только путем	1	1
606	в странах	3	1
607	и прежде	3	1
608	свои особые	1	1
609	и несколько	1	1
610	два условия	1	1
611	следовало бы	2	1
612	что для	1	1
613	обратиться к	1	1
614	каком смысле	1	1
615	противном случае	1	1
616	выше и	1	1
617	тем для	1	1
618	а на	1	1
619	которых мы	1	1
620	более того	1	1
621	зависит от	1	1
622	сдвиг в	1	1
623	совершенно одинаково	1	1
624	процесс перехода	1	1
625	приступить к	1	1
626	если не	1	1
627	пределах данной	1	1
628	культуры не	2	1
629	так называемых	1	1
630	или наоборот	1	1
631	входить в	1	1
632	наше внимание	2	1
633	что во	1	1
634	и потому	5	1
635	имеются в	1	1
636	есть собственно	1	1
637	поскольку они	2	1
638	не сразу	1	1
639	к жизни	1	1
640	области внутренней	1	1
641	наряду с	2	1
642	границ между	1	1
643	лежат в	4	1
644	культуры его	1	1
645	принимая во	1	1
646	в эту	2	1
647	и было	1	1
648	том смысле	1	1
649	ли не	1	1
650	использования тех	1	1
651	дело идет	2	1
652	как россия	1	1
653	совершенно очевидно	2	1
654	и каждая	2	1
655	или меньшее	1	1
656	имеет значение	1	1
657	в смысле	9	1
658	с большой	2	1
659	смысл имеет	1	1
660	и для	3	1
661	случаях когда	2	1
662	лицо и	1	1
663	и от	3	1
664	это можно	1	1
665	культуры он	1	1
666	пришлось бы	1	1
667	значительно более	1	1
668	находим в	1	1
669	себе ничего	1	1
670	же в	2	1
671	и другие	1	1
672	ими на	1	1
673	несмотря на	4	1
674	в свою	3	1
675	между ними	2	1
676	в свой	1	1
677	именно о	1	1
678	сказали бы	1	1
679	этих отношений	1	1
680	положений и	1	1
681	в последнем	1	1
682	как некую	1	1
683	культуры в	4	1
684	находящихся в	1	1
685	или меньшем	1	1
686	на своем	3	1
687	будет тем	1	1
688	утверждать что	2	1
689	при некотором	1	1
690	к числу	1	1
691	заметить что	2	1
692	к этой	1	1
693	и посмотреть	1	1
694	и эта	2	1
695	экономической жизни	4	1
696	о которых	1	1
697	понимать что	1	1
698	и культура	1	1
699	который не	1	1
700	все что	1	1
701	этой точки	5	1
702	смысле что	1	1
