N	2gram	Kanaev_Sov_1	Psycholo
186	же время	1	2
187	которая не	1	2
188	ли это	1	2
189	такие же	2	2
190	ни в	1	2
191	когда мы	3	2
192	отличается от	3	2
193	его с	1	2
194	она не	1	2
195	свою очередь	2	2
196	на другой	1	2
197	так в	1	2
198	роль в	2	2
199	том как	1	2
200	и вообще	1	2
201	в таком	2	2
202	во всяком	2	2
203	этих двух	2	2
204	мы допустить	1	2
205	в его	2	2
206	а потому	1	2
207	и только	1	2
208	у всех	3	2
209	и следовательно	1	2
210	к нему	1	2
211	два основных	1	2
212	образом все	1	2
213	в какой	1	2
214	может оказаться	1	2
215	одни и	1	2
216	и у	1	2
217	мы получим	3	2
218	в одном	3	2
219	вовсе не	1	2
220	но что	1	2
221	к которому	1	2
222	такое же	1	2
223	не было	1	2
224	на которых	1	2
225	там где	1	2
226	вместе с	4	2
227	из которых	2	2
228	мы опять	1	2
229	более и	1	2
230	но это	1	2
231	самое что	1	2
232	для нас	3	2
233	состоит из	3	2
234	на этот	2	2
235	в свое	1	2
236	ли он	1	2
237	и от	1	2
238	все что	1	2
239	как известно	2	1
240	у читателя	1	1
241	для этих	1	1
242	человека и	1	1
243	переносятся на	1	1
244	он может	3	1
245	мере в	1	1
246	тем же	2	1
247	в первом	3	1
248	к другому	1	1
249	по преимуществу	1	1
250	на две	3	1
251	в зависимости	4	1
252	их и	1	1
253	нуждаются в	1	1
254	не важно	1	1
255	и ничего	1	1
256	что уже	1	1
257	совсем иное	1	1
258	что иное	1	1
259	для нашей	1	1
260	построения в	1	1
261	разобраться в	1	1
262	зависимости от	4	1
263	ли оно	2	1
264	отличать от	1	1
265	на другом	2	1
266	он сам	1	1
267	должны искать	1	1
268	они опять	1	1
269	с одной	2	1
270	и т.д	3	1
271	с совершенно	2	1
272	чем же	1	1
273	идет о	1	1
274	независимо от	1	1
275	кроме того	1	1
276	с понятием	1	1
277	следующим образом	3	1
278	уже не	2	1
279	не приходится	1	1
280	в нашем	2	1
281	у каждого	3	1
282	из этих	2	1
283	одном случае	1	1
284	в большинстве	1	1
285	остановиться на	1	1
286	нами в	1	1
287	только один	2	1
288	но ведь	1	1
289	форму которая	1	1
290	вследствие этого	1	1
291	этот процесс	1	1
292	что задача	1	1
293	он должен	2	1
294	и если	1	1
295	нам только	1	1
296	важную роль	1	1
297	именно к	1	1
298	свое время	1	1
299	одному и	1	1
300	в основу	1	1
301	но все	2	1
302	это конечно	1	1
303	совпадают с	1	1
304	не будет	1	1
305	факт что	1	1
306	в совершенно	1	1
307	в другом	1	1
308	его в	1	1
309	те или	1	1
310	образом если	1	1
311	в и	2	1
312	ее таким	1	1
313	только одно	1	1
314	отказавшись от	1	1
315	роли и	1	1
316	он начал	1	1
317	мы имели	1	1
318	которой он	2	1
319	одна и	1	1
320	всегда и	1	1
321	для чего	1	1
322	мы видели	4	1
323	жизни но	1	1
324	чем в	1	1
325	должно быть	1	1
326	элемента в	1	1
327	и тогда	1	1
328	в эту	1	1
329	но если	1	1
330	таким же	1	1
331	наших дней	1	1
332	только ничего	1	1
333	бы к	1	1
334	на такой	1	1
335	что вся	1	1
336	это что	1	1
337	в отличие	2	1
338	должны мы	1	1
339	и значит	1	1
340	от его	1	1
341	является только	1	1
342	только такой	1	1
343	по крайней	1	1
344	на другую	1	1
345	образом из	1	1
346	так называемое	1	1
347	зрения и	1	1
348	как будет	1	1
349	что эта	1	1
350	самого начала	3	1
351	образом вся	1	1
352	на котором	2	1
353	дело в	1	1
354	одна из	3	1
355	без остатка	1	1
356	только не	1	1
357	все свои	1	1
358	на язык	1	1
359	жизни не	1	1
360	очень мало	1	1
361	самому своему	1	1
362	с новой	1	1
363	связи с	1	1
364	ничто не	1	1
365	так называемый	1	1
366	эти три	1	1
367	чем объясняется	1	1
368	в области	3	1
369	с другом	2	1
370	формы или	1	1
371	красивое оперение	1	1
372	этого и	1	1
373	оперение птиц	1	1
374	должен быть	1	1
375	как мы	2	1
376	мы конечно	1	1
377	нет никаких	1	1
378	с самого	3	1
379	приводит к	2	1
380	и может	1	1
381	по аналогии	1	1
382	времени и	2	1
383	виде мы	1	1
384	еще в	1	1
385	и всюду	1	1
386	когда в	1	1
387	совершенно невозможно	1	1
388	как у	1	1
389	мы вправе	1	1
390	иное как	1	1
391	каждый раз	6	1
392	и должно	1	1
393	но мы	3	1
394	что каждый	1	1
395	все его	1	1
396	аналогии с	1	1
397	и во	2	1
398	мы намерены	1	1
399	или иные	1	1
400	свести все	1	1
401	было совершенно	1	1
402	крайней мере	1	1
403	естественных наук	3	1
404	вообще и	1	1
405	которая и	1	1
406	в самый	1	1
407	и другую	1	1
408	этом смысле	1	1
409	на которой	1	1
410	которых она	1	1
411	этого можно	1	1
412	природой и	1	1
413	правда и	1	1
414	со всеми	2	1
415	до наших	1	1
416	волевого акта	1	1
417	конечно не	1	1
418	мы очень	1	1
419	ни одного	1	1
420	вытекает ли	1	1
421	не дает	2	1
422	его и	1	1
423	законам как	1	1
424	который как	2	1
425	ведь это	3	1
426	и та	1	1
427	прежде всего	5	1
428	случае не	1	1
429	ее на	2	1
430	с общим	2	1
431	из двух	3	1
432	верно ли	1	1
433	другую сторону	1	1
434	и эту	1	1
435	именно в	1	1
436	и прежде	1	1
437	один смысл	1	1
438	один и	1	1
439	только к	1	1
440	в некоторых	2	1
441	нужно сказать	1	1
442	имеет только	1	1
443	и составляет	1	1
444	искать в	1	1
445	нам это	1	1
446	на эту	1	1
447	мы разрушаем	1	1
448	всецело и	1	1
449	в связи	1	1
450	они все	1	1
451	с помощью	4	1
452	бы ее	1	1
453	почти совершенно	1	1
454	мы говорим	1	1
455	тот факт	1	1
456	одной стороны	1	1
457	заставляя его	1	1
458	такого рода	2	1
459	познакомиться с	1	1
460	друг с	2	1
461	дело идет	1	1
462	еще раз	1	1
463	этом случае	1	1
464	благодаря этому	1	1
465	и нет	1	1
466	всегда мы	1	1
467	поэтому что	1	1
468	говорить что	1	1
469	указать на	1	1
470	вся остальная	1	1
471	конца к	1	1
472	она может	2	1
473	в область	1	1
474	или в	1	1
475	бы так	1	1
476	в результате	6	1
477	не более	1	1
478	и наконец	5	1
479	что следовательно	1	1
480	ни было	1	1
481	сказать ничего	1	1
482	а о	1	1
483	цель и	1	1
484	между ними	1	1
485	и эта	1	1
486	но часто	1	1
487	не что	1	1
488	это и	1	1
489	же природы	1	1
490	только о	1	1
491	в виде	2	1
492	но еще	1	1
493	помощью которых	2	1
494	к этому	1	1
495	они не	1	1
496	ничего общего	1	1
