N	2gram	Propp_Isto_7	Komedia
393	загробное царство	1	1
394	нельзя было	1	1
395	образом и	1	1
396	отцом и	1	1
397	тем не	4	1
398	доказывает что	5	1
399	дом и	1	1
400	свои руки	1	1
401	здесь достаточно	1	1
402	для нее	2	1
403	вместе со	2	1
404	и одной	1	1
405	с точки	1	1
406	случае в	1	1
407	не раз	1	1
408	важные для	1	1
409	но они	3	1
410	тем самым	1	1
411	что эта	1	1
412	это дает	1	1
413	мы вспоминаем	1	1
414	в основе	2	1
415	родился в	1	1
416	что ей	1	1
417	было у	1	1
418	своей способностью	1	1
419	из их	1	1
420	вытекает из	2	1
421	никогда не	4	1
422	ничего не	5	1
423	в разных	1	1
424	имеем дело	1	1
425	можно усмотреть	1	1
426	представление об	5	1
427	со своим	4	1
428	сводится к	1	1
429	этим же	1	1
430	женщины в	1	1
431	вот в	1	1
432	его дочь	1	1
433	на брак	1	1
434	к себе	3	1
435	такие случаи	2	1
436	отличается от	2	1
437	его с	1	1
438	для его	1	1
439	они и	1	1
440	все еще	1	1
441	за лет	1	1
442	должен быть	1	1
443	для себя	1	1
444	лет с	1	1
445	приходит к	3	1
446	на основе	1	1
447	мысль о	1	1
448	некоторых деталей	1	1
449	обращаясь к	1	1
450	если они	1	1
451	чтобы дать	1	1
452	здесь нет	3	1
453	мог бы	1	1
454	которые он	1	1
455	видно еще	1	1
456	о связи	1	1
457	девять раз	1	1
458	случаев и	1	1
459	его дочерью	2	1
460	с ним	5	1
461	означает что	1	1
462	на море	1	1
463	можно найти	2	1
464	а также	1	1
465	тому и	1	1
466	такого толкования	1	1
467	пришли к	3	1
468	и та	1	1
469	второй половине	1	1
470	но мы	1	1
471	никак не	1	1
472	водой и	1	1
473	человек мог	1	1
474	как ее	1	1
475	в условных	1	1
476	понимаем теперь	1	1
477	имеет значения	1	1
478	все его	2	1
479	что надо	1	1
480	там же	2	1
481	от них	1	1
482	ей удается	1	1
483	во всей	1	1
484	случай не	1	1
485	что же	1	1
486	с матерью	1	1
487	если это	2	1
488	в литературе	2	1
489	имеется в	2	1
490	как например	1	1
491	землю и	1	1
492	всякого рода	1	1
493	мы видим	10	1
494	еще тем	1	1
495	и весьма	1	1
496	очень много	2	1
497	то он	1	1
498	дочь и	5	1
499	приходит в	1	1
500	одежды и	1	1
501	по этому	2	1
502	место из	1	1
503	конечно не	2	1
504	в большинстве	1	1
505	только на	2	1
506	и они	1	1
507	то и	4	1
508	больше не	1	1
509	из причин	1	1
510	или через	1	1
511	не все	3	1
512	в сознании	1	1
513	бросил ее	2	1
514	этому вопросу	1	1
515	большинстве случаев	1	1
516	друга у	1	1
517	он имеет	1	1
518	соединяется с	1	1
519	не так	2	1
520	земли и	1	1
521	не находит	2	1
522	скрыть от	1	1
523	среди которых	1	1
524	не о	1	1
525	на четыре	1	1
526	как его	1	1
527	дочь за	3	1
528	к той	1	1
529	ее на	4	1
530	он почти	1	1
531	о которых	1	1
532	к самому	1	1
533	из двух	1	1
534	и даже	3	1
535	и из	1	1
536	на ее	1	1
537	на дочери	3	1
538	не один	1	1
539	дому тот	1	1
540	за водой	1	1
541	а с	1	1
542	имело место	1	1
543	на которые	1	1
544	по всей	1	1
545	сведения о	1	1
546	что не	2	1
547	просит у	1	1
548	говорит о	2	1
549	как можно	1	1
550	такую же	1	1
551	им от	1	1
552	в любой	1	1
553	этого не	2	1
554	и самый	1	1
555	выше и	2	1
556	а не	8	1
557	другой стороны	8	1
558	из героев	1	1
559	своих возлюбленных	2	1
560	царей в	1	1
561	сослаться на	1	1
562	там где	5	1
563	одна и	1	1
564	становится ясным	2	1
565	другой персонаж	1	1
566	его отец	2	1
567	связь с	2	1
568	из трех	1	1
569	или по	1	1
570	в отражении	1	1
571	власть над	2	1
572	к своему	1	1
573	предположить что	3	1
574	он говорит	2	1
575	что весь	1	1
576	не видят	2	1
577	и там	2	1
578	именно в	1	1
579	образом на	1	1
580	по существу	4	1
581	в состоянии	4	1
582	в современной	1	1
583	историческая действительность	1	1
584	показывают что	6	1
585	а то	1	1
586	за ним	1	1
587	о мире	1	1
588	в достаточной	1	1
589	вышла за	1	1
590	случаях когда	4	1
591	ли в	1	1
592	к будущему	1	1
593	это как	2	1
594	когда он	3	1
595	не с	1	1
596	ее и	1	1
597	тем более	2	1
598	и как	1	1
599	том чтобы	3	1
600	силы в	1	1
601	утверждал что	1	1
602	все более	1	1
603	нам не	1	1
604	героя и	5	1
605	не знает	1	1
606	сказать что	2	1
607	только как	1	1
608	где как	1	1
609	всех других	2	1
610	т е	16	1
611	точно так	2	1
612	и эта	2	1
613	думать что	2	1
614	в северной	1	1
615	так же	6	1
616	как на	1	1
617	все что	1	1
