N	2gram	Propp_Isto_3	Psycholo
272	что этот	1	2
273	в согласии	1	2
274	человеческого тела	1	2
275	именно на	1	2
276	зверей в	1	2
277	два момента	1	2
278	эта форма	1	2
279	они в	2	2
280	в самых	2	2
281	для нее	2	2
282	свою очередь	1	2
283	и от	3	2
284	который уже	1	2
285	к своему	1	2
286	ни в	2	2
287	превращение в	2	2
288	как только	2	2
289	прямо говорит	1	2
290	считает что	1	2
291	заметить что	1	2
292	могло бы	1	2
293	это происходит	1	2
294	в них	6	2
295	частный случай	2	2
296	другой стороны	7	2
297	убедиться что	1	2
298	не существует	1	2
299	на которых	1	2
300	в его	3	2
301	к ним	1	2
302	тем и	1	2
303	к которой	1	2
304	это можно	1	2
305	в одном	2	2
306	она не	4	2
307	почему именно	1	2
308	надо сказать	1	2
309	из всех	1	2
310	роль в	2	2
311	чем здесь	1	2
312	их в	3	2
313	из того	2	2
314	на самый	1	2
315	так в	6	2
316	к нему	5	2
317	и говорит	9	2
318	также и	1	2
319	на другой	2	2
320	подобно тому	1	2
321	здесь дело	2	2
322	не вполне	6	2
323	на этот	1	2
324	и эти	3	2
325	была бы	1	2
326	и у	3	2
327	которая не	1	2
328	имеет своей	2	2
329	произошло бы	1	2
330	а я	2	2
331	должен был	3	2
332	выходит из	1	2
333	всяком случае	2	2
334	имеем в	4	2
335	себе и	2	2
336	отношение к	4	2
337	в других	4	2
338	на одну	2	2
339	и тот	1	2
340	и наоборот	1	2
341	все что	3	2
342	мы будем	1	2
343	но это	3	2
344	это делается	2	2
345	что каждый	1	1
346	только наиболее	1	1
347	и затем	1	1
348	этом нет	1	1
349	не могла	2	1
350	на более	1	1
351	если кто	1	1
352	в известных	1	1
353	исходя из	1	1
354	известных случаях	1	1
355	и другим	1	1
356	везде и	1	1
357	одним из	4	1
358	можно установить	5	1
359	его на	2	1
360	в другом	2	1
361	в связи	3	1
362	случаев в	1	1
363	его внешних	1	1
364	а когда	1	1
365	вопрос почему	1	1
366	ясно и	1	1
367	ее от	1	1
368	мы и	1	1
369	нам и	1	1
370	можно сказать	2	1
371	все так	1	1
372	стоит на	3	1
373	власть над	4	1
374	искать в	1	1
375	и там	4	1
376	или в	11	1
377	бы это	1	1
378	в плане	1	1
379	одна из	2	1
380	в разных	1	1
381	было у	1	1
382	прежде всего	3	1
383	предположить что	7	1
384	не будет	1	1
385	случае не	1	1
386	ее на	1	1
387	иногда даже	1	1
388	иногда и	1	1
389	вызывает только	1	1
390	и новые	2	1
391	что как	1	1
392	что вся	1	1
393	она живет	1	1
394	в область	1	1
395	некоторые группы	1	1
396	есть непременная	1	1
397	его собственной	1	1
398	связи с	6	1
399	обращается к	1	1
400	только одно	1	1
401	а то	2	1
402	она может	1	1
403	что ты	4	1
404	он по	2	1
405	в несколько	1	1
406	сюда же	2	1
407	в виде	2	1
408	нет никаких	2	1
409	сам не	1	1
410	бог даст	1	1
411	и разнообразны	1	1
412	то обстоятельство	1	1
413	и цель	1	1
414	к родителям	1	1
415	ту роль	1	1
416	в большинстве	1	1
417	стоит в	2	1
418	ней и	1	1
419	независимо от	2	1
420	его и	4	1
421	иное как	3	1
422	в тех	2	1
423	жить и	1	1
424	как труп	1	1
425	и другие	4	1
426	имеет свою	3	1
427	тогда в	1	1
428	от него	2	1
429	друг с	1	1
430	говорит не	1	1
431	только то	1	1
432	не дает	2	1
433	все особенности	1	1
434	почему в	3	1
435	этих случаев	1	1
436	в другой	4	1
437	от друга	1	1
438	свете этих	2	1
439	тот и	1	1
440	которой он	1	1
441	жизнь в	1	1
442	и было	2	1
443	если он	2	1
444	не очень	1	1
445	тем как	1	1
446	ярче всего	1	1
447	не знать	1	1
448	со стороны	3	1
449	его в	3	1
450	его к	1	1
451	в эту	1	1
452	он сам	1	1
453	они думают	1	1
454	но все	2	1
455	чем же	1	1
456	и была	1	1
457	странным образом	2	1
458	ничем не	1	1
459	что ее	1	1
460	лесу у	1	1
461	не хочет	1	1
462	и кто	1	1
463	всего что	1	1
464	смотреть только	1	1
465	почти всегда	1	1
466	отмечает что	1	1
467	в себя	1	1
468	с другом	1	1
469	к новому	1	1
470	по этому	1	1
471	он относится	1	1
472	форма как	1	1
473	это одно	1	1
474	тогда она	1	1
475	и очень	1	1
476	целью исследовать	1	1
477	важный для	1	1
478	должны были	3	1
479	бессилие и	1	1
480	но если	1	1
481	но часто	1	1
482	другую сторону	1	1
483	которым пользуется	1	1
484	на место	1	1
485	именно с	1	1
486	где они	2	1
487	к ней	4	1
488	не узнает	1	1
489	было написано	1	1
490	более чем	1	1
491	не с	2	1
492	по той	2	1
493	то где	1	1
494	что иное	3	1
495	с изучением	2	1
496	хотелось бы	2	1
497	этом случае	5	1
498	носит характер	1	1
499	и уже	2	1
500	друг от	1	1
501	тогда мы	1	1
502	и прежде	1	1
503	они еще	1	1
504	может ничего	1	1
505	только предположить	1	1
506	что им	2	1
507	в некоторых	5	1
508	а как	1	1
509	они не	4	1
510	следующим образом	3	1
511	случай не	2	1
512	на которой	1	1
513	с нами	1	1
514	исследования в	1	1
515	они и	3	1
516	же можно	2	1
517	говорят о	1	1
518	и всякого	1	1
519	можем предположить	4	1
520	как мы	8	1
521	думают что	1	1
522	имеем дело	1	1
523	из этих	3	1
524	же случай	2	1
525	достаточно указать	1	1
526	человека и	1	1
527	общего с	1	1
528	как если	1	1
529	которые он	1	1
530	возможно что	6	1
531	своей целью	1	1
532	есть один	1	1
533	что было	2	1
534	мы видели	13	1
535	происходило в	1	1
536	умирает и	1	1
537	только с	1	1
538	из способов	1	1
539	в нее	2	1
540	тогда я	1	1
541	однако что	3	1
542	именно так	2	1
543	в силу	2	1
544	остановиться на	1	1
545	и заставляет	1	1
546	и другими	1	1
547	и о	2	1
548	восходит к	1	1
549	чтобы дать	1	1
550	выводов для	1	1
551	еще яснее	1	1
552	связано с	4	1
553	мы увидим	3	1
554	во все	2	1
555	к сожалению	1	1
556	тому же	2	1
557	это и	1	1
558	они стали	1	1
559	он и	3	1
560	по тому	1	1
561	спрашивает как	1	1
562	свет на	1	1
563	представления о	2	1
564	это даже	1	1
565	том смысле	1	1
566	под влиянием	1	1
567	не один	1	1
568	а она	2	1
569	в и	1	1
570	где не	1	1
571	уже один	1	1
572	которых она	1	1
573	их и	3	1
574	к более	2	1
575	когда волосы	1	1
576	имеют ничего	1	1
577	и за	1	1
578	уже не	7	1
579	он играл	1	1
580	кто из	1	1
581	этот случай	8	1
582	на ту	1	1
583	чем состоит	1	1
584	лежит в	1	1
585	в русских	3	1
586	с ними	3	1
587	если я	3	1
588	чтобы вернуть	1	1
589	очень мало	1	1
590	даже не	2	1
591	только не	2	1
592	одной стороны	2	1
593	и она	3	1
594	здесь на	2	1
595	могут образоваться	1	1
596	материал как	1	1
597	речи и	1	1
598	в котором	2	1
599	особенность его	1	1
600	о них	1	1
601	этого слова	1	1
602	женщин с	1	1
603	он оказался	1	1
604	мяса и	1	1
605	нашли в	1	1
606	и вне	1	1
607	и та	1	1
608	это однако	1	1
609	в соответствии	1	1
610	в одну	1	1
611	с одной	2	1
612	вообще не	1	1
613	он к	3	1
614	на эту	1	1
615	сон и	1	1
616	эти два	3	1
617	только к	1	1
618	уже это	1	1
619	не что	3	1
620	установить нельзя	1	1
621	и оживление	1	1
622	живет в	5	1
623	из малого	2	1
624	кроме того	1	1
625	себя и	1	1
626	ты на	2	1
627	с собой	2	1
628	это сделано	1	1
629	на нем	1	1
630	из своего	1	1
631	что за	1	1
632	если это	3	1
633	и дает	1	1
634	не просто	1	1
635	силу того	1	1
636	можно предположить	1	1
637	в качестве	2	1
638	ничего общего	1	1
639	с отцом	1	1
640	как у	1	1
641	не узнают	3	1
642	к нашей	2	1
643	же не	2	1
644	у нее	2	1
645	нет ничего	2	1
646	встречается в	2	1
647	новых и	1	1
648	а те	1	1
649	это невозможно	1	1
650	основываясь на	1	1
651	ничего удивительного	1	1
652	люди не	1	1
653	имеем здесь	1	1
654	из-за кустов	1	1
655	указать на	2	1
656	однако мы	1	1
657	составляет почти	1	1
658	самого начала	1	1
659	героев и	1	1
660	для чего	1	1
661	если его	1	1
662	со всеми	1	1
663	с самого	1	1
664	за ним	3	1
665	он так	1	1
666	могло быть	3	1
667	связи в	3	1
668	этот процесс	1	1
669	которую в	2	1
670	его не	3	1
671	в таких	1	1
672	о его	1	1
673	он на	2	1
674	чем в	1	1
675	не следует	1	1
676	из условий	1	1
677	героя с	2	1
678	является в	1	1
679	если вы	1	1
680	это сходство	1	1
681	они имеют	1	1
682	связь и	2	1
683	к этому	7	1
684	и должно	1	1
685	подходит к	1	1
686	во-первых в	1	1
687	совершенно различных	1	1
688	с другим	1	1
689	что бы	1	1
690	всем его	1	1
691	смысле и	1	1
692	другой пример	1	1
693	обстоятельство что	1	1
694	которой можно	1	1
695	конечно не	1	1
696	так например	1	1
697	на нее	3	1
698	уже и	1	1
699	часто в	1	1
700	этого можно	1	1
701	означает что	1	1
702	он попал	1	1
703	и приходит	1	1
704	не то	1	1
705	тем чтобы	1	1
706	огромное большинство	1	1
707	герой в	2	1
708	эти вопросы	1	1
709	и вновь	2	1
710	но еще	1	1
711	него как	1	1
712	каким способом	1	1
713	что мы	1	1
714	и эта	1	1
715	самых казалось	1	1
716	тех пор	1	1
717	ко всей	1	1
718	таинственная связь	1	1
719	это конечно	1	1
720	и остается	1	1
721	однако в	1	1
722	принадлежит к	1	1
723	эти формы	1	1
724	таком случае	1	1
725	является и	1	1
726	усмотреть в	1	1
727	только частный	1	1
728	не есть	1	1
729	чтобы убедиться	1	1
730	в русской	3	1
731	видел в	1	1
732	надо искать	1	1
733	отношений в	1	1
