N	2gram	Bakhtin_sl_1	Analitik
144	в гробовщике	1	2
145	отличие от	1	2
146	как к	2	2
147	и той	2	2
148	могли бы	1	2
149	но в	8	2
150	бы и	3	2
151	все эти	9	2
152	в себе	3	2
153	не могла	2	2
154	так сказать	5	2
155	на его	8	2
156	что она	1	2
157	в нем	30	2
158	в лирике	1	2
159	не как	4	2
160	свое время	1	2
161	одной и	1	2
162	и по	2	2
163	значительной степени	1	2
164	могла бы	1	2
165	входит в	4	2
166	это не	6	2
167	в жизни	1	2
168	в них	6	2
169	о которых	1	2
170	автору и	1	2
171	несмотря на	1	2
172	высказывания как	1	2
173	с точки	8	2
174	в отличие	1	2
175	от его	3	2
176	тем не	1	2
177	даже в	2	2
178	дело в	1	2
179	одна из	2	2
180	которого он	1	2
181	по своей	1	2
182	сводится к	1	2
183	могут быть	19	2
184	его за	1	2
185	подход к	1	2
186	в себя	1	2
187	те же	2	2
188	не с	2	2
189	в новом	1	2
190	произведения как	3	2
191	и здесь	3	2
192	в значительной	1	2
193	в форме	1	2
194	один из	4	2
195	но с	1	2
196	вступить в	1	2
197	только в	6	2
198	то в	2	2
199	и ее	3	2
200	с одной	4	2
201	все они	7	2
202	в большинстве	10	2
203	а напротив	1	2
204	всяком случае	5	2
205	нуждается в	1	2
206	его внешней	1	2
207	произведения и	2	2
208	одной стороны	4	2
209	который не	1	2
210	этом как	1	2
211	всякое высказывание	1	2
212	и прежде	1	2
213	в романе	21	2
214	целого как	1	2
215	на эту	1	2
216	там где	4	2
217	что мы	1	2
218	связь с	2	2
219	не может	14	2
220	о себе	1	2
221	вместе с	1	2
222	и потому	4	2
223	по своему	2	2
224	в той	10	2
225	да и	1	2
226	этого слова	1	2
227	в контексте	2	2
228	на пути	1	2
229	и для	4	2
230	и следует	3	2
231	и от	4	2
232	хотя и	2	2
233	и все	4	2
234	из существеннейших	3	2
235	же в	1	2
236	личности и	1	2
237	не предполагает	2	2
238	о своем	1	2
239	сказать что	2	2
240	совершенно не	2	2
241	себе самому	1	2
242	в свое	3	2
243	а также	2	2
244	во всяком	7	2
245	а между	2	1
246	как известно	1	1
247	своего и	2	1
248	и фактически	1	1
249	связана с	2	1
250	которого в	1	1
251	две реплики	1	1
252	на самом	2	1
253	в чужой	1	1
254	и есть	1	1
255	из самых	1	1
256	к другому	1	1
257	замысла говорящего	1	1
258	и до	1	1
259	роль этих	1	1
260	из его	1	1
261	не имеют	1	1
262	с таким	1	1
263	в зависимости	3	1
264	не дано	1	1
265	мы уже	2	1
266	и сюжеты	1	1
267	при анализе	1	1
268	что между	1	1
269	единство и	3	1
270	высказывания в	1	1
271	слово о	1	1
272	и глубоких	1	1
273	ибо этот	1	1
274	бы ни	3	1
275	мы и	2	1
276	жанров в	1	1
277	зависимости от	3	1
278	предстает как	1	1
279	в таком	1	1
280	он был	1	1
281	между собой	2	1
282	на их	1	1
283	время в	1	1
284	взаимодействии с	3	1
285	там и	1	1
286	впрочем именно	1	1
287	непосредственно после	1	1
288	не требует	3	1
289	учета слушателя	1	1
290	не все	1	1
291	есть до	1	1
292	отношение к	7	1
293	произведение не	1	1
294	и место	1	1
295	за пределы	4	1
296	контексте целого	1	1
297	один и	1	1
298	вне пределов	1	1
299	диалога и	1	1
300	в истории	3	1
301	соответствующего жанра	1	1
302	одном из	1	1
303	из уст	1	1
304	это игра	1	1
305	первых двух	1	1
306	произведения так	2	1
307	один ряд	1	1
308	мир и	1	1
309	и свою	1	1
310	от этого	2	1
311	сливается с	2	1
312	та же	1	1
313	и у	2	1
314	отношения с	1	1
315	момент его	3	1
316	так или	1	1
317	без учета	1	1
318	бы не	1	1
319	в известном	2	1
320	в литературный	1	1
321	и тот	1	1
322	на смену	1	1
323	на то	1	1
324	вследствие этого	1	1
325	как единого	1	1
326	время и	2	1
327	и частично	1	1
328	к миру	1	1
329	отказа от	1	1
330	они в	2	1
331	чем у	1	1
332	поэтому оно	1	1
333	какой бы	1	1
334	или вовсе	2	1
335	всех своих	2	1
336	его можно	1	1
337	дистанции между	4	1
338	в нее	1	1
339	ни был	1	1
340	от других	2	1
341	человека в	1	1
342	совпадают с	1	1
343	а затем	1	1
344	и может	3	1
345	в другом	2	1
346	связанных с	4	1
347	бы быть	1	1
348	высказывания и	2	1
349	слов о	2	1
350	значимости в	1	1
351	большинстве случаев	6	1
352	это было	1	1
353	заключается в	1	1
354	не умеет	1	1
355	с другими	5	1
356	и иных	2	1
357	есть и	1	1
358	чаще всего	1	1
359	только одно	1	1
360	рядом с	4	1
361	как целого	1	1
362	должно быть	2	1
363	прозе в	1	1
364	в один	1	1
365	всех этих	4	1
366	или к	3	1
367	и становится	1	1
368	в эту	2	1
369	этом случае	2	1
370	от своего	1	1
371	в своей	7	1
372	таким же	1	1
373	как все	1	1
374	к истории	1	1
375	социальных диалектов	3	1
376	место в	1	1
377	однако этот	2	1
378	героев наконец	1	1
379	оно живет	1	1
380	вот основные	1	1
381	пор совершенно	1	1
382	для данного	1	1
383	каждое из	1	1
384	в диалоге	1	1
385	войти в	2	1
386	произведения в	1	1
387	относительно самостоятельных	2	1
388	на всю	3	1
389	в устах	1	1
390	для этого	1	1
391	ни были	3	1
392	или иного	2	1
393	же мы	1	1
394	то с	1	1
395	и стихи	1	1
396	автора и	4	1
397	с ним	7	1
398	два полюса	1	1
399	с теми	1	1
400	на себе	1	1
401	в основе	5	1
402	к изучению	1	1
403	у него	3	1
404	мнения о	1	1
405	бы мы	1	1
406	того чтобы	1	1
407	не могло	3	1
408	каждый из	1	1
409	новеллы однако	1	1
410	слова как	6	1
411	с одним	1	1
412	общему мнению	2	1
413	а лишь	1	1
414	потому что	2	1
415	голоса в	2	1
416	со своим	5	1
417	связи с	2	1
418	не столь	1	1
419	языков в	7	1
420	за ними	1	1
421	эстетический объект	1	1
422	остаются вне	1	1
423	в стиле	1	1
424	у нас	2	1
425	тем это	1	1
426	очень часто	1	1
427	не могут	3	1
428	с полной	1	1
429	что уже	1	1
430	и своя	1	1
431	как мы	8	1
432	всех сторон	1	1
433	и о	2	1
434	этого целого	1	1
435	сторону и	1	1
436	формы и	3	1
437	для всего	1	1
438	романе в	3	1
439	нет никакой	1	1
440	культуры и	1	1
441	степени и	1	1
442	сознания с	1	1
443	с языком	2	1
444	рассказчика не	1	1
445	так слово	1	1
446	здесь как	1	1
447	особенно в	1	1
448	произведения не	2	1
449	иногда в	2	1
450	в чужом	1	1
451	является в	1	1
452	они как	2	1
453	жанра в	4	1
454	если бы	1	1
455	мы читаем	1	1
456	к языку	3	1
457	образом в	3	1
458	именно потому	1	1
459	тяготеющие к	1	1
460	в самой	1	1
461	одного из	2	1
462	свое произведение	2	1
463	все его	4	1
464	в новелле	1	1
465	романа а	1	1
466	в единую	1	1
467	роман и	5	1
468	того или	2	1
469	жизни но	2	1
470	от них	1	1
471	речевого целого	1	1
472	авторскую интенцию	1	1
473	а потому	1	1
474	или напротив	2	1
475	и только	1	1
476	на всех	1	1
477	тем более	1	1
478	слова по	2	1
479	может иметь	1	1
480	на почве	4	1
481	того что	3	1
482	за этой	1	1
483	авторской интенции	1	1
484	и одновременно	2	1
485	тот же	1	1
486	письменного и	1	1
487	одной из	3	1
488	с ними	3	1
489	и роман	2	1
490	в стороне	1	1
491	и так	1	1
492	они могут	7	1
493	того который	1	1
494	литературе и	1	1
495	между отдельными	1	1
496	так что	2	1
497	сколько в	1	1
498	изображающее слово	1	1
499	есть в	1	1
500	слова не	1	1
501	смерть и	1	1
502	или даже	2	1
503	должны иметь	1	1
504	его и	3	1
505	у сентименталистов	1	1
506	момент своего	1	1
507	ибо он	2	1
508	характерно что	2	1
509	и их	1	1
510	и жанровые	1	1
511	слова в	8	1
512	вовсе не	7	1
513	с этими	2	1
514	к ним	1	1
515	случае не	1	1
516	автор и	2	1
517	сплетены в	1	1
518	то у	1	1
519	в широком	2	1
520	двуголосое слово	3	1
521	к той	1	1
522	автора как	1	1
523	для того	2	1
524	между которыми	1	1
525	действительного автора	1	1
526	до сих	2	1
527	как у	1	1
528	или иначе	1	1
529	перестают быть	1	1
530	и вступает	1	1
531	эти две	1	1
532	к имени	1	1
533	чем он	2	1
534	наконец в	2	1
535	а с	2	1
536	и др	14	1
537	себя и	1	1
538	романа которые	1	1
539	работы по	1	1
540	героев и	1	1
541	только по	1	1
542	он только	1	1
543	на этот	1	1
544	не знает	1	1
545	и литературного	1	1
546	всех направлениях	1	1
547	наивной и	1	1
548	с помощью	1	1
549	входить в	1	1
550	на фоне	7	1
551	до этого	1	1
552	этого момента	1	1
553	и мир	5	1
554	интенций в	1	1
555	в течение	1	1
556	в литературе	1	1
557	это его	1	1
558	хотя он	1	1
559	был в	1	1
560	обнаружить в	1	1
561	пределах одной	2	1
562	от жанра	2	1
563	в иные	3	1
564	с этой	3	1
565	и формы	4	1
566	столько в	1	1
567	в эстетический	1	1
568	затем и	1	1
569	известном смысле	2	1
570	сих пор	2	1
571	но это	1	1
572	между прочим	1	1
573	цветов и	1	1
574	и позволяет	1	1
575	всего они	1	1
576	живет и	1	1
577	сколько бы	1	1
578	как рассказчик	1	1
579	как на	1	1
580	и сентиментальной	1	1
581	со всех	1	1
582	в отдельных	1	1
583	это художественно	1	1
584	от него	1	1
585	на границах	1	1
586	бы в	1	1
587	правда не	2	1
588	хотя бы	3	1
589	места в	1	1
590	но если	1	1
591	между ними	2	1
592	только как	1	1
593	от всех	1	1
594	автора в	2	1
595	первом случае	2	1
596	оно не	6	1
597	из этого	3	1
598	занимает в	1	1
599	жизнь в	2	1
600	жизни и	1	1
601	и другие	1	1
602	автора при	1	1
603	иные моменты	4	1
604	по причине	1	1
605	все что	1	1
606	и риторического	1	1
607	они не	1	1
