N	2gram	Vygotskiy__3	VelikijI
175	могли бы	11	1
176	идет по	1	1
177	своей сущности	1	1
178	мы видим	3	1
179	истинные слова	1	1
180	с ними	3	1
181	мы увидим	4	1
182	и хотя	1	1
183	в самом	3	1
184	в которой	1	1
185	что это	5	1
186	в целом	13	1
187	их не	1	1
188	в этой	5	1
189	в известном	4	1
190	это тот	2	1
191	им в	3	1
192	уже в	7	1
193	в которую	1	1
194	то и	4	1
195	в виде	3	1
196	по законам	1	1
197	слова не	2	1
198	каким образом	1	1
199	или даже	1	1
200	о которой	1	1
201	к человеческой	1	1
202	чем у	1	1
203	и навсегда	1	1
204	вовсе не	1	1
205	не для	1	1
206	отношение к	1	1
207	но что	1	1
208	у него	1	1
209	не случайно	1	1
210	и по	5	1
211	на этом	3	1
212	конечная цель	1	1
213	переход к	1	1
214	он так	1	1
215	и вместе	2	1
216	бы это	1	1
217	для того	7	1
218	то ни	1	1
219	в состоянии	1	1
220	по мотивам	1	1
221	конечно в	2	1
222	и с	1	1
223	и менее	1	1
224	с другой	6	1
225	есть не	1	1
226	с признанием	1	1
227	лишь на	2	1
228	и тем	1	1
229	говорит о	1	1
230	и своего	1	1
231	может ли	2	1
232	мы скажем	1	1
233	на которых	2	1
234	ничем не	1	1
235	основной вопрос	1	1
236	у человека	2	1
237	с которым	1	1
238	слова для	1	1
239	их на	1	1
240	покоятся на	1	1
241	него в	1	1
242	действии и	1	1
243	таким же	2	1
244	вместе с	14	1
245	так же	17	1
246	ко всем	1	1
247	как это	7	1
248	человека к	1	1
249	что всякий	1	1
250	мы в	2	1
251	у нас	1	1
252	в которых	3	1
253	связанность и	1	1
254	сравнению с	3	1
255	с такой	1	1
256	ведет к	1	1
257	по иным	1	1
258	в одном	2	1
259	в мир	1	1
260	в тот	1	1
261	это значит	4	1
262	который он	1	1
263	к высшему	2	1
264	этого слова	4	1
265	с этой	3	1
266	и очень	1	1
267	раз и	1	1
268	на пути	2	1
269	в атмосфере	1	1
270	можно ли	2	1
271	и другое	5	1
272	на котором	2	1
273	и остается	1	1
274	не по	1	1
275	указать на	1	1
276	образом по	3	1
277	и от	2	1
278	первые слова	1	1
279	нельзя не	1	1
280	задача которая	1	1
281	это как	1	1
282	того как	3	1
283	жизни не	1	1
284	лишь как	1	1
285	может быть	13	1
286	она с	1	1
287	вообще в	1	1
288	как она	3	1
289	конце концов	1	1
290	будем говорить	1	1
291	во всем	3	1
292	вот что	1	1
293	на него	1	1
294	к жизни	2	1
295	уже и	1	1
296	человеческого общества	1	1
297	к ее	1	1
298	связь с	3	1
299	освобождается от	1	1
300	другой стороны	3	1
301	но все	2	1
302	есть и	2	1
303	к этому	3	1
304	в окончательном	1	1
305	взятого в	1	1
306	в своих	2	1
307	образ в	1	1
308	в процессе	27	1
309	и эта	2	1
310	им и	1	1
311	в роли	2	1
