N	2gram	Tiupa_Lite_2	Istorich
144	и конечно	1	2
145	что это	1	2
146	в этой	3	2
147	то и	3	2
148	и до	2	2
149	но он	1	2
150	и те	1	2
151	враг и	2	2
152	он не	5	2
153	с этой	2	2
154	можно было	1	2
155	человека в	4	2
156	его не	1	2
157	было бы	2	2
158	вовсе не	2	2
159	и некоторые	1	2
160	земли и	1	2
161	своего рода	13	2
162	силу и	1	2
163	однако в	6	2
164	что этот	1	2
165	даже в	4	2
166	тем самым	3	2
167	можно указать	1	2
168	живой плотью	1	2
169	которых он	1	2
170	не имеет	1	2
171	одна из	5	2
172	не могло	1	2
173	не вполне	2	2
174	в форму	1	2
175	ее на	1	2
176	об одном	1	2
177	к тому	1	2
178	в свое	2	2
179	здесь не	1	2
180	некоторые другие	1	2
181	только то	1	2
182	и сам	2	2
183	ничего не	3	2
184	сводится к	1	2
185	но мы	1	2
186	не поддается	1	2
187	после того	1	2
188	можно сказать	1	2
189	как у	1	2
190	все время	1	2
191	того что	5	2
192	не так	2	2
193	пока не	1	2
194	мы находим	1	2
195	она имеет	1	2
196	никого не	1	2
197	и свои	1	2
198	а с	1	2
199	и др	3	2
200	что не	2	2
201	а не	20	2
202	он становится	1	2
203	он и	2	2
204	него в	1	2
205	так же	1	2
206	что же	1	2
207	отношению к	3	2
208	стороны и	1	2
209	на челе	1	2
210	что мы	1	2
211	под названием	2	2
212	мира и	1	2
213	обращается к	3	2
214	для нас	2	2
215	в этих	1	2
216	в последнем	1	2
217	героя в	2	2
218	жизни и	4	2
219	даже когда	1	2
220	также не	1	2
221	с новыми	1	1
222	речь идет	3	1
223	соответствии с	2	1
224	отношения к	1	1
225	одним из	3	1
226	потом и	1	1
227	в движение	1	1
228	с кем	1	1
229	нас на	1	1
230	смерть в	1	1
231	есть не	1	1
232	и орел	1	1
233	на первом	2	1
234	так я	1	1
235	именно к	1	1
236	он как	1	1
237	в дальний	1	1
238	но то	1	1
239	частный случай	1	1
240	пребывания в	1	1
241	когда речь	1	1
242	беседует с	1	1
243	тем она	1	1
244	за это	1	1
245	во всех	3	1
246	как правило	3	1
247	не все	1	1
248	отличие от	1	1
249	не просто	1	1
250	которые не	1	1
251	в истории	2	1
252	по местам	2	1
253	идет о	3	1
254	более чем	1	1
255	и нет	2	1
256	как нам	1	1
257	однако не	1	1
258	и где	1	1
259	в полном	1	1
260	которое и	1	1
261	полном соответствии	1	1
262	как уже	2	1
263	и к	2	1
264	он на	2	1
265	этой цели	1	1
266	с душой	1	1
267	в этот	1	1
268	ни один	1	1
269	в целом	2	1
270	когда ты	1	1
271	на юг	1	1
272	в случае	1	1
273	одно и	2	1
274	во-вторых они	1	1
275	тем не	2	1
276	ее и	1	1
277	никак не	1	1
278	и сказал	1	1
279	свое время	2	1
280	подобно тому	2	1
281	что ни	1	1
282	на этом	2	1
283	а затем	2	1
284	в мире	9	1
285	что никакого	1	1
286	то есть	5	1
287	с неба	1	1
288	в огонь	1	1
289	не служит	1	1
290	в жизни	2	1
291	по существу	3	1
292	роль что	1	1
293	люди не	1	1
294	он же	1	1
295	она и	1	1
296	мы с	3	1
297	мотива с	1	1
298	одно из	2	1
299	точки зрения	4	1
300	от своего	1	1
301	над рекой	1	1
302	смерть как	1	1
303	где мы	1	1
304	не столько	3	1
305	на свою	3	1
306	оказывается что	1	1
307	не от	1	1
308	что я	2	1
309	от его	1	1
310	обращение к	1	1
311	как от	1	1
312	дорога в	2	1
313	того кто	1	1
314	вся земля	1	1
315	и вся	1	1
316	ранних форм	1	1
317	что есть	1	1
318	в тело	1	1
319	на три	1	1
320	не менее	6	1
321	в основе	2	1
322	не случайно	4	1
323	на того	1	1
324	того чтобы	1	1
325	казалось бы	1	1
326	а во	1	1
327	и убитый	1	1
328	пути и	1	1
329	по своей	1	1
330	такая же	1	1
331	со своим	1	1
332	но даже	1	1
333	что на	1	1
334	над ним	2	1
335	в области	4	1
336	перед ним	2	1
337	боится и	1	1
338	человека с	1	1
339	места для	1	1
340	не могут	1	1
341	сравнении с	2	1
342	сравнительно с	1	1
343	приобщения к	1	1
344	числе и	1	1
345	быть наиболее	1	1
346	в наши	1	1
347	много голов	1	1
348	все еще	2	1
349	время он	1	1
350	с образом	2	1
351	пошел и	1	1
352	вот и	1	1
353	столько о	1	1
354	и о	1	1
355	тому что	1	1
356	с ее	2	1
357	на нем	1	1
358	не могу	2	1
359	в ее	2	1
360	как по	1	1
361	превращать в	1	1
362	огонь и	1	1
363	для тех	1	1
364	идет не	1	1
365	приводит к	1	1
366	и когда	1	1
367	в живых	1	1
368	не с	3	1
369	и каждый	2	1
370	жизнь и	1	1
371	для этого	2	1
372	к труду	1	1
373	нас и	1	1
374	находится в	1	1
375	а по	1	1
376	с полным	1	1
377	приближается к	1	1
378	тех кто	4	1
379	в другом	3	1
380	есть одновременно	1	1
381	одного из	1	1
382	и став	1	1
383	от земли	1	1
384	этих двух	1	1
385	должно было	1	1
386	нет у	1	1
387	восходит к	2	1
388	воспринимается как	1	1
389	которая сама	1	1
390	всегда может	1	1
391	что видно	1	1
392	переходит в	1	1
393	ним с	1	1
394	мире как	1	1
395	выступает как	1	1
396	наконец в	2	1
397	но тут	1	1
398	он есть	1	1
399	но с	3	1
400	землю и	1	1
401	идет по	1	1
402	выше и	2	1
403	и представляет	1	1
404	дело с	1	1
405	сама природа	1	1
406	друг друга	2	1
407	которое мы	1	1
408	в большом	1	1
409	или сам	1	1
410	мире и	1	1
411	по всей	1	1
412	дальний путь	2	1
413	продолжает свое	1	1
414	есть в	1	1
415	одной из	2	1
416	уже в	2	1
417	же от	1	1
418	обстоит дело	1	1
419	где бы	1	1
420	мир в	1	1
421	был бы	2	1
422	для него	4	1
423	жил и	2	1
424	в землю	1	1
425	при всей	2	1
426	и продолжает	1	1
427	но уже	2	1
428	образом не	1	1
429	для того	2	1
430	на рассвете	1	1
431	где в	2	1
432	этого пути	1	1
433	в особенности	1	1
434	и даже	8	1
435	именно в	1	1
436	я был	1	1
437	о своем	1	1
438	текст в	1	1
439	еще и	1	1
440	из таких	1	1
441	это прежде	2	1
442	не знает	2	1
443	здесь этот	1	1
444	могут служить	2	1
445	лишь только	1	1
446	то здесь	1	1
447	для этой	1	1
448	этой же	1	1
449	подобного рода	1	1
450	всем что	1	1
451	перейти в	1	1
452	в цикле	1	1
453	он говорит	1	1
454	а если	2	1
455	на колени	1	1
456	последнем случае	1	1
457	вот я	1	1
458	тому как	2	1
459	пути в	8	1
460	и вполне	1	1
461	я ее	1	1
462	еще несколько	1	1
463	никем не	1	1
464	мыслится как	3	1
465	своей жизни	1	1
466	образ этого	1	1
467	с большой	1	1
468	не является	2	1
469	и для	3	1
470	еще одна	1	1
471	однако и	1	1
472	летит в	1	1
473	живет и	1	1
474	элементы в	1	1
475	всего мира	1	1
476	бы в	1	1
477	но зато	1	1
478	в сравнении	2	1
479	же в	2	1
480	имея в	1	1
481	ты не	1	1
482	свет и	1	1
483	от лица	1	1
484	в свою	1	1
485	к женщине	1	1
486	со мной	4	1
487	время не	1	1
488	себе не	2	1
489	речь шла	1	1
490	частности в	1	1
491	к этой	2	1
492	все того	1	1
493	то оно	1	1
494	по названию	1	1
495	в противоположность	2	1
496	в таком	1	1
497	этой точки	1	1
498	том числе	2	1
499	и вновь	2	1
