N	2gram	Medvedev_F_3	DiskursI
188	значении термина	1	2
189	есть в	1	2
190	в большинстве	4	2
191	не о	3	2
192	общения и	2	2
193	момент в	1	2
194	именно в	1	2
195	с той	1	2
196	не на	3	2
197	может иметь	2	2
198	вместе с	6	2
199	романного жанра	1	2
200	о чем	1	2
201	художественное целое	1	2
202	в той	3	2
203	или иного	1	2
204	тому как	5	2
205	что же	5	2
206	а потом	1	2
207	в формах	2	2
208	на ценностной	1	2
209	и для	6	2
210	а к	2	2
211	интерес к	1	2
212	а в	1	2
213	может и	3	2
214	другой стороны	5	2
215	что он	6	2
216	это в	1	2
217	является для	3	1
218	одним из	3	1
219	чтобы не	2	1
220	художественного произведения	7	1
221	будет так	1	1
222	самом деле	16	1
223	тех же	1	1
224	переход от	1	1
225	это и	2	1
226	произведения они	1	1
227	к данному	1	1
228	в первом	1	1
229	к другому	2	1
230	жеста и	1	1
231	можно говорить	4	1
232	но если	2	1
233	к созданию	1	1
234	есть не	1	1
235	обычно является	1	1
236	мы не	4	1
237	ориентации человека	1	1
238	сложилась еще	1	1
239	этом не	1	1
240	не была	1	1
241	высказывания в	1	1
242	в каждый	1	1
243	в сущности	2	1
244	литературный ряд	1	1
245	а для	1	1
246	на поэтическое	1	1
247	действительности с	1	1
248	но даже	1	1
249	ему в	1	1
250	этого термина	1	1
251	и со	2	1
252	для литературы	1	1
253	жизни это	1	1
254	общения в	1	1
255	где два	1	1
256	это время	1	1
257	и определяется	1	1
258	он был	4	1
259	же мере	1	1
260	людей в	1	1
261	из литературы	1	1
262	не внешними	1	1
263	бы то	4	1
264	предполагать что	1	1
265	события в	1	1
266	роман и	2	1
267	во всех	3	1
268	тем как	1	1
269	в ее	4	1
270	как система	2	1
271	друг на	1	1
272	в сторону	2	1
273	не просто	1	1
274	друга и	1	1
275	как со	3	1
276	человека с	1	1
277	за пределы	2	1
278	связи и	2	1
279	в истории	5	1
280	и сюжет	2	1
281	мере в	1	1
282	в одной	5	1
283	экспрессивной интонации	1	1
284	вот как	2	1
285	своем творчестве	1	1
286	пределах одной	2	1
287	в одних	1	1
288	для поэтической	1	1
289	хотя и	1	1
290	ценностей в	1	1
291	может получить	1	1
292	в круг	1	1
293	ответную реакцию	1	1
294	то в	2	1
295	со своей	1	1
296	в самом	11	1
297	только то	3	1
298	их исторической	1	1
299	исторической ситуации	1	1
300	в нашем	1	1
301	бы не	2	1
302	поэтому и	2	1
303	художественное восприятие	1	1
304	так в	2	1
305	само становится	1	1
306	ни одна	1	1
307	им в	1	1
308	говорят о	2	1
309	как у	1	1
310	роли в	1	1
311	теми же	1	1
312	не имеют	1	1
313	три года	1	1
314	в поэтике	1	1
315	так сказать	5	1
316	и только	2	1
317	и именно	2	1
318	к одному	1	1
319	не как	2	1
320	художественного высказывания	1	1
321	одной и	2	1
322	его от	2	1
323	на этом	2	1
324	с этой	1	1
325	однако представление	1	1
326	именно это	2	1
327	таким образом	18	1
328	значительной степени	1	1
329	что является	1	1
330	то ни	4	1
331	об этом	1	1
332	лишь в	9	1
333	того или	1	1
334	время и	1	1
335	и иных	1	1
336	не совпадает	1	1
337	форму и	1	1
338	еще одно	1	1
339	к теории	1	1
340	в жизни	11	1
341	и романа	1	1
342	жанров для	1	1
343	на друга	1	1
344	и вне	2	1
345	новый жанр	2	1
346	восприятия и	1	1
347	различные формы	1	1
348	и внутреннее	1	1
349	конструктивное значение	7	1
350	как определенного	1	1
351	в такой	2	1
352	пределах одного	2	1
353	дальнейшее развитие	1	1
354	самого рассказывания	1	1
355	в которых	3	1
356	жизни с	2	1
357	установка на	4	1
358	и той	1	1
359	том чего	1	1
360	к реальному	1	1
361	тем не	2	1
362	и более	3	1
363	произведения в	6	1
364	литературной эпохи	1	1
365	том же	1	1
366	что этот	2	1
367	необходимо чтобы	2	1
368	с миром	1	1
369	до известной	2	1
370	она не	4	1
371	виду что	2	1
372	самого начала	1	1
373	как о	2	1
374	дело не	2	1
375	одна из	2	1
376	или другие	1	1
377	первая часть	1	1
378	к этим	1	1
379	на него	1	1
380	в процессе	15	1
381	в историческую	1	1
382	мы все	1	1
383	от тематической	1	1
384	чтобы стать	1	1
385	та или	1	1
386	ничего не	2	1
387	в разных	1	1
388	того как	1	1
389	и до	1	1
390	и поэтическое	1	1
391	звучит в	1	1
392	является по	1	1
393	однако это	1	1
394	ему не	1	1
395	события но	1	1
396	настоящего времени	1	1
397	или не	1	1
398	известной степени	2	1
399	не могут	10	1
400	но все	1	1
401	и другой	1	1
402	отличается от	2	1
403	числе и	1	1
404	на читателя	1	1
405	к тому	4	1
406	его с	1	1
407	предыдущей главе	1	1
408	не есть	4	1
409	в истолковании	2	1
410	в полной	2	1
411	имеет место	3	1
412	оно не	3	1
413	утверждать что	1	1
414	должен быть	2	1
415	в в	1	1
416	несколько литературных	1	1
417	языка и	1	1
418	в собственном	1	1
419	с самого	1	1
420	а слово	1	1
421	в условиях	3	1
422	только через	1	1
423	ориентировано на	2	1
424	это ощущение	1	1
425	можно только	2	1
426	строго говоря	1	1
427	поэтому в	2	1
428	жанра в	2	1
429	ней и	1	1
430	в эпоху	3	1
431	для этого	2	1
432	и даже	2	1
433	с ним	1	1
434	все дело	1	1
435	о нем	3	1
436	часто и	1	1
437	действительность с	1	1
438	и здесь	1	1
439	и должно	1	1
440	не был	1	1
441	произведение написанное	1	1
442	никак не	3	1
443	и что	3	1
444	этом заключается	1	1
445	всей ситуации	1	1
446	в значительной	1	1
447	нас в	1	1
448	даль и	2	1
449	и во	2	1
450	рассказа и	1	1
451	существования в	1	1
452	таким путем	1	1
453	новеллы а	1	1
454	и взаимодействия	1	1
455	существенную роль	1	1
456	в форме	1	1
457	ее содержание	1	1
458	общий ценностный	1	1
459	внешнее и	1	1
460	исторического развития	2	1
461	слов и	4	1
462	он создал	1	1
463	и следовательно	3	1
464	является результатом	2	1
465	в слово	1	1
466	как она	1	1
467	и мир	2	1
468	композиционной роли	1	1
469	в жизнь	1	1
470	в современной	1	1
471	было это	1	1
472	именно о	1	1
473	действующих лиц	2	1
474	и быть	1	1
475	жизнь с	1	1
476	от современной	1	1
477	не приобретают	2	1
478	а часто	1	1
479	историческую действительность	1	1
480	может оказаться	1	1
481	и так	1	1
482	в литературу	5	1
483	приходит в	1	1
484	одних и	1	1
485	от них	1	1
486	сказать от	1	1
487	так что	1	1
488	и роста	1	1
489	же и	4	1
490	для всех	1	1
491	оказывается в	1	1
492	только на	4	1
493	этого понятия	1	1
494	в поэзии	3	1
495	определяет и	1	1
496	большинстве случаев	5	1
497	чего бы	1	1
498	и их	5	1
499	всяком случае	6	1
500	могло бы	1	1
501	содержания и	4	1
502	целом и	1	1
503	жанр обладает	1	1
504	двояко и	1	1
505	вовсе не	28	1
506	высказывания и	5	1
507	содержание и	2	1
508	данного высказывания	3	1
509	для меня	1	1
510	друг друга	5	1
511	случае не	1	1
512	в случаях	1	1
513	тем что	5	1
514	в других	1	1
515	внутреннего мира	2	1
516	из того	1	1
517	того что	3	1
518	между которыми	5	1
519	ожидания и	1	1
520	и тех	2	1
521	и между	5	1
522	еще и	1	1
523	и др	2	1
524	не состоит	1	1
525	необходимо понять	1	1
526	в романе	4	1
527	между ними	15	1
528	превращается в	2	1
529	и составляет	1	1
530	до конца	4	1
531	предметом художественного	1	1
532	все то	1	1
533	там где	7	1
534	перестал бы	1	1
535	оценки и	6	1
536	понимания этого	1	1
537	и глубоко	1	1
538	равно как	3	1
539	на фоне	3	1
540	автора с	2	1
541	как это	4	1
542	в предыдущей	1	1
543	требует от	1	1
544	и столь	1	1
545	перехода от	1	1
546	типа как	1	1
547	им с	1	1
548	да и	4	1
549	их взаимодействия	2	1
550	исходя из	1	1
551	путь в	1	1
552	в это	1	1
553	в художественную	1	1
554	даже в	2	1
555	слова и	4	1
556	и от	11	1
557	той мере	1	1
558	но для	2	1
559	один из	1	1
560	при всем	1	1
561	но с	1	1
562	более того	6	1
563	формы и	3	1
564	его не	1	1
565	же к	1	1
566	еще более	1	1
567	стороны в	1	1
568	от всего	1	1
569	ни было	5	1
570	же в	1	1
571	в искусстве	7	1
572	анекдот и	1	1
573	сфер в	1	1
574	быть и	1	1
575	в готовом	1	1
576	к самому	2	1
577	одной из	2	1
578	а о	1	1
579	слово в	2	1
580	сказать что	3	1
581	можно утверждать	1	1
582	бы его	1	1
583	из этого	4	1
584	например ода	1	1
585	в какой	3	1
586	ее в	3	1
587	как слово	1	1
588	во всяком	6	1
589	том числе	1	1
590	творчество как	1	1
