N	2gram	Vinokur_St_2	Psycholo
369	это время	2	1
370	в ней	7	1
371	свою очередь	1	1
372	литературы и	1	1
373	в основание	1	1
374	еще не	1	1
375	и на	6	1
376	в последних	1	1
377	виде не	2	1
378	бы то	2	1
379	с его	2	1
380	только после	1	1
381	по своему	2	1
382	друг к	1	1
383	о смерти	1	1
384	это слово	3	1
385	в сторону	1	1
386	ответ на	1	1
387	тогда как	2	1
388	не хотел	1	1
389	нет и	2	1
390	судить об	1	1
391	в прозу	1	1
392	за пределы	1	1
393	знакомства с	1	1
394	статье г	1	1
395	меньше всего	3	1
396	чем же	1	1
397	мере в	2	1
398	для оценки	1	1
399	что как	1	1
400	для испытания	1	1
401	в известной	1	1
402	против него	1	1
403	сказал бы	1	1
404	прежде и	1	1
405	конечно не	1	1
406	он на	1	1
407	и хотя	1	1
408	за собой	1	1
409	точкой зрения	1	1
410	основании анализа	1	1
411	при создании	1	1
412	пушкина до	1	1
413	а во-вторых	1	1
414	не оставляет	1	1
415	в тех	2	1
416	и принципиальной	1	1
417	выражение в	2	1
418	с их	1	1
419	другие произведения	1	1
420	своем романе	1	1
421	образом при	1	1
422	бы только	1	1
423	только один	1	1
424	и те	2	1
425	вследствие этого	1	1
426	одно и	1	1
427	на его	2	1
428	сколько ни	1	1
429	к выводу	1	1
430	по словам	4	1
431	сцену в	2	1
432	не следует	1	1
433	в статье	2	1
434	именно то	1	1
435	и еще	1	1
436	эта последняя	1	1
437	в понимании	1	1
438	к одному	1	1
439	основное противоречие	1	1
440	что цель	1	1
441	что писал	2	1
442	ни было	2	1
443	но вместе	1	1
444	одному и	1	1
445	но все	7	1
446	идей и	1	1
447	тут не	1	1
448	что почти	1	1
449	так называемым	1	1
450	а затем	2	1
451	затем уже	1	1
452	конечно в	2	1
453	об этом	6	1
454	сочетание с	1	1
455	связанных с	1	1
456	что мне	1	1
457	говорил что	1	1
458	на все	1	1
459	времени и	4	1
460	для своей	2	1
461	а как	4	1
462	не умеет	1	1
463	особенно в	2	1
464	шекспира но	3	1
465	окажется что	1	1
466	из русских	1	1
467	в социальной	1	1
468	на этот	2	1
469	для пушкина	21	1
470	это положение	1	1
471	в стихах	1	1
472	на материале	1	1
473	и уже	1	1
474	не ради	1	1
475	вроде следующих	1	1
476	всякого сомнения	2	1
477	в приложении	1	1
478	и тому	1	1
479	еще раз	1	1
480	но я	1	1
481	места в	1	1
482	для него	4	1
483	та что	1	1
484	но если	1	1
485	к тем	1	1
486	совершенно независимо	1	1
487	нас не	2	1
488	можно найти	1	1
489	одним и	1	1
490	что вся	1	1
491	приложении к	1	1
492	в черновиках	1	1
493	прямым следствием	1	1
494	той мере	2	1
495	не удивительно	1	1
496	не стоят	1	1
497	все наиболее	1	1
498	такую же	1	1
499	что самый	1	1
500	в прямом	1	1
501	и более	2	1
502	не могли	2	1
503	что этот	2	1
504	новое и	1	1
505	нас к	1	1
506	евгения онегина	1	1
507	при всех	1	1
508	вплоть до	1	1
509	оба эти	3	1
510	в таких	1	1
511	иной раз	1	1
512	себе целью	1	1
513	виду что	1	1
514	непохож на	1	1
515	самого начала	3	1
516	дело не	2	1
517	дело в	4	1
518	к новым	1	1
519	материала в	1	1
520	литературных явлений	1	1
521	не составляют	1	1
522	однако если	1	1
523	найти в	1	1
524	того как	7	1
525	социального творчества	1	1
526	пора когда	1	1
527	всего и	1	1
528	время к	1	1
529	п в	1	1
530	вместо того	1	1
531	совершенно непохож	1	1
532	связи с	4	1
533	сцены не	1	1
534	пушкин говорит	4	1
535	не до	2	1
536	не потому	2	1
537	проверке его	1	1
538	обстоятельство что	4	1
539	бы выполнена	1	1
540	исходить из	1	1
541	в духе	2	1
542	сравнительно с	1	1
543	и такие	1	1
544	его за	1	1
545	как своего	2	1
546	в поле	1	1
547	они и	1	1
548	наконец что	1	1
549	он никогда	1	1
550	поэтического языка	2	1
551	оно не	3	1
552	как не	1	1
553	не могу	1	1
554	на другой	1	1
555	характер и	1	1
556	мысль о	1	1
557	идет не	1	1
558	с самого	3	1
559	в пределах	1	1
560	стоят в	1	1
561	прямом смысле	1	1
562	с общим	1	1
563	на нее	3	1
564	принять во	2	1
565	не трудно	1	1
566	из писем	2	1
567	столько же	3	1
568	здесь нет	1	1
569	ею не	1	1
570	она была	1	1
571	по сравнению	1	1
572	основана на	1	1
573	точно также	2	1
574	поэтому в	1	1
575	в эпоху	1	1
576	другое дело	3	1
577	и вообще	2	1
578	эту сцену	1	1
579	выводу что	1	1
580	говорят что	2	1
581	именно потому	1	1
582	вот почему	1	1
583	одного из	1	1
584	можно сказать	1	1
585	а также	2	1
586	в значительной	2	1
587	как у	3	1
588	и вследствие	1	1
589	внешней формы	1	1
590	в доказательствах	1	1
591	та теория	1	1
592	если принять	2	1
593	во втором	1	1
594	совершенно особое	1	1
595	в свете	1	1
596	и об	1	1
597	говорит в	1	1
598	для установления	1	1
599	тех пор	1	1
600	известном смысле	1	1
601	в ту	1	1
602	но с	4	1
603	в двух	1	1
604	каком он	1	1
605	одной из	3	1
606	близкое к	1	1
607	и действительно	1	1
608	непосредственно из	1	1
609	очень много	1	1
610	в самое	1	1
611	образа в	1	1
612	в выражении	1	1
613	является прямым	1	1
614	одни и	1	1
615	внимание что	1	1
616	сомнений в	2	1
617	психологической и	1	1
618	но оба	1	1
619	а это	1	1
620	речь в	1	1
621	что русская	1	1
622	этого процесса	1	1
623	воображения и	1	1
624	не так	1	1
625	с художественными	1	1
626	сами по	2	1
627	может служить	1	1
628	было выдвинуто	1	1
629	этой системы	1	1
630	заметить что	1	1
631	с искусством	1	1
632	поэзии но	1	1
633	быть для	1	1
634	в особенности	2	1
635	жизни в	1	1
636	ссылается на	1	1
637	для поэтического	1	1
638	что человек	1	1
639	именно в	4	1
640	в свою	1	1
641	мысли об	1	1
642	действующих лиц	4	1
643	представляет собою	1	1
644	на чем	1	1
645	еще и	3	1
646	такое же	2	1
647	а с	3	1
648	возникает целый	1	1
649	и др	2	1
650	я должен	1	1
651	близко к	1	1
652	и пр	8	1
653	церкви и	1	1
654	на которых	1	1
655	шаг в	1	1
656	и самый	2	1
657	своего рода	5	1
658	его как	2	1
659	в начало	1	1
660	поскольку речь	1	1
661	одну из	1	1
662	была бы	5	1
663	своей поэмы	1	1
664	виде в	1	1
665	так называемых	1	1
666	было в	1	1
667	в творчестве	1	1
668	о себе	1	1
669	относятся к	3	1
670	что именно	2	1
671	только с	2	1
672	пушкина уже	1	1
673	прошлого века	1	1
674	сравнению с	1	1
675	нужно не	1	1
676	в той	5	1
677	на эту	1	1
678	и всей	1	1
679	не за	1	1
680	из этой	2	1
681	слов в	1	1
682	для понимания	1	1
683	в это	2	1
684	всем что	1	1
685	в условиях	1	1
686	судить о	1	1
687	этом вопросе	1	1
688	имел в	1	1
689	не к	2	1
690	но для	1	1
691	над его	1	1
692	которые были	1	1
693	появиться в	1	1
694	в более	1	1
695	к сюжету	1	1
696	выхода за	1	1
697	бы как	1	1
698	собой совершенно	1	1
699	этой аналогии	1	1
700	или в	1	1
701	историк и	1	1
702	а к	2	1
703	когда пушкин	1	1
704	то не	1	1
705	не понимаем	1	1
706	впечатление и	1	1
707	и смысл	1	1
708	совершенно открыто	2	1
709	против того	1	1
710	хотя бы	3	1
711	же в	1	1
712	признается что	1	1
713	указано выше	1	1
714	между ними	1	1
715	и внутренне	1	1
716	в их	3	1
717	с ними	1	1
718	с такой	1	1
719	одновременно и	1	1
720	к другу	1	1
721	бы его	1	1
722	как историк	1	1
723	который он	1	1
724	всегда была	1	1
725	которым они	1	1
726	но эти	1	1
727	те которые	1	1
728	том числе	1	1
