N	2gram	Tiupa_Hudo_1	VelikijI
220	же и	1	1
221	лишь во	1	1
222	я в	1	1
223	уже в	1	1
224	в которую	1	1
225	то и	3	1
226	или даже	1	1
227	вполне а	1	1
228	о которой	1	1
229	этот проклятый	1	1
230	в я	4	1
231	не будут	1	1
232	чем у	1	1
233	и вот	1	1
234	вовсе не	1	1
235	себя от	1	1
236	отношение к	1	1
237	в xx	1	1
238	бытия и	4	1
239	у него	9	1
240	не случайно	7	1
241	и по	3	1
242	на этом	3	1
243	личности то	1	1
244	так легко	1	1
245	ее на	1	1
246	человека в	6	1
247	на нее	1	1
248	то ни	1	1
249	и с	4	1
250	а его	2	1
251	и менее	1	1
252	с другой	1	1
253	его личности	2	1
254	в глазах	6	1
255	и быть	4	1
256	еще и	1	1
257	весь мир	1	1
258	и тем	1	1
259	говорит о	1	1
260	к человеку	1	1
261	них и	1	1
262	церкви и	1	1
263	и своего	1	1
264	ничем не	3	1
265	человеческой жизни	4	1
266	и уже	1	1
267	жизнь в	1	1
268	между собою	1	1
269	человека не	2	1
270	о чем	1	1
271	и своим	1	1
272	в речах	1	1
273	очень серьезное	1	1
274	места в	1	1
275	какая же	1	1
276	него в	1	1
277	еще предстоит	1	1
278	таким же	1	1
279	себя за	1	1
280	жизнь так	1	1
281	как это	1	1
282	в лице	3	1
283	и столь	1	1
284	в человеке	2	1
285	в которых	1	1
286	в изображении	2	1
287	если оно	1	1
288	поднимается до	1	1
289	этих словах	2	1
290	с такой	1	1
291	в одном	1	1
292	о личности	1	1
293	в мир	1	1
294	в тот	2	1
295	думать о	2	1
296	человек с	1	1
297	который он	1	1
298	и смерти	3	1
299	до высот	1	1
300	с этой	2	1
301	раз и	1	1
302	на пути	1	1
303	с любовью	1	1
304	людей а	2	1
305	с раздражением	1	1
306	человека есть	1	1
307	о вечном	3	1
308	и внешней	1	1
309	как можно	1	1
310	из нас	3	1
311	приобщаться к	1	1
312	и другое	2	1
313	и остается	1	1
314	но она	1	1
315	и от	4	1
316	нельзя не	1	1
317	и всегда	1	1
318	ничего не	8	1
319	жизни не	1	1
320	может быть	5	1
321	как она	2	1
322	конце концов	1	1
323	будто бы	3	1
324	в мировом	1	1
325	на него	2	1
326	сознания так	1	1
327	к жизни	5	1
328	есть продукт	1	1
329	но вот	1	1
330	к ее	1	1
331	жизни в	6	1
332	что на	2	1
333	человека что	1	1
334	может и	3	1
335	о своем	1	1
336	но часто	1	1
337	него то	1	1
338	теперь когда	1	1
339	но все	1	1
340	в трех	1	1
341	ли они	1	1
342	еще недостаточно	1	1
343	личность не	2	1
344	и другие	1	1
345	в своих	3	1
346	и эта	1	1
347	это в	3	1
348	себя и	2	1
349	она не	4	1
350	в роли	1	1
351	они не	2	1
