N	2gram	Bakhtin_sl_2	Komedia
143	одной стороны	5	3
144	как бы	7	3
145	в целом	1	3
146	из себя	3	3
147	из своего	1	3
148	не знает	2	3
149	дело с	4	3
150	все что	2	3
151	в какой	1	3
152	во всяком	3	3
153	отношения к	4	2
154	человека и	3	2
155	его не	4	2
156	мы не	2	2
157	в сущности	6	2
158	х годов	2	2
159	меньше чем	2	2
160	и на	4	2
161	во всех	12	2
162	он говорит	1	2
163	отличие от	13	2
164	за пределы	2	2
165	как в	13	2
166	стороны и	3	2
167	в известной	1	2
168	целый ряд	1	2
169	в результате	2	2
170	в герое	1	2
171	не приходится	3	2
172	если он	1	2
173	на его	2	2
174	людей и	2	2
175	человека в	5	2
176	в мире	1	2
177	не с	3	2
178	а как	1	2
179	с другими	4	2
180	это не	5	2
181	на основании	1	2
182	я говорю	1	2
183	остается в	5	2
184	и без	1	2
185	в их	2	2
186	в одном	2	2
187	она не	6	2
188	дело не	1	2
189	в основе	4	2
190	в области	2	2
191	одним из	2	2
192	и со	1	2
193	известной степени	2	2
194	нет ни	1	2
195	если же	1	2
196	и это	1	2
197	как мы	7	2
198	и о	1	2
199	в виду	1	2
200	здесь не	4	2
201	без всякого	2	2
202	за пределами	1	2
203	роль в	2	2
204	а также	3	2
205	в другом	2	2
206	которой мы	1	2
207	между тем	3	2
208	нуждается в	2	2
209	все время	1	2
210	какой мере	1	2
211	несколько иначе	1	2
212	за ней	2	2
213	пор не	2	2
214	должен быть	2	2
215	и ее	1	2
216	в качестве	1	2
217	уже в	2	2
218	за ним	1	2
219	этом отношении	3	2
220	чувствует себя	1	2
221	или иначе	1	2
222	себя и	4	2
223	не было	2	2
224	опять же	1	2
225	а на	1	2
226	ближе к	1	2
227	и особенно	2	2
228	его на	1	2
229	к своему	9	2
230	в пределах	13	2
231	не могут	5	2
232	он сумел	1	2
233	для понимания	1	2
234	его от	3	2
235	этом случае	6	2
236	только для	1	2
237	все остальные	1	2
238	и все	5	2
239	иначе обстоит	1	2
240	обстоит дело	2	2
241	только как	1	2
242	другой стороны	1	2
243	в своих	1	2
244	в таком	4	2
245	и наиболее	1	1
246	например в	5	1
247	и грубой	2	1
248	возможны и	1	1
249	испытания в	3	1
250	и до	1	1
251	ты говоришь	1	1
252	в зависимости	4	1
253	ней нет	1	1
254	и само	2	1
255	именно к	2	1
256	ввести в	1	1
257	требует от	2	1
258	своему герою	1	1
259	они были	1	1
260	становится объектом	2	1
261	зависимости от	4	1
262	и говорить	1	1
263	в большинстве	6	1
264	и идеологических	1	1
265	он сам	1	1
266	первый план	1	1
267	признание и	1	1
268	все эти	6	1
269	не был	2	1
270	в чем	3	1
271	конечно это	1	1
272	тем как	1	1
273	и главное	1	1
274	одним словом	2	1
275	обреченный на	1	1
276	но не	6	1
277	но как	2	1
278	к которой	1	1
279	с какими	1	1
280	в неловкое	1	1
281	в сторону	1	1
282	которую она	1	1
283	должны были	1	1
284	действительности а	1	1
285	человеку и	1	1
286	ситуаций и	1	1
287	к сожалению	1	1
288	в истории	11	1
289	трудно сказать	1	1
290	в одной	1	1
291	если она	3	1
292	независимо от	2	1
293	как к	3	1
294	перед нами	3	1
295	как уже	2	1
296	и как	3	1
297	и наконец	5	1
298	связанный с	1	1
299	и верность	1	1
300	более или	2	1
301	для которого	1	1
302	говорят о	1	1
303	глух к	1	1
304	его роль	1	1
305	в нашем	2	1
306	связанного с	1	1
307	выражение в	1	1
308	и те	1	1
309	больше всего	1	1
310	сказать в	1	1
311	т д	2	1
312	человек не	1	1
313	моменты которые	1	1
314	двусмысленности и	1	1
315	на этом	3	1
316	в нее	2	1
317	интерес в	1	1
318	не знающий	1	1
319	в каждом	1	1
320	значение в	2	1
321	и дальше	3	1
322	конечно в	2	1
323	той же	3	1
324	них не	1	1
325	себя среди	1	1
326	себя не	1	1
327	это было	1	1
328	в свой	2	1
329	и тем	1	1
330	чаще всего	1	1
331	материал для	2	1
332	его и	2	1
333	он является	1	1
334	законченные высказывания	1	1
335	этого не	1	1
336	не всегда	2	1
337	такой же	1	1
338	используются здесь	1	1
339	одно из	1	1
340	линии в	1	1
341	при изучении	1	1
342	работы в	1	1
343	к окружающему	1	1
344	человек и	14	1
345	прийти к	1	1
346	место в	1	1
347	его современников	1	1
348	не столько	3	1
349	то его	1	1
350	в отличие	12	1
351	точку зрения	3	1
352	которые в	2	1
353	но он	2	1
354	далека от	1	1
355	вещей и	1	1
356	этого мало	1	1
357	и вся	1	1
358	она стремится	1	1
359	с которой	1	1
360	текста и	1	1
361	того как	2	1
362	и притом	1	1
363	к новым	1	1
364	на себе	1	1
365	и остается	3	1
366	которого и	1	1
367	и снова	1	1
368	на котором	2	1
369	смысл его	2	1
370	человека от	1	1
371	на тему	1	1
372	и по	1	1
373	те моменты	1	1
374	таким путем	1	1
375	по своей	1	1
376	во всем	4	1
377	же он	1	1
378	со своим	9	1
379	в сознании	1	1
380	это новое	1	1
381	все то	1	1
382	его для	1	1
383	могут быть	7	1
384	ставит в	1	1
385	как только	1	1
386	числе и	1	1
387	слова с	4	1
388	борьба происходящая	1	1
389	что при	1	1
390	правда не	1	1
391	следовательно не	1	1
392	жанрах оно	1	1
393	выходят за	1	1
394	и от	3	1
395	нет никакой	1	1
396	в себя	2	1
397	и может	1	1
398	как с	2	1
399	в живых	1	1
400	с собой	1	1
401	те же	2	1
402	особенно в	2	1
403	мог бы	1	1
404	к его	2	1
405	на которую	1	1
406	этим в	1	1
407	для этого	4	1
408	не меньше	2	1
409	язык и	7	1
410	никак не	1	1
411	из образов	1	1
412	может не	2	1
413	нас в	1	1
414	мы понимаем	1	1
415	затем в	1	1
416	за свое	1	1
417	этом и	1	1
418	сомнения в	1	1
419	в ту	1	1
420	который стал	1	1
421	в лучшем	1	1
422	и она	1	1
423	ни к	2	1
424	менее в	1	1
425	только в	5	1
426	линию развития	1	1
427	моменты в	1	1
428	этой линии	1	1
429	со всеми	2	1
430	только на	1	1
431	принадлежащих к	1	1
432	и два	1	1
433	и других	4	1
434	уже нет	1	1
435	и их	5	1
436	в новом	2	1
437	современного им	1	1
438	в прошлом	2	1
439	с этими	1	1
440	может служить	1	1
441	в некоторых	3	1
442	и никогда	1	1
443	которым они	1	1
444	не были	1	1
445	а именно	2	1
446	с той	1	1
447	действующих лиц	2	1
448	и между	2	1
449	мы еще	1	1
450	говорит о	1	1
451	превращается в	1	1
452	здесь правда	1	1
453	не на	1	1
454	от их	1	1
455	с которым	2	1
456	однако и	1	1
457	в слове	6	1
458	не допускает	1	1
459	которые как	1	1
460	способным на	1	1
461	как ни	1	1
462	мы находим	1	1
463	на фоне	4	1
464	человек в	6	1
465	ближе всего	1	1
466	эти слова	2	1
467	или на	2	1
468	эта идея	2	1
469	и потому	7	1
470	не одно	1	1
471	мы опять	1	1
472	и там	3	1
473	быть только	1	1
474	да и	1	1
475	образом на	1	1
476	хотя он	1	1
477	своего времени	1	1
478	в кругу	1	1
479	находить и	1	1
480	еще раз	3	1
481	на пути	1	1
482	можно сказать	1	1
483	в основном	4	1
484	и таким	1	1
485	в смысле	4	1
486	задолго до	1	1
487	не знаем	2	1
488	создания образа	2	1
489	или в	2	1
490	это как	1	1
491	чтобы понять	1	1
492	которое со	1	1
493	себя самого	1	1
494	на первый	1	1
495	для нас	5	1
496	могли бы	1	1
497	или менее	2	1
498	это может	1	1
499	всякого рода	1	1
500	в этих	7	1
501	разной степени	1	1
502	все они	2	1
503	отношении к	4	1
504	к самому	1	1
505	признания в	1	1
506	жизни в	2	1
507	сказать что	3	1
508	и только	1	1
509	обычно не	1	1
510	при его	2	1
511	речей и	1	1
512	но этот	1	1
513	и две	1	1
514	жизни и	6	1
515	том числе	1	1
516	они не	2	1
