N	2gram	Trubetskoy_1	Problemy
196	бы не	1	2
197	именно тем	1	2
198	не просто	2	2
199	начал с	1	2
200	по которому	1	2
201	в своем	6	2
202	им в	1	2
203	мы можем	2	2
204	и как	3	2
205	в которой	1	2
206	его целом	1	2
207	но ведь	1	2
208	можно лишь	1	2
209	вообще не	1	2
210	теми же	1	2
211	при этом	5	2
212	всех этих	3	2
213	собой не	1	2
214	с таким	1	2
215	их в	2	2
216	и по	3	2
217	если другой	1	2
218	такого же	1	2
219	что все	3	2
220	с другими	1	2
221	чтобы все	1	2
222	то все	1	2
223	он есть	1	2
224	ни в	2	2
225	все равно	1	2
226	и того	1	2
227	в этих	2	2
228	с точки	9	2
229	не удастся	1	2
230	и другого	1	2
231	войти в	1	2
232	тому чтобы	4	2
233	же но	1	2
234	тому что	2	2
235	вопрос о	5	2
236	что с	2	2
237	если и	1	2
238	не менее	1	2
239	к другим	1	2
240	к ней	1	2
241	по своей	1	2
242	ли это	4	2
243	есть только	1	2
244	этого и	1	2
245	всем этим	2	2
246	без всякого	1	2
247	приводит к	4	2
248	можно было	4	2
249	те же	1	2
250	мог бы	1	2
251	благодаря этому	2	2
252	для этого	3	2
253	от власти	1	2
254	о том	7	2
255	переходит в	1	2
256	быть и	2	2
257	на которой	2	2
258	одной из	3	2
259	то в	3	2
260	себя в	4	2
261	ибо его	1	2
262	в сторону	1	2
263	конечно не	5	2
264	в большинстве	3	2
265	в жизни	1	2
266	большинстве случаев	2	2
267	за ним	1	2
268	мы знаем	1	2
269	друг друга	3	2
270	связан с	1	2
271	что на	1	2
272	на этот	1	2
273	вместе с	4	2
274	него на	1	2
275	нет ни	1	2
276	в чужих	1	2
277	смысле этого	1	2
278	его собственные	1	2
279	из этого	3	2
280	материал для	1	2
281	с этой	1	2
282	него прежде	1	2
283	но для	2	2
284	или в	3	2
285	что оно	3	2
286	и ни	3	2
287	хотя бы	5	2
288	и внутренне	1	2
289	себе но	1	2
290	ни на	1	2
291	это в	2	2
292	путь к	4	1
293	от этой	2	1
294	ту же	1	1
295	без них	1	1
296	он может	1	1
297	силы и	1	1
298	лучше всех	1	1
299	ему что	1	1
300	что эти	1	1
301	отношения к	2	1
302	в их	4	1
303	этом направлении	2	1
304	есть не	1	1
305	ни того	1	1
306	мы не	1	1
307	и ничего	1	1
308	а где	1	1
309	в каждый	1	1
310	они были	1	1
311	событий и	1	1
312	но даже	2	1
313	то это	3	1
314	себе что	1	1
315	того же	1	1
316	с большим	1	1
317	становясь на	1	1
318	проявляется в	2	1
319	свою очередь	1	1
320	а другие	1	1
321	разумеется не	1	1
322	собой в	1	1
323	он был	1	1
324	именно благодаря	1	1
325	отказ от	1	1
326	к которой	6	1
327	тех же	1	1
328	к богу	7	1
329	в качестве	3	1
330	что так	1	1
331	оно является	1	1
332	друг от	2	1
333	сама по	2	1
334	отнюдь не	7	1
335	тем более	1	1
336	этой власти	1	1
337	что действительно	2	1
338	что касается	1	1
339	перед нами	1	1
340	что по	1	1
341	жизни нет	1	1
342	сами себя	1	1
343	к чему	2	1
344	ни один	1	1
345	а во-вторых	2	1
346	того ни	1	1
347	в этой	4	1
348	роль в	1	1
349	во многих	2	1
350	не могла	1	1
351	вследствие этого	1	1
352	в общении	1	1
353	не следует	1	1
354	не могущее	1	1
355	являются лишь	1	1
356	одному из	2	1
357	говорили в	2	1
358	чтобы они	1	1
359	он должен	5	1
360	был и	3	1
361	и если	7	1
362	и уважают	1	1
363	чтобы в	2	1
364	языком и	1	1
365	никому не	1	1
366	его можно	1	1
367	так например	1	1
368	заключает в	1	1
369	и заключается	1	1
370	человека в	1	1
371	здесь мы	1	1
372	об этом	1	1
373	момент и	1	1
374	на все	1	1
375	себя не	1	1
376	входит в	1	1
377	его личности	1	1
378	и мы	1	1
379	любовь к	2	1
380	и примирения	1	1
381	участие в	2	1
382	она и	1	1
383	и осуществить	1	1
384	освободиться от	1	1
385	для чего	1	1
386	благодаря такому	1	1
387	в один	1	1
388	нисколько не	2	1
389	одного и	1	1
390	перед собой	1	1
391	другом как	1	1
392	бы на	1	1
393	что такое	2	1
394	таким же	3	1
395	же это	1	1
396	с уверенностью	2	1
397	признать что	6	1
398	из области	1	1
399	другом и	2	1
400	ко всему	1	1
401	тем не	1	1
402	по крайней	1	1
403	с совершенной	1	1
404	и эти	1	1
405	и более	2	1
406	том и	2	1
407	том же	2	1
408	для нее	2	1
409	а два	1	1
410	сознании в	1	1
411	приводят к	2	1
412	любви и	1	1
413	всех их	1	1
414	в таких	2	1
415	она не	2	1
416	от нас	2	1
417	для каждого	1	1
418	которых он	1	1
419	дело в	1	1
420	одна из	3	1
421	на себе	1	1
422	оно появляется	1	1
423	у кого	1	1
424	в основе	1	1
425	к такому	2	1
426	того чтобы	8	1
427	только не	1	1
428	и всегда	1	1
429	в самой	1	1
430	именно с	1	1
431	и весь	1	1
432	это именно	1	1
433	а тогда	1	1
434	а лишь	4	1
435	связи с	3	1
436	здесь же	1	1
437	и при	6	1
438	доказать что	1	1
439	этом отношении	1	1
440	покаяние и	1	1
441	вот в	1	1
442	свое собственное	2	1
443	не могут	4	1
444	сказать только	1	1
445	это конечно	1	1
446	отличается от	2	1
447	же самое	1	1
448	всего в	1	1
449	значительной степени	1	1
450	а ее	1	1
451	для того	6	1
452	которой она	2	1
453	которых каждый	2	1
454	из нее	1	1
455	в применении	1	1
456	люди что	1	1
457	чудо и	1	1
458	оно может	1	1
459	приходит к	3	1
460	но по	1	1
461	от друга	2	1
462	как не	1	1
463	на нем	1	1
464	в некоторых	2	1
465	сравнению со	1	1
466	данном случае	3	1
467	перед самим	1	1
468	в себя	1	1
469	но мы	3	1
470	верит в	1	1
471	котором мы	1	1
472	что может	3	1
473	и себе	1	1
474	за то	2	1
475	больше в	1	1
476	найти в	1	1
477	вообще оставаясь	1	1
478	по сравнению	1	1
479	всеми силами	1	1
480	если бы	6	1
481	вся ее	1	1
482	и должно	2	1
483	никак не	1	1
484	и ставит	1	1
485	образом в	1	1
486	это потому	2	1
487	что такой	4	1
488	элементы этой	1	1
489	любви к	2	1
490	в значительной	3	1
491	должно было	1	1
492	не хочется	1	1
493	от них	1	1
494	вся эта	2	1
495	это ко	1	1
496	ним с	1	1
497	и только	5	1
498	крайней мере	1	1
499	этот последний	1	1
500	но она	2	1
501	следовало бы	1	1
502	такой человек	1	1
503	происходит в	1	1
504	эти последние	1	1
505	один из	1	1
506	образом как	1	1
507	поэтому для	1	1
508	что только	2	1
509	ее к	1	1
510	и дело	1	1
511	согласиться с	2	1
512	этот вопрос	2	1
513	и действительно	1	1
514	еще и	1	1
515	бы ни	2	1
516	же он	1	1
517	нее он	1	1
518	для всех	6	1
519	то и	1	1
520	или не	1	1
521	чтобы он	1	1
522	на свое	1	1
523	а то	1	1
524	или даже	1	1
525	и обратно	1	1
526	и других	1	1
527	которая может	1	1
528	чтобы она	2	1
529	не для	1	1
530	это пусть	1	1
531	случае не	1	1
532	идет в	1	1
533	отметить что	2	1
534	почему не	1	1
535	к той	2	1
536	и вместе	2	1
537	в других	2	1
538	но из	1	1
539	в очень	1	1
540	до сих	5	1
541	каждый человек	1	1
542	главное и	1	1
543	по своим	1	1
544	всюду где	1	1
545	человека а	1	1
546	к которому	1	1
547	а наоборот	1	1
548	в стремлении	1	1
549	к его	1	1
550	с протестом	1	1
551	и их	1	1
552	превращается в	1	1
553	может ли	1	1
554	был в	1	1
555	у других	2	1
556	возможно лишь	4	1
557	не на	1	1
558	власти и	1	1
559	а вы	1	1
560	этот принцип	1	1
561	если не	2	1
562	себя на	2	1
563	которые будут	1	1
564	трудно сказать	1	1
565	ко всем	3	1
566	и потому	3	1
567	оставаясь в	1	1
568	речь не	1	1
569	всех людей	2	1
570	из которых	5	1
571	это она	1	1
572	в данном	7	1
573	не удалось	1	1
574	и следует	1	1
575	самого себя	7	1
576	в положении	3	1
577	это его	1	1
578	в тот	1	1
579	ни другого	1	1
580	как самоцель	1	1
581	или хотя	1	1
582	сейчас же	1	1
583	этом случае	3	1
584	и некоторые	1	1
585	можно сказать	1	1
586	сих пор	5	1
587	только для	2	1
588	чтобы сделать	1	1
589	стоит только	2	1
590	остается в	2	1
591	при том	4	1
592	не является	1	1
593	его лежит	1	1
594	том условии	3	1
595	и человек	2	1
596	м.б и	2	1
597	в результате	2	1
598	может но	1	1
599	которая в	1	1
600	своей собственной	1	1
601	в те	1	1
602	в отдельных	1	1
603	мысль о	1	1
604	собой он	1	1
605	главным образом	3	1
606	не должен	2	1
607	реально не	1	1
608	может и	1	1
609	в свою	1	1
610	с ней	1	1
611	из тех	1	1
612	может лишь	1	1
613	бы привести	1	1
614	того или	2	1
615	в своих	6	1
616	причем эти	1	1
617	к этому	1	1
618	как на	8	1
