N	2gram	Propp_Morf_1	Mirosoze
134	его не	1	2
135	но она	1	2
136	как то	2	2
137	а для	1	2
138	нет то	1	2
139	который может	2	2
140	не от	2	2
141	во всех	4	2
142	по отношению	4	2
143	она есть	1	2
144	более чем	1	2
145	нельзя было	2	2
146	хотя и	3	2
147	говорит что	1	2
148	увидим что	1	2
149	то в	3	2
150	и этим	5	2
151	духа в	1	2
152	в которой	3	2
153	средство для	1	2
154	бы не	1	2
155	и тот	1	2
156	если он	1	2
157	но на	1	2
158	на его	4	2
159	на этом	3	2
160	с собой	3	2
161	то все	1	2
162	не всегда	9	2
163	чем в	1	2
164	должно быть	1	2
165	в этих	13	2
166	точки зрения	2	2
167	в который	1	2
168	ее в	1	2
169	то перед	5	2
170	но эта	1	2
171	которые в	1	2
172	его до	1	2
173	сам он	3	2
174	а от	1	2
175	стоит в	1	2
176	идет на	1	2
177	есть путь	1	2
178	ничего не	4	2
179	не достигается	1	2
180	к ней	1	2
181	связи с	10	2
182	к соединению	1	2
183	как будто	2	2
184	в основе	1	2
185	оно не	2	2
186	приходит к	1	2
187	людей в	1	2
188	мысль о	1	2
189	можно было	2	2
190	еще в	1	2
191	в последней	1	2
192	после того	1	2
193	и что	2	2
194	в сущности	3	2
195	к нему	3	2
196	чтобы получить	1	2
197	подобно тому	6	2
198	но с	1	2
199	только можно	1	2
200	мы видим	13	2
201	мы увидим	8	2
202	между тем	5	2
203	так что	1	2
204	друг за	2	2
205	лишь один	1	2
206	с человеческой	1	2
207	были бы	1	2
208	мы еще	1	2
209	что не	1	2
210	и своего	1	2
211	не означает	1	2
212	другу и	2	2
213	что за	1	2
214	тому как	5	2
215	что же	2	2
216	из этой	1	2
217	с любовью	1	2
218	но для	2	2
219	быть и	2	2
220	а в	7	2
221	человеческой природой	1	2
222	вопрос вопрос	1	2
223	отношению к	4	2
224	он лишь	1	2
225	пор не	1	1
226	обращается в	4	1
227	и то	1	1
228	самом деле	4	1
229	он может	2	1
230	собой смерть	1	1
231	свою жену	1	1
232	из самых	1	1
233	почти всегда	1	1
234	ведь и	1	1
235	должна быть	1	1
236	значение но	1	1
237	очень далеко	1	1
238	это совершенно	1	1
239	мы не	8	1
240	у тебя	1	1
241	большую роль	1	1
242	говорить о	3	1
243	и ее	3	1
244	что вопрос	1	1
245	или хитрости	1	1
246	вывод что	2	1
247	тем как	1	1
248	себе он	1	1
249	нет не	1	1
250	и сравнительно	1	1
251	друг на	2	1
252	значение и	1	1
253	не все	6	1
254	если в	5	1
255	он совершает	4	1
256	которые не	1	1
257	отвечает ему	1	1
258	обнаруживается что	1	1
259	к браку	1	1
260	себя за	2	1
261	с этим	11	1
262	раз возвращается	1	1
263	все остальные	1	1
264	могли бы	1	1
265	вопросом о	1	1
266	и как	5	1
267	это остается	1	1
268	сторона в	1	1
269	в материал	1	1
270	вопросах не	1	1
271	явления и	1	1
272	в целом	3	1
273	формы в	1	1
274	все эти	2	1
275	или во	1	1
276	во многих	1	1
277	право на	2	1
278	отношение между	1	1
279	может поднять	1	1
280	в плену	1	1
281	бы только	1	1
282	только один	1	1
283	на то	2	1
284	эту мысль	1	1
285	на западе	1	1
286	все другие	1	1
287	и другим	3	1
288	он должен	2	1
289	может существовать	3	1
290	это один	1	1
291	но все	3	1
292	этом нет	1	1
293	же не	1	1
294	они должны	1	1
295	в другом	2	1
296	об этом	4	1
297	входит в	2	1
298	было бы	3	1
299	и тем	2	1
300	есть всегда	1	1
301	за ней	2	1
302	из первых	2	1
303	держит в	1	1
304	формах в	1	1
305	этого не	2	1
306	с тем	2	1
307	на друга	2	1
308	с такой	1	1
309	и становится	1	1
310	которую он	1	1
311	переносится в	1	1
312	бы на	1	1
313	соединению с	1	1
314	но если	7	1
315	что такое	3	1
316	завет не	1	1
317	как все	1	1
318	свободен от	1	1
319	с точки	2	1
320	в другое	1	1
321	в которых	2	1
322	ответить на	1	1
323	ее он	1	1
324	значение для	1	1
325	втором случае	1	1
326	она в	2	1
327	земле и	1	1
328	и более	1	1
329	их в	1	1
330	между двумя	1	1
331	но они	1	1
332	у кого	1	1
333	не по	2	1
334	в самых	2	1
335	форма не	1	1
336	или как	1	1
337	есть то	1	1
338	она хочет	1	1
339	него но	1	1
340	не потому	1	1
341	в нее	1	1
342	есть у	1	1
343	в момент	1	1
344	не могут	4	1
345	сомневаться в	1	1
346	уже было	1	1
347	по характеру	1	1
348	дух в	1	1
349	все еще	3	1
350	от черной	1	1
351	как не	1	1
352	всего этого	1	1
353	тем в	1	1
354	на той	2	1
355	в пределах	3	1
356	приводит к	2	1
357	как с	1	1
358	не с	2	1
359	мог бы	1	1
360	и каждый	1	1
361	когда в	1	1
362	на что	1	1
363	сама она	1	1
364	ивана в	3	1
365	связанная с	1	1
366	находится в	1	1
367	жене и	1	1
368	а также	4	1
369	но к	1	1
370	на вопрос	2	1
371	что такой	1	1
372	может не	1	1
373	до известной	1	1
374	две формы	1	1
375	путь к	2	1
376	царство и	1	1
377	раньше чем	3	1
378	во втором	3	1
379	тот момент	1	1
380	из моментов	1	1
381	к концу	1	1
382	сердце в	1	1
383	но так	1	1
384	убежден что	1	1
385	которым он	1	1
386	ли он	1	1
387	в какой	3	1
388	верно и	1	1
389	походило на	1	1
390	об их	1	1
391	а после	1	1
392	со всеми	1	1
393	его жизнь	1	1
394	и хочет	1	1
395	того кому	1	1
396	к земле	1	1
397	и у	1	1
398	человека эта	1	1
399	чем они	1	1
400	должны привести	1	1
401	не дает	1	1
402	но есть	3	1
403	его и	2	1
404	а потому	1	1
405	никто не	3	1
406	у нее	1	1
407	от тех	1	1
408	из нее	1	1
409	этом отношении	1	1
410	это будет	1	1
411	с другой	8	1
412	вслед за	5	1
413	такое же	1	1
414	а с	2	1
415	может ли	1	1
416	с известного	1	1
417	вход в	1	1
418	на смерть	1	1
419	о чем	1	1
420	на эту	1	1
421	и отношение	1	1
422	материал и	1	1
423	можно будет	1	1
424	исходит от	2	1
425	быть названо	3	1
426	на самом	4	1
427	независимо от	3	1
428	но такое	2	1
429	приводит в	1	1
430	ним как	1	1
431	по своему	2	1
432	видит в	1	1
433	в церковь	1	1
434	в той	1	1
435	вне этой	1	1
436	в тот	1	1
437	у ивана	2	1
438	многих других	1	1
439	стремления к	1	1
440	с этой	1	1
441	она должна	1	1
442	быть результатом	1	1
443	это можно	1	1
444	целый ряд	3	1
445	мы должны	3	1
446	ни к	2	1
447	только что	2	1
448	все они	1	1
449	в чудесном	1	1
450	между ними	1	1
451	происходит на	1	1
452	остается на	1	1
453	из этого	1	1
454	в свое	2	1
455	превращена в	2	1
456	на своем	1	1
457	этим объясняется	1	1
458	но эти	1	1
459	это так	2	1
460	к этой	1	1
461	к этому	3	1
462	как на	1	1
463	которая не	1	1
