N	2gram	Nazirov_Vr_1	Problema
202	по мнению	2	2
203	себя в	1	2
204	и у	3	2
205	своим собственным	1	2
206	в нашей	2	2
207	в начале	6	2
208	из них	2	2
209	гоголя и	1	2
210	никто не	1	2
211	в известной	1	2
212	друг друга	1	2
213	между прочим	1	2
214	от того	1	2
215	гораздо больше	1	2
216	нам не	1	2
217	до сих	1	2
218	именно в	1	2
219	не знали	1	2
220	а с	2	2
221	у человека	1	2
222	о чем	2	2
223	в частности	1	2
224	эти слова	3	2
225	вместе с	2	2
226	из которых	1	2
227	по своему	1	2
228	сих пор	1	2
229	от нас	1	2
230	котором он	1	2
231	ее и	1	2
232	бы в	1	2
233	только что	1	2
234	героя в	1	2
235	это в	2	2
236	как на	1	2
237	от этой	1	1
238	речь идет	3	1
239	одним из	3	1
240	в русских	2	1
241	идет о	1	1
242	и гораздо	1	1
243	и этот	1	1
244	уже по	1	1
245	той же	1	1
246	из всех	1	1
247	именно к	1	1
248	который был	3	1
249	и он	2	1
250	вопрос до	1	1
251	своего рода	1	1
252	а отношение	1	1
253	в сторону	1	1
254	не все	1	1
255	ответ на	2	1
256	есть по	1	1
257	и речи	1	1
258	в истории	4	1
259	независимо от	1	1
260	его на	2	1
261	третий раз	1	1
262	эту проблему	1	1
263	в этот	3	1
264	человеком в	1	1
265	свою известную	1	1
266	общего ни	1	1
267	и и	1	1
268	говорить об	1	1
269	собой в	1	1
270	рассказ о	1	1
271	тому же	1	1
272	во многих	1	1
273	но ведь	1	1
274	как он	1	1
275	этот вывод	1	1
276	но на	1	1
277	от которого	1	1
278	о которой	2	1
279	пор мы	1	1
280	нашего времени	2	1
281	что ни	1	1
282	это конечно	1	1
283	конечно в	1	1
284	в него	2	1
285	и индивидуальное	1	1
286	мы считаем	1	1
287	самым он	1	1
288	в жизни	1	1
289	в них	2	1
290	человек который	1	1
291	далеко не	3	1
292	не всегда	1	1
293	в своих	4	1
294	которой он	1	1
295	после этого	2	1
296	которую он	1	1
297	во время	2	1
298	в войне	1	1
299	на свою	1	1
300	представление о	1	1
301	войне и	1	1
302	но он	3	1
303	но они	1	1
304	без всяких	1	1
305	сам этот	1	1
306	имел в	3	1
307	и какая	1	1
308	вплоть до	1	1
309	отражает и	1	1
310	правда в	1	1
311	близок к	1	1
312	нет необходимости	1	1
313	только не	1	1
314	лишнего человека	8	1
315	а поскольку	1	1
316	к вопросу	1	1
317	и никогда	1	1
318	дневник лишнего	2	1
319	в другую	1	1
320	он хочет	1	1
321	такая же	1	1
322	во всем	1	1
323	это слово	1	1
324	мы бы	1	1
325	до того	1	1
326	вот в	1	1
327	такие же	1	1
328	только от	1	1
329	героев и	1	1
330	этого и	1	1
331	же только	1	1
332	она же	1	1
333	в одну	2	1
334	быть может	1	1
335	но при	1	1
336	на нее	1	1
337	которого у	1	1
338	но у	1	1
339	в пассивном	1	1
340	но мы	1	1
341	там же	2	1
342	при полном	1	1
343	вопросу о	1	1
344	все в	1	1
345	возникает вопрос	1	1
346	в ту	1	1
347	в свете	1	1
348	предполагать что	1	1
349	в литературе	1	1
350	в третий	1	1
351	этой аксиомы	1	1
352	что только	1	1
353	и мире	1	1
354	в полтаве	1	1
355	и кончая	1	1
356	он уже	1	1
357	от них	1	1
358	тургенева и	18	1
359	заметим что	1	1
360	же он	1	1
361	для всех	1	1
362	в душе	1	1
363	к своим	1	1
364	общим характером	1	1
365	в одном	1	1
366	у него	5	1
367	никуда не	1	1
368	только по	1	1
369	что им	1	1
370	не хотел	1	1
371	связан с	1	1
372	не хочет	1	1
373	такое же	1	1
374	души и	1	1
375	воспоминания о	1	1
376	он отличается	1	1
377	и стал	2	1
378	исторического момента	1	1
379	ней ничего	1	1
380	до конца	1	1
381	и далее	2	1
382	с которым	2	1
383	если это	1	1
384	уже давно	1	1
385	начиная с	2	1
386	что за	1	1
387	с улыбкой	1	1
388	с типом	1	1
389	во все	1	1
390	в первой	1	1
391	ли эта	1	1
392	указанием на	1	1
393	из стихотворения	1	1
394	еще раз	1	1
395	но для	1	1
396	близкий к	1	1
397	одного и	1	1
398	о котором	1	1
399	это как	1	1
400	в те	3	1
401	не с	1	1
402	в литературной	1	1
403	у которого	1	1
404	несмотря на	4	1
405	хотя в	1	1
406	очень хорошо	2	1
407	а н	2	1
408	только как	1	1
409	бедными людьми	1	1
410	обычно не	1	1
411	равно как	1	1
412	бы его	1	1
413	д в	1	1
414	к этой	1	1
415	к этому	3	1
416	они не	1	1
