N	2gram	Propp_Isto_5	DiskursI
301	не знаем	3	1
302	числе и	1	1
303	к тому	1	1
304	его с	1	1
305	важное обстоятельство	1	1
306	указывает на	1	1
307	оно не	1	1
308	утверждать что	1	1
309	должен быть	2	1
310	представляют собой	3	1
311	приходит к	1	1
312	город и	1	1
313	здесь также	1	1
314	второго лица	1	1
315	с самого	1	1
316	эти две	1	1
317	говорится что	3	1
318	на свой	1	1
319	обращаясь к	1	1
320	и сам	2	1
321	что может	1	1
322	в образе	5	1
323	здесь как	2	1
324	сказано выше	1	1
325	можно только	1	1
326	мы в	1	1
327	ней и	1	1
328	для этого	1	1
329	и даже	1	1
330	один человек	1	1
331	с ним	4	1
332	с человеком	1	1
333	о ней	1	1
334	о нем	3	1
335	и здесь	7	1
336	не был	1	1
337	выше может	1	1
338	никак не	1	1
339	и что	8	1
340	к небу	5	1
341	под нами	1	1
342	солнца и	1	1
343	должно было	2	1
344	о мертвых	1	1
345	на одном	2	1
346	ним и	2	1
347	в форме	3	1
348	из нескольких	1	1
349	в современной	1	1
350	рассказчик не	1	1
351	традиции в	1	1
352	не само	1	1
353	и быть	2	1
354	а часто	1	1
355	даже если	1	1
356	и так	1	1
357	от них	2	1
358	так что	2	1
359	же и	1	1
360	оказывается в	1	1
361	или о	1	1
362	только на	1	1
363	и они	2	1
364	во втором	1	1
365	не дает	1	1
366	связывается с	1	1
367	в книге	3	1
368	искать в	1	1
369	всяком случае	1	1
370	в современном	1	1
371	вовсе не	2	1
372	в состоянии	1	1
373	поездки в	1	1
374	друг друга	3	1
375	слуги в	1	1
376	не говорит	1	1
377	тем что	10	1
378	в других	2	1
379	не претендуя	1	1
380	были бы	1	1
381	из того	1	1
382	того что	2	1
383	ночью в	1	1
384	не были	1	1
385	еще и	1	1
386	мира это	1	1
387	и др	3	1
388	но есть	2	1
389	имеют никакого	1	1
390	в некоторых	4	1
391	превращается в	7	1
392	н э	1	1
393	подобного рода	1	1
394	некоторых его	1	1
395	там где	6	1
396	и ты	1	1
397	в одно	2	1
398	равно как	1	1
399	человек в	1	1
400	как это	1	1
401	всем что	1	1
402	в особенности	3	1
403	из которых	2	1
404	по своему	1	1
405	собой такое	1	1
406	но который	1	1
407	и там	1	1
408	до его	2	1
409	путь в	1	1
410	сам в	2	1
411	в это	2	1
412	даже в	2	1
413	он от	1	1
414	на пути	1	1
415	и от	1	1
416	что касается	1	1
417	но для	2	1
418	один из	2	1
419	рассматривать как	1	1
420	но с	1	1
421	формы и	2	1
422	его нет	1	1
423	его не	3	1
424	когда он	2	1
425	особого рода	1	1
426	представляли собой	2	1
427	стороны в	1	1
428	к историческому	1	1
429	же в	2	1
430	хотя в	1	1
431	в искусстве	1	1
432	этом свете	1	1
433	одной из	1	1
434	сказать что	2	1
435	он представляет	1	1
436	например и	1	1
437	можно утверждать	1	1
438	из этого	1	1
439	только о	1	1
440	строится на	2	1
441	здесь обычно	1	1
442	к другим	1	1
443	также не	2	1
444	ее в	2	1
445	в античности	2	1
446	во всяком	1	1
447	том числе	1	1
