N	2gram	Losev_Vlad_1	Tragedij
127	и здесь	3	2
128	о том	11	2
129	времени в	2	2
130	что и	5	2
131	в том	11	2
132	который в	1	2
133	по мнению	1	2
134	между этими	1	2
135	уже не	3	2
136	в виде	3	2
137	в известной	1	2
138	в одном	1	2
139	друг друга	1	2
140	на меня	1	2
141	тем что	2	2
142	писателя и	1	2
143	в самую	1	2
144	только к	3	2
145	говорит о	1	2
146	до конца	1	2
147	под влиянием	3	2
148	было в	1	2
149	с первого	2	2
150	в данном	1	2
151	очень важно	1	2
152	о его	2	2
153	это уже	1	2
154	потому что	11	2
155	личности и	1	2
156	в частности	2	2
157	по поводу	12	2
158	в таком	1	2
159	ту же	1	1
160	и т	2	1
161	одним из	2	1
162	а из	1	1
163	самом деле	1	1
164	к своей	2	1
165	это и	2	1
166	и есть	1	1
167	что когда	1	1
168	поэтому он	1	1
169	на две	1	1
170	в селе	1	1
171	нервный и	1	1
172	той же	2	1
173	то для	1	1
174	сильное впечатление	1	1
175	что уже	1	1
176	величайшему моему	1	1
177	не вполне	1	1
178	на себя	3	1
179	ему в	2	1
180	мнению н	1	1
181	веке в	1	1
182	не способен	1	1
183	за этот	1	1
184	в ней	1	1
185	литературы и	1	1
186	представляет собой	1	1
187	это же	1	1
188	в чем	2	1
189	во всех	1	1
190	году по	1	1
191	на другой	1	1
192	в петербурге	8	1
193	но не	3	1
194	но как	5	1
195	всем его	1	1
196	в быту	1	1
197	значение и	1	1
198	свою жизнь	1	1
199	этот тон	1	1
200	тогда как	1	1
201	большое значение	1	1
202	за пределы	3	1
203	в настоящем	1	1
204	в истории	4	1
205	вызывает в	1	1
206	материалом для	1	1
207	производил на	1	1
208	у в	1	1
209	мысль о	1	1
210	из книги	1	1
211	и хотя	1	1
212	то в	1	1
213	со своей	3	1
214	в которой	4	1
215	в iii	1	1
216	он в	3	1
217	жизнь как	1	1
218	как он	4	1
219	если он	1	1
220	не могла	1	1
221	чтобы установить	1	1
222	и если	5	1
223	в переводе	1	1
224	так сказать	1	1
225	творца и	1	1
226	пушкина и	1	1
227	и еще	2	1
228	чем у	1	1
229	но гораздо	1	1
230	не к	1	1
231	не как	1	1
232	душу и	1	1
233	в россии	4	1
234	по всем	2	1
235	содержит в	1	1
236	все ей	1	1
237	никому не	1	1
238	и по	8	1
239	на этом	2	1
240	бога но	1	1
241	с сознанием	1	1
242	что сам	2	1
243	на свете	1	1
244	таким образом	3	1
245	от нее	2	1
246	здесь мы	3	1
247	факт что	1	1
248	эта книга	2	1
249	для характеристики	2	1
250	за то	1	1
251	описывает свои	1	1
252	на ту	2	1
253	на все	2	1
254	не нашел	1	1
255	лишь в	2	1
256	потому как	1	1
257	это было	6	1
258	заключается в	1	1
259	известно что	2	1
260	быть не	1	1
261	а это	2	1
262	из первых	1	1
263	который сам	1	1
264	этом мы	1	1
265	но уже	1	1
266	в них	2	1
267	в высшей	1	1
268	рассказывает в	2	1
269	что ему	1	1
270	а за	1	1
271	всю жизнь	3	1
272	со своими	3	1
273	которой он	5	1
274	когда я	1	1
275	для чего	1	1
276	к величайшему	1	1
277	же появления	1	1
278	с такой	1	1
279	года и	2	1
280	но я	3	1
281	почти в	1	1
282	но если	1	1
283	в своей	4	1
284	с годами	1	1
285	взгляд на	3	1
286	где мы	1	1
287	почти не	2	1
288	людям в	1	1
289	в котором	6	1
290	растет и	1	1
291	не столько	2	1
292	представление о	1	1
293	значение для	2	1
294	сам же	1	1
295	и вот	3	1
296	но он	5	1
297	тем не	2	1
298	с такими	1	1
299	на всю	2	1
300	называет его	1	1
301	в журнале	1	1
302	тому что	1	1
303	не менее	2	1
304	вплоть до	1	1
305	не раз	4	1
306	xviii века	1	1
307	она не	1	1
308	свои длинные	1	1
309	как его	1	1
310	он еще	1	1
311	но только	3	1
312	он с	1	1
313	только не	1	1
314	это мы	2	1
315	судя по	1	1
316	и всегда	3	1
317	свою первую	1	1
318	м м	15	1
319	или как	1	1
320	говорит в	1	1
321	и притом	3	1
322	к ней	4	1
323	по своей	4	1
324	для нас	4	1
325	и теперь	4	1
326	связи с	1	1
327	притом весьма	1	1
328	что на	2	1
329	в области	1	1
330	всем xix	1	1
331	в стиле	1	1
332	и далее	1	1
333	в момент	2	1
334	к себе	2	1
335	сознательно и	1	1
336	в окончательном	1	1
337	и ярко	1	1
338	за что	1	1
339	указывает на	2	1
340	не есть	1	1
341	в бога	1	1
342	где он	2	1
343	как мы	9	1
344	и о	2	1
345	того чтобы	2	1
346	всего этого	1	1
347	с самого	1	1
348	роль в	1	1
349	человека с	1	1
350	и которую	1	1
351	ее детском	1	1
352	не нравится	2	1
353	живости и	1	1
354	во многом	2	1
355	когда его	1	1
356	она тоже	1	1
357	на них	1	1
358	в эпоху	1	1
359	говорил что	1	1
360	а по	2	1
361	часто и	2	1
362	вот почему	1	1
363	году и	2	1
364	увидел что	1	1
365	на вопрос	1	1
366	но мы	2	1
367	любви ко	1	1
368	она всегда	2	1
369	с того	2	1
370	приступил к	2	1
371	и который	2	1
372	а также	5	1
373	толстой и	2	1
374	от него	2	1
375	все в	1	1
376	связь между	1	1
377	это была	3	1
378	ума и	2	1
379	о своих	1	1
380	для самого	1	1
381	по письмам	1	1
382	навсегда и	1	1
383	в литературе	1	1
384	того что	2	1
385	казалось что	1	1
386	поводу своей	1	1
387	его собственная	1	1
388	оказалось что	1	1
389	он стал	2	1
390	согласиться с	1	1
391	с ними	2	1
392	что даже	1	1
393	только в	9	1
394	во всем	4	1
395	как нечто	1	1
396	в обществе	1	1
397	в декабре	1	1
398	с одной	1	1
399	вот что	3	1
400	этой борьбе	1	1
401	и любви	1	1
402	он очень	2	1
403	только на	3	1
404	же была	1	1
405	дело с	1	1
406	чтобы он	2	1
407	свидетельствует о	3	1
408	в общем	3	1
409	на столе	1	1
410	одно из	1	1
411	ко всей	1	1
412	всяком случае	2	1
413	не для	1	1
414	с этими	3	1
415	и вместе	1	1
416	был даже	2	1
417	не понял	1	1
418	в особенности	4	1
419	чувствует себя	1	1
420	июля года	1	1
421	даже не	2	1
422	вопрос об	1	1
423	именно в	1	1
424	и смеялся	1	1
425	что не	1	1
426	не было	5	1
427	и стал	3	1
428	попал в	1	1
429	на этот	6	1
430	а не	1	1
431	с которым	2	1
432	именно так	2	1
433	его как	1	1
434	в припадке	1	1
435	в и	1	1
436	которые так	1	1
437	в связи	3	1
438	виде в	2	1
439	с помощью	1	1
440	я хочу	1	1
441	время с	1	1
442	вместе с	3	1
443	цитата из	1	1
444	и особенно	4	1
445	и потому	6	1
446	незадолго до	1	1
447	не из	2	1
448	не знал	1	1
449	одному человеку	1	1
450	смысле этого	1	1
451	не удалось	1	1
452	это его	1	1
453	насмешка над	1	1
454	него есть	1	1
455	этого слова	1	1
456	с этой	1	1
457	он использовал	1	1
458	и от	5	1
459	всегда будут	1	1
460	ему довольно	1	1
461	не любил	1	1
462	на одной	3	1
463	любовь к	1	1
464	считал их	1	1
465	известной степени	1	1
466	уже далеко	1	1
467	об отношении	1	1
468	в результате	2	1
469	а к	22	1
470	о нем	7	1
471	к счастью	1	1
472	о семье	1	1
473	это часто	1	1
474	бы в	1	1
475	даже сам	1	1
476	и совершенно	1	1
477	у которого	1	1
478	но у	1	1
479	конце концов	3	1
480	хотя бы	2	1
481	года а	1	1
482	только что	2	1
483	он непременно	1	1
484	я в	1	1
485	гораздо больше	1	1
486	жизни в	1	1
487	в период	5	1
488	из тех	1	1
489	совершенно не	2	1
490	в точности	1	1
491	но этот	3	1
492	эти же	1	1
493	крест и	1	1
494	ко всему	1	1
495	несколько времени	1	1
496	время он	3	1
497	к этой	2	1
498	ii с	3	1
499	и эта	1	1
500	к м	1	1
501	во всяком	2	1
