N	2gram	Propp_Isto_4	Morfolog
434	действия в	1	1
435	может дать	1	1
436	и ни	1	1
437	он оказывает	1	1
438	как таковой	1	1
439	все как	1	1
440	поле или	1	1
441	функций которые	1	1
442	коня конь	1	1
443	предположить что	6	1
444	еще резче	2	1
445	действительно в	1	1
446	не должно	1	1
447	герой сказки	1	1
448	дает ему	4	1
449	как на	1	1
450	яги и	1	1
451	является то	1	1
452	показывает что	10	1
453	в этот	4	1
454	действительно не	1	1
455	на своем	1	1
456	служащие для	1	1
457	волшебную силу	3	1
458	тебе пригожусь	3	1
459	пока просто	1	1
460	живую воду	1	1
461	это совершенно	1	1
462	и действительно	3	1
463	думать что	1	1
464	как с	1	1
465	и их	2	1
466	братья и	1	1
467	в доме	4	1
468	пр на	1	1
469	чаще однако	1	1
470	она может	1	1
471	и леший	2	1
472	герой хочет	2	1
473	из воды	1	1
474	отличать от	1	1
475	на ее	1	1
476	так чтобы	1	1
477	бросают некоторый	1	1
478	яму в	1	1
479	есть в	2	1
480	одновременно и	1	1
481	в горы	2	1
482	см гл	1	1
483	на то	3	1
484	главе мы	2	1
485	где он	1	1
486	в этой	2	1
487	мы пока	2	1
488	может послужить	1	1
489	этот мотив	4	1
490	как вообще	1	1
491	см это	1	1
492	волшебной книги	1	1
493	сих пор	5	1
494	чем перейти	1	1
495	и вдруг	1	1
496	случаи когда	2	1
497	что это	2	1
498	не будем	1	1
499	никем не	1	1
500	я тебе	7	1
501	почти всегда	1	1
502	средство в	1	1
503	не в	5	1
504	как нечто	3	1
505	сказки вообще	1	1
506	но мы	3	1
507	другом случае	2	1
508	даже в	4	1
509	уже видели	1	1
510	вступает в	1	1
511	связанные с	3	1
512	иное как	3	1
513	же он	4	1
514	героем и	1	1
515	это дает	1	1
516	других случаях	1	1
517	дает нам	4	1
518	шерстинка то	2	1
519	очень важны	1	1
520	очень много	1	1
521	сказки это	1	1
522	дело не	2	1
523	куда он	1	1
524	различных народов	1	1
525	мы однако	1	1
526	в голову	1	1
527	что я	2	1
528	интересно что	4	1
529	отправляется на	1	1
530	тот требует	1	1
531	горы и	2	1
532	не дает	2	1
533	мы получим	1	1
534	специфические помощники	1	1
535	в другой	3	1
536	своим конем	1	1
537	ничего общего	1	1
538	на двор	1	1
539	все еще	3	1
540	между прочим	2	1
541	конь и	6	1
542	одном случае	3	1
543	же они	1	1
544	он посылает	1	1
545	к ложным	1	1
546	в одном	5	1
547	е он	1	1
548	не ешь	8	1
549	вопросом о	1	1
550	в это	1	1
551	и становится	1	1
552	те же	3	1
553	по его	2	1
554	него он	1	1
555	он во	1	1
556	где нет	1	1
557	вопрос мы	1	1
558	собой в	2	1
559	такое же	4	1
560	его к	3	1
561	тридевять земель	1	1
562	функции помощника	1	1
563	на некотором	1	1
564	и волшебные	2	1
565	не представляет	1	1
566	видели выше	2	1
567	быть рассмотрены	1	1
568	в виду	1	1
569	по очереди	1	1
570	д медный	1	1
571	на что	1	1
572	у тебя	2	1
573	что же	1	1
574	ничем не	1	1
575	из головы	1	1
576	же относится	1	1
577	помощника но	1	1
578	берет с	1	1
579	прочим и	1	1
580	есть не	1	1
581	наконец даже	1	1
582	а именно	3	1
583	в животное	5	1
584	здесь мы	2	1
585	новые функции	1	1
586	отношение к	2	1
587	указать что	2	1
588	например в	3	1
589	что им	1	1
590	между ними	3	1
591	меня не	3	1
592	коня а	1	1
593	таким помощником	1	1
594	мы еще	1	1
595	отец не	1	1
596	как не	1	1
597	качестве помощника	1	1
598	здесь нет	1	1
599	в нашей	1	1
600	коня он	1	1
601	к отдельным	2	1
602	не моги	1	1
603	спине огромной	1	1
604	основная функция	1	1
605	помощника мы	3	1
606	или другого	1	1
607	и улетает	1	1
608	к тому	1	1
609	вторичное образование	1	1
610	к ней	1	1
611	небо и	1	1
612	установить что	2	1
613	коня на	1	1
614	волшебные помощники	1	1
615	на гору	2	1
616	на это	2	1
617	по всему	1	1
618	иван на	1	1
619	в его	5	1
620	и очень	1	1
621	всей своей	1	1
622	на все	1	1
623	домой и	3	1
624	имеет в	1	1
625	поскольку это	1	1
626	затем он	1	1
627	очень велико	1	1
628	можно предположить	3	1
629	необходимости входить	1	1
630	и наконец	1	1
631	пробует это	1	1
632	слова а	1	1
633	пр также	1	1
634	со мной	2	1
635	ощущается как	1	1
636	между двумя	12	1
637	вздумать ни	1	1
638	он может	2	1
639	или вообще	1	1
640	на каком	1	1
641	в совершенно	1	1
642	лес или	1	1
643	на которой	2	1
644	до сих	5	1
645	на тот	1	1
646	мог бы	1	1
647	мертвой водой	2	1
648	лесной избушке	1	1
649	себе крылья	1	1
650	с ее	1	1
651	домой или	1	1
652	некоторый свет	1	1
653	явление это	1	1
654	из этих	3	1
655	все подобные	1	1
656	сказке сказать	1	1
657	что при	1	1
658	категории помощников	1	1
659	полет на	1	1
660	эту форму	1	1
661	на дочери	1	1
662	же случай	1	1
663	не останавливаться	1	1
664	а он	1	1
665	у нас	2	1
666	эти две	1	1
667	но как	1	1
668	что не	1	1
669	второй раз	1	1
670	них не	1	1
671	ни шерстинка	2	1
672	материал в	1	1
673	д с	1	1
674	дарители и	1	1
675	не на	3	1
676	время я	1	1
677	тут и	2	1
678	он является	1	1
679	лица в	1	1
680	с этой	2	1
681	сказку об	1	1
682	однако что	1	1
683	в мифах	2	1
684	делает это	1	1
685	выдержанное испытание	1	1
686	произошло в	1	1
687	и заставляет	1	1
688	помощи волшебного	1	1
689	встреча с	1	1
690	в другое	1	1
691	уже давно	1	1
692	во второй	1	1
693	на христианских	1	1
694	за тридевять	1	1
695	но на	1	1
696	точности соответствует	2	1
697	в одной	3	1
698	д к	6	1
699	эти сказки	1	1
700	именно и	1	1
701	волшебных предметов	7	1
702	есть вторичное	1	1
703	царским сыном	1	1
704	этой связи	1	1
705	сюда относится	1	1
706	том как	2	1
707	с превращением	1	1
708	образе птицы	1	1
709	он был	1	1
710	совершенно неожиданно	1	1
711	как указано	2	1
712	если всмотреться	1	1
713	различных животных	1	1
714	и даже	4	1
715	в сказках	1	1
716	целом и	1	1
717	становится понятным	2	1
718	и волшебными	1	1
719	того есть	1	1
720	о чем	3	1
721	их и	1	1
722	функций в	1	1
723	афанасьевский сборник	1	1
724	он бросает	3	1
725	при этом	3	1
726	в плену	4	1
727	важно не	1	1
728	быка и	1	1
729	действуют как	1	1
730	держит в	1	1
731	то все	1	1
732	и помощник	1	1
733	не вполне	1	1
734	в основе	1	1
735	могло бы	2	1
736	ему в	2	1
737	со стороны	1	1
738	что так	1	1
739	приводят к	1	1
740	этот же	1	1
741	что иное	3	1
742	трех коней	2	1
743	а остальные	1	1
744	помощником и	1	1
745	в наши	1	1
746	с ними	5	1
747	же герой	2	1
748	а и	1	1
749	садится на	2	1
750	во лбу	1	1
751	сказки в	1	1
752	герой по	1	1
753	но так	1	1
754	персонажа и	1	1
755	водой а	1	1
756	и тем	2	1
757	свет на	1	1
758	явление что	1	1
759	иного характера	1	1
760	всех этих	1	1
761	у него	5	1
762	в лесной	1	1
763	ложным заключениям	1	1
764	герой возвращается	1	1
765	к другому	1	1
766	портит посев	1	1
767	герой оказывает	1	1
768	именно в	1	1
769	сказке не	4	1
770	на которых	1	1
771	того как	4	1
772	у купца	1	1
773	его чтобы	1	1
774	особого внимания	1	1
775	море и	1	1
776	герой только	1	1
777	похищает царевну	1	1
778	ходу действия	1	1
779	происходит при	1	1
780	силу и	1	1
781	то для	1	1
782	могут служить	1	1
783	своего помощника	3	1
784	существа и	1	1
785	служит в	1	1
786	случай когда	2	1
787	в америке	3	1
788	становятся его	1	1
789	в момент	1	1
790	содержится в	2	1
791	не что	3	1
792	средство от	1	1
793	может входить	1	1
794	играет роль	2	1
795	исследователя но	1	1
796	то сказка	1	1
797	своих детей	1	1
798	и сестры	1	1
799	он получает	3	1
800	ковер-самолет и	1	1
801	встречен случайно	1	1
802	она не	3	1
803	этот конь	2	1
804	его из	1	1
805	тому что	1	1
806	что за	1	1
807	волшебные качества	1	1
808	вот как	2	1
809	мы будем	1	1
810	не совсем	1	1
811	в числе	4	1
812	в лице	2	1
813	такую же	2	1
814	роль в	1	1
815	середине сказки	1	1
816	сказке герой	3	1
817	это его	1	1
818	их в	7	1
819	другой более	1	1
820	то они	1	1
821	что волшебное	1	1
822	лесу на	1	1
823	иногда играет	2	1
824	коне или	1	1
825	уходят на	1	1
826	до этого	1	1
827	к первому	1	1
828	и герой	1	1
829	царство и	2	1
830	он же	2	1
831	бы мы	2	1
832	под дождем	1	1
833	в саду	1	1
834	эти же	1	1
835	и говорит	1	1
836	имеем здесь	1	1
837	в сюжет	1	1
838	в подвале	2	1
839	мифах и	1	1
840	указать на	3	1
841	этих двух	1	1
842	нарисовал на	1	1
843	на вопрос	3	1
844	яга и	1	1
845	другой сказке	1	1
846	но то	1	1
847	или точнее	1	1
848	царевна и	1	1
849	здесь помощник	2	1
850	что земля	1	1
851	сказка пользуется	1	1
852	же самое	2	1
853	говорит что	2	1
854	на свой	1	1
855	на этот	2	1
856	в эти	1	1
857	ни взгадать	1	1
858	золотыми яблоками	1	1
859	критический момент	1	1
860	каждое утро	1	1
861	все это	2	1
862	между героем	2	1
863	мы опять	2	1
864	идет на	2	1
865	и у	5	1
866	по спине	1	1
867	опять имеем	1	1
868	в огниве	1	1
869	сказку но	1	1
870	доходит до	1	1
871	здесь только	1	1
872	то чего	3	1
873	которые не	1	1
874	таким же	6	1
875	ее особый	1	1
876	способы какими	1	1
877	д здесь	1	1
878	моего мяса	1	1
879	при изучении	2	1
880	они идут	1	1
881	верхом на	3	1
882	со сказкой	2	1
883	дубинка сама	1	1
884	один случай	1	1
885	что она	3	1
886	и красоты	1	1
887	где герой	1	1
888	двумя царствами	1	1
889	и то	6	1
890	всмотреться в	2	1
891	но эта	4	1
892	и может	1	1
893	этот материал	2	1
894	ешь моего	1	1
895	из сумы	1	1
896	же она	1	1
897	конь не	1	1
898	и несколько	1	1
899	нами в	1	1
900	коня она	2	1
901	можно себе	1	1
902	как таковых	1	1
903	это видно	2	1
904	его герой	1	1
905	самых различных	1	1
906	как будто	1	1
907	что герой	2	1
908	здесь перед	1	1
909	некоторых случаях	4	1
910	в глаза	1	1
911	только на	1	1
912	в критический	1	1
913	дело обстоит	1	1
914	а сам	2	1
915	как же	1	1
916	сказке вообще	1	1
917	встречаются на	1	1
918	он как	1	1
919	еще упомянуть	1	1
920	ответить на	1	1
921	идут или	1	1
922	некоторые другие	1	1
923	дарит коня	1	1
924	просит о	1	1
925	и делает	1	1
926	привести к	1	1
927	герой теряет	1	1
928	случаях герой	1	1
929	с конем	7	1
930	по саду	1	1
931	или ложного	1	1
932	этим объясняется	1	1
933	он показывает	2	1
934	которых каждый	1	1
935	вообще не	1	1
936	а от	1	1
937	поле на	3	1
938	иногда это	2	1
939	ставят их	1	1
940	волшебное колечко	1	1
941	происходит с	1	1
942	то серебринка	2	1
943	он служит	1	1
944	имеют целью	1	1
945	не есть	2	1
946	он пришел	1	1
947	в данном	3	1
948	к своей	3	1
949	иных действий	1	1
