N	2gram	Savitsky_P_1	Dialekti
234	переход от	2	1
235	только это	2	1
236	конечно и	1	1
237	как таковые	1	1
238	может не	1	1
239	знаем что	1	1
240	или все	1	1
241	жить и	1	1
242	в общем	2	1
243	более как	1	1
244	и я	1	1
245	– но	1	1
246	стороны и	2	1
247	как к	1	1
248	помнить что	2	1
249	тот же	3	1
250	есть как	1	1
251	только один	1	1
252	в философии	1	1
253	если он	1	1
254	в наших	1	1
255	к смерти	1	1
256	интеллигенции как	1	1
257	к миру	1	1
258	и еще	1	1
259	так раскрывается	1	1
260	и более	1	1
261	себе слой	1	1
262	что каждая	1	1
263	чтобы в	1	1
264	ему на	1	1
265	чтобы дать	1	1
266	одно и	1	1
267	как оно	1	1
268	связанные с	1	1
269	его в	1	1
270	везде и	1	1
271	времени так	1	1
272	церковь и	1	1
273	суть формы	1	1
274	признавать что	1	1
275	и очень	1	1
276	ведет к	1	1
277	воля и	1	1
278	рассматривать с	1	1
279	мысль и	1	1
280	в которые	1	1
281	место в	1	1
282	в отличие	1	1
283	в которых	5	1
284	бы что	1	1
285	и питаются	1	1
286	бы мы	1	1
287	друг другу	2	1
288	окружающем ее	1	1
289	того кто	1	1
290	в древней	1	1
291	и вся	1	1
292	одна сторона	1	1
293	ее нужно	1	1
294	с которой	1	1
295	своего существования	1	1
296	слова но	2	1
297	наука и	1	1
298	и всегда	1	1
299	одна из	2	1
300	задача –	1	1
301	для философии	1	1
302	относиться к	1	1
303	что жизнь	1	1
304	уже невозможно	1	1
305	и теперь	1	1
306	в некотором	1	1
307	а в	4	1
308	бытия как	1	1
309	с и	1	1
310	ли не	1	1
311	всего что	1	1
312	мы отнюдь	1	1
313	которого невозможно	1	1
314	и личности	1	1
315	и которая	1	1
316	вечности и	1	1
317	которая хотя	1	1
318	только то	1	1
319	в пределах	8	1
320	уяснить себе	1	1
321	пусть в	1	1
322	те же	1	1
323	было в	2	1
324	по природе	1	1
325	как таковую	1	1
326	быть может	6	1
327	о котором	1	1
328	ними как	1	1
329	и здесь	1	1
330	с одной	3	1
331	были бы	1	1
332	мира а	1	1
333	приближением к	1	1
334	смысле не	1	1
335	них в	1	1
336	вслед за	3	1
337	судить по	1	1
338	эти последние	1	1
339	сфер и	1	1
340	веры в	1	1
341	бы из	1	1
342	и такое	1	1
343	было и	1	1
344	он пришел	1	1
345	во времени	1	1
346	их не	1	1
347	не поможет	1	1
348	вобрать в	1	1
349	в окружающем	1	1
350	именно на	1	1
351	уже в	1	1
352	положение что	1	1
353	и знать	1	1
354	в душе	1	1
355	и других	2	1
356	выражена в	1	1
357	одно из	1	1
358	есть та	1	1
359	от тех	1	1
360	других же	1	1
361	именно как	2	1
362	не были	1	1
363	возможно что	1	1
364	ней и	1	1
365	или иной	1	1
366	с другой	5	1
367	бы эти	1	1
368	полноты и	1	1
369	но есть	1	1
370	только к	1	1
371	каком смысле	1	1
372	них и	1	1
373	церкви и	2	1
374	мы попали	1	1
375	религия есть	1	1
376	как ни	1	1
377	у т	1	1
378	всемирной истории	1	1
379	из мира	1	1
380	эта идея	2	1
381	бы это	1	1
382	чем то	1	1
383	результат этого	1	1
384	он будет	1	1
385	знать что	2	1
386	наряду с	3	1
387	этой последней	1	1
388	теорий и	1	1
389	думается что	1	1
390	ней не	2	1
391	в это	1	1
392	которая ни	1	1
393	в недрах	2	1
394	она может	1	1
395	в известном	1	1
396	чтобы понять	1	1
397	но также	4	1
398	не более	1	1
399	и простую	1	1
400	очень и	1	1
401	давно уже	1	1
402	самосознание и	1	1
403	находятся в	1	1
404	на фоне	1	1
405	из тех	1	1
406	знаем и	1	1
407	является и	1	1
408	не верить	1	1
409	я и	3	1
410	что то	1	1
411	в современной	1	1
412	как на	2	1
413	значило бы	1	1
414	а я	5	1
415	гораздо более	1	1
