N	2gram	Tiupa_Anal_2	Tragedij
102	не в	4	2
103	что этот	1	2
104	раз и	1	2
105	одна из	1	2
106	не имеет	2	2
107	его за	1	2
108	он и	2	2
109	к тому	7	2
110	но при	1	2
111	в ее	1	2
112	данном случае	5	2
113	он вообще	1	2
114	еще в	2	2
115	как у	1	2
116	ничего не	9	2
117	и здесь	1	2
118	о том	7	2
119	времени в	4	2
120	что и	3	2
121	в том	12	2
122	который в	1	2
123	между этими	1	2
124	и ее	1	2
125	на всем	1	2
126	уже не	4	2
127	не так	4	2
128	в одном	2	2
129	не случайно	8	2
130	на меня	1	2
131	тем что	3	2
132	только к	1	2
133	говорит о	5	2
134	в рассказе	1	2
135	было в	1	2
136	но особенно	1	2
137	в данном	8	2
138	о его	4	2
139	еще раз	1	2
140	потому что	1	2
141	личности и	2	2
142	состоит из	1	2
143	в частности	16	2
144	по поводу	3	2
145	в таком	2	2
146	точно так	1	2
147	я и	3	1
148	а между	1	1
149	и т	1	1
150	я его	2	1
151	с жизнью	1	1
152	самом деле	1	1
153	перед читателем	1	1
154	она молча	1	1
155	на две	3	1
156	проникает в	1	1
157	сам автор	1	1
158	исходит из	1	1
159	той же	2	1
160	совершает в	1	1
161	в становлении	1	1
162	не вполне	1	1
163	на себя	5	1
164	событий и	1	1
165	ему в	3	1
166	в виду	1	1
167	в сцене	1	1
168	жизни столь	1	1
169	встречается в	1	1
170	представляет собой	8	1
171	быть в	1	1
172	в чем	1	1
173	и мира	1	1
174	во всех	4	1
175	но не	4	1
176	в противовес	1	1
177	тогда как	19	1
178	за пределы	4	1
179	как лицо	1	1
180	в центре	3	1
181	глаза а	1	1
182	дистанция между	1	1
183	выглядит в	2	1
184	и наконец	1	1
185	дается в	1	1
186	со своей	1	1
187	в которой	1	1
188	последняя фраза	1	1
189	он в	4	1
190	бы не	1	1
191	же слова	1	1
192	говорит не	1	1
193	как он	1	1
194	если он	1	1
195	и если	3	1
196	вообще не	2	1
197	по-видимому не	1	1
198	так сказать	1	1
199	к одному	1	1
200	не к	1	1
201	не как	1	1
202	содержит в	3	1
203	сюжета но	1	1
204	никому не	1	1
205	и по	1	1
206	на этом	4	1
207	черные волосы	2	1
208	таким образом	2	1
209	я вам	1	1
210	но без	1	1
211	а затем	2	1
212	распространяется на	1	1
213	же не	2	1
214	начинается словами	1	1
215	в другом	1	1
216	самого автора	1	1
217	волосы и	1	1
218	лишь в	9	1
219	это было	2	1
220	заключается в	1	1
221	обоих случаях	2	1
222	лишь на	1	1
223	в них	1	1
224	он же	2	1
225	этого персонажа	2	1
226	этого не	1	1
227	со своими	1	1
228	которой он	1	1
229	говорится о	1	1
230	ведет к	1	1
231	обратимся к	1	1
232	контрастирует с	1	1
233	сердца в	1	1
234	но я	1	1
235	свободы воли	1	1
236	но если	1	1
237	и при	1	1
238	в своей	2	1
239	этой связи	1	1
240	мне казалось	1	1
241	взгляд на	1	1
242	в такой	1	1
243	в котором	2	1
244	вступил в	2	1
245	не столько	3	1
246	миф о	1	1
247	и демонстративное	1	1
248	стало быть	2	1
249	тем не	3	1
250	речи в	2	1
251	борьбу с	1	1
252	по себе	2	1
253	тому что	1	1
254	эту сцену	1	1
255	не менее	4	1
256	вплоть до	1	1
257	играть в	1	1
258	она не	2	1
259	в обоих	2	1
260	на котором	2	1
261	в эпизоде	10	1
262	как его	1	1
263	облекается в	1	1
264	но только	1	1
265	он с	1	1
266	только не	4	1
267	его речи	1	1
268	по своей	1	1
269	эпизоде гибели	1	1
270	словами следует	2	1
271	для нас	1	1
272	связи с	1	1
273	смысл этой	1	1
274	что на	3	1
275	и далее	1	1
276	мы узнаем	2	1
277	могут быть	10	1
278	стал смотреть	2	1
279	уже было	1	1
280	на улицу	1	1
281	и т.д	3	1
282	указывает на	1	1
283	части романа	1	1
284	не есть	2	1
285	что при	1	1
286	в применении	1	1
287	образы и	1	1
288	как мы	3	1
289	и о	1	1
290	как система	5	1
291	которой сам	1	1
292	роль в	2	1
293	человека с	1	1
294	природе своей	2	1
295	с собой	1	1
296	можно было	3	1
297	по природе	2	1
298	в борьбе	2	1
299	начала и	1	1
300	в последней	1	1
301	в диалог	1	1
302	это мне	1	1
303	является по	1	1
304	всем протяжении	1	1
305	на вопрос	1	1
306	но мы	1	1
307	своеволия в	1	1
308	а также	7	1
309	личности героя	1	1
310	от него	1	1
311	восходит к	1	1
312	это была	1	1
313	между тем	2	1
314	теперь уже	1	1
315	нуждается в	1	1
316	романа в	3	1
317	к личности	1	1
318	развернута в	1	1
319	в литературе	1	1
320	того что	2	1
321	в третий	1	1
322	один по	1	1
323	мы видим	1	1
324	с ними	3	1
325	что даже	1	1
326	только в	4	1
327	с одной	5	1
328	есть в	3	1
329	этой борьбе	1	1
330	нагнетает напряжение	1	1
331	носит в	1	1
332	только на	3	1
333	событий с	1	1
334	дело с	1	1
335	героя с	1	1
336	свидетельствует о	2	1
337	пристально и	1	1
338	в общем	2	1
339	одно из	2	1
340	и их	2	1
341	сердце мое	1	1
342	всегда оказывается	1	1
343	слова в	1	1
344	его речь	1	1
345	с этими	1	1
346	к ним	1	1
347	не понимал	1	1
348	в карты	1	1
349	характерны для	1	1
350	на уровне	9	1
351	даже не	1	1
352	с другим	1	1
353	именно в	3	1
354	обратиться к	1	1
355	и стал	2	1
356	эффект как	1	1
357	на этот	2	1
358	а не	10	1
359	его как	2	1
360	на смерть	1	1
361	одну из	2	1
362	этом случае	4	1
363	в связи	1	1
364	себя на	1	1
365	о себе	2	1
366	эти слова	1	1
367	вместе с	2	1
368	и особенно	4	1
369	до этого	1	1
370	ко всем	1	1
371	и потому	1	1
372	намек на	1	1
373	применении к	1	1
374	слова он	1	1
375	столкновение с	1	1
376	от природы	1	1
377	он тот	1	1
378	этого слова	3	1
379	с этой	1	1
380	так ли	1	1
381	из трех	3	1
382	не является	1	1
383	известной степени	1	1
384	на улице	1	1
385	при таком	2	1
386	об отношении	1	1
387	третий раз	1	1
388	в результате	3	1
389	тот кто	2	1
390	в двух	2	1
391	о нем	1	1
392	к счастью	1	1
393	бы в	3	1
394	хотя бы	1	1
395	что ты	1	1
396	только что	1	1
397	в сюжетном	1	1
398	я в	3	1
399	в стихах	1	1
400	к ее	1	1
401	еще ничего	1	1
402	оставаться за	1	1
403	героя и	1	1
404	из тех	1	1
405	к женщине	1	1
406	совершенно не	1	1
407	самой своей	1	1
408	интересу к	1	1
409	ко всему	1	1
410	т е	2	1
411	и жизнь	1	1
412	может ли	2	1
413	к этой	1	1
414	это в	1	1
