N	2gram	Berdyaev_M_2	KulturaY
213	в пределах	1	2
214	есть также	2	2
215	мог бы	1	2
216	когда в	1	2
217	она есть	2	2
218	все те	1	2
219	и здесь	6	2
220	доходит до	6	2
221	путь к	1	2
222	можно видеть	1	2
223	а потому	1	2
224	интеллигенции и	1	2
225	и об	1	2
226	все они	1	2
227	я имею	1	2
228	ни одного	2	2
229	что если	1	2
230	дано в	1	2
231	не дает	1	2
232	себе представить	1	2
233	ни на	1	2
234	только что	1	2
235	не означает	2	2
236	о чем	1	2
237	вместе с	2	2
238	можно будет	1	2
239	так же	6	2
240	но сам	1	2
241	тому как	2	2
242	понял что	2	2
243	свою культурную	1	2
244	все это	1	2
245	не с	1	2
246	еще более	2	2
247	е в	2	2
248	не знает	9	2
249	в свое	1	2
250	это так	1	2
251	это в	1	2
252	который должен	2	1
253	не иначе	1	1
254	отношения к	2	1
255	же как	3	1
256	и то	1	1
257	бы для	1	1
258	мере в	1	1
259	на деле	4	1
260	между двумя	1	1
261	из самых	1	1
262	когда человек	2	1
263	не имеют	2	1
264	с таким	2	1
265	значение но	1	1
266	все русские	2	1
267	для достижения	1	1
268	он знает	1	1
269	но она	2	1
270	пределах и	1	1
271	связана с	7	1
272	в разговоре	1	1
273	как не	1	1
274	есть внутренняя	1	1
275	который может	2	1
276	и на	3	1
277	а еще	1	1
278	он сам	6	1
279	вполне и	1	1
280	значение и	1	1
281	менее всего	3	1
282	в совершенстве	1	1
283	нет и	1	1
284	которые не	1	1
285	это имело	1	1
286	основная мысль	1	1
287	нас прежде	1	1
288	с этим	1	1
289	он перестает	1	1
290	особенно интересен	1	1
291	это был	1	1
292	через его	1	1
293	и всецело	1	1
294	говорит что	2	1
295	это остается	1	1
296	в каком-то	1	1
297	со своей	1	1
298	всего лишь	1	1
299	на той	1	1
300	в которой	2	1
301	отказывается от	1	1
302	культуры и	1	1
303	это есть	2	1
304	ни один	1	1
305	формы в	1	1
306	или во	1	1
307	то я	1	1
308	думать что	4	1
309	что ничего	1	1
310	раз в	1	1
311	стал вопрос	1	1
312	и те	2	1
313	почти всегда	1	1
314	если он	2	1
315	к русскому	1	1
316	этот процесс	2	1
317	есть одна	1	1
318	из сферы	1	1
319	ведь не	1	1
320	не к	2	1
321	есть один	2	1
322	иногда бывают	1	1
323	наших глазах	1	1
324	у пушкина	1	1
325	одной и	2	1
326	может понять	1	1
327	находит себе	1	1
328	удивительно что	1	1
329	в каждом	3	1
330	не будет	3	1
331	каких угодно	1	1
332	не образ	1	1
333	сознание и	1	1
334	в другом	1	1
335	и орудие	2	1
336	входит в	1	1
337	он есть	1	1
338	отца и	1	1
339	после этого	1	1
340	точно в	1	1
341	тех которые	3	1
342	человек который	4	1
343	все равно	3	1
344	этого не	1	1
345	не всегда	2	1
346	и уже	1	1
347	для чего	3	1
348	принадлежит в	1	1
349	не мог	3	1
350	же я	1	1
351	же есть	3	1
352	и становится	1	1
353	самого последнего	2	1
354	переносится в	1	1
355	него нельзя	1	1
356	и ее	1	1
357	в такой	3	1
358	уже к	1	1
359	не находит	1	1
360	той мере	1	1
361	она в	1	1
362	от его	2	1
363	всякий раз	1	1
364	признать что	1	1
365	значение для	1	1
366	одном из	1	1
367	нельзя было	2	1
368	и той	2	1
369	мир и	2	1
370	связано с	3	1
371	быть у	1	1
372	есть еще	2	1
373	же такое	1	1
374	ему как	2	1
375	стоит в	2	1
376	как можно	1	1
377	есть прежде	5	1
378	в русской	6	1
379	в какую-то	1	1
380	уже из	1	1
381	правда в	2	1
382	и продолжает	1	1
383	к этим	1	1
384	жизни из	1	1
385	в основе	2	1
386	тогда и	1	1
387	есть путь	2	1
388	чем не	2	1
389	для всего	1	1
390	о природе	1	1
391	и границах	1	1
392	в самой	1	1
393	мыслей и	1	1
394	по своей	3	1
395	дурного и	1	1
396	во всем	5	1
397	сам я	1	1
398	и его	5	1
399	оттенков в	1	1
400	как будто	2	1
401	котором в	1	1
402	отсутствие у	1	1
403	представлять себе	1	1
404	но вся	1	1
405	лежит в	1	1
406	я сам	1	1
407	должны быть	4	1
408	с проблемой	1	1
409	в самых	1	1
410	без разбора	1	1
411	к составлению	1	1
412	на наших	1	1
413	моих мыслей	1	1
414	приходит к	2	1
415	можно и	1	1
416	но по	1	1
417	поэтому будем	1	1
418	что-то не	1	1
419	это будет	1	1
420	приводит к	1	1
421	следовательно и	1	1
422	природе своей	1	1
423	никогда не	18	1
424	все свое	1	1
425	по природе	1	1
426	и каждый	1	1
427	чем у	4	1
428	она была	1	1
429	них есть	2	1
430	в словах	1	1
431	означает что	4	1
432	вот это	1	1
433	но нужна	1	1
434	именно потому	1	1
435	и возможно	2	1
436	вот почему	2	1
437	сам был	1	1
438	не стоит	3	1
439	одно то	1	1
440	и кровь	1	1
441	в сфере	2	1
442	может не	1	1
443	не выходит	1	1
444	своему значению	1	1
445	как теперь	1	1
446	к нему	2	1
447	но он	11	1
448	которой мы	1	1
449	но я-то	1	1
450	тем как	1	1
451	во втором	1	1
452	не надо	2	1
453	вслед за	1	1
454	также в	1	1
455	которые принадлежат	1	1
456	все время	2	1
457	быть и	2	1
458	но так	1	1
459	социальной среды	1	1
460	но с	2	1
461	же все	1	1
462	и цельности	1	1
463	только одной	1	1
464	мы видим	2	1
465	речи о	1	1
466	мы увидим	2	1
467	в себе	10	1
468	точки опоры	1	1
469	в стороне	1	1
470	одних и	1	1
471	а имеет	1	1
472	же и	2	1
473	своей целью	1	1
474	стоит на	2	1
475	раньше чем	1	1
476	для него	18	1
477	для всякой	1	1
478	никто не	1	1
479	не для	3	1
480	вот с	1	1
481	отношении к	3	1
482	противоречии с	2	1
483	но что	1	1
484	дело и	1	1
485	только с	3	1
486	другому и	1	1
487	и дурной	1	1
488	они будут	1	1
489	и делает	1	1
490	правды и	1	1
491	возможно что	1	1
492	на примере	1	1
493	делает в	1	1
494	и прежде	1	1
495	от смысла	1	1
496	такое же	1	1
497	две формы	1	1
498	превращается в	2	1
499	нашей души	1	1
500	который с	1	1
501	есть лишь	17	1
502	и революционной	2	1
503	на эту	1	1
504	культуры не	1	1
505	ими не	1	1
506	и потому	7	1
507	в смысл	2	1
508	этот смысл	1	1
509	к самому	2	1
510	не сразу	1	1
511	не знал	3	1
512	ведет к	13	1
513	и отсутствие	1	1
514	не внешне	1	1
515	каждом человеке	2	1
516	что выше	1	1
517	не любил	1	1
518	она должна	1	1
519	и для	7	1
520	которых он	1	1
521	и часто	1	1
522	было еще	1	1
523	изменения в	1	1
524	и от	3	1
525	это можно	1	1
526	думает что	1	1
527	же должно	1	1
528	лишь как	3	1
529	же что	2	1
530	у них	4	1
531	интерес к	2	1
532	так формулирует	1	1
533	может ли	1	1
534	есть уже	4	1
535	от всякого	1	1
536	понять эту	1	1
537	а о	1	1
538	в свою	4	1
539	цели для	1	1
540	между ними	1	1
541	следует подходить	1	1
542	для исследования	1	1
543	они как	1	1
544	а образ	1	1
545	культуры в	1	1
546	есть и	3	1
547	на своем	1	1
548	к этому	1	1
549	этого события	1	1
550	уже есть	1	1
551	а может	1	1
552	к этой	1	1
553	и эта	2	1
554	все что	4	1
