N	2gram	Potebnia_M_3	Hudozhes
293	такого что	1	1
294	а тем	2	1
295	легко может	1	1
296	от внешней	1	1
297	себе и	1	1
298	друг от	1	1
299	что они	2	1
300	и я	1	1
301	в истории	1	1
302	его я	3	1
303	от друга	1	1
304	от содержания	1	1
305	о жизни	1	1
306	что касается	1	1
307	перед нами	2	1
308	и бессознательно	1	1
309	что по	2	1
310	и внутреннюю	2	1
311	вследствие своей	1	1
312	нему как	2	1
313	тем же	4	1
314	от этого	2	1
315	при чтении	1	1
316	могли бы	1	1
317	только то	1	1
318	к чему	1	1
319	из жизни	1	1
320	что это	4	1
321	восприятия как	1	1
322	из этих	9	1
323	большей части	2	1
324	тоже не	1	1
325	но без	2	1
326	отношение между	1	1
327	говорит не	1	1
328	во многих	1	1
329	двух других	1	1
330	на то	2	1
331	не могла	2	1
332	что одна	1	1
333	на его	2	1
334	что она	3	1
335	время и	2	1
336	к миру	1	1
337	все это	4	1
338	тем и	3	1
339	при виде	1	1
340	вытекающее из	1	1
341	в понимании	1	1
342	к одному	5	1
343	его сознание	2	1
344	принадлежащих к	1	1
345	свое время	1	1
346	подобно тому	2	1
347	образа и	3	1
348	заключает в	5	1
349	форма в	4	1
350	но самое	1	1
351	по его	1	1
352	многих других	1	1
353	что все	3	1
354	тем в	1	1
355	в совершенно	1	1
356	том случае	1	1
357	и внутренняя	1	1
358	бы быть	2	1
359	не с	1	1
360	а как	2	1
361	художественный образ	2	1
362	это было	3	1
363	его личности	1	1
364	было бы	9	1
365	зрения и	2	1
366	по этому	1	1
367	в жизни	1	1
368	его сознании	1	1
369	о ком	1	1
370	места в	1	1
371	от своего	1	1
372	которым человек	1	1
373	или точнее	1	1
374	в такой	1	1
375	и без	7	1
376	в котором	4	1
377	одним и	3	1
378	в единстве	1	1
379	на каждом	1	1
380	находятся между	1	1
381	себе а	4	1
382	впечатлений а	1	1
383	от его	1	1
384	всякий раз	1	1
385	быть названо	1	1
386	и другого	1	1
387	другом и	1	1
388	друг другу	1	1
389	по крайней	5	1
390	без его	1	1
391	ли я	1	1
392	в прошлом	1	1
393	из виду	2	1
394	с такими	1	1
395	и наоборот	4	1
396	не должно	1	1
397	том же	2	1
398	их отношении	1	1
399	вышел в	1	1
400	форму в	1	1
401	она по	1	1
402	есть деятельность	1	1
403	между людьми	2	1
404	таких случаях	1	1
405	в таких	1	1
406	знание что	1	1
407	ее не	1	1
408	с которой	1	1
409	виду что	1	1
410	особенный смысл	1	1
411	не имеет	6	1
412	на котором	2	1
413	принадлежат к	1	1
414	что такое	2	1
415	не отделен	1	1
416	которого он	1	1
417	не составляет	2	1
418	когда они	1	1
419	в систему	1	1
420	иметь в	2	1
421	но только	2	1
422	восприятия впечатлений	1	1
423	себе самом	1	1
424	каждый из	1	1
425	того и	1	1
426	не всякий	1	1
427	эти стороны	1	1
428	своей природе	1	1
429	не говорит	1	1
430	и теперь	6	1
431	связи с	2	1
432	из того	2	1
433	него но	1	1
434	в каком	5	1
435	ему не	2	1
436	этот закон	1	1
437	настоящего времени	1	1
438	и здесь	1	1
439	деятельности и	2	1
440	все то	1	1
441	находящимся вне	1	1
442	когда мы	2	1
443	чем-то внешним	1	1
444	его за	1	1
445	всего что	1	1
446	в поле	1	1
447	а можно	1	1
448	в каждом	3	1
449	на это	4	1
450	здесь мы	1	1
451	самом общем	1	1
452	должен быть	1	1
453	не ограничивается	1	1
454	из всего	1	1
455	как мы	7	1
456	значения и	1	1
457	точно так	12	1
458	ни одно	1	1
459	только при	2	1
460	языка и	2	1
461	в собственном	2	1
462	то или	2	1
463	мысль о	5	1
464	но мы	2	1
465	то время	4	1
466	свободу и	1	1
467	на нее	1	1
468	те же	6	1
469	здесь как	3	1
470	в сочетании	1	1
471	можно только	2	1
472	именно такого	1	1
473	для этого	1	1
474	остановимся на	1	1
475	не дай	1	1
476	посредством его	1	1
477	жизни не	3	1
478	первое слово	2	1
479	именно потому	1	1
480	искусства и	3	1
481	не означает	1	1
482	к знанию	1	1
483	как ее	2	1
484	после того	1	1
485	для говорящего	3	1
486	и который	1	1
487	вопросу о	1	1
488	от всего	3	1
489	в которую	1	1
490	содержанию которое	1	1
491	состоит не	3	1
492	эти два	1	1
493	самим слушающим	1	1
494	от одного	1	1
495	такими же	1	1
496	крайней мере	5	1
497	в другой	1	1
498	вслед за	3	1
499	как внутренняя	1	1
500	уже до	1	1
501	сколько от	2	1
502	речи есть	2	1
503	свое я	1	1
504	глядя на	2	1
505	искусство имеет	1	1
506	языка мы	2	1
507	по содержанию	2	1
508	эти последние	2	1
509	на которой	3	1
510	один из	4	1
511	знаков в	1	1
512	образов и	2	1
513	мы видим	2	1
514	тот же	1	1
515	на языке	1	1
516	что даже	4	1
517	над собою	1	1
518	в какой	2	1
519	такое же	3	1
520	впрочем и	2	1
521	образа в	4	1
522	или же	4	1
523	между этими	1	1
524	бы ни	3	1
525	или его	1	1
526	на мир	2	1
527	содержанию а	1	1
528	отдельных лиц	1	1
529	оно объединяет	1	1
530	так что	7	1
531	от одной	2	1
532	же и	3	1
533	же оно	1	1
534	с нею	2	1
535	если мы	1	1
536	а напротив	2	1
537	его лице	1	1
538	в поэзии	1	1
539	сама собою	1	1
540	других в	1	1
541	то и	6	1
542	на свое	3	1
543	не дает	2	1
544	из них	6	1
545	за ним	3	1
546	поэзии есть	1	1
547	представить себе	3	1
548	сказанное о	1	1
549	до того	4	1
550	так как	13	1
551	и от	4	1
552	тому же	1	1
553	в такое	1	1
554	к ним	1	1
555	без этого	1	1
556	должен был	1	1
557	они представляются	1	1
558	образом что	1	1
559	не было	4	1
560	имеет значение	6	1
561	и даже	2	1
562	точек зрения	1	1
563	к совокупности	1	1
564	как у	1	1
565	на ее	1	1
566	по своим	1	1
567	значений и	1	1
568	предположить в	1	1
569	на чем	2	1
570	еще и	1	1
571	души и	2	1
572	что не	8	1
573	что для	4	1
574	к более	1	1
575	непосредственно к	1	1
576	человека но	1	1
577	не сама	1	1
578	стремится к	1	1
579	зависит от	6	1
580	с которым	1	1
581	от мира	1	1
582	при воспоминании	1	1
583	восприятия это	1	1
584	что хотя	2	1
585	не всегда	2	1
586	на время	1	1
587	произведением искусства	2	1
588	не об	1	1
589	и слово	6	1
590	его как	1	1
591	в одно	3	1
592	впечатлений в	1	1
593	имея в	1	1
594	вместе с	12	1
595	в одной	1	1
596	есть такое	1	1
597	и приобретает	1	1
598	я из	1	1
599	не могут	5	1
600	он говорит	2	1
601	в область	1	1
602	из уст	1	1
603	пустым звуком	1	1
604	этого слова	11	1
605	тому как	5	1
606	есть как	1	1
607	да и	1	1
608	чувства и	3	1
609	быть не	2	1
610	с этой	2	1
611	к понятию	1	1
612	и другим	1	1
613	только для	1	1
614	то под	1	1
615	между прочим	1	1
616	все же	2	1
617	ее содержание	1	1
618	от нас	3	1
619	вкуса не	1	1
620	себе еще	1	1
621	к вопросу	1	1
622	он уже	1	1
623	каждой из	3	1
624	в более	1	1
625	и внешнего	1	1
626	говорящего и	3	1
627	если не	4	1
628	не подлежит	2	1
629	душа не	1	1
630	в результате	1	1
631	о котором	1	1
632	например не	2	1
633	для нас	20	1
634	от него	2	1
635	это может	1	1
636	из своего	1	1
637	бы в	2	1
638	с не	1	1
639	как того	1	1
640	предмета и	1	1
641	ни было	1	1
642	им с	1	1
643	же в	2	1
644	но если	1	1
645	читатель может	1	1
646	не есть	17	1
647	к самому	1	1
648	здесь только	3	1
649	имеет в	1	1
650	может и	1	1
651	чем с	1	1
652	как ряд	1	1
653	дерево от	1	1
654	в системе	2	1
655	определенный смысл	1	1
656	быть признано	1	1
657	внутреннее единство	2	1
658	в свое	2	1
659	который в	1	1
660	одно слово	2	1
661	быть назван	1	1
662	жизни и	2	1
663	ее в	1	1
664	случае если	1	1
665	по поводу	4	1
666	можно назвать	1	1
667	все что	4	1
668	которая не	2	1
