N	2gram	Bakhtin_fo_1	Vladivir
149	жизнь и	4	3
150	и здесь	1	3
151	человека как	1	3
152	тот же	1	3
153	мы увидим	1	3
154	уже не	2	3
155	только на	3	3
156	с этими	2	3
157	с другой	2	3
158	только к	3	3
159	и стал	2	3
160	если не	1	3
161	в связи	5	3
162	вместе с	3	3
163	к своему	2	3
164	по своему	1	3
165	в начале	3	3
166	на одной	1	3
167	и т	8	2
168	одним из	1	2
169	тех же	2	2
170	к своей	2	2
171	и до	5	2
172	и за	1	2
173	по его	1	2
174	той же	2	2
175	для своего	1	2
176	который был	1	2
177	хотя бы	2	2
178	еще не	5	2
179	и отец	1	2
180	он сам	1	2
181	первый план	1	2
182	в чем	2	2
183	мы будем	2	2
184	к жизни	2	2
185	нет и	2	2
186	в свои	1	2
187	и я	1	2
188	его на	2	2
189	его к	1	2
190	конечно не	4	2
191	из этих	1	2
192	и тот	1	2
193	но его	1	2
194	тому же	2	2
195	всей его	2	2
196	при этом	3	2
197	вера в	2	2
198	время и	4	2
199	и еще	2	2
200	по всем	2	2
201	что все	2	2
202	лишь в	6	2
203	было бы	2	2
204	ни в	8	2
205	в них	4	2
206	были в	2	2
207	с тем	3	2
208	была уже	2	2
209	на первый	1	2
210	точки зрения	5	2
211	характер но	2	2
212	это делает	1	2
213	место в	2	2
214	значение для	1	2
215	в философии	1	2
216	уже сказали	2	2
217	на всю	1	2
218	в религиозных	1	2
219	для нее	1	2
220	дело не	1	2
221	того чтобы	5	2
222	того и	2	2
223	всего на	1	2
224	к концу	3	2
225	в каком	2	2
226	в момент	1	2
227	для его	1	2
228	и такие	1	2
229	для того	5	2
230	где он	1	2
231	для себя	7	2
232	то время	4	2
233	не столько	1	2
234	ясно что	2	2
235	во многом	2	2
236	глубоко и	1	2
237	что дело	1	2
238	образом в	1	2
239	часто и	2	2
240	времени в	7	2
241	которой мы	1	2
242	этот момент	1	2
243	того в	1	2
244	того что	2	2
245	всякого рода	2	2
246	с ними	1	2
247	всяком случае	1	2
248	на несколько	1	2
249	по этому	1	2
250	одной из	3	2
251	то и	1	2
252	и других	3	2
253	из них	1	2
254	дальше в	1	2
255	тем что	2	2
256	не были	2	2
257	даже не	2	2
258	несколько дней	2	2
259	с которым	1	2
260	что мы	2	2
261	жизнь в	2	2
262	чем не	3	2
263	начиная с	1	2
264	к себе	4	2
265	времени уже	1	2
266	в тех	1	2
267	по существу	12	2
268	в это	2	2
269	своей жизни	4	2
270	этом и	1	2
271	и для	4	2
272	указать на	1	2
273	в результате	6	2
274	от него	1	2
275	и ни	1	2
276	тем более	1	2
277	мы должны	2	2
278	но зато	1	2
279	свои чувства	1	2
280	совершенно не	2	2
281	в самом	8	2
282	к этой	1	2
283	и это	4	2
284	в частности	6	2
285	во всяком	3	2
286	от отца	1	1
287	и бытие	1	1
288	всего это	2	1
289	и есть	1	1
290	эта ранняя	1	1
291	моменты его	1	1
292	он всегда	1	1
293	не имеют	3	1
294	ведь и	1	1
295	научной и	1	1
296	отношения к	3	1
297	в их	6	1
298	есть не	3	1
299	большую роль	3	1
300	и совсем	1	1
301	почти все	1	1
302	время как	5	1
303	не вполне	1	1
304	то новое	1	1
305	благодаря своему	2	1
306	для наших	1	1
307	что можно	1	1
308	в ней	4	1
309	не знал	1	1
310	значительной мере	1	1
311	и философские	1	1
312	и много	1	1
313	на них	2	1
314	философии не	1	1
315	в различных	2	1
316	во всех	6	1
317	природы и	2	1
318	а следовательно	1	1
319	и всего	1	1
320	явлений и	1	1
321	для других	4	1
322	значение и	3	1
323	по отношению	3	1
324	себе и	3	1
325	дня в	1	1
326	большое значение	1	1
327	он нашел	1	1
328	человек может	1	1
329	его развития	1	1
330	к какой	1	1
331	развития идеи	2	1
332	что во	1	1
333	пути в	1	1
334	встречи с	2	1
335	и начале	1	1
336	может получить	1	1
337	даже просто	1	1
338	своих родных	1	1
339	себе не	1	1
340	не приходится	1	1
341	из жизни	1	1
342	здесь дается	3	1
343	ни один	1	1
344	время это	1	1
345	себя к	1	1
346	момент его	2	1
347	тоже не	1	1
348	вообще а	1	1
349	человеке и	1	1
350	с такою	1	1
351	и те	3	1
352	не могла	1	1
353	так сказать	7	1
354	не следует	1	1
355	свой взгляд	1	1
356	жившие в	1	1
357	уже видели	1	1
358	нее и	1	1
359	не к	2	1
360	новое и	2	1
361	человека он	1	1
362	в большой	1	1
363	одно и	3	1
364	но все	5	1
365	такого же	1	1
366	том же	2	1
367	жизнь которая	1	1
368	касается до	1	1
369	факт что	1	1
370	те же	2	1
371	их и	2	1
372	них не	1	1
373	на протяжении	1	1
374	с другими	3	1
375	и непосредственное	1	1
376	это не	6	1
377	уже знаем	1	1
378	на почве	2	1
379	платона как	1	1
380	не дошел	1	1
381	всю его	1	1
382	например с	1	1
383	по всему	1	1
384	для них	3	1
385	но уже	1	1
386	о которых	1	1
387	в высшей	1	1
388	в самую	1	1
389	мы имеем	1	1
390	место и	3	1
391	и уже	3	1
392	этим и	1	1
393	когда я	1	1
394	жизни но	5	1
395	математика и	1	1
396	чем в	2	1
397	мы не	3	1
398	семьи и	1	1
399	выражение в	2	1
400	и ничего	1	1
401	и тогда	1	1
402	в этих	3	1
403	весьма часто	2	1
404	дошли до	1	1
405	как часто	1	1
406	таким же	1	1
407	пока не	1	1
408	уже к	1	1
409	на месте	1	1
410	растет и	1	1
411	в положительном	1	1
412	в первый	1	1
413	жизненный путь	8	1
414	вопрос о	2	1
415	действительность в	1	1
416	положительном смысле	1	1
417	вот эта	1	1
418	вплоть до	1	1
419	мир и	2	1
420	но эта	3	1
421	нам в	1	1
422	теми же	1	1
423	не меняет	1	1
424	их в	3	1
425	с такими	1	1
426	вместе со	1	1
427	не для	2	1
428	она не	1	1
429	сам говорит	1	1
430	важная проблема	1	1
431	в таких	1	1
432	xviii века	3	1
433	с которой	1	1
434	этими двумя	3	1
435	как о	1	1
436	и вместо	1	1
437	что их	1	1
438	на себе	1	1
439	и сама	1	1
440	нем в	2	1
441	не могло	5	1
442	следовательно и	1	1
443	его от	2	1
444	для всех	2	1
445	правда в	1	1
446	одна из	2	1
447	у этого	1	1
448	или как	4	1
449	и сильно	1	1
450	с нами	1	1
451	и после	1	1
452	связи с	6	1
453	не столь	2	1
454	этом отношении	3	1
455	вполне понятно	4	1
456	а мы	2	1
457	дней а	1	1
458	все то	2	1
459	не могут	3	1
460	есть только	2	1
461	когда они	1	1
462	этого и	1	1
463	родство с	1	1
464	в каждом	1	1
465	благоприятно для	1	1
466	мы привели	1	1
467	правда не	2	1
468	элементы в	2	1
469	из всего	1	1
470	с ее	6	1
471	свою очередь	1	1
472	всего этого	2	1
473	на другой	2	1
474	уже с	1	1
475	за нами	1	1
476	через три	1	1
477	с самого	2	1
478	правильно но	1	1
479	так в	1	1
480	роль в	9	1
481	как с	1	1
482	и совершенно	1	1
483	он правда	1	1
484	было в	1	1
485	особенно в	1	1
486	и которые	1	1
487	с самим	5	1
488	которая была	1	1
489	можно только	2	1
490	если бы	5	1
491	в эпоху	1	1
492	разбойники и	1	1
493	в разных	5	1
494	но отнюдь	1	1
495	или прямо	1	1
496	в порядке	3	1
497	другом месте	1	1
498	тех кто	1	1
499	но к	1	1
500	и поэтому	1	1
501	внимание на	1	1
502	и являются	1	1
503	них совершенно	1	1
504	в значительной	2	1
505	нас в	3	1
506	затем в	1	1
507	все в	1	1
508	связь между	2	1
509	для изучения	1	1
510	видел я	1	1
511	от них	1	1
512	и во	7	1
513	во всей	3	1
514	в историческом	1	1
515	по разным	1	1
516	он только	2	1
517	человеческую жизнь	2	1
518	будем называть	1	1
519	о своих	1	1
520	и мир	1	1
521	в литературе	16	1
522	не как	2	1
523	человека в	17	1
524	время когда	1	1
525	что даже	1	1
526	его жизнь	1	1
527	жизнь с	2	1
528	которое мы	1	1
529	к отцу	1	1
530	их жизни	1	1
531	между этими	4	1
532	жить и	1	1
533	ним но	1	1
534	вопрос об	1	1
535	нас здесь	1	1
536	с одной	3	1
537	со всеми	3	1
538	человека с	1	1
539	самом деле	1	1
540	в указанном	1	1
541	раз в	4	1
542	ни одного	1	1
543	или не	2	1
544	вернуться к	1	1
545	же в	3	1
546	что не	3	1
547	от других	1	1
548	этому вопросу	1	1
549	достаточно указать	1	1
550	прямое и	1	1
551	менее всего	1	1
552	говорить в	1	1
553	одно из	3	1
554	лучше ее	1	1
555	ту же	2	1
556	в одном	3	1
557	и искусства	1	1
558	друг друга	3	1
559	мы можем	1	1
560	как его	1	1
561	бытия и	1	1
562	резко и	2	1
563	всеми этими	1	1
564	ее на	1	1
565	в других	9	1
566	и только	1	1
567	брак и	1	1
568	которые как	1	1
569	чувствует себя	2	1
570	жизнь по	1	1
571	влияние на	4	1
572	связаны с	3	1
573	что человек	1	1
574	именно в	3	1
575	которых мы	1	1
576	далеко не	2	1
577	в свою	2	1
578	мы еще	3	1
579	себя и	3	1
580	говорит о	1	1
581	прежде всего	15	1
582	месте и	1	1
583	притом не	1	1
584	одной стороны	2	1
585	а наоборот	1	1
586	свою жизнь	1	1
587	до конца	4	1
588	еще достаточно	1	1
589	а не	3	1
590	на весь	1	1
591	человеческой жизни	6	1
592	как ни	1	1
593	о чем	1	1
594	с греческим	1	1
595	разных местах	1	1
596	могло существовать	1	1
597	с помощью	2	1
598	уже давно	1	1
599	не осталось	2	1
600	этой же	1	1
601	философских школ	1	1
602	характера его	1	1
603	время с	1	1
604	так же	6	1
605	в отрицательном	1	1
606	другой день	2	1
607	и гораздо	1	1
608	поэтому не	1	1
609	из которых	1	1
610	в брак	1	1
611	в данном	2	1
612	она есть	1	1
613	однако эти	1	1
614	смысле этого	1	1
615	очень важно	1	1
616	самого себя	1	1
617	характером но	1	1
618	например такие	1	1
619	из этой	1	1
620	есть такого	1	1
621	человек с	1	1
622	ко мне	1	1
623	и более	1	1
624	этого слова	1	1
625	некоторые моменты	1	1
626	брак но	1	1
627	он использовал	1	1
628	в основном	5	1
629	то перед	1	1
630	вошла в	1	1
631	и того	6	1
632	своих друзей	1	1
633	эта сплошная	2	1
634	с большой	2	1
635	в более	2	1
636	известной степени	1	1
637	уже на	2	1
638	не существует	1	1
639	или в	3	1
640	это он	1	1
641	человек и	2	1
642	и перед	1	1
643	это уже	1	1
644	ибо не	1	1
645	у них	2	1
646	бы в	1	1
647	у которого	1	1
648	ни к	3	1
649	на одно	1	1
650	и роста	1	1
651	ее в	2	1
652	в дом	2	1
653	личности и	2	1
654	речи о	1	1
655	всеми его	3	1
656	еще вовсе	1	1
657	жизни в	8	1
658	человека то	1	1
659	мы покажем	1	1
660	между ними	3	1
661	с ней	1	1
662	в быту	3	1
663	дальнейшем в	1	1
664	время не	2	1
665	к другим	1	1
666	день после	1	1
667	и другие	5	1
668	которые в	1	1
669	и эта	2	1
670	особенности же	1	1
671	в таком	3	1
