N	2gram	Vygotskiy__2	Freidism
349	только на	1	2
350	ни было	1	2
351	желания и	1	2
352	в нашей	1	2
353	психоанализа в	1	2
354	говорит фрейд	1	2
355	из них	3	2
356	а потому	1	2
357	точка зрения	3	2
358	ничего что	1	2
359	заметить что	2	2
360	рядом с	1	2
361	и даже	5	2
362	в высшей	7	2
363	с объективной	1	2
364	с другой	6	2
365	и тех	1	2
366	здесь в	1	2
367	в психологии	1	2
368	чем он	1	2
369	а с	4	2
370	до конца	1	2
371	ничем не	3	2
372	связано с	1	2
373	одной стороны	7	2
374	более того	1	2
375	зависит от	1	2
376	а не	3	2
377	что мы	9	2
378	речи и	15	2
379	так же	4	2
380	факты и	1	2
381	самого себя	1	2
382	в развитии	26	2
383	развития человеческой	1	2
384	человеческого поведения	1	2
385	только для	3	2
386	же самое	2	2
387	к другим	1	2
388	не существует	3	2
389	для нас	4	2
390	да и	1	2
391	из тех	3	2
392	к его	2	2
393	всех других	1	2
394	в заключение	3	2
395	в своих	1	2
396	к этому	4	2
397	как на	1	2
398	они не	3	2
399	ту же	2	1
400	совершенно новой	1	1
401	же как	2	1
402	относится и	1	1
403	должно стать	1	1
404	сам называет	1	1
405	за то	2	1
406	и подробно	1	1
407	противоречие с	1	1
408	науки о	1	1
409	но тем	1	1
410	ибо как	2	1
411	показать что	5	1
412	которое мы	3	1
413	и первую	1	1
414	не имеют	1	1
415	с таким	6	1
416	и этот	1	1
417	факторов как	1	1
418	полагает что	5	1
419	всего того	1	1
420	речевой деятельности	1	1
421	или наоборот	1	1
422	которую мы	2	1
423	вопрос о	5	1
424	ответить на	1	1
425	ступени развития	1	1
426	оба эти	2	1
427	о возможности	1	1
428	речь внутреннюю	1	1
429	но даже	1	1
430	один пример	1	1
431	то это	1	1
432	в целом	10	1
433	что можно	3	1
434	не способен	1	1
435	учение об	1	1
436	и самого	2	1
437	вывод что	1	1
438	и воля	1	1
439	зрения но	1	1
440	время в	1	1
441	что его	4	1
442	без всякого	2	1
443	одним словом	1	1
444	отказ от	1	1
445	коем случае	1	1
446	фрейда не	1	1
447	к которой	1	1
448	друг на	1	1
449	силы и	1	1
450	желание или	1	1
451	при исследовании	1	1
452	в качестве	4	1
453	мы тоже	1	1
454	для психоанализа	1	1
455	как со	1	1
456	нет и	2	1
457	и речи	13	1
458	что они	3	1
459	с данными	1	1
460	для объяснения	1	1
461	которые не	2	1
462	в истории	6	1
463	как говорит	2	1
464	вызывает в	1	1
465	независимо от	4	1
466	общего с	2	1
467	вот как	1	1
468	это ни	1	1
469	результате получается	1	1
470	однако не	1	1
471	что ребенок	8	1
472	годы жизни	2	1
473	как уже	2	1
474	его к	2	1
475	показали что	2	1
476	в противоположность	2	1
477	теперь становится	1	1
478	за собой	2	1
479	но эта	3	1
480	еще на	1	1
481	ситуации в	1	1
482	та же	1	1
483	бы и	3	1
484	образом и	1	1
485	говорили что	1	1
486	он в	3	1
487	процесс образования	1	1
488	то обстоятельство	1	1
489	по преимуществу	1	1
490	там мы	2	1
491	мы обратимся	1	1
492	только один	1	1
493	имеем в	1	1
494	как он	6	1
495	этот вывод	2	1
496	на то	6	1
497	в наших	1	1
498	вообще не	1	1
499	теории и	1	1
500	от его	4	1
501	в переводе	1	1
502	же это	2	1
503	мы полагаем	1	1
504	с самых	1	1
505	на совершенно	1	1
506	ни одному	1	1
507	поведения с	1	1
508	важный момент	1	1
509	к выводу	6	1
510	без исключения	1	1
511	в основу	1	1
512	не следует	2	1
513	может остаться	1	1
514	этим самым	1	1
515	как они	1	1
516	а затем	1	1
517	учением о	1	1
518	им как	1	1
519	со всем	1	1
520	отношение ребенка	1	1
521	из всех	2	1
522	развития на	2	1
523	входит в	1	1
524	и которые	1	1
525	этом смысле	2	1
526	говоря о	1	1
527	уже сказано	3	1
528	чтобы узнать	1	1
529	должен был	1	1
530	и тем	2	1
531	он приходит	1	1
532	ребенка от	2	1
533	мы встречаемся	1	1
534	поведения и	1	1
535	и сознания	1	1
536	для них	1	1
537	психическую жизнь	1	1
538	о которых	3	1
539	в моменты	1	1
540	на друга	1	1
541	не всегда	1	1
542	во внимание	1	1
543	учения об	1	1
544	никакого смысла	1	1
545	чем в	2	1
546	что вещи	2	1
547	можно считать	2	1
548	самых ранних	1	1
549	обратимся к	1	1
550	в один	2	1
551	не больше	1	1
552	с я	1	1
553	момента в	1	1
554	сознание человека	1	1
555	на первый	1	1
556	они говорят	1	1
557	в связь	1	1
558	и научно	1	1
559	и мышления	3	1
560	таким же	3	1
561	нас не	1	1
562	социальных форм	1	1
563	он должен	2	1
564	что вся	1	1
565	еще с	1	1
566	поведения которые	1	1
567	не к	1	1
568	понятно что	2	1
569	развития ребенка	3	1
570	из области	1	1
571	в одном	2	1
572	живут в	1	1
573	для данного	2	1
574	которые в	1	1
575	друг другу	1	1
576	эти влияния	1	1
577	так называемое	1	1
578	источник всех	1	1
579	однако в	1	1
580	намека на	1	1
581	нас к	2	1
582	всю картину	2	1
583	его внутреннего	1	1
584	возникает в	2	1
585	и должно	1	1
586	друг друга	5	1
587	это последнее	1	1
588	тогда когда	5	1
589	укажем еще	1	1
590	на два	1	1
591	только из	1	1
592	не по	1	1
593	современной психологии	2	1
594	но вместе	1	1
595	все без	1	1
596	из других	1	1
597	вытекает из	3	1
598	человека во	1	1
599	вопрос который	1	1
600	нам известно	4	1
601	в коем	1	1
602	дело в	1	1
603	его речи	2	1
604	известно из	2	1
605	или как	2	1
606	того в	1	1
607	к ней	2	1
608	он хочет	1	1
609	и является	1	1
610	о детской	3	1
611	ребенка не	5	1
612	постоянной и	1	1
613	что на	2	1
614	которая по	1	1
615	фактов и	1	1
616	и со	1	1
617	обстоятельство что	1	1
618	и здесь	1	1
619	разрыв между	1	1
620	основных моментов	1	1
621	независимой от	1	1
622	мы все	1	1
623	его с	2	1
624	всего что	1	1
625	той или	2	1
626	по сравнению	5	1
627	уже на	1	1
628	ребенок в	4	1
629	на это	1	1
630	плоскости в	2	1
631	предмет в	1	1
632	о том	9	1
633	человека имеет	1	1
634	этот путь	1	1
635	правда не	1	1
636	и это	3	1
637	случайных обстоятельств	1	1
638	приходит к	1	1
639	то она	1	1
640	гласящему что	1	1
641	на другой	1	1
642	пытается в	1	1
643	как по	2	1
644	действия и	3	1
645	в дальнейшем	1	1
646	и находится	1	1
647	и сам	3	1
648	по аналогии	1	1
649	переход к	1	1
650	эти факты	1	1
651	ребенка является	1	1
652	его социальной	1	1
653	увидим что	2	1
654	с собой	3	1
655	мы пытаемся	1	1
656	в результате	3	1
657	те факты	1	1
658	заключение что	1	1
659	и социальные	1	1
660	основана на	1	1
661	не опирается	1	1
662	на язык	2	1
663	по теории	1	1
664	ничего не	3	1
665	находится в	2	1
666	вот это	1	1
667	о ней	1	1
668	совершенно особую	1	1
669	lan vital	1	1
670	психологии мы	1	1
671	на все	2	1
672	взрослого человека	3	1
673	а также	2	1
674	в детском	2	1
675	сила которая	1	1
676	язык и	1	1
677	а часто	1	1
678	чтобы с	1	1
679	утверждает что	3	1
680	мысль не	1	1
681	после того	1	1
682	мы старались	4	1
683	социальная среда	3	1
684	в сфере	1	1
685	в пользу	4	1
686	с соответствующими	1	1
687	чем она	1	1
688	аналогии с	1	1
689	там же	1	1
690	о поведении	1	1
691	и во	1	1
692	области которые	1	1
693	функциональной психологии	1	1
694	же самые	1	1
695	на одном	2	1
696	мы склонны	2	1
697	тотчас же	1	1
698	выше в	1	1
699	исходя из	1	1
700	все время	3	1
701	некоторых отношениях	1	1
702	о своих	2	1
703	у которого	1	1
704	деле что	1	1
705	следовательно в	1	1
706	к которому	6	1
707	с неизбежностью	1	1
708	но так	1	1
709	в двух	1	1
710	которым мы	5	1
711	к современной	1	1
712	согласиться с	1	1
713	и резкое	1	1
714	два основных	1	1
715	во всем	2	1
716	и так	1	1
717	который в	4	1
718	же типа	1	1
719	первой стадии	1	1
720	что нам	4	1
721	бы ни	2	1
722	социальной ситуации	1	1
723	речь внешняя	1	1
724	ребенка на	2	1
725	это же	3	1
726	какой степени	1	1
727	опыта но	2	1
728	не соответствует	1	1
729	судить о	2	1
730	решающее значение	3	1
731	близко к	1	1
732	то и	1	1
733	также и	2	1
734	в виде	1	1
735	на определенной	1	1
736	следует за	2	1
737	он разумеется	1	1
738	по выражению	1	1
739	в ином	2	1
740	и других	2	1
741	психологии в	2	1
742	плана в	1	1
743	только их	1	1
744	о причинах	1	1
745	одно из	1	1
746	цели и	1	1
747	слова в	1	1
748	содержания и	1	1
749	целом и	1	1
750	свою точку	1	1
751	моментов в	2	1
752	научной точки	1	1
753	от сознания	1	1
754	старались показать	2	1
755	объяснения человеческого	1	1
756	в случаях	1	1
757	тем что	2	1
758	раннего детства	1	1
759	не хотим	2	1
760	лишь для	1	1
761	и только	3	1
762	общение в	1	1
763	же деле	1	1
764	в другой	2	1
765	представление о	5	1
766	в психоанализе	1	1
767	или иной	2	1
768	точек зрения	1	1
769	она в	1	1
770	на примере	1	1
771	которые можно	1	1
772	именно в	2	1
773	с той	1	1
774	рассказывает он	1	1
775	это кажется	1	1
776	такое же	1	1
777	в ребенке	1	1
778	всю концепцию	1	1
779	здесь действительно	1	1
780	полагаем что	1	1
781	в некоторых	2	1
782	только по	1	1
783	деле если	1	1
784	самом же	1	1
785	похожие на	1	1
786	и речь	2	1
787	и нигде	1	1
788	целым рядом	1	1
789	на которых	2	1
790	однако и	2	1
791	в свете	1	1
792	долгое время	1	1
793	но никогда	2	1
794	отнюдь не	2	1
795	чем на	1	1
796	там где	6	1
797	порыва lan	1	1
798	ребенка и	4	1
799	мир для	1	1
800	и вовсе	1	1
801	так называемых	2	1
802	нет никаких	2	1
803	свести к	2	1
804	стадии своего	2	1
805	все основные	1	1
806	всей остальной	1	1
807	такой форме	1	1
808	для самого	1	1
809	мы говорим	1	1
810	его содержание	1	1
811	социальной среде	5	1
812	знаем о	2	1
813	первые годы	2	1
814	находим в	1	1
815	подтверждение этого	1	1
816	становится на	2	1
817	из которых	3	1
818	мысли т.е	1	1
819	к своему	1	1
820	человека под	1	1
821	рождаются в	1	1
822	основных чертах	1	1
823	именно для	1	1
824	т.е по	2	1
825	сравнению с	5	1
826	который мы	1	1
827	смысле этого	3	1
828	что всякое	1	1
829	связаны с	1	1
830	и там	1	1
831	хотя с	1	1
832	мать но	1	1
833	у самого	1	1
834	наконец мы	1	1
835	в первой	2	1
836	не сознавая	1	1
837	реакции на	2	1
838	они сами	1	1
839	к следующему	1	1
840	эту черту	1	1
841	материал для	1	1
842	или хотя	1	1
843	этого слова	3	1
844	в первые	3	1
845	нас интересует	2	1
846	даже сами	1	1
847	не будем	1	1
848	ближе к	1	1
849	в смысле	1	1
850	остается в	2	1
851	под влиянием	1	1
852	в книге	2	1
853	являются не	1	1
854	не знаем	1	1
855	основанная на	1	1
856	но на	3	1
857	об отношении	3	1
858	он по	1	1
859	которого они	1	1
860	поэтому она	1	1
861	переводе на	1	1
862	т.е из	1	1
863	и самым	2	1
864	и крайне	1	1
865	совершенно иной	1	1
866	тянется к	1	1
867	целый ряд	2	1
868	у них	2	1
869	бы в	1	1
870	и всецело	1	1
871	возникает вопрос	1	1
872	еще более	1	1
873	тем более	3	1
874	мышления не	1	1
875	в подтверждение	1	1
876	мысль в	1	1
877	словами мы	1	1
878	существует ли	1	1
879	или не	1	1
880	значения для	1	1
881	в том	33	1
882	к ее	1	1
883	не обладает	1	1
884	нас то	1	1
885	это все	2	1
886	и окружающей	1	1
887	но можно	1	1
888	же относится	1	1
889	роль играет	1	1
890	их с	1	1
891	говорили выше	2	1
892	жизни а	1	1
893	разум и	1	1
894	роли в	2	1
895	же мы	1	1
896	из этого	1	1
897	который не	1	1
898	внешней речью	1	1
899	два момента	1	1
900	настоящей главы	1	1
901	учения о	2	1
902	с научной	1	1
903	а может	1	1
904	видим в	2	1
905	т.е как	1	1
906	весь процесс	1	1
907	значение в	3	1
908	гораздо более	1	1
