N	2gram	Bakhtin_Fr_3	SlovoVZh
138	относится к	1	2
139	в своем	7	2
140	в формах	1	2
141	кроме того	3	2
142	метод в	1	2
143	его к	2	2
144	дело с	1	2
145	и потому	4	2
146	и так	2	2
147	лежит на	2	2
148	в настоящее	1	2
149	эти моменты	3	2
150	с одной	1	2
151	выражение в	2	2
152	уже в	2	2
153	имеем в	1	2
154	жизнью и	4	2
155	он не	9	2
156	не так	3	2
157	в корне	2	2
158	но что	1	2
159	и оценки	1	2
160	одно и	1	2
161	но все	3	2
162	в особенности	5	2
163	на все	1	2
164	влияние на	2	2
165	с другими	1	2
166	это не	2	2
167	форму и	2	2
168	как же	1	2
169	более того	1	2
170	до конца	6	2
171	другой стороны	1	2
172	там где	3	2
173	и слово	1	2
174	смысл и	1	2
175	связь с	6	2
176	вместе с	3	2
177	можно найти	1	2
178	в отношении	1	2
179	но не	2	2
180	находит в	1	2
181	быть только	1	2
182	речи в	1	2
183	с точки	1	2
184	в условиях	2	2
185	такой же	1	2
186	в основном	4	2
187	в то	6	2
188	и притом	1	2
189	героев и	1	2
190	ничего не	1	2
191	и все	9	2
192	все они	1	2
193	в этих	6	2
194	но это	3	2
195	между ними	3	2
196	но этот	1	2
197	что в	12	2
198	как на	1	2
199	и другие	2	2
200	к этому	6	2
201	и это	2	1
202	наконец из	1	1
203	найдем в	1	1
204	например в	2	1
205	как мы	10	1
206	и о	4	1
207	с жизнью	1	1
208	словом так	1	1
209	но чтобы	1	1
210	момент в	2	1
211	свою очередь	1	1
212	на основе	2	1
213	это и	2	1
214	нами выше	1	1
215	характер и	2	1
216	в приведенном	3	1
217	тем же	2	1
218	только то	1	1
219	в произведении	1	1
220	не хочет	1	1
221	с самого	1	1
222	принимают участие	1	1
223	по преимуществу	2	1
224	из его	1	1
225	дано в	1	1
226	высшей степени	1	1
227	с таким	1	1
228	можно было	3	1
229	мы уже	13	1
230	а этот	1	1
231	было в	1	1
232	а уж	1	1
233	употребляются в	1	1
234	в следующий	4	1
235	жизнь и	1	1
236	что уже	1	1
237	место но	1	1
238	разговорного языка	1	1
239	на что	1	1
240	для этого	3	1
241	и стиль	2	1
242	и такой	1	1
243	и он	1	1
244	к общему	1	1
245	за пределами	1	1
246	быть понято	1	1
247	др и	1	1
248	нем по	1	1
249	на них	2	1
250	там же	1	1
251	основе своей	2	1
252	не найдем	1	1
253	на их	2	1
254	в значительной	3	1
255	нам придется	1	1
256	во всех	6	1
257	и во	4	1
258	положения и	1	1
259	и всего	1	1
260	от его	1	1
261	он употребляет	1	1
262	в согласии	1	1
263	общения слово	1	1
264	важный для	1	1
265	в общем	1	1
266	менее всего	1	1
267	себе и	1	1
268	слову в	1	1
269	отметить что	1	1
270	только там	1	1
271	что они	1	1
272	именно в	2	1
273	нем и	1	1
274	слов и	1	1
275	и она	1	1
276	в одной	1	1
277	в современной	1	1
278	далее мы	1	1
279	что здесь	1	1
280	не перестает	1	1
281	все остальные	1	1
282	перед нами	1	1
283	виду и	1	1
284	здесь вовсе	1	1
285	и понимания	2	1
286	но несмотря	1	1
287	стиль в	1	1
288	мы увидим	2	1
289	себе не	1	1
290	пор не	1	1
291	как нечто	2	1
292	именно эта	1	1
293	далее это	1	1
294	к художественному	1	1
295	тому как	1	1
296	и оба	1	1
297	что это	1	1
298	более широком	1	1
299	в целом	2	1
300	самое содержание	1	1
301	очень важным	1	1
302	в эти	2	1
303	думать что	2	1
304	им в	1	1
305	эпохи но	2	1
306	литературы в	1	1
307	во многих	1	1
308	этом оно	1	1
309	в виде	1	1
310	исходит из	1	1
311	слова не	1	1
312	почти полностью	1	1
313	и обратно	1	1
314	кто будет	1	1
315	одно из	3	1
316	и их	1	1
317	этого нельзя	3	1
318	со слушателями	1	1
319	всяком случае	1	1
320	ведь это	1	1
321	не как	1	1
322	человеческого тела	1	1
323	в одном	7	1
324	и вот	2	1
325	для правильного	1	1
326	вовсе не	12	1
327	как его	2	1
328	у него	8	1
329	лишь косвенно	1	1
330	какой бы	2	1
331	подобно тому	1	1
332	на этом	2	1
333	для живого	1	1
334	нее не	1	1
335	или иных	1	1
336	с искусством	1	1
337	характерны для	3	1
338	значительной степени	2	1
339	даже и	2	1
340	оно является	1	1
341	том же	2	1
342	здесь мы	2	1
343	и только	1	1
344	они должны	1	1
345	в другом	3	1
346	связанных с	1	1
347	которого и	1	1
348	ни одной	2	1
349	и т.п	10	1
350	и из	1	1
351	моменты и	1	1
352	должно быть	1	1
353	на протяжении	3	1
354	который и	1	1
355	ко второму	1	1
356	было бы	4	1
357	и прежде	3	1
358	и тем	1	1
359	только к	1	1
360	что для	2	1
361	говорит о	1	1
362	для них	1	1
363	не было	5	1
364	рядом с	2	1
365	они входят	1	1
366	не знает	1	1
367	все равно	1	1
368	далеко не	2	1
369	и самый	1	1
370	не на	1	1
371	говорящего в	1	1
372	в ее	3	1
373	же где	1	1
374	не всегда	1	1
375	несмотря на	1	1
376	определяют его	1	1
377	о чем	2	1
378	так называемый	1	1
379	для историка	3	1
380	в истории	4	1
381	остается в	1	1
382	со всей	1	1
383	восприятия и	1	1
384	для этой	3	1
385	мы видели	3	1
386	места в	1	1
387	все элементы	1	1
388	в частности	3	1
389	то он	1	1
390	и художественно	1	1
391	нас не	1	1
392	но особенно	1	1
393	именно и	1	1
394	это делает	1	1
395	всего тем	1	1
396	относятся к	1	1
397	только его	1	1
398	то есть	18	1
399	одним и	1	1
400	она в	1	1
401	к одному	1	1
402	не могут	1	1
403	и глубоко	1	1
404	однако он	1	1
405	нашу задачу	1	1
406	но эта	1	1
407	и отнюдь	1	1
408	и тот	1	1
409	которые в	1	1
410	конечно эти	2	1
411	из этой	2	1
412	уже сказали	1	1
413	мы еще	6	1
414	на эти	1	1
415	речи так	2	1
416	не сливаются	1	1
417	для нее	1	1
418	материал для	1	1
419	случае мы	1	1
420	его творчество	2	1
421	ни единого	1	1
422	и вся	1	1
423	приведенном нами	1	1
424	но прежде	1	1
425	только для	3	1
426	суждения о	1	1
427	в высшей	1	1
428	его которые	1	1
429	в смысле	1	1
430	вне поля	1	1
431	самого начала	1	1
432	как о	2	1
433	тех или	1	1
434	весь этот	3	1
435	в основе	5	1
436	здесь конечно	1	1
437	потому не	1	1
438	того чтобы	4	1
439	из словаря	1	1
440	имеет дело	1	1
441	такое понимание	1	1
442	в результате	1	1
443	всем тем	1	1
444	эта сторона	1	1
445	в качестве	1	1
446	независимую от	1	1
447	же время	6	1
448	еще более	4	1
449	все стороны	1	1
450	где ее	1	1
451	как явление	1	1
452	по своей	1	1
453	дана в	1	1
454	бы за	2	1
455	них и	1	1
456	связи с	6	1
457	участие в	1	1
458	историческое движение	1	1
459	в свою	1	1
460	эти три	1	1
461	это уже	1	1
462	входят в	1	1
463	важное значение	1	1
464	уже и	1	1
465	видения и	1	1
466	как будто	1	1
467	этом отношении	2	1
468	не нуждается	1	1
469	гораздо больше	2	1
470	в области	4	1
471	в стиле	1	1
472	у нас	4	1
473	остаются за	1	1
474	они как	1	1
475	все то	2	1
476	культуры в	1	1
477	тип общения	1	1
478	значение их	1	1
479	время не	1	1
480	должны быть	2	1
481	свои слова	1	1
482	произведения с	1	1
483	включает в	2	1
484	что оно	1	1
485	этого события	1	1
486	но из	1	1
487	особый тип	1	1
488	в таком	1	1
489	во всяком	1	1
490	вполне понятно	1	1
491	они не	3	1
492	существенный момент	1	1
