N	2gram	Ircho_Kome_3	NovoeSre
304	ему все	1	1
305	в атмосфере	1	1
306	сих пор	9	1
307	так как	11	1
308	что совершается	1	1
309	человека не	2	1
310	окончательно и	1	1
311	к вопросу	1	1
312	она должна	1	1
313	в сущности	2	1
314	больше оснований	1	1
315	не по	7	1
316	до сих	9	1
317	в мировую	1	1
318	так много	1	1
319	так долго	1	1
320	чтобы понять	1	1
321	а к	1	1
322	бы он	3	1
323	к этой	2	1
324	к ней	8	1
325	своей природе	1	1
326	досуг и	1	1
327	образу мыслей	1	1
328	гордился своим	1	1
329	не останется	1	1
330	с ужасом	1	1
331	и его	6	1
332	а также	2	1
333	принято было	1	1
334	уже нет	1	1
335	они будут	2	1
336	речи о	4	1
337	или к	1	1
338	в области	2	1
339	нет ничего	2	1
340	ему не	3	1
341	в свою	7	1
342	на смену	1	1
343	того же	6	1
344	жизни а	1	1
345	выход из	1	1
346	ли он	1	1
347	в которой	3	1
348	числе и	1	1
349	эти слова	1	1
350	во всяком	3	1
351	то они	1	1
352	я могу	1	1
353	но сама	1	1
354	как на	1	1
355	все что	3	1
356	том числе	1	1
