N	2gram	Potebnia_M_2	Sovremen
184	в отдельном	1	1
185	с человеком	1	1
186	и действительно	1	1
187	для нашей	1	1
188	и ни	1	1
189	для наших	1	1
190	или как	1	1
191	развивается только	1	1
192	то они	1	1
193	того же	14	1
194	о том	5	1
195	в ней	3	1
196	и та	1	1
197	определенным образом	1	1
198	на предметы	1	1
199	что каждый	1	1
200	одного из	1	1
201	утверждает что	1	1
202	на них	1	1
203	все его	1	1
204	мы спрашиваем	1	1
205	быть в	1	1
206	же время	2	1
207	бы то	1	1
208	что его	3	1
209	действительности развивается	1	1
210	его в	3	1
211	с его	2	1
212	во всех	7	1
213	но конечно	1	1
214	раз и	1	1
215	совсем не	2	1
216	но не	12	1
217	к этому	2	1
218	мы будем	1	1
219	но как	1	1
220	друг на	1	1
221	при исследовании	1	1
222	если в	3	1
223	во втором	1	1
224	по отношению	2	1
225	а потому	5	1
226	крайней мере	5	1
227	вообще и	2	1
228	один и	1	1
229	может стать	2	1
230	из нескольких	1	1
231	в ту	1	1
232	независимо от	9	1
233	стороны и	1	1
234	этого развития	1	1
235	к которому	2	1
236	значит что	1	1
237	к нему	1	1
238	один из	2	1
239	есть такой	1	1
240	общий характер	1	1
241	условий то	1	1
242	иметь только	1	1
243	в действительности	2	1
244	только в	11	1
245	о другом	1	1
246	при каких	1	1
247	в этот	1	1
248	почти совершенно	1	1
249	к другому	4	1
250	ведущие к	1	1
251	одном случае	1	1
252	в известном	1	1
253	остановиться на	1	1
254	нами в	1	1
255	и тот	2	1
256	конечно не	1	1
257	и у	3	1
258	в большинстве	1	1
259	только на	1	1
260	вопрос и	1	1
261	и если	4	1
262	а это	2	1
263	он не	1	1
264	его и	1	1
265	и путем	1	1
266	тем легче	1	1
267	и еще	1	1
268	искать в	3	1
269	меняется в	1	1
270	себе в	3	1
271	и их	5	1
272	пока не	1	1
273	стать в	1	1
274	к одному	1	1
275	допустим что	2	1
276	сами по	7	1
277	вовсе не	9	1
278	но что	2	1
279	какой бы	1	1
280	одной и	2	1
281	и им	1	1
282	заключает в	4	1
283	всеми этими	1	1
284	не хотим	1	1
285	и только	6	1
286	не будет	1	1
287	факт что	2	1
288	из приведенных	1	1
289	и может	3	1
290	в другом	2	1
291	том случае	1	1
292	одной стороны	3	1
293	чем в	1	1
294	до сих	4	1
295	с другой	6	1
296	же путем	2	1
297	на ее	1	1
298	образом если	1	1
299	нельзя сказать	1	1
300	именно в	1	1
301	по своим	1	1
302	например указать	1	1
303	этом смысле	2	1
304	и прежде	1	1
305	нас есть	1	1
306	такое же	2	1
307	этот результат	1	1
308	на которые	1	1
309	в природе	5	1
310	его с	2	1
311	на ней	3	1
312	всегда строго	1	1
313	ни в	1	1
314	от другого	3	1
315	признать за	1	1
316	может находиться	1	1
317	окружающих его	1	1
318	не было	6	1
319	рядом с	3	1
320	имеет только	1	1
321	ей не	1	1
322	для своего	1	1
323	этого не	2	1
324	и вся	1	1
325	на друга	1	1
326	для чего	1	1
327	жизни но	1	1
328	оно имеет	1	1
329	нам это	1	1
330	для их	2	1
331	должно быть	2	1
332	и следовательно	2	1
333	первое и	1	1
334	находиться в	2	1
335	в связи	2	1
336	том что	8	1
337	между различными	2	1
338	в эту	3	1
339	этом случае	1	1
340	но если	2	1
341	том как	3	1
342	и при	3	1
343	таким же	1	1
344	так же	2	1
345	в такой	1	1
346	что дело	1	1
347	мы говорим	3	1
348	а при	1	1
349	то его	1	1
350	природы но	1	1
351	в течение	1	1
352	и той	2	1
353	но эта	1	1
354	развития о	1	1
355	которые в	1	1
356	такую же	1	1
357	а потом	1	1
358	быть только	2	1
359	в обратном	1	1
360	по крайней	5	1
361	на другую	1	1
362	и более	1	1
363	важную роль	1	1
364	там где	4	1
365	мере в	1	1
366	объективные качества	1	1
367	такой вопрос	1	1
368	зрения и	7	1
369	по себе	15	1
370	только о	1	1
371	можем сказать	1	1
372	происходит это	1	1
373	как например	3	1
374	сих пор	4	1
375	с ним	5	1
376	они относятся	1	1
377	что с	2	1
378	быть при	1	1
379	и тогда	3	1
380	но для	1	1
381	только частное	1	1
382	для каждого	1	1
383	мысли в	3	1
384	не имеет	6	1
385	это последнее	4	1
386	нашего знания	2	1
387	дело в	1	1
388	не вытекает	1	1
389	в процессе	1	1
390	мы помним	1	1
391	это уже	1	1
392	несколько различных	1	1
393	указать на	1	1
394	всегда будет	1	1
395	но только	2	1
396	и от	3	1
397	исчезает из	1	1
398	только не	1	1
399	вытекает из	2	1
400	никогда не	4	1
401	или в	2	1
402	все свои	2	1
403	и всегда	1	1
404	может но	1	1
405	это как	1	1
406	человек и	1	1
407	хотя и	3	1
408	не представляет	1	1
409	выбора между	1	1
410	готовых уже	1	1
411	или нет	3	1
412	не более	1	1
413	же процесс	1	1
414	и первое	1	1
415	ровно ничего	1	1
416	все они	1	1
417	и его	2	1
418	связи с	6	1
419	на такой	1	1
420	ни было	3	1
421	же в	5	1
422	но это	3	1
423	их по	1	1
424	в первое	1	1
425	между ними	2	1
426	от общего	2	1
427	сказать что	2	1
428	и для	3	1
429	очень часто	1	1
430	из естественных	1	1
431	с какою	1	1
432	сравнительно с	4	1
433	человека в	3	1
434	в то	6	1
435	объяснение не	2	1
436	них это	1	1
437	в заключение	1	1
438	в какой	2	1
439	просто не	1	1
440	но еще	1	1
441	в своих	1	1
442	и свою	1	1
443	на это	1	1
444	которая не	1	1
445	все что	3	1
446	они не	4	1
447	ничего общего	1	1
