N	2gram	Vinokur_St_1	Istorich
431	какой бы	1	1
432	и говорить	1	1
433	является не	4	1
434	все с	1	1
435	с такими	1	1
436	например мы	1	1
437	в основу	4	1
438	значительной степени	1	1
439	же у	1	1
440	в работе	1	1
441	могла бы	1	1
442	же касается	3	1
443	сейчас не	1	1
444	том случае	1	1
445	времени и	1	1
446	с целью	1	1
447	дело но	1	1
448	того или	4	1
449	чтобы было	1	1
450	известно что	1	1
451	этом смысле	1	1
452	но их	1	1
453	вопрос и	1	1
454	кажется что	3	1
455	я считаю	4	1
456	по всему	1	1
457	в них	1	1
458	соответствии с	1	1
459	на основании	1	1
460	и уже	2	1
461	которой он	1	1
462	чем в	3	1
463	одно целое	1	1
464	и некоторые	1	1
465	перед собой	2	1
466	с подобного	1	1
467	только тем	2	1
468	же стороны	1	1
469	не значит	3	1
470	и сейчас	4	1
471	в своей	6	1
472	академии наук	2	1
473	это делает	1	1
474	представление о	4	1
475	оказывается что	1	1
476	в которых	5	1
477	от себя	1	1
478	всякий раз	2	1
479	одном из	1	1
480	вплоть до	5	1
481	а есть	1	1
482	что там	2	1
483	иным как	1	1
484	в прямом	1	1
485	доказывает что	1	1
486	разные формы	1	1
487	себе труда	1	1
488	и наоборот	1	1
489	быть не	1	1
490	пока в	1	1
491	нас к	1	1
492	тому что	3	1
493	нет никакого	1	1
494	уже выше	2	1
495	в отношении	9	1
496	можно ли	4	1
497	вариантов и	1	1
498	на работу	1	1
499	можно с	1	1
500	дело когда	2	1
501	как можно	2	1
502	мы пока	1	1
503	что эта	2	1
504	она не	2	1
505	вполне естественно	1	1
506	было видеть	1	1
507	и притом	1	1
508	о них	2	1
509	того чтобы	11	1
510	всей его	1	1
511	вытекает из	2	1
512	из другой	1	1
513	отнестись к	1	1
514	пример из	1	1
515	имеем дело	2	1
516	о ней	1	1
517	так таким	1	1
518	с одним	1	1
519	явление в	1	1
520	к концу	2	1
521	где уже	1	1
522	я буду	1	1
523	не выходя	1	1
524	кроме того	1	1
525	бы несколько	1	1
526	в каком	3	1
527	ему не	1	1
528	том отношении	4	1
529	но все-таки	1	1
530	у нас	11	1
531	а во-вторых	1	1
532	один раз	1	1
533	нужно ли	1	1
534	них ни	1	1
535	относиться к	1	1
536	тогда и	1	1
537	здесь совершенно	3	1
538	это освобождает	1	1
539	ли не	2	1
540	что оно	3	1
541	всего что	1	1
542	чрезвычайно важные	1	1
543	есть люди	1	1
544	никакого сомнения	3	1
545	оно не	1	1
546	др а	1	1
547	еще что	1	1
548	и это	2	1
549	в виду	1	1
550	говоря уже	1	1
551	находилась в	1	1
552	каждой из	1	1
553	последнее время	1	1
554	только то	1	1
555	работ по	2	1
556	материала для	1	1
557	на том	1	1
558	прямом смысле	1	1
559	этом утверждении	1	1
560	беглого знакомства	1	1
561	что у	4	1
562	находятся и	1	1
563	материал должен	1	1
564	не трудно	3	1
565	которая была	2	1
566	которые с	1	1
567	ссылками на	1	1
568	можно только	1	1
569	основана на	1	1
570	таких примеров	1	1
571	нас нет	7	1
572	один человек	1	1
573	стремление к	3	1
574	мы вправе	1	1
575	образом в	1	1
576	из других	1	1
577	читаем в	1	1
578	имеет право	1	1
579	а также	2	1
580	другом месте	2	1
581	внимание на	3	1
582	и та	1	1
583	при котором	1	1
584	других вопросов	1	1
585	указано что	1	1
586	в глаза	1	1
587	после того	1	1
588	может не	2	1
589	второй половины	1	1
590	на точку	2	1
591	должно было	2	1
592	работа по	1	1
593	все в	2	1
594	но столь	1	1
595	тем или	3	1
596	однако с	1	1
597	но дело	1	1
598	б в	1	1
599	в другой	1	1
600	них в	1	1
601	также в	2	1
602	и об	7	1
603	значит что	3	1
604	эти детали	1	1
605	на которой	2	1
606	но с	3	1
607	приведенных выше	1	1
608	в тексте	12	1
609	которому они	1	1
610	ii в	1	1
611	и так	3	1
612	согласно которой	1	1
613	который в	1	1
614	самые разнообразные	1	1
615	или же	2	1
616	чтобы найти	1	1
617	какой степени	1	1
618	менее и	1	1
619	же и	4	1
620	к работе	1	1
621	оказывается в	2	1
622	своего рода	3	1
623	др но	1	1
624	всем его	1	1
625	которых можно	1	1
626	ii но	3	1
627	примеров из	5	1
628	одно из	2	1
629	тогда он	1	1
630	слова в	1	1
631	сами по	1	1
632	т п	9	1
633	в прошлом	1	1
634	в конце	3	1
635	с этими	1	1
636	но что	1	1
637	у него	2	1
638	в соответствии	1	1
639	каждый из	1	1
640	почему это	1	1
641	грубой ошибкой	1	1
642	ставит себе	3	1
643	так то	1	1
644	начать с	1	1
645	этом отношении	7	1
646	отношении что	2	1
647	для того	10	1
648	и неизвестно	1	1
649	ссылается на	1	1
650	нужно было	2	1
651	возможно что	3	1
652	вышедших в	1	1
653	приводит и	1	1
654	в издании	8	1
655	которых мы	1	1
656	совершенно точно	1	1
657	чем он	1	1
658	том чем	1	1
659	это кажется	1	1
660	была и	1	1
661	что для	3	1
662	обратиться к	1	1
663	естественно что	1	1
664	что таким	1	1
665	не было	4	1
666	не касаться	1	1
667	бы думать	1	1
668	состоит из	1	1
669	так называемой	2	1
670	подобного рода	1	1
671	вопросе о	1	1
672	него не	1	1
673	для глаз	1	1
674	не при	5	1
675	для этой	1	1
676	начала xix	1	1
677	если это	3	1
678	что эти	1	1
679	материалом для	1	1
680	уже давно	1	1
681	уже о	5	1
682	на который	2	1
683	свободна от	1	1
684	вопрос можно	1	1
685	что во	2	1
686	такой форме	1	1
687	в иных	2	1
688	а при	1	1
689	многих случаях	2	1
690	чем то	1	1
691	а если	2	1
692	не дают	1	1
693	такого рода	2	1
694	смысле этого	2	1
695	уже без	1	1
696	или иного	4	1
697	получиться что	1	1
698	на какой-то	1	1
699	и всей	1	1
700	да и	3	1
701	я с	2	1
702	вопроса в	2	1
703	еще несколько	1	1
704	получает свое	1	1
705	и более	2	1
706	в это	1	1
707	этого слова	2	1
708	этом случае	2	1
709	в один	1	1
710	подобные вопросы	1	1
711	истории но	1	1
712	ни с	3	1
713	при таком	2	1
714	историей и	1	1
715	же только	1	1
716	котором он	1	1
717	это можно	3	1
718	работа никогда	1	1
719	в результате	3	1
720	которая в	1	1
721	тот кто	1	1
722	хотя и	1	1
723	бы ему	1	1
724	или иным	3	1
725	то не	2	1
726	и все	2	1
727	это может	1	1
728	у них	1	1
729	или нет	1	1
730	в обсуждение	1	1
731	убежден что	1	1
732	пришлось бы	1	1
733	хотя в	2	1
734	как материала	1	1
735	несмотря на	2	1
736	сейчас мы	1	1
737	другой же	1	1
738	не говоря	1	1
739	новый и	1	1
740	для каждой	1	1
741	совершенно не	5	1
742	их с	1	1
743	уже довольно	1	1
744	не у	2	1
745	обращено внимание	1	1
746	к числу	2	1
747	значение которое	1	1
748	быть признана	1	1
749	не свободна	1	1
750	важно для	1	1
751	этот термин	1	1
752	а может	1	1
753	во всяком	6	1
754	в роли	1	1
755	такое заключение	1	1
756	гораздо более	4	1
