N	2gram	Tiupa_Narr_1	Russkaja
228	этом и	4	2
229	но для	3	2
230	если не	2	2
231	и от	2	2
232	не подлежит	2	2
233	в результате	2	2
234	с ним	2	2
235	отношении к	1	2
236	и состоит	4	2
237	тем самым	5	2
238	точно так	1	2
239	из церкви	1	1
240	в сфере	2	1
241	бы именно	1	1
242	должен быть	1	1
243	того же	1	1
244	связи между	1	1
245	тех же	1	1
246	к своей	1	1
247	это и	1	1
248	идет о	3	1
249	ему что	1	1
250	национальной и	1	1
251	но главное	1	1
252	со своей	1	1
253	в зависимости	2	1
254	также и	3	1
255	надо было	1	1
256	мы не	3	1
257	же как	1	1
258	у себя	2	1
259	он как	1	1
260	в каждый	1	1
261	в сущности	2	1
262	событий и	1	1
263	столько же	2	1
264	он был	1	1
265	столь же	5	1
266	при жизни	1	1
267	к этому	1	1
268	но как	3	1
269	а только	1	1
270	точка зрения	5	1
271	значение и	1	1
272	русского языка	1	1
273	должны были	1	1
274	и требующий	1	1
275	и оценку	1	1
276	которые не	1	1
277	что ее	1	1
278	что касается	2	1
279	перед нами	5	1
280	в полном	1	1
281	когда он	1	1
282	он на	1	1
283	в смысл	2	1
284	за границей	1	1
285	еще на	1	1
286	в которой	1	1
287	привести к	1	1
288	ни один	1	1
289	бы не	1	1
290	за освобождение	1	1
291	но ведь	1	1
292	что к	1	1
293	то и	1	1
294	тому же	6	1
295	претендовать на	1	1
296	но на	1	1
297	не могла	2	1
298	выражается в	1	1
299	тем не	3	1
300	верит в	1	1
301	чтобы они	1	1
302	в принципе	4	1
303	к одному	1	1
304	надежда на	1	1
305	базируются на	1	1
306	так например	1	1
307	заключает в	2	1
308	но все	1	1
309	значительной степени	1	1
310	в одну	1	1
311	таким каким	2	1
312	могла бы	1	1
313	тем же	2	1
314	об этом	6	1
315	или целиком	1	1
316	а по	2	1
317	причем все	1	1
318	то есть	9	1
319	говорить не	1	1
320	или даже	1	1
321	в данной	1	1
322	входит в	2	1
323	не умеет	1	1
324	с другими	1	1
325	его личности	1	1
326	это не	3	1
327	и мы	1	1
328	уже знаем	1	1
329	придает ему	1	1
330	в жизни	3	1
331	все равно	2	1
332	со своими	1	1
333	не всегда	3	1
334	обозначить как	1	1
335	жизни но	2	1
336	без этой	1	1
337	иначе говоря	8	1
338	в один	1	1
339	и того	2	1
340	одного и	1	1
341	что вся	1	1
342	оказывается что	1	1
343	в которых	1	1
344	стало быть	3	1
345	нельзя было	1	1
346	теми же	1	1
347	жизни является	1	1
348	по крайней	1	1
349	ни было	1	1
350	необходимо чтобы	1	1
351	даже в	1	1
352	освободиться от	1	1
353	и вся	1	1
354	своих интересов	1	1
355	не менее	3	1
356	до известной	1	1
357	что эта	1	1
358	из нас	2	1
359	хотелось бы	1	1
360	для каждого	1	1
361	дело в	2	1
362	не по	4	1
363	чтобы стать	1	1
364	ними не	1	1
365	казалось бы	2	1
366	вся его	1	1
367	преимущественно в	1	1
368	это то	1	1
369	невозможно но	1	1
370	к ней	1	1
371	и сама	2	1
372	было не	1	1
373	этом отношении	3	1
374	что на	4	1
375	однако это	1	1
376	только от	2	1
377	могут быть	1	1
378	человека в	2	1
379	однако для	1	1
380	же самое	2	1
381	от которой	1	1
382	для образования	1	1
383	как мы	2	1
384	с ее	2	1
385	как не	1	1
386	свою очередь	2	1
387	но при	3	1
388	и физически	2	1
389	в ее	1	1
390	не могло	2	1
391	только то	1	1
392	роль в	2	1
393	этот тип	1	1
394	и когда	1	1
395	что у	4	1
396	так и	5	1
397	не за	1	1
398	его жизни	3	1
399	мог бы	1	1
400	них глаза	1	1
401	из одного	1	1
402	сомнению и	1	1
403	смысл бытия	1	1
404	иное как	1	1
405	церкви в	1	1
406	в состав	3	1
407	то они	2	1
408	никак не	2	1
409	одного из	6	1
410	можно сказать	5	1
411	в различных	1	1
412	с другой	2	1
413	подлежит сомнению	1	1
414	а во	4	1
415	под именем	1	1
416	всех членов	1	1
417	крайней мере	1	1
418	чем и	1	1
419	себя однако	1	1
420	от этих	2	1
421	он есть	1	1
422	на будущее	1	1
423	по своей	1	1
424	один из	6	1
425	оно и	1	1
426	с ними	2	1
427	зрения в	1	1
428	в разные	1	1
429	они могут	2	1
430	и у	1	1
431	вопроса о	1	1
432	людей то	1	1
433	или не	4	1
434	называет себя	1	1
435	а то	1	1
436	расхождений между	1	1
437	могло бы	3	1
438	богу не	1	1
439	к ним	2	1
440	бытия и	1	1
441	случае не	1	1
442	связано с	1	1
443	следует признать	1	1
444	неизбежно будет	1	1
445	природы и	1	1
446	это будет	1	1
447	сделать не	1	1
448	из двух	1	1
449	за ними	3	1
450	о своей	2	1
451	следует подчеркнуть	1	1
452	не поддается	1	1
453	на ее	2	1
454	говорить и	1	1
455	по своим	2	1
456	на чем	1	1
457	еще и	1	1
458	что не	2	1
459	а главное	1	1
460	и стал	2	1
461	а на	2	1
462	на этот	1	1
463	которых мы	1	1
464	а за	2	1
465	на которых	1	1
466	до конца	2	1
467	не верит	1	1
468	не на	1	1
469	однако и	4	1
470	человеческой жизни	2	1
471	понятие о	1	1
472	ближе к	1	1
473	в связи	2	1
474	сумеет ли	1	1
475	в преодолении	1	1
476	связь с	1	1
477	о себе	1	1
478	как это	3	1
479	без помощи	1	1
480	этих случаях	1	1
481	по своему	2	1
482	это его	1	1
483	быть не	3	1
484	в церкви	1	1
485	материал для	1	1
486	зрения здесь	1	1
487	своей жизни	1	1
488	числе и	1	1
489	церквей которая	1	1
490	не является	3	1
491	что позволяет	1	1
492	отношениях к	1	1
493	известной степени	1	1
494	которых он	1	1
495	являются не	1	1
496	не знаем	1	1
497	при таком	1	1
498	которая в	2	1
499	человек и	1	1
500	тот кто	2	1
501	любви и	1	1
502	ее и	1	1
503	к постижению	1	1
504	тем более	1	1
505	и все	3	1
506	к ее	2	1
507	на роль	1	1
508	от ее	1	1
509	нами не	2	1
510	не замечают	1	1
511	а о	2	1
512	в свою	2	1
513	была бы	1	1
514	то хотя	1	1
515	к его	2	1
516	отношению к	3	1
517	начале этой	1	1
518	элементов из	1	1
519	себе но	1	1
520	том числе	1	1
521	они не	1	1
