N	2gram	Vinokur_St_3	slovoVRo
184	из этого	4	3
185	в свое	1	3
186	своего произведения	1	3
187	но эти	1	3
188	которая не	1	3
189	смысле слова	1	2
190	например в	4	2
191	связана с	4	2
192	на самом	1	2
193	к своей	2	2
194	то в	4	2
195	них как	1	2
196	в чисто	2	2
197	в котором	5	2
198	той же	2	2
199	а как	4	2
200	мы не	2	2
201	из своих	1	2
202	стиля в	1	2
203	время как	4	2
204	мы и	1	2
205	слова самого	1	2
206	свою очередь	1	2
207	и то	1	2
208	между собой	1	2
209	в ее	1	2
210	он может	2	2
211	но не	2	2
212	что они	2	2
213	сих пор	2	2
214	от этого	1	2
215	эти жанры	1	2
216	в целом	4	2
217	в известном	1	2
218	другом случае	1	2
219	они в	1	2
220	этого жанра	1	2
221	и по	2	2
222	на этом	3	2
223	автора от	1	2
224	не из	1	2
225	самого автора	1	2
226	те же	1	2
227	слов о	1	2
228	поэтический язык	1	2
229	нисколько не	1	2
230	том что	15	2
231	в эту	4	2
232	в этих	11	2
233	и той	1	2
234	но он	3	2
235	друг другу	1	2
236	и эти	1	2
237	вместе со	1	2
238	даже в	1	2
239	тому что	3	2
240	xviii века	1	2
241	дело не	2	2
242	на язык	3	2
243	явление в	1	2
244	языка это	2	2
245	такая же	1	2
246	для нас	1	2
247	у нас	4	2
248	в духе	2	2
249	на протяжении	4	2
250	всегда в	1	2
251	и о	1	2
252	этот язык	2	2
253	то время	4	2
254	так в	1	2
255	с языком	1	2
256	в рамки	1	2
257	на том	1	2
258	можно было	1	2
259	из одного	1	2
260	и вообще	1	2
261	г г	2	2
262	в другом	3	2
263	одного из	2	2
264	свое произведение	1	2
265	можно сказать	4	2
266	а также	4	2
267	этот элемент	1	2
268	жизни но	2	2
269	в лучшем	1	2
270	известном смысле	1	2
271	здесь не	1	2
272	мы видим	4	2
273	из многих	1	2
274	между тем	6	2
275	и тем	4	2
276	с которыми	2	2
277	где они	1	2
278	так что	11	2
279	укладывается в	1	2
280	связи с	3	2
281	уже не	3	2
282	и у	2	2
283	в виде	3	2
284	от других	1	2
285	остаются в	1	2
286	в известной	1	2
287	в одном	1	2
288	произведения и	2	2
289	свое выражение	1	2
290	для того	2	2
291	очень тесно	1	2
292	не укладывается	1	2
293	в последние	1	2
294	до сих	2	2
295	а с	2	2
296	на которые	1	2
297	системы и	1	2
298	с которым	3	2
299	на возможность	1	2
300	от жанра	1	2
301	между этими	1	2
302	что все	3	2
303	связь с	4	2
304	в частности	1	2
305	эти слова	1	2
306	так же	1	2
307	его как	3	2
308	в речах	5	2
309	такого рода	5	2
310	должно быть	1	2
311	в контексте	1	2
312	лучшем случае	1	2
313	того или	1	2
314	характерные для	1	2
315	как раз	3	2
316	не является	3	2
317	одна из	2	2
318	тем и	1	2
319	последнего времени	1	2
320	у них	1	2
321	потому что	5	2
322	сказать что	4	2
323	они как	1	2
324	автора в	1	2
325	или иного	1	2
326	одновременно и	1	2
327	языке а	1	2
328	и эта	1	2
329	к этому	3	2
330	как известно	1	1
331	в обычном	1	1
332	которого в	2	1
333	тех же	1	1
334	речи на	1	1
335	и до	1	1
336	из его	7	1
337	конечно в	1	1
338	его не	2	1
339	из всех	1	1
340	смотреть на	1	1
341	для своего	1	1
342	мы имеем	5	1
343	в реплике	2	1
344	при анализе	1	1
345	место в	6	1
346	в некотором	1	1
347	и со	1	1
348	случае в	2	1
349	и он	1	1
350	форм в	1	1
351	он был	3	1
352	трудно найти	3	1
353	которое он	2	1
354	без всякого	2	1
355	в в	3	1
356	но как	2	1
357	и политический	1	1
358	в сторону	1	1
359	со всеми	1	1
360	не все	1	1
361	к слову	2	1
362	в общем	4	1
363	в новом	2	1
364	автора но	1	1
365	иногда и	1	1
366	пушкиным как	2	1
367	которые не	1	1
368	определения и	1	1
369	в одной	2	1
370	и стилистически	1	1
371	из уст	1	1
372	в значительной	1	1
373	в течение	4	1
374	по которому	1	1
375	что как	1	1
376	в одних	1	1
377	и где	1	1
378	в очень	1	1
379	целый ряд	1	1
380	что по	3	1
381	его к	2	1
382	еще на	1	1
383	отношения с	1	1
384	так или	1	1
385	имеем в	2	1
386	бы не	1	1
387	мелочах не	1	1
388	близости к	1	1
389	в этой	14	1
390	языка к	2	1
391	и тот	2	1
392	чем его	1	1
393	от необходимости	1	1
394	на то	5	1
395	оно здесь	1	1
396	и если	3	1
397	что она	1	1
398	языком в	1	1
399	от которого	1	1
400	он должен	1	1
401	чем у	1	1
402	не к	1	1
403	него есть	2	1
404	какой бы	1	1
405	одной и	1	1
406	своего времени	2	1
407	хотя все	1	1
408	в нее	1	1
409	по аналогии	1	1
410	подход к	1	1
411	его произведения	1	1
412	совпадают с	1	1
413	а затем	1	1
414	в состоянии	1	1
415	чем шире	1	1
416	не дает	1	1
417	бы быть	1	1
418	этих форм	1	1
419	заключается в	2	1
420	здесь как	1	1
421	есть не	1	1
422	особенно в	1	1
423	подходит к	1	1
424	моменты в	1	1
425	как такие	1	1
426	чаще всего	1	1
427	официального языка	1	1
428	в жизни	4	1
429	в ином	1	1
430	только одно	1	1
431	ни в	5	1
432	но уже	1	1
433	о которых	3	1
434	социальные силы	1	1
435	этого не	1	1
436	несмотря на	3	1
437	мы видели	1	1
438	который они	1	1
439	смысле с	1	1
440	чем в	1	1
441	лирике пушкина	1	1
442	и некоторые	1	1
443	и того	1	1
444	рассматривать с	1	1
445	места в	1	1
446	к истории	1	1
447	наших дней	1	1
448	не столько	2	1
449	в которых	2	1
450	между стилем	1	1
451	быть он	1	1
452	одном из	1	1
453	сам же	1	1
454	на стиль	1	1
455	но во	1	1
456	тем не	2	1
457	по крайней	4	1
458	и более	3	1
459	знак равенства	1	1
460	в устах	4	1
461	не менее	2	1
462	с теми	1	1
463	свое время	1	1
464	самого начала	2	1
465	ее с	1	1
466	к изучению	1	1
467	которого он	1	1
468	героев и	1	1
469	к такому	2	1
470	того чтобы	1	1
471	только не	1	1
472	на котором	2	1
473	последние десятилетия	1	1
474	возможно и	1	1
475	дело в	1	1
476	в самой	1	1
477	с одним	1	1
478	его отношение	2	1
479	они знаменуют	1	1
480	по своей	1	1
481	на себе	2	1
482	вот что	3	1
483	же он	1	1
484	этом отношении	4	1
485	в каком	4	1
486	к той	1	1
487	в стиле	1	1
488	очень часто	1	1
489	все то	1	1
490	такая точка	1	1
491	действуют в	1	1
492	отличается от	4	1
493	всего в	4	1
494	его с	1	1
495	диалог между	1	1
496	и свое	1	1
497	на это	2	1
498	должен быть	2	1
499	произведение должно	1	1
500	и это	5	1
501	может создать	2	1
502	в виду	2	1
503	с сохранением	1	1
504	с каким	1	1
505	свои силы	1	1
506	нет никакой	1	1
507	с самого	2	1
508	приводит к	1	1
509	не те	1	1
510	смысле но	1	1
511	формы на	1	1
512	в нескольких	1	1
513	и которые	2	1
514	и среди	1	1
515	на которую	1	1
516	часто в	1	1
517	но у	1	1
518	является в	1	1
519	был не	1	1
520	если бы	4	1
521	для этого	2	1
522	со стороны	3	1
523	связанная с	1	1
524	находится в	1	1
525	все дело	1	1
526	установку на	1	1
527	этого языка	1	1
528	не был	2	1
529	этого основного	1	1
530	и что	3	1
531	его жизни	1	1
532	как у	1	1
533	это было	8	1
534	в драме	2	1
535	поэтические формы	1	1
536	эту форму	1	1
537	два типа	1	1
538	однако с	1	1
539	борьба с	2	1
540	во втором	2	1
541	что и	1	1
542	именно такое	1	1
543	и только	2	1
544	крайней мере	4	1
545	на границах	1	1
546	и она	1	1
547	поэтому его	2	1
548	в литературе	1	1
549	своих и	1	1
550	пушкина или	1	1
551	в двух	1	1
552	п в	1	1
553	которым он	1	1
554	и две	1	1
555	бы из	1	1
556	как языка	1	1
557	таков первый	1	1
558	и так	1	1
559	а лишь	1	1
560	несет на	1	1
561	именно на	1	1
562	какой степени	1	1
563	между отдельными	1	1
564	до наших	1	1
565	есть в	2	1
566	элементов не	1	1
567	результате этой	1	1
568	в указанном	1	1
569	эпохи но	1	1
570	и они	1	1
571	не встречается	2	1
572	отнести к	1	1
573	вернуться к	1	1
574	в начале	4	1
575	сам он	2	1
576	и их	1	1
577	особенно характерны	1	1
578	свою точку	1	1
579	и язык	1	1
580	но что	1	1
581	нашло свое	1	1
582	тесной связи	1	1
583	не просто	2	1
584	от того	2	1
585	поэзии но	1	1
586	в форме	2	1
587	протяжении всего	1	1
588	где в	1	1
589	а потому	2	1
590	нет и	2	1
591	с общим	1	1
592	не переходят	1	1
593	влияние на	1	1
594	в обращении	1	1
595	или иначе	1	1
596	о своем	1	1
597	он часто	1	1
598	в ряде	2	1
599	себя и	2	1
600	что не	2	1
601	что для	3	1
602	члены предложения	2	1
603	них и	1	1
604	то и	2	1
605	на наиболее	1	1
606	был в	1	1
607	занимает в	1	1
608	однако и	1	1
609	языка не	1	1
610	и историческому	1	1
611	не дан	1	1
612	долгое время	1	1
613	о чем	1	1
614	когда она	1	1
615	что мы	3	1
616	он и	2	1
617	и ему	1	1
618	совершенно иное	1	1
619	с помощью	1	1
620	вступает в	1	1
621	и прямое	1	1
622	нет ничего	1	1
623	вместе с	2	1
624	значительного и	1	1
625	над другими	1	1
626	развитые и	1	1
627	совершенно иными	1	1
628	как основные	1	1
629	это его	1	1
630	даже с	1	1
631	быть не	2	1
632	в это	2	1
633	этого слова	2	1
634	простор для	1	1
635	эти два	1	1
636	в первые	1	1
637	на пути	1	1
638	и нет	1	1
639	но это	4	1
640	между прочим	3	1
641	с элементами	2	1
642	которые были	2	1
643	например у	1	1
644	с большой	1	1
645	элементы языка	1	1
646	этих формах	2	1
647	этого рода	3	1
648	потому не	1	1
649	или только	1	1
650	тем более	3	1
651	о котором	1	1
652	работы над	2	1
653	в отдельных	4	1
654	от них	2	1
655	такие слова	1	1
656	эти попытки	1	1
657	находит свое	3	1
658	бы в	1	1
659	для его	2	1
660	стихи могут	1	1
661	на языке	1	1
662	поэт в	1	1
663	в системе	3	1
664	не знает	1	1
665	отношением к	1	1
666	состоит из	1	1
667	речи и	1	1
668	и возникает	1	1
669	в последнем	2	1
670	есть и	1	1
671	в какой	3	1
672	жизни и	1	1
673	пути к	1	1
674	как слово	1	1
675	и другие	1	1
676	как на	6	1
677	все что	1	1
678	этой точки	1	1
679	они не	1	1
