N	3gram	Losev_Dial_1	VeschiIm
108	какой стороны не	3	1
109	и ни на	1	1
110	не больше как	1	1
111	в этом смысле	3	1
112	есть прежде всего	1	1
113	она уже не	1	1
114	того или другого	1	1
115	но ясно что	1	1
116	одной стороны и	2	1
117	да и то	3	1
118	и с чем	1	1
119	это я мог	1	1
120	как раз и	1	1
121	до сих пор	2	1
122	с какой стороны	4	1
123	сами по себе	1	1
124	и есть тут	1	1
125	самом деле не	1	1
126	что он не	2	1
127	есть все же	1	1
128	точка зрения на	1	1
129	по себе и	2	1
130	и значит что	1	1
131	не имеет никакого	3	1
132	в этом объяснении	1	1
133	если она не	2	1
134	это – тождество	1	1
135	ни с какой	4	1
136	е прежде всего	4	1
137	и даже просто	2	1
138	все же тут	2	1
139	при чем тут	1	1
140	явления т е	1	1
141	не будучи в	1	1
142	в себе никаких	1	1
143	по себе без	1	1
144	она может быть	1	1
145	это и значит	1	1
146	в то или	1	1
147	д все это	1	1
148	и не в	1	1
149	реально не существует	1	1
150	есть то что	1	1
151	все же это	1	1
152	и тем не	1	1
153	ни в какой	1	1
154	может быть и	3	1
155	стороны и с	1	1
156	и с другой	2	1
157	свой смысл и	1	1
158	потому что он	3	1
159	то время как	1	1
160	бы и не	1	1
161	нет ровно ничего	2	1
162	или хотя бы	2	1
163	не потому что	1	1
164	в том чтобы	1	1
165	но в то	1	1
166	не просто как	2	1
167	есть не больше	1	1
168	таким образом и	1	1
169	с одной стороны	2	1
170	вода и т	1	1
171	есть сама вещь	1	1
172	не мешает чтобы	1	1
173	в конце концов	3	1
174	будучи в состоянии	1	1
175	потому что сначала	1	1
176	же это и	1	1
177	и в этом	3	1
178	чем же тогда	1	1
179	тех или других	2	1
180	или по крайней	2	1
181	и ничего не	1	1
182	даже вообще не	1	1
183	никаких указаний ни	1	1
184	это – такое	1	1
185	не в том	1	1
186	как-то относится к	1	1
187	в сознании в	1	1
188	в каком случае	4	1
189	уже по одному	1	1
190	что смысл вещи	1	1
191	это – совершенно	2	1
192	это не значит	1	1
193	отождествляется с ним	1	1
194	т д все	1	1
195	ни на что	2	1
196	содержащее в себе	1	1
197	с другой стороны	4	1
198	на что не	2	1
199	когда мы говорим	1	1
200	весьма и весьма	1	1
201	значит что в	3	1
202	равным образом и	1	1
203	как отвлеченный и	1	1
204	а в том	1	1
205	ни в каком	8	1
206	не есть нечто	1	1
207	самим по себе	1	1
208	нельзя сказать что	1	1
209	ясно что это	1	1
210	во всяком случае	2	1
211	вовсе не есть	1	1
212	но также и	1	1
213	в то время	1	1
214	один и единственный	1	1
215	это и есть	2	1
216	о том что	2	1
217	хотя бы в	1	1
218	т д если	1	1
219	к одному и	1	1
220	что именно и	1	1
221	существенное от несущественного	1	1
222	но все же	1	1
223	указаний ни на	1	1
224	ни о чем	2	1
225	с этой стороны	2	1
226	для того чтобы	1	1
227	она отличается от	1	1
228	прежде всего некая	1	1
229	не может и	3	1
230	но и к	1	1
231	существенного и несущественного	1	1
232	тут не с	1	1
233	не значит что	3	1
234	мы увидим как	1	1
235	было так то	1	1
236	мы сказали что	1	1
237	мы замечаем что	1	1
238	тех или иных	1	1
239	в отношении к	1	1
240	какое же это	1	1
241	один из видов	2	1
242	друг с другом	1	1
243	и в нем	2	1
244	имеет никакого отношения	1	1
245	т д в	1	1
246	д в результате	1	1
247	одному и тому	1	1
248	как она может	1	1
