N	2gram	Propp_Morf_1	Istorich
143	можно предположить	1	3
144	перед нами	10	3
145	все эти	2	3
146	одном случае	1	3
147	в лес	7	3
148	на то	2	3
149	на его	4	3
150	что она	2	3
151	связанные с	1	3
152	при этом	1	3
153	от погони	1	3
154	сказке герой	1	3
155	он должен	2	3
156	а затем	4	3
157	те же	1	3
158	с золотыми	2	3
159	том что	4	3
160	и при	1	3
161	и животным	1	3
162	и более	1	3
163	как это	3	3
164	о пощаде	3	3
165	что эта	2	3
166	меня не	1	3
167	то чего	1	3
168	не имеет	2	3
169	на котором	3	3
170	на него	3	3
171	в русской	1	3
172	нет необходимости	6	3
173	во всем	1	3
174	связи с	10	3
175	в америке	1	3
176	все еще	3	3
177	она не	2	3
178	данном случае	1	3
179	большей частью	4	3
180	в образе	4	3
181	домой и	1	3
182	на вопрос	2	3
183	же происходит	1	3
184	но мы	3	3
185	с того	3	3
186	а также	4	3
187	по ночам	2	3
188	в другой	1	3
189	герой в	1	3
190	в том	6	3
191	мы увидим	8	3
192	только в	2	3
193	как нечто	1	3
194	или же	6	3
195	в руки	3	3
196	а именно	1	3
197	не на	2	3
198	о чем	1	3
199	там где	5	3
200	что мы	2	3
201	сказке о	1	3
202	входить в	2	3
203	в данном	1	3
204	наряду с	5	3
205	как бы	3	3
206	по существу	12	3
207	многих других	1	3
208	он бросает	1	3
209	этом случае	8	3
210	волшебную силу	1	3
211	случаях когда	2	3
212	указать на	1	3
213	или в	4	3
214	для нас	2	3
215	но это	6	3
216	только что	2	3
217	же в	2	3
218	своего помощника	1	3
219	между ними	1	3
220	к этой	1	3
221	и другие	6	3
222	начинается с	3	2
223	живое существо	1	2
224	он может	2	2
225	и есть	2	2
226	должна быть	1	2
227	и за	2	2
228	по его	1	2
229	если герой	3	2
230	эта форма	13	2
231	связана с	3	2
232	как эта	1	2
233	ему в	1	2
234	собой в	2	2
235	за это	1	2
236	трех коней	1	2
237	то мы	4	2
238	тех же	4	2
239	случай когда	1	2
240	вступают в	3	2
241	отношение к	1	2
242	дает сказка	2	2
243	в этой	2	2
244	и конь	2	2
245	с этим	11	2
246	вот как	1	2
247	тех случаях	2	2
248	хотя и	3	2
249	говорит что	1	2
250	же герой	1	2
251	царство и	1	2
252	главе мы	1	2
253	увидим что	1	2
254	со змеем	4	2
255	что это	1	2
256	в целом	3	2
257	между героем	1	2
258	представляет собой	17	2
259	тут и	1	2
260	в главе	1	2
261	право на	2	2
262	и тот	1	2
263	в себе	1	2
264	другом случае	1	2
265	имеем в	6	2
266	в мифах	1	2
267	на этом	3	2
268	так например	3	2
269	на птице	2	2
270	здесь мы	3	2
271	главным образом	4	2
272	как указано	1	2
273	или просто	2	2
274	хотя бы	4	2
275	садится на	1	2
276	было бы	3	2
277	из них	3	2
278	и тем	2	2
279	ни одной	1	2
280	этого не	2	2
281	с тем	2	2
282	сказка знает	1	2
283	здесь можно	3	2
284	этот материал	1	2
285	и их	2	2
286	и леший	1	2
287	установить что	1	2
288	таких случаях	2	2
289	можно вызвать	2	2
290	тем не	5	2
291	однако в	2	2
292	и наоборот	4	2
293	таких случаев	2	2
294	мы пока	2	2
295	не менее	5	2
296	идет на	1	2
297	волшебного помощника	1	2
298	одной сказке	1	2
299	в таких	2	2
300	можно указать	1	2
301	со сказкой	2	2
302	герою в	1	2
303	дело не	2	2
304	или другие	1	2
305	не по	2	2
306	это мы	1	2
307	помощи которой	2	2
308	одна из	4	2
309	в брак	1	2
310	героя а	4	2
311	в области	1	2
312	от того	3	2
313	у нас	2	2
314	к отдельным	2	2
315	в немецкой	1	2
316	не могут	4	2
317	не есть	1	2
318	поставить вопрос	2	2
319	можно показать	2	2
320	совершенно ясно	1	2
321	и этим	5	2
322	сказку как	1	2
323	иногда в	5	2
324	том как	1	2
325	и на	1	2
326	имеется в	3	2
327	мертвой водой	1	2
328	если бы	2	2
329	сказке в	1	2
330	еще резче	1	2
331	немецкой сказке	1	2
332	на гору	1	2
333	или на	3	2
334	после того	1	2
335	всмотреться в	2	2
336	этот момент	3	2
337	в форме	6	2
338	видим что	10	2
339	того что	3	2
340	на которой	1	2
341	содержится в	1	2
342	горы и	1	2
343	у тебя	1	2
344	герой хочет	1	2
345	себя в	1	2
346	так что	1	2
347	конь который	1	2
348	в виде	2	2
349	в подвале	1	2
350	и волшебные	1	2
351	не дает	1	2
352	его и	2	2
353	ни в	1	2
354	могло бы	1	2
355	у нее	1	2
356	с этими	1	2
357	герой и	3	2
358	в других	3	2
359	в особенности	1	2
360	а впоследствии	1	2
361	но есть	3	2
362	иногда это	1	2
363	на этот	1	2
364	а сам	1	2
365	ниже в	2	2
366	со мной	1	2
367	совершенно одинаково	1	2
368	то здесь	3	2
369	с помощью	1	2
370	в частности	2	2
371	иногда играет	1	2
372	мы опять	1	2
373	и вот	1	2
374	здесь имеется	2	2
375	и там	1	2
376	в отдельности	1	2
377	в горы	1	2
378	с этой	1	2
379	есть и	4	2
380	между прочим	1	2
381	в который	1	2
382	же самое	1	2
383	но для	2	2
384	это уже	3	2
385	становится понятным	1	2
386	в связи	9	2
387	от него	1	2
388	и все	1	2
389	коня она	1	2
390	в лице	1	2
391	этот вопрос	2	2
392	сказать что	2	2
393	можно наблюдать	3	2
394	талисманы и	1	2
395	к другой	1	1
396	вряд ли	2	1
397	вопрос мы	1	1
398	эти функции	2	1
399	обращается в	4	1
400	увидим ниже	5	1
401	д в	2	1
402	играют в	2	1
403	дело обстоит	1	1
404	говорилось выше	1	1
405	показать что	4	1
406	из волшебной	1	1
407	царским сыном	1	1
408	из его	2	1
409	что эти	2	1
410	держит в	1	1
411	к созданию	1	1
412	которое может	2	1
413	из воды	1	1
414	это совершенно	1	1
415	мы не	8	1
416	из кольца	1	1
417	функции выделены	2	1
418	двумя царствами	1	1
419	ответить на	1	1
420	приводят к	1	1
421	есть нечто	3	1
422	сказку об	1	1
423	так чтобы	1	1
424	время как	3	1
425	но она	1	1
426	не вполне	1	1
427	не совсем	1	1
428	затем он	1	1
429	него он	1	1
430	не от	2	1
431	может дать	1	1
432	он был	1	1
433	он сам	1	1
434	в различных	2	1
435	в чем	1	1
436	так если	2	1
437	во всех	4	1
438	некоторые другие	1	1
439	иных случаях	2	1
440	другой более	1	1
441	произошло в	1	1
442	мы будем	3	1
443	но как	2	1
444	по группам	2	1
445	здесь также	1	1
446	друг на	2	1
447	не все	6	1
448	если в	5	1
449	а он	1	1
450	в эти	1	1
451	опять имеем	1	1
452	а и	3	1
453	или иное	1	1
454	иные формы	1	1
455	сказку но	1	1
456	отправляется на	1	1
457	он служит	1	1
458	он или	1	1
459	имеют целью	1	1
460	себя за	2	1
461	независимо от	3	1
462	что именно	1	1
463	рассматриваться как	2	1
464	куда он	1	1
465	все как	1	1
466	целый ряд	3	1
467	вопросом о	1	1
468	лес или	1	1
469	и наконец	1	1
470	и к	4	1
471	на своем	1	1
472	имеет в	1	1
473	о рыбаке	1	1
474	он бежит	1	1
475	и говорит	1	1
476	с дарителем	2	1
477	необходимости входить	1	1
478	ход действия	5	1
479	к чему	3	1
480	и сказка	2	1
481	животных и	3	1
482	время я	1	1
483	ходу действия	1	1
484	та же	2	1
485	привести к	1	1
486	герой возвращается	1	1
487	лесной избушке	1	1
488	сказке №	10	1
489	случай мы	3	1
490	море и	1	1
491	что так	1	1
492	переходит на	1	1
493	различных народов	1	1
494	им в	1	1
495	если всмотреться	1	1
496	нами в	2	1
497	и сестры	1	1
498	почти всегда	1	1
499	героя из	2	1
500	но на	1	1
501	очень велико	1	1
502	существа и	1	1
503	на свой	1	1
504	вообще не	1	1
505	чтобы овладеть	1	1
506	на двор	1	1
507	встречаются на	1	1
508	одному из	3	1
509	в нашей	1	1
510	яга и	1	1
511	просто отмечаем	1	1
512	прочим и	1	1
513	отца а	1	1
514	быть рассмотрены	1	1
515	подобно тому	6	1
516	каждое утро	1	1
517	а остальные	1	1
518	они идут	1	1
519	в нее	1	1
520	одно и	1	1
521	бы они	2	1
522	и может	1	1
523	в совершенно	1	1
524	быка и	1	1
525	в ход	1	1
526	них не	1	1
527	на все	1	1
528	в огниве	1	1
529	на каком	1	1
530	ощущается как	1	1
531	иных действий	1	1
532	то все	1	1
533	мы однако	1	1
534	волшебные помощники	1	1
535	отличать от	1	1
536	д с	1	1
537	известным образом	1	1
538	по всему	2	1
539	в распоряжение	4	1
540	в них	1	1
541	о которых	1	1
542	служит в	1	1
543	этом явлении	1	1
544	на друга	2	1
545	и змей	2	1
546	герой сказки	1	1
547	другие персонажи	1	1
548	или три	1	1
549	с такой	1	1
550	д медный	1	1
551	сказки это	1	1
552	в приложении	1	1
553	такой же	1	1
554	как таковой	2	1
555	и тогда	1	1
556	пр также	1	1
557	героем и	1	1
558	герой по	1	1
559	в саду	1	1
560	и становится	1	1
561	еще одно	1	1
562	или вообще	1	1
563	ее особый	1	1
564	точки зрения	2	1
565	просит не	2	1
566	яги и	1	1
567	ставят их	1	1
568	то сказка	1	1
569	или точнее	1	1
570	этой связи	1	1
571	именно и	1	1
572	наконец даже	1	1
573	существом которое	1	1
574	то для	1	1
575	пока просто	1	1
576	под дождем	1	1
577	и убивает	3	1
578	может входить	1	1
579	на берег	2	1
580	мачеха велит	2	1
581	момент в	1	1
582	иного характера	1	1
583	пр а	2	1
584	дается в	2	1
585	не будем	4	1
586	образом и	1	1
587	ковер-самолет и	1	1
588	свет на	1	1
589	вторичное образование	1	1
590	не должно	1	1
591	образе птицы	1	1
592	не любит	1	1
593	сам он	3	1
594	и герой	1	1
595	тому что	4	1
596	коне или	1	1
597	а от	1	1
598	чем перейти	1	1
599	велит зарезать	2	1
600	и рыбке	1	1
601	братья и	1	1
602	вплоть до	1	1
603	и функции	1	1
604	встреча с	1	1
605	в то	3	1
606	это дает	1	1
607	как таковых	2	1
608	герой только	1	1
609	рыбаке и	1	1
610	поле или	1	1
611	за услугу	1	1
612	это сделать	1	1
613	на дороге	1	1
614	действительно в	1	1
615	волшебного средства	19	1
616	к ней	1	1
617	можно сказать	2	1
618	камень и	2	1
619	помощником и	1	1
620	что земля	1	1
621	выдает себя	2	1
622	по функциям	2	1
623	в основе	1	1
624	или иных	1	1
625	не потому	1	1
626	и несколько	1	1
627	одним из	1	1
628	сказки вообще	1	1
629	является то	1	1
630	обращается к	1	1
631	животным это	1	1
632	очень часто	6	1
633	один раз	1	1
634	в момент	1	1
635	когда мы	1	1
636	и заставляет	1	1
637	очень важны	1	1
638	орел и	2	1
639	есть вторичное	1	1
640	и поливки	1	1
641	в сказках	3	1
642	должны быть	1	1
643	наблюдать что	2	1
644	к тому	4	1
645	золотыми яблоками	1	1
646	бы составить	2	1
647	их происхождения	1	1
648	что при	2	1
649	которых каждый	1	1
650	ничего общего	1	1
651	выдержанное испытание	1	1
652	с ее	1	1
653	как не	1	1
654	помощи волшебного	1	1
655	то время	3	1
656	всей своей	1	1
657	в пределах	3	1
658	приводит к	2	1
659	сказки а	2	1
660	по спине	1	1
661	как с	1	1
662	в глаза	2	1
663	и улетает	1	1
664	превращаться в	2	1
665	руки героя	3	1
666	ясно что	5	1
667	здесь нет	1	1
668	и каждый	1	1
669	делает это	1	1
670	самых различных	2	1
671	к первому	1	1
672	показать как	1	1
673	с героем	1	1
674	в последней	1	1
675	между собой	4	1
676	с этого	2	1
677	собой и	1	1
678	предметам и	1	1
679	волшебные качества	1	1
680	но здесь	1	1
681	в виду	1	1
682	можно бы	2	1
683	слова а	1	1
684	стороны их	2	1
685	то они	2	1
686	на христианских	1	1
687	он пришел	1	1
688	мог бы	1	1
689	на что	1	1
690	можно заметить	2	1
691	волшебной книги	1	1
692	пр на	1	1
693	д но	4	1
694	помощи которых	1	1
695	образом мы	5	1
696	доходит до	1	1
697	путь к	2	1
698	эту форму	1	1
699	из сумы	1	1
700	функций в	1	1
701	его герой	1	1
702	другие формы	3	1
703	сказка пользуется	1	1
704	средство а	2	1
705	с превращением	1	1
706	совершенно неожиданно	1	1
707	ряд других	1	1
708	сюжет обычно	1	1
709	полет на	1	1
710	к ложным	1	1
711	герой это	2	1
712	как вообще	1	1
713	в него	1	1
714	мифах и	1	1
715	сюда относится	1	1
716	обращаются с	3	1
717	быть и	2	1
718	но так	1	1
719	один из	5	1
720	но с	1	1
721	различных животных	1	1
722	имеем здесь	1	1
723	можно ограничиться	4	1
724	чем это	2	1
725	но наряду	1	1
726	одной из	1	1
727	что даже	1	1
728	случаях герой	1	1
729	по щучьему	2	1
730	исследователя но	1	1
731	очень много	1	1
732	новые функции	1	1
733	очень многих	2	1
734	он действует	2	1
735	сказки в	2	1
736	но то	1	1
737	яму в	1	1
738	у царя	1	1
739	чаще всего	7	1
740	способность превращаться	2	1
741	с двумя	2	1
742	что сказка	3	1
743	же она	2	1
744	можно установить	1	1
745	не можем	1	1
746	средство в	1	1
747	в большинстве	3	1
748	только на	1	1
749	мы получим	1	1
750	друг за	2	1
751	в начале	3	1
752	тот требует	1	1
753	здесь же	3	1
754	эту функцию	1	1
755	коня он	1	1
756	большинстве случаев	3	1
757	коня конь	1	1
758	очень разнообразных	1	1
759	в лесной	1	1
760	он имеет	1	1
761	одно из	1	1
762	же они	2	1
763	как их	2	1
764	себе крылья	1	1
765	здесь перед	1	1
766	пробует это	1	1
767	друг друга	3	1
768	дарит коня	1	1
769	водой а	1	1
770	и вдруг	1	1
771	перед боем	2	1
772	заметить что	8	1
773	как раз	1	1
774	все функции	3	1
775	все подобные	1	1
776	перейти к	2	1
777	пощаде и	1	1
778	в очень	1	1
779	чаще однако	1	1
780	для исследователя	1	1
781	без всякой	2	1
782	со стороны	3	1
783	его чтобы	1	1
784	материал в	1	1
785	женится на	2	1
786	на ее	1	1
787	на дочери	1	1
788	эти две	1	1
789	лица в	1	1
790	как же	2	1
791	он во	1	1
792	а с	2	1
793	мы еще	1	1
794	если мы	5	1
795	однако что	1	1
796	живую воду	1	1
797	и затем	4	1
798	что не	1	1
799	коня а	1	1
800	прежде всего	9	1
801	что им	1	1
802	первоначально это	1	1
803	которые не	1	1
804	мы скажем	1	1
805	сказка вообще	1	1
806	или выражаясь	1	1
807	на которых	1	1
808	испытание героя	2	1
809	см это	1	1
810	эти сказки	1	1
811	иван на	1	1
812	могут служить	1	1
813	мокнут под	1	1
814	действия в	1	1
815	идут или	1	1
816	уже давно	1	1
817	вступает в	1	1
818	и она	1	1
819	и красоты	1	1
820	братьев гримм	1	1
821	до этого	1	1
822	ложным заключениям	1	1
823	в иных	4	1
824	или по	2	1
825	афанасьевский сборник	2	1
826	то можно	2	1
827	за другом	2	1
828	этого момента	3	1
829	больте и	3	1
830	это делается	1	1
831	что за	1	1
832	другой сказке	1	1
833	на эту	1	1
834	тому как	5	1
835	что же	2	1
836	е он	1	1
837	откуда они	1	1
838	спине огромной	1	1
839	домой или	1	1
840	на некотором	1	1
841	берет с	1	1
842	у купца	1	1
843	довольно много	1	1
844	никем не	1	1
845	как будто	2	1
846	или другого	1	1
847	в это	1	1
848	на пути	4	1
849	много лет	1	1
850	один случай	1	1
851	происходит с	1	1
852	видно что	1	1
853	для хода	2	1
854	получает от	1	1
855	см гл	1	1
856	это явление	4	1
857	случае он	2	1
858	герой теряет	1	1
859	лесу на	1	1
860	из дома	9	1
861	змея и	2	1
862	герой оказывает	1	1
863	по саду	1	1
864	она может	1	1
865	на новый	1	1
866	явление это	2	1
867	ешь моего	1	1
868	в результате	7	1
869	животных как	1	1
870	е мы	1	1
871	же случай	1	1
872	в другое	1	1
873	не представляет	1	1
874	нарисовал на	1	1
875	бросают некоторый	1	1
876	функций которые	1	1
877	распоряжение героя	3	1
878	некоторый свет	1	1
879	или нет	2	1
880	и ни	1	1
881	д здесь	1	1
882	в сюжет	1	1
883	действительно не	1	1
884	особого внимания	1	1
885	иную форму	2	1
886	ни к	2	1
887	в наши	1	1
888	конь не	1	1
889	или не	3	1
890	бы на	1	1
891	но если	7	1
892	он оказывает	1	1
893	уходят на	1	1
894	здесь только	1	1
895	поскольку это	1	1
896	он похищает	4	1
897	иначе чем	2	1
898	же функции	1	1
899	не знает	1	1
900	середине сказки	1	1
901	же относится	1	1
902	этот же	1	1
903	мотив не	2	1
904	хода действия	5	1
905	не моги	1	1
906	портит посев	1	1
907	где герой	1	1
908	есть специфические	2	1
909	утверждать что	3	1
910	этим объясняется	1	1
911	в голову	1	1
912	под этим	1	1
913	но эти	1	1
914	это так	2	1
915	по мосту	1	1
916	моего мяса	1	1
917	из головы	1	1
918	часто встречается	1	1
919	как на	1	1
920	по воздуху	2	1
921	имеем то	1	1
922	они не	1	1
