N	2gram	Berdyaev_O_1	Psycholo
156	представляет собой	1	2
157	думать что	1	2
158	с чем	2	2
159	и почему	1	2
160	в легенде	4	2
161	только одно	3	2
162	в них	1	2
163	всю жизнь	1	2
164	он знает	1	2
165	которую он	2	2
166	человеческой природы	20	2
167	в котором	1	2
168	оказывается что	1	2
169	что говорит	1	2
170	вопрос о	10	2
171	быть не	1	2
172	в русской	3	2
173	не имеет	2	2
174	не по	1	2
175	начинает с	1	2
176	показывает нам	1	2
177	действительно в	1	2
178	во всем	1	2
179	вместо того	2	2
180	не потому	1	2
181	перед ним	1	2
182	чтобы сделать	1	2
183	в ее	2	2
184	нет никакой	1	2
185	уже с	1	2
186	до самого	5	2
187	и когда	1	2
188	и с	2	2
189	ничего не	2	2
190	но может	1	2
191	в виду	1	2
192	почему же	1	2
193	этой загадки	1	2
194	которой все	1	2
195	один из	1	2
196	ли он	1	2
197	уже в	2	2
198	не все	2	2
199	кажется что	1	2
200	его и	1	2
201	одно из	2	2
202	много раз	2	2
203	двух противоположных	1	2
204	самого конца	2	2
205	на примере	1	2
206	с той	1	2
207	а с	1	2
208	прежде всего	9	2
209	была бы	1	2
210	и потому	2	2
211	он ведет	1	2
212	в это	1	2
213	и формы	1	2
214	со всей	1	2
215	и от	3	2
216	его не	2	2
217	ее и	1	2
218	хотя бы	3	2
219	и эта	1	2
220	те которые	2	2
221	в обычном	1	1
222	от самой	1	1
223	человека и	10	1
224	связана с	1	1
225	с кем	1	1
226	тем же	1	1
227	от самого	2	1
228	из самых	1	1
229	к другому	1	1
230	не хочет	1	1
231	он всегда	7	1
232	не имеют	1	1
233	тему его	1	1
234	сказать с	1	1
235	есть не	1	1
236	из всего	2	1
237	которого не	1	1
238	и тут	1	1
239	себе что	1	1
240	еще не	3	1
241	о боге	4	1
242	и возможности	1	1
243	природы и	2	1
244	так для	1	1
245	проникновение в	1	1
246	друг к	1	1
247	поле битвы	1	1
248	этой и	1	1
249	с какими	1	1
250	человеческих отношений	4	1
251	цели которая	1	1
252	и чем	1	1
253	и я	1	1
254	в истории	2	1
255	что во	1	1
256	как к	2	1
257	один только	1	1
258	вопросом о	2	1
259	в этот	2	1
260	и изображает	1	1
261	поэтому он	1	1
262	из жизни	1	1
263	не оставляет	1	1
264	только один	1	1
265	чувств и	1	1
266	говорят о	1	1
267	толстого не	1	1
268	исследование в	1	1
269	претворить его	1	1
270	он должен	1	1
271	есть та	1	1
272	что нужно	1	1
273	в корне	1	1
274	и сам	1	1
275	из него	1	1
276	это конечно	1	1
277	указывали на	1	1
278	в совершенно	1	1
279	в другом	2	1
280	к другу	1	1
281	в глубине	7	1
282	жизнь а	1	1
283	подходит к	1	1
284	истории и	1	1
285	смерть и	1	1
286	он восклицает	2	1
287	она и	1	1
288	такой исключительной	1	1
289	народа и	1	1
290	в этих	3	1
291	для него	5	1
292	другой его	1	1
293	и без	1	1
294	все и	1	1
295	мысли и	3	1
296	для всякого	2	1
297	природы но	3	1
298	быть он	1	1
299	одном из	1	1
300	и более	1	1
301	не могли	2	1
302	что сам	1	1
303	и очень	2	1
304	этом никто	1	1
305	нет никакого	1	1
306	любви и	1	1
307	что есть	2	1
308	из писателей	1	1
309	в отношении	1	1
310	а иногда	1	1
311	этого нужно	1	1
312	мысли в	1	1
313	того как	1	1
314	виду не	1	1
315	он еще	1	1
316	существует между	1	1
317	в нас	1	1
318	подошел к	1	1
319	действующие лица	1	1
320	дело в	1	1
321	мысли он	1	1
322	к ней	2	1
323	и мысли	4	1
324	вот что	1	1
325	в сознании	1	1
326	и крови	1	1
327	начиная с	1	1
328	и заключается	1	1
329	люди все	1	1
330	всего что	1	1
331	бы он	1	1
332	открывает нам	1	1
333	им для	1	1
334	и открывает	1	1
335	не могу	1	1
336	личности и	2	1
337	характер и	1	1
338	мысль о	2	1
339	границы и	1	1
340	и каждый	1	1
341	но у	1	1
342	он сам	4	1
343	он хотел	1	1
344	своего ума	1	1
345	быть никогда	1	1
346	красоты в	1	1
347	чего это	2	1
348	это была	1	1
349	все в	4	1
350	в которую	1	1
351	к нему	3	1
352	его с	1	1
353	делает в	1	1
354	это лишь	1	1
355	не занят	2	1
356	его силы	1	1
357	будет когда	1	1
358	что только	1	1
359	совсем не	2	1
360	в свой	1	1
361	и действительно	1	1
362	весь был	1	1
363	бы ни	1	1
364	других писателей	1	1
365	с какой	1	1
366	же и	1	1
367	в душе	2	1
368	но от	1	1
369	не так	1	1
370	но нет	1	1
371	цели и	1	1
372	всегда оказывается	1	1
373	он весь	2	1
374	психологии и	1	1
375	как художник	3	1
376	и никогда	2	1
377	художник не	1	1
378	тот должен	1	1
379	к его	1	1
380	и даже	1	1
381	самое главное	2	1
382	действующих лиц	1	1
383	и самый	1	1
384	и своим	1	1
385	него не	2	1
386	разговор с	1	1
387	ближе к	1	1
388	которые будут	1	1
389	него в	5	1
390	все основные	1	1
391	страстей и	1	1
392	действие все	1	1
393	это есть	1	1
394	ней не	1	1
395	что слишком	1	1
396	но это	1	1
397	о его	5	1
398	отличается от	1	1
399	противоречие и	1	1
400	и противоположное	1	1
401	и состоит	1	1
402	человек и	4	1
403	от него	7	1
404	бы в	1	1
405	и ни	2	1
406	своих героев	1	1
407	к раскрытию	1	1
408	будто бы	1	1
409	есть уже	1	1
410	характере и	1	1
411	человека не	1	1
412	жизни в	2	1
413	иначе чем	1	1
414	нет ничего	7	1
415	это все	1	1
416	не быть	1	1
417	а ведь	1	1
418	речи и	1	1
419	в глаза	1	1
420	был чисто	1	1
421	это так	1	1
422	но еще	1	1
423	от которой	1	1
