N	2gram	Bakhtin_Pr_1	Morfolog
380	задачи и	2	1
381	лишь к	1	1
382	некоторых случаях	1	1
383	обстоит не	1	1
384	и начинает	1	1
385	дало бы	1	1
386	что с	1	1
387	исследователь должен	1	1
388	форма не	4	1
389	в основе	5	1
390	как его	3	1
391	иметь в	1	1
392	может только	1	1
393	основе очень	1	1
394	отнесен к	2	1
395	же время	3	1
396	всего и	1	1
397	этих двух	1	1
398	или как	3	1
399	может его	1	1
400	к концу	1	1
401	эмпирическим путем	1	1
402	который позволил	1	1
403	у нас	2	1
404	в коем	2	1
405	материала но	1	1
406	в момент	1	1
407	если он	1	1
408	позволил бы	1	1
409	должны быть	4	1
410	к тому	1	1
411	той или	2	1
412	области изучения	2	1
413	не есть	6	1
414	в применении	3	1
415	с ее	1	1
416	как не	1	1
417	без всякого	1	1
418	данном случае	4	1
419	ни стало	1	1
420	нами выше	2	1
421	они ни	1	1
422	действия и	1	1
423	приводит к	3	1
424	собственно не	2	1
425	как с	1	1
426	здесь нет	2	1
427	мог бы	1	1
428	и с	17	1
429	даны в	1	1
430	иное как	1	1
431	бы то	3	1
432	того или	2	1
433	в его	43	1
434	уже только	1	1
435	во всей	1	1
436	рабочая гипотеза	2	1
437	что бы	1	1
438	целом и	1	1
439	мы вполне	1	1
440	в него	2	1
441	теряет свою	1	1
442	сюда относится	1	1
443	на которой	1	1
444	важное значение	1	1
445	с ними	4	1
446	ли он	1	1
447	вплотную к	1	1
448	говорить о	3	1
449	как нечто	3	1
450	действия или	1	1
451	и действительно	1	1
452	который в	1	1
453	действительно не	1	1
454	все они	5	1
455	со всеми	3	1
456	форма может	1	1
457	есть в	1	1
458	и у	2	1
459	в нашей	2	1
460	что не	4	1
461	каким образом	1	1
462	не дает	2	1
463	в одном	1	1
464	и со	1	1
465	отсутствует а	1	1
466	ее не	1	1
467	которые могут	2	1
468	он является	1	1
469	для решения	1	1
470	героя его	1	1
471	эти явления	1	1
472	в работу	1	1
473	только на	1	1
474	она начинает	1	1
475	из важнейших	3	1
476	и даже	3	1
477	или иной	2	1
478	точек зрения	1	1
479	до сих	1	1
480	может и	4	1
481	на ее	3	1
482	именно в	1	1
483	его место	1	1
484	человека а	1	1
485	в каких	2	1
486	такое же	1	1
487	и несколько	1	1
488	могут иметь	1	1
489	что совершенно	2	1
490	всеми другими	1	1
491	что обусловлено	1	1
492	до этого	1	1
493	материал в	4	1
494	на этот	1	1
495	она является	1	1
496	не на	5	1
497	как ни	1	1
498	о чем	1	1
499	этом основании	1	1
500	входить в	1	1
501	но оно	1	1
502	смысл который	1	1
503	момент может	2	1
504	ведется в	1	1
505	характера и	2	1
506	нет а	2	1
507	по своему	1	1
508	в данном	4	1
509	велико так	1	1
510	вне этой	1	1
511	в тот	1	1
512	отношения к	6	1
513	имеют отношение	1	1
514	быть не	1	1
515	и самая	1	1
516	дело идет	2	1
517	в подобных	1	1
518	сих пор	1	1
519	не будем	3	1
520	же самое	2	1
521	все остальные	1	1
522	помнить что	3	1
523	здесь прежде	1	1
524	в следующей	1	1
525	формы с	1	1
526	эта задача	1	1
527	она может	3	1
528	чем является	1	1
529	материала можно	1	1
530	для нас	1	1
531	могли бы	1	1
532	и все	3	1
533	лишь как	4	1
534	которую он	1	1
535	бы в	1	1
536	исследователя но	1	1
537	значения для	1	1
538	и начинается	1	1
539	между ними	4	1
540	может послужить	1	1
541	равно как	1	1
542	материал и	2	1
543	всех других	1	1
544	не что	1	1
545	выходят за	1	1
546	которые имеют	1	1
547	предполагает уже	1	1
548	третья задача	2	1
549	в таком	3	1
