N	2gram	Tiupa_Disk_1	Tvorches
190	на том	2	2
191	так и	8	2
192	живет в	1	2
193	об этом	2	2
194	еще в	3	2
195	во второй	1	2
196	можно сказать	5	2
197	одного из	2	2
198	что его	1	2
199	что и	3	2
200	крайней мере	2	2
201	вслед за	1	2
202	в литературе	2	2
203	герой в	1	2
204	традиции в	1	2
205	наше время	2	2
206	в качестве	34	2
207	следовало бы	1	2
208	при помощи	1	2
209	из них	3	2
210	представлений о	1	2
211	в современном	2	2
212	только на	1	2
213	именно в	3	2
214	что не	4	2
215	до конца	1	2
216	зависит от	2	2
217	его как	2	2
218	мира в	3	2
219	человека как	1	2
220	было в	2	2
221	в частности	9	2
222	вместе с	1	2
223	до этого	1	2
224	общения с	3	2
225	перед нами	3	2
226	не мог	1	2
227	в наше	2	2
228	в одно	1	2
229	или в	2	2
230	в новых	1	2
231	личности и	1	2
232	на смену	3	2
233	не знает	1	2
234	сказать что	3	2
235	одновременно и	2	2
236	себе не	3	2
237	к этому	2	2
238	говорили о	2	1
239	как известно	1	1
240	чтобы не	1	1
241	этом пункте	1	1
242	переход от	1	1
243	и есть	2	1
244	года к	1	1
245	чего не	1	1
246	и до	1	1
247	вписывается в	2	1
248	которое может	1	1
249	также и	3	1
250	ни даже	1	1
251	мы имеем	2	1
252	собой как	1	1
253	ивана петровича	1	1
254	в сущности	2	1
255	говорить о	1	1
256	вниманию читателя	1	1
257	принадлежит к	1	1
258	в полной	1	1
259	событий и	1	1
260	себе а	1	1
261	в xix	1	1
262	еще не	14	1
263	между собой	2	1
264	столь же	3	1
265	во всех	5	1
266	иного рода	1	1
267	как правило	4	1
268	наряду с	1	1
269	и всякий	1	1
270	по отношению	9	1
271	тогда как	19	1
272	что так	1	1
273	из возможных	1	1
274	в истории	4	1
275	как говорит	1	1
276	приходит на	1	1
277	не согласиться	1	1
278	с этим	3	1
279	из уст	2	1
280	о жизни	1	1
281	современников в	1	1
282	было положено	1	1
283	сознания в	2	1
284	целый ряд	2	1
285	как уже	3	1
286	это тоже	1	1
287	завершение в	1	1
288	его к	1	1
289	и к	4	1
290	в действительности	3	1
291	отнесены к	1	1
292	от своей	1	1
293	или иную	1	1
294	эпохи и	2	1
295	при таком	1	1
296	со своей	1	1
297	всего лишь	1	1
298	к чему	1	1
299	из жизни	3	1
300	бы и	1	1
301	что это	1	1
302	он в	1	1
303	поскольку в	2	1
304	учение о	1	1
305	в известном	1	1
306	почти одновременно	1	1
307	тому же	5	1
308	и те	1	1
309	мнение что	1	1
310	человек не	1	1
311	вследствие этого	3	1
312	да и	1	1
313	всех этих	1	1
314	в первую	1	1
315	чем у	1	1
316	к одному	1	1
317	не к	1	1
318	собой не	1	1
319	религиозного учения	1	1
320	на этом	2	1
321	введение в	1	1
322	подход к	1	1
323	значение в	1	1
324	же касается	2	1
325	на все	1	1
326	это было	2	1
327	заключается в	3	1
328	было бы	1	1
329	то все	1	1
330	роль в	7	1
331	по мысли	3	1
332	приходит в	1	1
333	для них	1	1
334	действия а	1	1
335	в них	4	1
336	о которых	1	1
337	их взаимоотношения	1	1
338	с этой	1	1
339	с тем	1	1
340	нельзя признать	1	1
341	не заметить	1	1
342	литературного процесса	1	1
343	и было	2	1
344	одного и	2	1
345	что такое	1	1
346	и ее	2	1
347	в народе	1	1
348	человеком и	1	1
349	к предмету	1	1
350	вторая часть	1	1
351	а нередко	1	1
352	что до	1	1
353	отошел от	1	1
354	не от	2	1
355	героя то	1	1
356	для многих	1	1
357	образом и	1	1
358	в философии	1	1
359	оба они	1	1
360	и более	1	1
361	как от	1	1
362	его персонажем	1	1
363	по себе	3	1
364	в историческом	2	1
365	однако уже	2	1
366	вплоть до	1	1
367	что с	2	1
368	в смысле	1	1
369	не имеет	1	1
370	на него	1	1
371	в процессе	5	1
372	и далеко	1	1
373	мы все	1	1
374	литературной традиции	3	1
375	для всего	1	1
376	нельзя не	2	1
377	как формы	2	1
378	не вполне	1	1
379	на себя	2	1
380	и приводит	1	1
381	xix веке	1	1
382	анекдота не	1	1
383	входят в	1	1
384	и делает	1	1
385	в области	1	1
386	уже о	2	1
387	к себе	2	1
388	не могут	1	1
389	выход из	1	1
390	народе с	1	1
391	но все	1	1
392	его понимании	2	1
393	бахтина о	2	1
394	здесь они	1	1
395	что на	1	1
396	указывает на	2	1
397	мысли о	2	1
398	не есть	2	1
399	анализа в	1	1
400	имеет место	3	1
401	оно не	2	1
402	если же	1	1
403	время они	1	1
404	прозы и	1	1
405	и это	1	1
406	и о	4	1
407	в конце	1	1
408	за самим	1	1
409	но по	1	1
410	свою очередь	3	1
411	внимание на	4	1
412	но при	3	1
413	в ее	3	1
414	другой стороны	3	1
415	реальной действительности	1	1
416	так на	1	1
417	только то	1	1
418	другое в	1	1
419	котором нет	1	1
420	особенно в	1	1
421	утверждает что	1	1
422	в эпоху	5	1
423	которая в	1	1
424	по мере	2	1
425	к языку	1	1
426	предлагаемая вниманию	1	1
427	в таком	1	1
428	составляет один	1	1
429	и должно	1	1
430	и что	2	1
431	что каждый	1	1
432	или на	3	1
433	размышляя о	2	1
434	самому себе	2	1
435	нас в	1	1
436	в эстетической	1	1
437	и вследствие	1	1
438	к нему	1	1
439	том или	1	1
440	и всю	1	1
441	общества в	1	1
442	между тем	4	1
443	складывается из	1	1
444	восходит к	1	1
445	чем и	1	1
446	представления о	2	1
447	делает это	1	1
448	в современной	1	1
449	известном смысле	1	1
450	исследования на	1	1
451	есть является	1	1
452	он стал	1	1
453	с ними	1	1
454	пришел к	1	1
455	поведении героев	1	1
456	эту форму	1	1
457	и действительно	1	1
458	в разные	2	1
459	всех его	1	1
460	с одной	9	1
461	человека к	1	1
462	себя в	2	1
463	для всех	1	1
464	нередко и	2	1
465	в жанре	3	1
466	то и	1	1
467	которых можно	1	1
468	не все	1	1
469	слова не	1	1
470	это такая	1	1
471	его и	1	1
472	к своим	1	1
473	ту или	1	1
474	что происходило	1	1
475	к мысли	2	1
476	в прозе	1	1
477	он весь	1	1
478	в одном	2	1
479	сами по	2	1
480	выводит из	1	1
481	не совпадают	1	1
482	к ним	3	1
483	отметить что	1	1
484	заметить что	2	1
485	тем что	3	1
486	не обладает	1	1
487	представляют собой	1	1
488	не было	7	1
489	древнерусской литературы	1	1
490	никого не	2	1
491	развития в	1	1
492	самому автору	1	1
493	с другим	1	1
494	до сих	1	1
495	у самых	1	1
496	особое внимание	1	1
497	однако это	2	1
498	линии развития	1	1
499	к которому	2	1
500	с той	1	1
501	чем он	2	1
502	представляет собою	1	1
503	по выражению	2	1
504	наконец в	1	1
505	было и	1	1
506	а с	5	1
507	себя и	1	1
508	о красоте	1	1
509	совмещается с	1	1
510	и их	1	1
511	в евангелии	1	1
512	одной стороны	9	1
513	связи с	4	1
514	это прежде	3	1
515	такие же	1	1
516	на которых	1	1
517	не на	1	1
518	сознания от	1	1
519	о чем	2	1
520	его собственной	1	1
521	когда она	1	1
522	его характер	2	1
523	подобных ему	1	1
524	читателя что	1	1
525	как философия	1	1
526	отсутствие в	1	1
527	с помощью	1	1
528	во плоти	1	1
529	как это	1	1
530	он ее	1	1
531	ибо это	1	1
532	по своему	3	1
533	в область	1	1
534	является функцией	1	1
535	с некоторыми	2	1
536	в сферу	3	1
537	определен как	1	1
538	во все	1	1
539	что же	2	1
540	событий в	1	1
541	ли не	3	1
542	слова и	1	1
543	в литературу	2	1
544	сих пор	1	1
545	о его	1	1
546	отличается от	2	1
547	же самое	2	1
548	как раз	1	1
549	пока еще	6	1
550	и сам	1	1
551	сведено к	1	1
552	и времени	1	1
553	и часто	1	1
554	в связи	1	1
555	и личной	1	1
556	во время	1	1
557	не встречается	1	1
558	тем более	1	1
559	мы должны	1	1
560	том будто	1	1
561	я в	1	1
562	хотя в	2	1
563	отношении к	1	1
564	может и	2	1
565	картину мира	1	1
566	их с	1	1
567	к его	2	1
568	автора в	2	1
569	о литературе	2	1
570	отношению к	9	1
571	героя в	2	1
572	первую очередь	1	1
573	в какой	2	1
574	о нем	2	1
575	художественного творчества	1	1
576	сравнительно со	1	1
577	но эти	1	1
578	именно здесь	1	1
