N	2gram	Tiupa_Teor_1	Psycholo
186	для него	2	3
187	у него	1	3
188	со стороны	2	3
189	и составляет	3	3
190	была бы	3	3
191	с которым	1	3
192	в данном	8	3
193	в той	2	3
194	не существует	1	3
195	целый ряд	1	3
196	в свою	3	3
197	имеет место	2	3
198	и другие	2	3
199	по поводу	1	3
200	искусство есть	1	2
201	художественном произведении	1	2
202	для зрителя	1	2
203	ту же	1	2
204	же как	1	2
205	того же	3	2
206	бы для	1	2
207	к другому	1	2
208	по преимуществу	4	2
209	и до	1	2
210	отношения к	2	2
211	но она	2	2
212	что иное	1	2
213	собой в	1	2
214	между собой	3	2
215	иное как	1	2
216	с его	5	2
217	во всех	1	2
218	совсем не	1	2
219	по отношению	4	2
220	отличие от	6	2
221	друг от	1	2
222	в центре	1	2
223	в одной	1	2
224	от друга	1	2
225	перед нами	2	2
226	в противоположность	2	2
227	он в	1	2
228	все эти	2	2
229	в нашем	4	2
230	еще один	1	2
231	однако эта	2	2
232	образом и	1	2
233	и вот	3	2
234	что от	1	2
235	в каждом	1	2
236	а затем	1	2
237	искусства в	2	2
238	с героем	1	2
239	из них	1	2
240	на сцене	1	2
241	только о	1	2
242	осуществляется в	1	2
243	должно быть	1	2
244	и того	3	2
245	одного и	3	2
246	на первый	1	2
247	это делает	1	2
248	с точки	3	2
249	в отличие	6	2
250	всякий раз	2	2
251	в словах	1	2
252	в отношении	3	2
253	с которой	1	2
254	в то	6	2
255	же самую	1	2
256	дело в	2	2
257	в полной	1	2
258	входят в	1	2
259	все то	1	2
260	отличается от	2	2
261	части романа	1	2
262	должен быть	1	2
263	в себя	3	2
264	приводит к	5	2
265	и другими	1	2
266	не с	3	2
267	мог бы	3	2
268	наше внимание	1	2
269	является в	1	2
270	и даже	2	2
271	или иной	4	2
272	строго говоря	1	2
273	можно сказать	3	2
274	это может	1	2
275	но во	1	2
276	в форме	2	2
277	этом смысле	2	2
278	быть и	2	2
279	обе эти	1	2
280	что даже	1	2
281	их не	1	2
282	которое существует	1	2
283	в качестве	24	2
284	связи с	1	2
285	его с	1	2
286	речь в	1	2
287	в душе	8	2
288	дает ему	1	2
289	представить себе	1	2
290	в одном	2	2
291	в катарсисе	2	2
292	это по	1	2
293	нет в	1	2
294	с той	1	2
295	героя о	1	2
296	в воображении	3	2
297	себя и	1	2
298	полагал что	1	2
299	в рассказе	2	2
300	произведения искусства	2	2
301	с помощью	1	2
302	по существу	1	2
303	все это	2	2
304	именно эта	1	2
305	не является	4	2
306	той или	1	2
307	видим в	2	2
308	для читателя	2	2
309	в романе	3	2
310	между ними	4	2
311	не знает	3	2
312	не что	1	2
313	из этого	1	2
314	повести белкина	1	2
315	во внешнем	1	2
316	одним из	2	1
317	например в	1	1
318	связана с	1	1
319	в такой	1	1
320	идет о	1	1
321	здесь и	1	1
322	на две	3	1
323	из его	1	1
324	вся она	1	1
325	катарсис есть	1	1
326	шире и	1	1
327	принадлежит только	2	1
328	первой и	1	1
329	еще на	1	1
330	при анализе	1	1
331	говоря и	2	1
332	случае это	1	1
333	из своих	1	1
334	героя но	1	1
335	в каждый	1	1
336	больше и	1	1
337	в составе	1	1
338	обладает двумя	1	1
339	но напротив	2	1
340	при сохранении	1	1
341	и ада	1	1
342	графика скульптура	1	1
343	на них	1	1
344	это возможно	1	1
345	ударение на	1	1
346	столь же	2	1
347	брожу ли	1	1
348	взгляде на	1	1
349	в чем	1	1
350	как система	2	1
351	могло быть	2	1
352	но как	1	1
353	а только	3	1
354	для других	1	1
355	не все	3	1
356	если в	2	1
357	искусство в	1	1
358	пределами этой	1	1
359	вступают в	1	1
360	отношение к	5	1
361	чтобы служить	1	1
362	времени то	1	1
363	или иное	1	1
364	на первой	1	1
365	себя за	1	1
366	данный момент	2	1
367	в художественном	3	1
368	первых двух	1	1
369	еще и	1	1
370	переживания и	1	1
371	хотя и	3	1
372	неизмеримо более	1	1
373	произведения мы	1	1
374	имеет в	2	1
375	более или	2	1
376	в действительности	1	1
377	отношение как	1	1
378	в литературном	1	1
379	представляет собой	9	1
380	большей части	1	1
381	в известном	1	1
382	имеем в	3	1
383	на рынок	1	1
384	во многих	1	1
385	в наших	1	1
386	с чем	1	1
387	том в	1	1
388	время и	1	1
389	трагическое есть	1	1
390	но именно	1	1
391	первой части	2	1
392	из виду	1	1
393	по своему	2	1
394	на земле	1	1
395	можно даже	1	1
396	с собой	1	1
397	не бывает	1	1
398	и наоборот	1	1
399	жизни всегда	1	1
400	могла бы	2	1
401	различие между	1	1
402	тем оно	1	1
403	том случае	1	1
404	оно становится	1	1
405	полной мере	1	1
406	того или	3	1
407	таково в	1	1
408	свести к	1	1
409	и дает	1	1
410	в жизни	2	1
411	этого слова	3	1
412	далеко не	2	1
413	первые два	1	1
414	нигде не	1	1
415	жизни но	2	1
416	жизнь то	1	1
417	в объективную	1	1
418	же я	1	1
419	исчезает и	1	1
420	искусства может	1	1
421	или менее	2	1
422	о ком	1	1
423	говорится у	1	1
424	и помимо	1	1
425	все и	1	1
426	находятся между	1	1
427	от себя	3	1
428	любовь и	1	1
429	вдоль улиц	1	1
430	не менее	4	1
431	этого переживания	1	1
432	но эта	1	1
433	которые в	1	1
434	по крайней	1	1
435	и меньше	1	1
436	как эстетического	1	1
437	более сложные	1	1
438	их в	3	1
439	бы быть	1	1
440	даже в	3	1
441	вбирает в	1	1
442	форму в	1	1
443	случае в	1	1
444	в эстетический	2	1
445	ли я	1	1
446	до известной	2	1
447	она не	1	1
448	из нас	1	1
449	означает что	1	1
450	на котором	1	1
451	иллюзии и	1	1
452	в русской	6	1
453	героев и	1	1
454	к такому	1	1
455	в структуре	2	1
456	это еще	1	1
457	не могло	2	1
458	он мог	1	1
459	вытекает из	1	1
460	того и	1	1
461	на язык	1	1
462	эстетическим объектом	1	1
463	нее нет	1	1
464	в русском	1	1
465	и является	2	1
466	и теперь	1	1
467	ничто не	1	1
468	не принадлежит	2	1
469	что речь	1	1
470	и свою	1	1
471	не ее	1	1
472	в области	4	1
473	ему не	1	1
474	перед ним	1	1
475	поэтому не	1	1
476	те и	1	1
477	приводящей к	1	1
478	для такого	1	1
479	русском языке	1	1
480	в стихотворении	4	1
481	что отличает	2	1
482	в пьесе	1	1
483	отказаться от	1	1
484	на это	1	1
485	говоря словами	3	1
486	с собственной	1	1
487	обычно в	1	1
488	именно эту	1	1
489	но по	1	1
490	с ее	3	1
491	двойственность трагического	1	1
492	свою очередь	2	1
493	как один	1	1
494	здесь не	1	1
495	живопись графика	1	1
496	настоящей и	1	1
497	и от	1	1
498	в собственном	1	1
499	за пределами	5	1
500	то или	1	1
501	только то	1	1
502	в произведении	3	1
503	то время	1	1
504	значение в	1	1
505	проблем и	1	1
506	каждого из	1	1
507	ритм является	1	1
508	по признаку	1	1
509	в последней	1	1
510	автор должен	1	1
511	быть может	1	1
512	и делают	1	1
513	ними и	1	1
514	незаметно для	1	1
515	и т.д	3	1
516	имеем дело	2	1
517	не ту	1	1
518	к действительности	3	1
519	после того	1	1
520	основе своей	1	1
521	в значительной	1	1
522	звуков в	1	1
523	в евгении	1	1
524	это была	1	1
525	в конечном	6	1
526	под именем	1	1
527	к нему	1	1
528	в драме	1	1
529	том или	1	1
530	между тем	5	1
531	русской литературе	2	1
532	области искусства	1	1
533	однако с	2	1
534	нуждается в	1	1
535	искусства к	1	1
536	герои комедии	1	1
537	крайней мере	1	1
538	не обязательно	1	1
539	вслед за	2	1
540	не тот	1	1
541	первых же	1	1
542	не меньшими	1	1
543	искусство имеет	1	1
544	и пусть	1	1
545	на которой	1	1
546	о его	1	1
547	речь о	1	1
548	одной из	2	1
549	вступить в	1	1
550	однако в	7	1
551	в какой	2	1
552	то в	2	1
553	между этим	1	1
554	который в	2	1
555	в портрете	1	1
556	во времени	3	1
557	между этими	1	1
558	и ее	3	1
559	тот что	1	1
560	с которыми	1	1
561	смыслу и	1	1
562	себя в	6	1
563	от одной	1	1
564	оказывается в	3	1
565	уже не	4	1
566	голубой цвет	1	1
567	в поэзии	2	1
568	в разладе	1	1
569	основе его	1	1
570	или даже	4	1
571	конечном счете	6	1
572	что сама	2	1
573	только одно	1	1
574	к каким	1	1
575	и их	1	1
576	никто не	2	1
577	слова в	2	1
578	у нее	1	1
579	тем как	1	1
580	отклонения от	1	1
581	в стихах	1	1
582	или ином	1	1
583	введено в	2	1
584	отделение эстетического	1	1
585	бунин в	1	1
586	нам уже	1	1
587	те два	1	1
588	насколько это	1	1
589	и т.п	4	1
590	для эстетической	1	1
591	и глубже	1	1
592	как у	1	1
593	на ее	1	1
594	совпадает с	3	1
595	литературное произведение	1	1
596	на которые	1	1
597	и др	1	1
598	что не	1	1
599	что для	1	1
600	противоречие между	1	1
601	превращается в	2	1
602	не было	1	1
603	смерти но	1	1
604	мы легко	2	1
605	понятие о	2	1
606	ее на	1	1
607	произведением искусства	1	1
608	при виде	1	1
609	речи и	2	1
610	в одно	2	1
611	и ему	1	1
612	если не	1	1
613	трагический герой	1	1
614	здесь именно	1	1
615	всю полноту	1	1
616	в комнате	1	1
617	к катарсису	1	1
618	есть точка	1	1
619	с первых	1	1
620	это имеет	1	1
621	что каждый	2	1
622	мы говорим	1	1
623	места для	1	1
624	внешнем мире	1	1
625	требует от	1	1
626	целом ряде	1	1
627	искусства но	3	1
628	ослабляет и	1	1
629	тому как	1	1
630	в первой	5	1
631	как к	2	1
632	для понимания	2	1
633	евгении онегине	1	1
634	к полноте	1	1
635	иначе говоря	4	1
636	может служить	2	1
637	внешнего мира	2	1
638	в контексте	3	1
639	стихе как	1	1
640	в любом	1	1
641	я вдоль	1	1
642	точно и	1	1
643	над его	1	1
644	самое существенное	1	1
645	это явление	1	1
646	ближе к	1	1
647	каждой из	1	1
648	в следующей	2	1
649	только мы	1	1
650	известной степени	3	1
651	и другим	1	1
652	не прямо	1	1
653	человеком который	1	1
654	которая в	1	1
655	истинный смысл	1	1
656	и трагическое	1	1
657	чем является	1	1
658	эстетической деятельности	1	1
659	не представляет	1	1
660	от всех	1	1
661	тем более	1	1
662	с не	1	1
663	как смысл	1	1
664	ни к	3	1
665	все они	1	1
666	я в	16	1
667	мы в	2	1
668	свое душевное	1	1
669	к внутреннему	2	1
670	нам не	1	1
671	с ними	1	1
672	произведении искусства	2	1
673	улиц шумных	1	1
674	но этим	1	1
675	это на	1	1
676	к его	2	1
677	жизни а	1	1
678	или иного	3	1
679	отношению к	4	1
680	к числу	1	1
681	героя как	1	1
682	с высокой	1	1
683	можно назвать	1	1
684	все что	1	1
