N	2gram	Tiupa_Lite_2	Formalny
347	но он	1	1
348	этих и	1	1
349	как от	1	1
350	время здесь	1	1
351	не знает	2	1
352	и вся	1	1
353	тому что	1	1
354	можно указать	1	1
355	эволюции а	1	1
356	в русской	4	1
357	мышления и	1	1
358	не имеет	1	1
359	если в	2	1
360	и притом	1	1
361	без остатка	3	1
362	и снова	1	1
363	но только	2	1
364	того чтобы	1	1
365	художественной деятельности	1	1
366	не лучше	1	1
367	всякой иной	1	1
368	и без	2	1
369	на себя	2	1
370	в русском	2	1
371	по своей	1	1
372	жизни на	2	1
373	жизни как	2	1
374	мире и	1	1
375	потому что	2	1
376	же он	1	1
377	движения и	1	1
378	в сознании	1	1
379	в новейшей	1	1
380	этом отношении	3	1
381	мы и	1	1
382	что на	1	1
383	за его	1	1
384	без исключения	1	1
385	однако это	1	1
386	свое собственное	1	1
387	и искусство	1	1
388	уже о	2	1
389	все то	1	1
390	не могут	1	1
391	могут быть	2	1
392	числе и	1	1
393	жизни этих	1	1
394	как для	1	1
395	вовлечен в	1	1
396	ничего общего	1	1
397	элементы в	1	1
398	и о	1	1
399	более не	1	1
400	ни одно	1	1
401	данном случае	3	1
402	и всякой	1	1
403	исторической жизни	1	1
404	слова а	1	1
405	типа все	1	1
406	в годы	2	1
407	в образе	1	1
408	в последующих	1	1
409	мог бы	1	1
410	и всегда	1	1
411	живет и	1	1
412	остается только	1	1
413	с предшествующим	1	1
414	с этого	1	1
415	в словах	1	1
416	сторону жизни	1	1
417	в другом	3	1
418	эстетика и	1	1
419	притом в	1	1
420	одного из	1	1
421	и просто	1	1
422	можно сказать	1	1
423	а также	2	1
424	второй половины	1	1
425	нет у	1	1
426	на отдельные	1	1
427	которая сама	1	1
428	из общих	1	1
429	внутренний мир	1	1
430	должно было	1	1
431	творчества в	1	1
432	и хорошо	1	1
433	литературной эволюции	1	1
434	именно она	1	1
435	вокруг такого	1	1
436	в художественной	3	1
437	всегда является	1	1
438	своем внутреннем	1	1
439	отражения в	1	1
440	от всего	1	1
441	который в	1	1
442	сознанием и	1	1
443	вследствие чего	1	1
444	так что	4	1
445	для всех	5	1
446	себя в	6	1
447	слова в	1	1
448	от других	1	1
449	из них	2	1
450	мир в	1	1
451	был бы	2	1
452	себе в	1	1
453	так как	3	1
454	сама в	1	1
455	у него	2	1
456	отличие от	1	1
457	образом не	1	1
458	он один	1	1
459	социального заказа	1	1
460	или иной	1	1
461	за ними	1	1
462	как у	1	1
463	здесь дело	1	1
464	а именно	3	1
465	во второй	1	1
466	а с	1	1
467	что не	2	1
468	черты в	2	1
469	в поэзию	1	1
470	к своему	2	1
471	однако и	1	1
472	в слове	1	1
473	здесь этот	1	1
474	и поэтики	1	1
475	развитии и	1	1
476	по праву	1	1
477	русской литературы	1	1
478	к его	1	1
479	классической поэтике	1	1
480	пространства и	1	1
481	критиков и	1	1
482	жизни а	2	1
483	требует от	1	1
484	из которых	2	1
485	какого бы	1	1
486	и определения	1	1
487	для искусства	1	1
488	художественное целое	1	1
489	наряду с	1	1
490	своих врагов	1	1
491	что же	1	1
492	впервые в	1	1
493	тех пор	1	1
494	в это	1	1
495	все индивидуальные	1	1
496	но даже	1	1
497	не меняет	1	1
498	объективной данности	1	1
499	в смысле	1	1
500	в недрах	1	1
501	искусством и	1	1
502	при всем	2	1
503	тех или	1	1
504	не является	2	1
505	и для	3	1
506	что делает	1	1
507	мира и	1	1
508	том что	7	1
509	ее и	1	1
510	для нас	2	1
511	особого рода	1	1
512	которую он	1	1
513	еще более	1	1
514	не будучи	1	1
515	ни к	1	1
516	обстоит дело	1	1
517	в становлении	1	1
518	к делу	1	1
519	до тех	1	1
520	причастность к	4	1
521	границу между	1	1
522	не говоря	2	1
523	руки и	1	1
524	культуры как	2	1
525	другой стороны	4	1
526	своего предмета	1	1
527	о себе	3	1
528	от поэзии	1	1
529	элементов а	1	1
530	в последнем	1	1
531	культуры в	1	1
532	из этого	1	1
533	есть и	1	1
534	труда в	1	1
535	требуют чтобы	1	1
536	самом начале	1	1
537	время не	1	1
538	себе не	2	1
539	и состоит	1	1
540	также не	1	1
541	ее в	1	1
542	в ссср	1	1
543	и эта	1	1
544	ее развития	1	1
545	к этому	1	1
546	этой цели	1	1
547	этой точки	1	1
548	том числе	2	1
