N	2gram	Trubetskoy_1	Vvedenie
360	не существует	1	2
361	на задний	1	2
362	котором он	1	2
363	обе эти	1	2
364	у них	3	2
365	то о	1	2
366	бы в	1	2
367	конце концов	3	2
368	мы должны	6	2
369	ни к	1	2
370	но зато	1	2
371	не похожи	1	2
372	с ней	3	2
373	или иным	1	2
374	жизни и	2	2
375	точно так	3	2
376	и другие	3	2
377	языку и	1	1
378	это и	1	1
379	представляться как	1	1
380	что дает	1	1
381	который можно	1	1
382	всем что	1	1
383	можно говорить	1	1
384	культура не	1	1
385	речь идет	1	1
386	что эти	3	1
387	объясняется и	1	1
388	же культуры	1	1
389	отношения к	1	1
390	согласно которой	1	1
391	и за	1	1
392	и могут	1	1
393	то для	1	1
394	ли быть	1	1
395	та же	1	1
396	таком случае	1	1
397	нам в	1	1
398	к одной	2	1
399	в учении	1	1
400	требует от	2	1
401	специализировались на	1	1
402	бы например	2	1
403	к общему	1	1
404	большей частью	3	1
405	на них	1	1
406	в уста	1	1
407	что его	1	1
408	различия между	2	1
409	он умеет	1	1
410	в сторону	1	1
411	одном и	1	1
412	только тогда	1	1
413	а и	1	1
414	как в	1	1
415	в новом	2	1
416	а через	1	1
417	отличие от	1	1
418	или иное	2	1
419	легче и	1	1
420	что они	1	1
421	связи и	1	1
422	материалом для	1	1
423	трудно сказать	1	1
424	общего с	2	1
425	каждая из	3	1
426	народа в	1	1
427	как к	1	1
428	образцом для	1	1
429	в одних	1	1
430	помнить что	1	1
431	кроме того	1	1
432	это тоже	1	1
433	более или	5	1
434	себе не	1	1
435	то в	1	1
436	них как	1	1
437	еще на	2	1
438	не приходится	1	1
439	в которой	3	1
440	не совпадает	1	1
441	он в	2	1
442	что так	1	1
443	и тот	1	1
444	теснее связана	1	1
445	имеем в	1	1
446	тому же	5	1
447	на то	2	1
448	если он	1	1
449	не могла	2	1
450	вследствие этого	1	1
451	на его	1	1
452	восстановить в	1	1
453	время и	1	1
454	в какой-то	1	1
455	соприкасается с	1	1
456	перестает быть	2	1
457	с именем	2	1
458	он должен	1	1
459	именно из	2	1
460	есть один	1	1
461	новое и	1	1
462	европейской культуры	3	1
463	существует и	1	1
464	к славянам	1	1
465	чтобы в	1	1
466	из него	2	1
467	его от	2	1
468	нужные для	1	1
469	заключает в	2	1
470	то ни	2	1
471	факт что	1	1
472	что все	4	1
473	различие между	1	1
474	лишь в	5	1
475	но совершенно	1	1
476	известно что	1	1
477	лишь на	1	1
478	чаще всего	1	1
479	к области	1	1
480	она и	1	1
481	своему характеру	1	1
482	в слове	1	1
483	не всегда	2	1
484	этим и	1	1
485	с результатами	1	1
486	и того	1	1
487	одного и	1	1
488	перед собой	1	1
489	или менее	5	1
490	в эту	2	1
491	особенно сильно	1	1
492	его нельзя	1	1
493	во время	4	1
494	взгляд на	2	1
495	в такой	1	1
496	с идеей	2	1
497	прийти к	1	1
498	представление о	6	1
499	в отличие	1	1
500	далее в	1	1
501	должны были	1	1
502	иначе как	1	1
503	в россии	2	1
504	труда и	1	1
505	превратиться в	1	1
506	не должно	1	1
507	в духовной	1	1
508	покоится на	1	1
509	стадии развития	2	1
510	самого начала	2	1
511	связан и	2	1
512	в языках	1	1
513	ее с	2	1
514	к этим	1	1
515	уже очень	1	1
516	не по	1	1
517	представлением о	1	1
518	в идее	1	1
519	случае не	3	1
520	не могло	2	1
521	следовательно и	1	1
522	судя по	1	1
523	далеком прошлом	1	1
524	не похоже	1	1
525	под этим	1	1
526	в самой	2	1
527	которые и	1	1
528	культурного целого	1	1
529	к концу	3	1
530	за исключением	1	1
531	и является	2	1
532	и после	2	1
533	всякий кто	1	1
534	ли это	2	1
535	не потому	2	1
536	превращается в	2	1
537	развития тем	1	1
538	с данной	1	1
539	и другой	2	1
540	человека в	1	1
541	отличается от	2	1
542	должны быть	1	1
543	и надо	1	1
544	образа или	1	1
545	жить в	1	1
546	утверждать что	2	1
547	восточных культур	1	1
548	в эпоху	7	1
549	для себя	1	1
550	особенности этого	1	1
551	на нечто	1	1
552	вопросу с	1	1
553	и о	3	1
554	значения и	1	1
555	как не	1	1
556	свою очередь	1	1
557	без всякого	1	1
558	совершенно ясно	1	1
559	каждая такая	1	1
560	то или	2	1
561	все прочие	1	1
562	только то	1	1
563	с самого	3	1
564	культуры и	3	1
565	во главе	1	1
566	что именно	2	1
567	о полку	1	1
568	как с	1	1
569	на совокупность	1	1
570	видно из	1	1
571	бытие не	1	1
572	культуры во	1	1
573	можно только	2	1
574	том как	1	1
575	по тому	2	1
576	в общих	1	1
577	между собой	1	1
578	во-первых с	1	1
579	образом в	5	1
580	именно потому	1	1
581	свойствам их	1	1
582	другими словами	1	1
583	настоящее время	1	1
584	и из	2	1
585	одного из	1	1
586	бы то	2	1
587	после того	1	1
588	других языках	1	1
589	может не	1	1
590	в вопросах	1	1
591	с каким-нибудь	1	1
592	должно было	2	1
593	это было	1	1
594	котором они	1	1
595	русской культурой	1	1
596	все в	1	1
597	каждом из	1	1
598	это изменение	1	1
599	том или	1	1
600	путь к	3	1
601	общих чертах	1	1
602	ними в	1	1
603	во всей	1	1
604	них в	1	1
605	наконец в	2	1
606	тех пор	2	1
607	что здесь	1	1
608	от прочих	1	1
609	на которой	1	1
610	каком он	1	1
611	мы видим	1	1
612	между этим	1	1
613	очень много	2	1
614	по очереди	1	1
615	воплощения в	1	1
616	всех его	1	1
617	т.д в	1	1
618	растворилась в	1	1
619	этот факт	2	1
620	менее совершенно	1	1
621	себя в	1	1
622	прямо не	1	1
623	полку игореве	1	1
624	и у	8	1
625	есть проблема	1	1
626	вернуться к	1	1
627	языка как	1	1
628	к усвоению	1	1
629	с которого	2	1
630	и скорее	1	1
631	дает ему	1	1
632	участие в	1	1
633	в так	4	1
634	уважении к	1	1
635	который как	1	1
636	к мысли	1	1
637	для него	3	1
638	культура в	3	1
639	не означает	1	1
640	и специальные	1	1
641	у этих	1	1
642	к ним	3	1
643	бытия и	1	1
644	у него	1	1
645	и никогда	1	1
646	чтобы не	1	1
647	нее не	2	1
648	или ином	1	1
649	случае с	1	1
650	в каковом	1	1
651	нужно было	1	1
652	но одно	1	1
653	может ли	2	1
654	после смерти	10	1
655	к которому	2	1
656	и прежде	1	1
657	а с	7	1
658	из таких	1	1
659	русской культуры	15	1
660	философскую мысль	1	1
661	связано с	2	1
662	притом не	1	1
663	тот факт	1	1
664	он вполне	1	1
665	среди них	2	1
666	то ясно	2	1
667	одну из	1	1
668	как видно	1	1
669	на эту	1	1
670	и том	1	1
671	всегда и	3	1
672	жизнь в	1	1
673	мира в	1	1
674	в одно	2	1
675	мы знаем	1	1
676	если не	2	1
677	и об	1	1
678	в момент	1	1
679	к лицу	1	1
680	в далеком	1	1
681	с первого	1	1
682	и особенно	2	1
683	как эти	1	1
684	и потому	6	1
685	эта связь	1	1
686	в европе	1	1
687	нечто вполне	1	1
688	лицом к	1	1
689	а между	1	1
690	в среде	2	1
691	духовного развития	2	1
692	есть тот	1	1
693	здесь идет	1	1
694	похож на	2	1
695	из человеческих	2	1
696	по образцу	1	1
697	но для	1	1
698	или по	2	1
699	народ но	1	1
700	случае между	1	1
701	и более	1	1
702	и от	4	1
703	что оно	4	1
704	это как	1	1
705	в настоящее	1	1
706	гораздо менее	2	1
707	всего что	1	1
708	и все	2	1
709	из себя	2	1
710	находит свое	1	1
711	превратился в	1	1
712	ни было	2	1
713	же в	1	1
714	есть продукт	1	1
715	себя не	1	1
716	давно уже	1	1
717	ценностей и	1	1
718	не осталось	1	1
719	может и	1	1
720	чем с	1	1
721	в свою	2	1
722	от своего	1	1
723	состоит из	1	1
724	впервые в	1	1
725	совершенно не	1	1
726	жизни а	1	1
727	одновременно и	2	1
728	первом случае	1	1
729	ко всему	2	1
730	от природы	1	1
731	разных народов	1	1
732	есть то	1	1
733	вся история	1	1
734	с внешней	1	1
735	в своих	1	1
736	можно назвать	2	1
737	в таком	3	1
738	все что	2	1
739	этой точки	2	1
740	они не	1	1
