N	2gram	Losev_Dial_3	Komedia
271	в область	1	1
272	о смерти	1	1
273	же она	3	1
274	конечном счете	1	1
275	в общем	1	1
276	и будет	1	1
277	не просто	18	1
278	в свои	1	1
279	из таких	1	1
280	и нам	1	1
281	чем же	1	1
282	если она	1	1
283	опирается на	1	1
284	по которому	2	1
285	как к	1	1
286	и нет	7	1
287	однако не	2	1
288	ее пределами	1	1
289	и слова	1	1
290	более или	1	1
291	суда и	1	1
292	в чисто	2	1
293	не приходится	1	1
294	из жизни	1	1
295	если мы	1	1
296	из другого	1	1
297	в себе	2	1
298	корнями в	1	1
299	не имеют	2	1
300	и стало	1	1
301	сами эти	2	1
302	посмел бы	1	1
303	до самого	1	1
304	никакому сомнению	1	1
305	признаки по	1	1
306	отца а	1	1
307	и более	1	1
308	счет в	1	1
309	не делая	1	1
310	его от	1	1
311	в основу	1	1
312	от нее	1	1
313	кажется не	1	1
314	его не	2	1
315	бы быть	2	1
316	с целью	1	1
317	знает что	1	1
318	за другой	1	1
319	всю свою	1	1
320	по себе	20	1
321	от отца	5	1
322	существовали в	1	1
323	почему только	1	1
324	и уже	2	1
325	которой он	1	1
326	он и	3	1
327	с такой	1	1
328	и целые	1	1
329	действительно не	1	1
330	как таковой	2	1
331	и тогда	5	1
332	не больше	3	1
333	не мог	1	1
334	или менее	1	1
335	от своего	2	1
336	и при	1	1
337	нас не	1	1
338	мне его	1	1
339	и без	3	1
340	же это	1	1
341	пор в	1	1
342	при существовании	1	1
343	радости в	1	1
344	они уже	1	1
345	от его	2	1
346	стало быть	9	1
347	тем не	10	1
348	их в	2	1
349	как от	1	1
350	есть некий	1	1
351	вещей и	6	1
352	в устах	1	1
353	что например	1	1
354	для нее	1	1
355	и очень	1	1
356	то надо	1	1
357	и необходимость	1	1
358	с точки	14	1
359	но они	2	1
360	тем самым	3	1
361	что эта	1	1
362	с которой	2	1
363	этого же	1	1
364	это дает	1	1
365	как о	4	1
366	в основе	3	1
367	военных действий	1	1
368	иметь в	2	1
369	это опять	1	1
370	никогда не	7	1
371	ничего не	17	1
372	отнестись к	1	1
373	имеем дело	1	1
374	ее у	1	1
375	и является	2	1
376	представление об	1	1
377	из того	2	1
378	эти три	1	1
379	тогда в	1	1
380	в каком	3	1
381	нет ни	2	1
382	это часть	1	1
383	отличается от	8	1
384	о теле	1	1
385	его с	1	1
386	как для	1	1
387	той или	2	1
388	все еще	2	1
389	из себя	2	1
390	должен быть	1	1
391	для себя	2	1
392	опоры на	1	1
393	ибо по	1	1
394	и служит	1	1
395	что первенство	1	1
396	только при	1	1
397	в себя	1	1
398	эти факты	3	1
399	было в	1	1
400	в споре	1	1
401	мог бы	1	1
402	остается только	1	1
403	веры в	1	1
404	разного рода	2	1
405	жизнь и	4	1
406	не имели	1	1
407	и первые	1	1
408	именно тогда	1	1
409	о котором	1	1
410	не будучи	1	1
411	с ним	1	1
412	не меньше	2	1
413	помнить что	1	1
414	возможна только	1	1
415	пришли к	1	1
416	внимание на	1	1
417	и та	1	1
418	никак не	2	1
419	нас в	2	1
420	этих двух	1	1
421	я думаю	2	1
422	что же	11	1
423	и ни	3	1
424	разумно и	1	1
425	и следовательно	2	1
426	если это	1	1
427	раз на	1	1
428	не зная	1	1
429	к которому	1	1
430	имеется в	3	1
431	как например	2	1
432	по своей	1	1
433	всякого рода	1	1
434	общественную жизнь	1	1
435	даже если	2	1
436	очень много	1	1
437	то он	1	1
438	тот или	2	1
439	в т	1	1
440	конечно не	4	1
441	только на	7	1
442	и они	2	1
443	то и	3	1
444	ни одного	1	1
445	этого понятия	1	1
446	существу своему	1	1
447	мир в	3	1
448	не так	1	1
449	для него	4	1
450	содержания и	1	1
451	много раз	1	1
452	не о	2	1
453	как раз	7	1
454	я вижу	3	1
455	время на	1	1
456	явно что	5	1
457	само собой	1	1
458	были бы	1	1
459	из двух	3	1
460	другого и	1	1
461	и даже	13	1
462	или иной	4	1
463	заинтересованность и	1	1
464	однако что	2	1
465	что не	5	1
466	говорит о	4	1
467	очень трудно	1	1
468	у нас	4	1
469	этого не	2	1
470	нечего было	1	1
471	выше и	1	1
472	не на	6	1
473	а не	26	1
474	другой стороны	2	1
475	отпадает необходимость	1	1
476	без которых	2	1
477	ни о	3	1
478	вместе взятых	1	1
479	если эти	1	1
480	для каждой	1	1
481	одна и	1	1
482	необычности и	1	1
483	несмотря на	2	1
484	всего этого	2	1
485	при многих	1	1
486	связь с	1	1
487	или по	1	1
488	жизни ибо	1	1
489	ничего нет	5	1
490	в сферу	3	1
491	себя то	1	1
492	не видят	1	1
493	именно в	2	1
494	по существу	2	1
495	из отдельных	1	1
496	быть не	2	1
497	но даже	3	1
498	оба они	1	1
499	а то	1	1
500	у вас	1	1
501	мало кто	1	1
502	о мире	1	1
503	содержится в	2	1
504	ближе к	1	1
505	одного то	1	1
506	само по	5	1
507	в результате	1	1
508	не с	1	1
509	то о	1	1
510	но о	2	1
511	тем более	3	1
512	чтобы его	1	1
513	и как	8	1
514	но всегда	1	1
515	одно понятие	1	1
516	к ее	1	1
517	нам не	1	1
518	нет ничего	9	1
519	между ними	1	1
520	не знает	3	1
521	сказать что	4	1
522	только как	5	1
523	была бы	3	1
524	лишь тогда	1	1
525	при его	3	1
526	того на	1	1
527	о себе	2	1
528	или иного	2	1
529	т е	48	1
530	бы его	2	1
531	а может	1	1
532	точно так	2	1
533	того или	3	1
534	и эта	1	1
535	не дал	1	1
536	думать что	2	1
537	так же	4	1
538	как на	5	1
539	все что	3	1
