N	2gram	Losev_Prob_5	Tragedij
458	героя и	1	1
459	из тех	2	1
460	при его	2	1
461	в голову	1	1
462	сам о	1	1
463	но еще	2	1
464	вдруг на	1	1
465	это в	1	1
466	к м	1	1
467	во всяком	2	1
