N	2gram	Vygotskiy__5	slovoVRo
171	что в	16	3
172	из себя	1	3
173	хотя бы	5	3
174	сказать что	13	3
175	речи и	6	3
176	во всяком	2	3
177	одним из	2	2
178	также и	1	2
179	в сфере	5	2
180	это и	3	2
181	оно было	1	2
182	с таким	3	2
183	мы уже	1	2
184	мы не	3	2
185	но она	1	2
186	с ее	1	2
187	и чужого	3	2
188	имеет дело	1	2
189	меньше чем	1	2
190	далее в	1	2
191	но как	3	2
192	точка зрения	8	2
193	что язык	1	2
194	из важнейших	1	2
195	за пределы	4	2
196	связи и	2	2
197	с этим	3	2
198	кроме того	1	2
199	как уже	3	2
200	более или	1	2
201	в нашем	1	2
202	в себе	1	2
203	как он	6	2
204	с языком	1	2
205	но прежде	1	2
206	на его	2	2
207	он не	8	2
208	в виде	1	2
209	и более	3	2
210	из него	1	2
211	значение в	3	2
212	конечно в	1	2
213	зрения на	1	2
214	зрения и	1	2
215	уже сказано	1	2
216	независимо от	1	2
217	мы видели	3	2
218	чем в	3	2
219	или менее	1	2
220	и другие	2	2
221	в их	3	2
222	которые в	1	2
223	но он	7	2
224	однако в	1	2
225	на котором	1	2
226	тогда когда	5	2
227	того как	5	2
228	которого он	1	2
229	нашего сознания	1	2
230	того чтобы	17	2
231	в одном	3	2
232	речи не	4	2
233	к ней	1	2
234	входят в	1	2
235	в области	12	2
236	этой способности	1	2
237	отличается от	1	2
238	и другим	2	2
239	оно может	1	2
240	свою очередь	3	2
241	языки в	1	2
242	без всякого	1	2
243	в себя	3	2
244	как с	3	2
245	в другом	6	2
246	те же	2	2
247	в контекст	1	2
248	и здесь	2	2
249	центральной проблемой	1	2
250	о том	8	2
251	и т.п	1	2
252	но мы	5	2
253	или на	1	2
254	влияние на	1	2
255	в различных	2	2
256	может не	1	2
257	нуждается в	1	2
258	языков это	1	2
259	в форме	1	2
260	еще более	5	2
261	как например	1	2
262	что он	25	2
263	мы увидим	1	2
264	речи все	1	2
265	всяком случае	1	2
266	со всеми	2	2
267	где они	1	2
268	уже в	1	2
269	на протяжении	2	2
270	его и	3	2
271	в прошлом	1	2
272	для того	14	2
273	то что	26	2
274	не было	1	2
275	до сих	3	2
276	именно в	4	2
277	и между	2	2
278	которых мы	1	2
279	и материала	1	2
280	более того	1	2
281	с которым	1	2
282	и непосредственно	1	2
283	в связи	1	2
284	вместе с	4	2
285	требует от	3	2
286	может стать	1	2
287	в данном	1	2
288	слов в	1	2
289	языка он	1	2
290	сих пор	3	2
291	от нас	1	2
292	в более	2	2
293	известной степени	1	2
294	включает в	3	2
295	в результате	4	2
296	не знает	5	2
297	к его	3	2
298	речи как	4	2
299	языка если	1	2
300	все что	2	2
301	они не	3	2
302	и наиболее	1	1
303	речью не	1	1
304	смысле слова	1	1
305	как известно	4	1
306	лежащую в	1	1
307	всем ее	1	1
308	не должны	2	1
309	в движение	1	1
310	словом как	1	1
311	в рассмотрение	1	1
312	того же	7	1
313	проблемы в	1	1
314	он может	3	1
315	и должны	1	1
316	и есть	7	1
317	между двумя	3	1
318	за собой	1	1
319	мы говорим	2	1
320	из самых	1	1
321	его же	1	1
322	заключается именно	1	1
323	вопроса оно	1	1
324	от которых	1	1
325	когда это	1	1
326	поскольку она	1	1
327	ней нет	1	1
328	есть не	2	1
329	миру и	1	1
330	и о	1	1
331	что уже	1	1
332	гуманитарных наук	1	1
333	место в	1	1
334	для раскрытия	1	1
335	самого говорящего	1	1
336	способности и	1	1
337	к началу	4	1
338	слово не	1	1
339	материала на	1	1
340	и этого	1	1
341	не нужно	1	1
342	между собой	13	1
343	он сам	1	1
344	первый план	1	1
345	быть в	2	1
346	что его	1	1
347	конечно это	1	1
348	должен действовать	1	1
349	бы она	1	1
350	то мы	1	1
351	различия между	1	1
352	друг к	1	1
353	для жизни	1	1
354	чем это	1	1
355	в каких-то	1	1
356	в план	1	1
357	к ним	2	1
358	с каким	2	1
359	связанного с	2	1
360	человеку и	1	1
361	речи вне	1	1
362	в одной	1	1
363	его на	2	1
364	все остальные	1	1
365	не два	2	1
366	процессе развития	4	1
367	применении к	1	1
368	сознания в	3	1
369	могли бы	6	1
370	целый ряд	1	1
371	как всякая	2	1
372	этой цели	1	1
373	для ее	1	1
374	в самом	4	1
375	в целом	4	1
376	он в	3	1
377	только два	2	1
378	сущности и	1	1
379	и самый	1	1
380	в этой	6	1
381	нами в	2	1
382	другом случае	1	1
383	и те	1	1
384	научных и	4	1
385	на то	1	1
386	если он	2	1
387	дальше и	1	1
388	актуального и	1	1
389	вообще не	4	1
390	что она	2	1
391	по самому	1	1
392	и только	1	1
393	речи в	6	1
394	в корне	2	1
395	слились в	1	1
396	и по	4	1
397	одно и	1	1
398	в каждом	1	1
399	и ответ	1	1
400	формы мышления	1	1
401	значение нашей	1	1
402	через все	1	1
403	об этом	1	1
404	к другу	1	1
405	влиять на	3	1
406	на все	5	1
407	глубокий и	1	1
408	знает что	2	1
409	это было	1	1
410	те или	1	1
411	не умеет	3	1
412	помощью одного	1	1
413	моменты в	1	1
414	должен был	1	1
415	новые и	1	1
416	и тем	3	1
417	мог бы	1	1
418	шагу в	1	1
419	но уже	1	1
420	он является	1	1
421	о которых	1	1
422	все равно	2	1
423	на основании	2	1
424	письменной речи	39	1
425	для правильной	1	1
426	всегда и	1	1
427	несмотря на	1	1
428	как сказано	1	1
429	может идти	3	1
430	такой же	4	1
431	одного и	3	1
432	в окружающей	1	1
433	на первый	1	1
434	слов так	1	1
435	в своей	2	1
436	не разрешают	1	1
437	сказать так	1	1
438	определяется и	1	1
439	выработанные в	1	1
440	сознания но	1	1
441	моменты которые	1	1
442	лежат в	1	1
443	речи далее	1	1
444	в такой	5	1
445	она в	1	1
446	мы говорили	2	1
447	для развития	6	1
448	существуют такие	1	1
449	то его	1	1
450	он принимает	1	1
451	себе а	1	1
452	мысли и	5	1
453	от его	1	1
454	должны были	2	1
455	для изучения	1	1
456	этих моментов	1	1
457	заставляет нас	1	1
458	тем не	1	1
459	возможно только	1	1
460	идти не	1	1
461	форму в	1	1
462	как будет	1	1
463	о значении	1	1
464	с которой	1	1
465	самого начала	5	1
466	этими двумя	2	1
467	и притом	1	1
468	они же	2	1
469	его собственного	1	1
470	связанная с	2	1
471	опираться на	1	1
472	дело не	1	1
473	иметь в	1	1
474	и уже	1	1
475	ничего не	5	1
476	понимании и	1	1
477	а во	1	1
478	по своей	3	1
479	прежде чем	1	1
480	это слово	1	1
481	ним но	1	1
482	имеет два	2	1
483	в сознании	1	1
484	эти три	2	1
485	задолго до	3	1
486	не до	2	1
487	или иных	1	1
488	в духе	1	1
489	в направлении	1	1
490	чтобы увидеть	1	1
491	из самого	1	1
492	лежит в	2	1
493	если же	1	1
494	как только	1	1
495	числе и	1	1
496	его протяжении	1	1
497	чем перейти	1	1
498	анализа и	1	1
499	на самый	1	1
500	совершенно иной	2	1
501	что при	1	1
502	эти явления	1	1
503	этот путь	2	1
504	в применении	1	1
505	и это	1	1
506	как они	3	1
507	всю последующую	1	1
508	и усвоения	1	1
509	это единство	1	1
510	в виду	2	1
511	всего этого	1	1
512	точками зрения	2	1
513	из главных	1	1
514	как по	1	1
515	и этим	1	1
516	с самого	5	1
517	зрения не	1	1
518	приводит к	7	1
519	и может	3	1
520	невозможно никакое	1	1
521	и другими	2	1
522	и которые	1	1
523	как между	1	1
524	нас того	1	1
525	речь как	2	1
526	в научном	3	1
527	еще в	3	1
528	во второй	2	1
529	это как	1	1
530	слова ведь	1	1
531	языковых форм	2	1
532	чтобы понять	2	1
533	но может	1	1
534	не на	3	1
535	образом в	2	1
536	иные возможности	1	1
537	никак не	3	1
538	с другим	1	1
539	и что	12	1
540	можно сказать	5	1
541	на данном	1	1
542	самый процесс	2	1
543	или иные	1	1
544	тем или	2	1
545	поэтому внутренняя	2	1
546	способность к	3	1
547	представления о	2	1
548	в ту	1	1
549	и нельзя	1	1
550	и следовательно	6	1
551	знания и	2	1
552	в лучшем	3	1
553	в изменении	1	1
554	в самый	1	1
555	того что	16	1
556	ту область	1	1
557	есть процесс	2	1
558	поэтому для	1	1
559	одной из	3	1
560	в какой	6	1
561	что различные	1	1
562	уже говорили	1	1
563	эта общая	1	1
564	между этими	1	1
565	и ее	1	1
566	их не	1	1
567	вопрос об	3	1
568	в качестве	4	1
569	первостепенное значение	1	1
570	есть чисто	1	1
571	на всем	2	1
572	не можем	1	1
573	только на	2	1
574	значение и	1	1
575	оно в	1	1
576	а это	1	1
577	и обратно	1	1
578	за ним	1	1
579	представить себе	1	1
580	в известной	3	1
581	слово его	1	1
582	в конце	1	1
583	с этими	1	1
584	на развитие	2	1
585	мы можем	6	1
586	всякое внутреннее	1	1
587	речи к	2	1
588	речи является	2	1
589	и никогда	1	1
590	как раз	1	1
591	тем что	5	1
592	и сознательный	1	1
593	в других	1	1
594	ближайшим образом	1	1
595	перейти к	3	1
596	вне ее	1	1
597	в письменной	7	1
598	развитии и	2	1
599	оно способно	1	1
600	к совершенно	2	1
601	и смысловых	1	1
602	говорим о	2	1
603	или иначе	1	1
604	язык во	1	1
605	на которые	3	1
606	могут иметь	1	1
607	что не	1	1
608	говорит о	3	1
609	должно быть	8	1
610	этого не	1	1
611	принимает за	2	1
612	зависит от	4	1
613	и осуществляется	1	1
614	другой стороны	2	1
615	все время	1	1
616	его собственной	1	1
617	для этой	1	1
618	мы находим	1	1
619	все более	1	1
620	я говорю	1	1
621	в частности	3	1
622	поэтому даже	1	1
623	с изучением	1	1
624	даже не	1	1
625	только его	1	1
626	только начинается	2	1
627	форм его	1	1
628	из какого	1	1
629	влияния на	1	1
630	он говорит	1	1
631	который мы	2	1
632	или иного	1	1
633	принадлежащее к	1	1
634	да и	1	1
635	их внутренней	1	1
636	об особенностях	2	1
637	зрения так	1	1
638	всегда остается	1	1
639	этого слова	1	1
640	этого факта	1	1
641	слова есть	1	1
642	подчиняет его	1	1
643	в систему	1	1
644	только для	2	1
645	влечет за	1	1
646	того или	1	1
647	и таким	1	1
648	этом и	1	1
649	которые оно	1	1
650	близкий к	1	1
651	более и	1	1
652	языка происходит	1	1
653	тех или	1	1
654	не является	5	1
655	синтаксических форм	1	1
656	бы говорить	1	1
657	образом с	2	1
658	на улице	1	1
659	тем и	1	1
660	но на	1	1
661	сознания и	2	1
662	постановке вопроса	1	1
663	или иным	2	1
664	развития и	11	1
665	речи с	2	1
666	особого рода	1	1
667	это так	1	1
668	менее чем	1	1
669	или нет	1	1
670	речи так	3	1
671	вообще в	1	1
672	и связанная	1	1
673	но зато	1	1
674	же в	2	1
675	в системе	4	1
676	нисколько не	1	1
677	влияние в	1	1
678	лучшем случае	4	1
679	последнем случае	1	1
680	относящиеся к	1	1
681	намеренный и	1	1
682	но этот	2	1
683	в своих	2	1
684	только не	3	1
685	к этому	3	1
686	том числе	1	1
687	гораздо более	1	1
688	которая не	1	1
